municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,326,326
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,4,4
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,10,10
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,28,28
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,57,57
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,42,42
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,4,4
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,5,5
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,282,282
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,36,36
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,15,15
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,32,32
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,30,30
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,19,19
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,68,68
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,86,86
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,3,3
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,11,11
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,1,1
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,3,3
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,10,10
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,11,11
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,18,18
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,18,18
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,26,26
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,6,6
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,259,259
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,68,68
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,2,2
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,13,13
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,45,45
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,17,17
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,6,6
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,49,49
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,32,32
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,25,25
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,31,31
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,11,11
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,65,65
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,3,3
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,22,22
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,123,123
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,8,8
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,61,61
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,36,36
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,9,9
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,2,2
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,95,95
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,17,17
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,117,117
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,8,8
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,8,8
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,40,40
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,6,6
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,7,7
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,6,6
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-10-01,11,11
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,20,20
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,33,33
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,4,4
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,65,65
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,7,7
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,24,24
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,10,10
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,7,7
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,25,25
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,42,42
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,18,18
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,15,15
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,33,33
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,26,26
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,13,13
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,4,4
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,31,31
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,39,39
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,14,14
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,17,17
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,20,20
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,17,17
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,17,17
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,7,7
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,23,23
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,27,27
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,13,13
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,24,24
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,106,106
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,15,15
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,52,52
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,11,11
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,49,49
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,25,25
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,6,6
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,20,20
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,13,13
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,13,13
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,123,123
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,388,388
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,33,33
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,11,11
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,28,28
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,65,65
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,14,14
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,28,28
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,34,34
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,4,4
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,28,28
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,18,18
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,22,22
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,4,4
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,28,28
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,49,49
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,25,25
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,6,6
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,23,23
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,6,6
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1034,1034
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,15,15
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,17,17
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,26,26
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,28,28
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,12,12
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,12,12
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,19,19
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,21,21
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,11,11
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,112,112
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,21,21
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,6,6
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,25,25
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,11,11
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,20,20
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,51,51
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,14,14
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,11,11
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,34,34
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,44,44
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1495,1495
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,14,14
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,28,28
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,10,10
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,18,18
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,20,20
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,4,4
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,13,13
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,21,21
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,40,40
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,27,27
MOJINETE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,32,32
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,46,46
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,52,52
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,52,52
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,96,96
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,17,17
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,30,30
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,11,11
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,36,36
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,5,5
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,7,7
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,40,40
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,18,18
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,24,24
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,25,25
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,21,21
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,13,13
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,17,17
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,288,288
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,11,11
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,17,17
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,31,31
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,13,13
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,4,4
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,10,10
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,10,10
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,80,80
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,61,61
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,81,81
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,201,201
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,1,1
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,26,26
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,12,12
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,318,318
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,16,16
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,26,26
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,142,142
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,9,9
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,39,39
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,8,8
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,10,10
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,6,6
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,7,7
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,10,10
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-11-01,3,3
