,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TOTALES
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,11,7,18
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
TIAWANACU,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,2,5
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
TOLATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,8,3,11
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,1,2
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,5,3,8
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,2,5
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,5,8
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,9,2,11
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,7,5,12
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,2,2
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,3,0,3
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,2,4
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,12,7,19
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,2,3
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,1,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,5,0,5
COCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,20,8,28
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,1,3
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,1,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,5,0,5
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,41,25,66
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,4,3,7
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,4,2,6
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,5,0,5
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
HUACARETA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,1,3
HUAYLLAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,4,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,7,3,10
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,72,31,103
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,3,1,4
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,3,1,4
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,10,3,13
MOROCHATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
OMEREQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,9,5,14
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,3,0,3
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,6,1,7
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,2,3
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,5,4,9
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,6,2,8
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,7,2,9
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,11,1,12
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,1,2
SAN JAVIER(BNI),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,2,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,1,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,108,51,159
SANTIAGO DE HUATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,1,3
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SORACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,12,7,19
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,8,6,14
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,3,0,3
TIAWANACU,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,1,2
TOMAVE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,5,2,7
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,2,2
UMALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,3,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,2,0,2
VILLA SERRANO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,7,3,10
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,4,10,14
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,1,2
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,5,0,5
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,1,3
ANCORAIMES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
ARAMPAMPA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
ARANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,9,0,9
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,2,3
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,0,3
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,5,2,7
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,4,1,5
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,21,9,30
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,4,0,4
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,4,0,4
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
CUEVO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,2,3
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,36,19,55
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,4,7
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,2,3
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,3,5
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,2,5
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,5,5,10
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,61,41,102
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,0,3
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,2,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,1,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,5,4,9
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,8,5,13
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,0,3
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,2,3
PAMPA GRANDE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,0,2
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,12,4,16
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,1,4
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,7,4,11
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,2,2
QUIABAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,9,6,15
REYES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,6,0,6
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,0,2
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,0,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,3,0,3
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,95,63,158
SANTIAGO DE HUARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,4,4
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,1,3
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,2,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,9,3,12
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
TARACO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,8,5,13
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
TIAWANACU,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
TOLATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,6,4,10
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,2,3
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,1,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,2,3
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,6,1,7
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,4,2,6
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,8,11,19
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,7,4,11
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-10-01,0,1,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,0,3
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
ARANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,3,6
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
CALAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,0,3
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,4,5
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,16,9,25
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,4,2,6
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,1,4
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,33,21,54
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,0,2
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,4,1,5
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,2,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,2,3
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,3,1,4
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,2,3,5
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,47,34,81
LICOMA PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-11-01,0,1,1
