municipality,group,variable,month,Partos atendidos por partera capacitada u otr,TOTAL
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,18,18
OKINAWA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,15,15
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,10,10
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,6,6
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,17,17
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,8,8
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,9,9
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
SORACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,8,8
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,11,11
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,5,5
TOMINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,3,3
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,4,4
YOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-07-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,5,5
ANCORAIMES,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
ANTEQUERA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,12,12
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,8,8
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
CALACOTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,9,9
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,9,9
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,29,29
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,5,5
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,12,12
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,7,7
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,13,13
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,13,13
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,6,6
PORCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
PORONGO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,5,5
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,6,6
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,6,6
QUIABAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,15,15
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,23,23
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,20,20
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,8,8
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
SAN PEDRO DE QUEMES,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
SAN RAMON,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
SANTA ANA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
SORACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,8,8
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,8,8
TIPUANI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,5,5
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,5,5
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,4,4
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,7,7
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,3,3
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
YANACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-08-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,26,26
ALALAY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
ALCALA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,7,7
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,4,4
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,6,6
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
CHACARILLA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,5,5
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,4,4
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,30,30
COMBAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,5,5
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,21,21
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,3,3
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,12,12
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,10,10
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,3,3
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,19,19
POCONA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,9,9
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,7,7
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
QUIABAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,3,3
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,8,8
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,19,19
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,4,4
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,16,16
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,2,2
SANTA ANA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,6,6
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-09-01,1,1
