municipality,group,variable,month,Niños menores de 5 años con 3ra dosis de hier,TOTAL
UNCIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,101,101
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,107,107
URUBICHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,158,158
UYUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,136,136
VACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,47,47
VALLEGRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,237,237
VIACHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,76,76
VILA VILA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,78,78
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,321,321
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,12,12
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,18,18
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,213,213
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,118,118
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,143,143
VILLAZON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,164,164
VINTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,11,11
VITICHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,141,141
WALDO BALLIVIAN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,4,4
WARNES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,384,384
YACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,46,46
YACUIBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,251,251
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,47,47
YANACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,3,3
YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,417,417
YOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,87,87
YOTALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,39,39
YUNCHARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,72,72
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-10-01,63,63
ACACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,139,139
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,10,10
AIQUILE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,30,30
ALALAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,45,45
ALCALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,46,46
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,178,178
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,182,182
ANZALDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,3,3
APOLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,182,182
ARAMPAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,111,111
ARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,26,26
ARBIETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,19,19
ARQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,57,57
ATOCHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,16,16
AYATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,66,66
AYO AYO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,91,91
AZURDUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,82,82
BATALLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,40,40
BAURES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,12,12
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,15,15
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,25,25
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,19,19
BERMEJO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,112,112
BETANZOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,457,457
BOLIVAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,82,82
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,31,31
BOYUIBE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,14,14
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,282,282
CABEZAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,54,54
CAIROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,125,125
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,173,173
CAJUATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,75,75
CALACOTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,36,36
CALAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,52,52
CAMARGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,311,311
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,62,62
CAMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,33,33
CAPINOTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,182,182
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,99,99
CARACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,123,123
CARANAVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,106,106
CARAPARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,49,49
CARIPUYO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,161,161
CHACARILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,74,74
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,413,413
CHAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,138,138
CHARAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,86,86
CHARAÑA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,3,3
CHAYANTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,90,90
CHIMORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,34,34
CHIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,47,47
CHOQUE COTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,26,26
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,9,9
CHUMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,5,5
CLIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,14,14
COBIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,168,168
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,325,325
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,39,39
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,72,72
COLOMI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,39,39
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,32,32
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,688,688
COLQUENCHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,60,60
COLQUIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,175,175
COMANCHE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,4,4
COMARAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,132,132
CONCEPCION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,12,12
COPACABANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,81,81
CORIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,22,22
CORO CORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,68,68
COROICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,16,16
CORQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,184,184
COTAGAITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,298,298
COTOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,116,116
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,52,52
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,18,18
CUEVO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,51,51
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,134,134
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,33,33
CURVA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,8,8
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,32,32
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,1842,1842
EL CHORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,21,21
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,118,118
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,227,227
EL TORNO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,316,316
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,16,16
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,126,126
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,46,46
ESCARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,12,12
EUCALIPTUS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,43,43
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,18,18
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,10,10
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,84,84
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,66,66
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,52,52
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,118,118
GUANAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,40,40
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,8,8
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,960,960
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,40,40
HUACARETA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,182,182
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,117,117
HUACHACALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,4,4
HUANUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,42,42
HUARACAJE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,55,55
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,26,26
ICHOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,68,68
ICLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,55,55
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,396,396
INQUISIVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,90,90
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,44,44
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,15,15
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,34,34
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,44,44
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,275,275
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,2402,2402
LA RIVERA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,5,5
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,72,72
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,35,35
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,46,46
LICOMA PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,19,19
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,697,697
LLICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,26,26
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,39,39
LURIBAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,140,140
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,36,36
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,93,93
MAGDALENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,63,63
MAIRANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,60,60
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,60,60
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,28,28
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,35,35
MINEROS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,151,151
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,69,69
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,85,85
MOJINETE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,52,52
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,38,38
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,297,297
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,115,115
MORO MORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,32,32
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,101,101
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,33,33
OCURI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,253,253
OKINAWA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,84,84
OMEREQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,55,55
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,1576,1576
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,109,109
PADILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,64,64
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,44,44
PALCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,8,8
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,120,120
PAMPA AULLAGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,21,21
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,41,41
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,25,25
PASORAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,58,58
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,25,25
PAZÑA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,17,17
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,23,23
POCOATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,145,145
POCONA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,47,47
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,189,189
POOPO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,58,58
PORCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,92,92
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,172,172
PORONGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,20,20
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,405,405
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,29,29
POSTRER VALLE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,28,28
POTOSI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,408,408
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,154,154
PUCARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,17,17
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,131,131
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,121,121
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,85,85
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,64,64
PUERTO PEREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,71,71
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,11,11
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,31,31
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,3,3
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,30,30
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,78,78
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,182,182
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,116,116
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,115,115
QUIME,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,79,79
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,31,31
RAVELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,444,444
REYES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,66,66
RIBERALTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,350,350
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,117,117
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,46,46
SABAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,23,23
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,183,183
SACACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,174,174
SAIPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,34,34
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,83,83
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,52,52
SAN AGUSTIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,17,17
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,63,63
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,48,48
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,7,7
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,56,56
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,34,34
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,358,358
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,42,42
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,180,180
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,159,159
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,460,460
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,26,26
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,48,48
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,30,30
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,74,74
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,311,311
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,917,917
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,13,13
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,167,167
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,720,720
SAN MATIAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,75,75
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,180,180
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,12,12
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,24,24
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,1113,1113
SAN PEDRO DE CURAHUARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,133,133
SAN PEDRO DE QUEMES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,17,17
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,37,37
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,1,1
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,82,82
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,26,26
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,262,262
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,2730,2730
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,73,73
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,659,659
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,10,10
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,94,94
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,11,11
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,43,43
SANTUARIO DE QUILLACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,27,27
SAPAHAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,92,92
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,26,26
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,152,152
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,3,3
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,92,92
SOPACHUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,81,81
SORACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,85,85
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,1434,1434
TACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,4,4
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-11-01,122,122
