,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
PORONGO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
POTOSI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4
PRESTO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,0,2,0,3,0,3,0,0,0,0,0,0,9
PUERTO SUAREZ,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2023-10-01,7,3,3,7,0,4,1,5,0,0,0,0,0,0,30
PUNATA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,3,4,3,2,2,6,2,3,1,0,0,0,0,0,26
QUIABAYA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,9,8,6,12,1,5,7,14,1,2,0,0,0,0,65
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2023-10-01,2,0,2,1,1,0,1,4,3,0,0,0,0,0,14
RAVELO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,4,5,0,0,2,2,0,0,0,0,0,0,13
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,8,5,4,8,2,7,2,4,0,0,0,0,0,0,40
SABAYA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,14,9,25,22,3,6,11,31,3,4,0,0,0,0,128
SACABAMBA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,11,7,2,2,0,0,0,3,0,0,0,0,0,0,25
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,1,0,1,0,3,1,0,0,0,0,0,6
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2023-10-01,4,1,3,6,0,3,2,3,0,0,0,0,0,0,22
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,5,0,0,0,1,0,0,0,0,0,0,7
SAN PEDRO DE TIQUINA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,164,156,52,70,16,39,24,137,61,62,0,0,0,0,781
SANTA ROSA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SANTIAGO DE CALLAPA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTIVAÑES,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,1,2,2,0,0,0,0,0,0,0,0,0,0,6
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,2,0,3,0,1,1,2,1,0,0,0,0,0,11
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,1,0,3,2,1,1,0,0,0,0,0,0,0,9
SORACACHI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SORATA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,4,2,3,0,0,0,0,0,0,0,0,0,0,0,9
SUCRE,atencion odontologica,trat. odontologico integral terminado,2023-10-01,68,53,56,51,14,33,44,117,8,6,0,0,0,0,450
TACACHI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,3,2,3,0,0,5,3,11,1,2,0,0,0,0,30
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,3,3,1,2,1,3,1,7,0,0,0,0,0,0,21
TARIJA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,3,0,5,6,2,2,3,23,2,2,0,0,0,0,48
TARVITA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,6,6,1,3,1,7,0,0,0,0,0,0,24
TEOPONTE,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
TIAHUANACU,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,3,4,0,0,1,1,1,5,1,1,0,0,0,0,17
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3
TOCO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,0,2,5,0,1,0,0,0,0,0,0,0,0,9
TOLATA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4
TOMAVE,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
TOMINA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,3,1,2,1,0,4,12,0,0,0,0,0,0,24
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,0,2,1,0,1,0,2,0,0,0,0,0,0,7
TRIGAL,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2023-10-01,3,0,4,3,1,2,2,1,0,1,0,0,0,0,17
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4
TURCO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,1,1,1,3,0,0,0,0,0,0,6
UYUNI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
VACAS,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
VIACHA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,2,7,2,4,0,1,0,1,0,0,0,0,0,0,17
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2023-10-01,3,4,1,1,0,0,0,4,0,0,0,0,0,0,13
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,1,2,1,2,3,14,4,1,0,0,0,0,29
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,2,1,1,3,8,0,0,0,0,0,0,16
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,4,3,6,11,1,2,3,11,0,0,0,0,0,0,41
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2023-10-01,5,2,3,3,0,2,0,5,0,0,0,0,0,0,20
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2023-10-01,1,14,7,18,7,12,2,20,0,4,0,0,0,0,85
VINTO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,1,4,1,1,0,0,0,0,0,0,0,0,0,7
VITICHI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
YACO,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,8,8,7,1,18,22,0,1,0,0,0,0,65
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,1,1,0,1,2,0,1,0,0,0,0,6
YANACACHI,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,2,2,3,0,0,0,3,0,0,0,0,0,0,10
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2023-10-01,0,3,2,0,0,1,0,2,0,0,0,0,0,0,8
ACACIO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,5
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,3,4,3,1,0,1,2,0,1,0,0,0,0,16
ALALAY,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCALA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,10,9,1,1,1,1,0,0,0,0,0,0,23
ALTO BENI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,2,2,0,0,0,1,0,0,0,0,0,0,5
ARANI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,0,0,0,0,0,2,0,1,0,0,0,0,4
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,1,4,1,1,1,0,0,0,0,0,0,0,0,9
ARQUE,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,3,1,2,0,3,1,4,0,1,0,0,0,0,15
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3
AYO AYO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2023-11-01,2,0,0,1,1,2,0,0,0,0,0,0,0,0,6
BATALLAS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAIROMA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,8,7,0,2,6,10,0,0,0,0,0,0,34
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,1,0,0,0,0,3,0,0,0,0,0,0,5
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,9,7,38,27,3,20,24,114,1,0,0,0,0,0,243
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,4,1,2,1,0,0,0,0,0,0,0,0,0,8
CARIPUYO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,2,2,3,0,2,2,1,0,0,0,0,0,0,13
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,3,2,5,5,1,5,8,24,3,4,0,0,0,0,60
CHAYANTA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,1,0,3,0,0,0,0,0,0,5
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,2,0,1,3,0,0,0,0,0,0,0,0,0,0,6
CLIZA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,3,0,0,1,1,2,0,1,0,0,0,0,8
COBIJA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,24,16,6,8,1,2,1,3,0,0,0,0,0,0,61
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,25,40,56,47,20,28,45,95,22,28,0,0,0,0,406
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,2,2,1,4,0,1,2,3,0,0,0,0,0,0,15
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,6,6,1,3,2,1,3,0,0,0,0,0,0,23
COLLANA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
COLOMI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,8,4,0,0,0,0,0,0,0,0,0,0,0,0,12
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,3,2,19,11,3,2,19,51,2,0,0,0,0,0,112
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,0,1,1,0,0,1,1,1,0,0,0,0,6
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,1,2,1,0,1,0,0,0,0,0,6
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,2,3,0,1,0,2,0,0,0,0,0,0,8
CULPINA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,2,2,5,1,3,11,1,1,0,0,0,0,26
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,2,1,0,1,0,0,1,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,15,7,18,16,11,5,8,34,0,1,0,0,0,0,115
EL CHORO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2023-11-01,6,3,0,0,0,0,0,2,0,0,0,0,0,0,11
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,3,2,2,0,0,2,3,0,0,0,0,0,0,13
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,4,2,1,1,1,5,0,0,0,0,0,0,14
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,3,0,1,1,1,1,0,0,0,0,0,8
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,3,2,1,1,1,0,1,0,0,0,0,0,0,9
GUANAY,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,0,0,0,1,1,3,0,2,0,0,0,0,8
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2023-11-01,7,7,5,3,1,0,0,1,0,0,0,0,0,0,24
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado,2023-11-01,2,2,16,12,11,11,20,92,1,9,0,0,0,0,176
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2023-11-01,2,2,3,7,0,1,0,0,0,0,0,0,0,0,15
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,2,2,0,0,0,1,2,0,0,0,0,0,0,8
HUARINA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4
HUATAJATA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUMANATA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,0,0,1,3,0,0,0,0,0,0,0,0,5
ICLA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,2,1,1,4,1,2,0,0,0,0,0,0,12
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,0,1,2,0,0,1,0,0,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,2,1,5,1,1,0,0,0,0,0,0,0,0,10
IXIAMAS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,2,2,1,0,0,2,0,0,0,0,0,0,7
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,3,0,0,0,1,0,3,0,0,0,0,8
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2023-11-01,48,52,59,66,9,15,38,67,10,17,0,0,0,0,381
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LURIBAY,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,1,2,1,0,0,0,0,0,0,0,0,0,5
MALLA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,4,3,4,8,0,5,1,15,0,1,0,0,0,0,41
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,0,0,2,0,1,0,1,0,0,0,0,5
ORURO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,20,31,41,41,36,37,126,201,30,65,0,0,0,0,628
PADILLA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,1,1,0,0,1,3,5,0,0,0,0,0,0,12
PALCA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,1,3,0,1,0,0,0,0,0,0,0,0,6
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,7,7,2,7,1,2,0,3,0,1,0,0,0,0,30
PAMPA GRANDE,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PASORAPA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,2,0,2,2,1,1,0,0,0,0,0,0,8
POCONA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,3,3,1,1,3,4,0,0,0,0,0,0,15
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,3,3,5,4,10,1,1,0,0,0,0,28
POOPO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
POROMA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,12,12,4,6,1,6,0,0,0,0,0,0,42
PORONGO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,1,0,2,0,0,3,0,1,0,0,0,0,7
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2023-11-01,3,0,0,0,0,1,1,1,1,0,0,0,0,0,7
POTOSI,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,4,1,0,0,4,13,0,0,0,0,0,0,23
PRESTO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,2,3,1,4,0,0,0,0,0,0,11
PUERTO QUIJARRO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,3,1,0,0,0,1,0,0,0,0,0,0,5
PUERTO SUAREZ,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2023-11-01,5,2,1,1,1,0,0,3,1,0,0,0,0,0,14
PUNATA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,8,5,0,3,0,1,0,0,0,0,0,0,17
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,8,9,8,13,3,1,4,21,3,3,0,0,0,0,73
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,1,10,12,1,2,2,3,1,0,0,0,0,0,32
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,8,12,5,10,1,3,2,8,1,1,0,0,0,0,51
SACABA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,16,15,26,31,5,4,3,29,1,1,0,0,0,0,131
SACACA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAIPINA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,1,2,1,1,0,0,0,0,0,0,0,5
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2023-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
