,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,3,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,12,4,16
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,10,11
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,6,9
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,11,10,21
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,3,6
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,9,10
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,8,10,18
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,6,9,15
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,3,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,19,15,34
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,2,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,2,2
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,0,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,3,6
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,2,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,4,6,10
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,297,352,649
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,2,3
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,5,3,8
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,348,336,684
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,3,3
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,5,29,34
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,53,49,102
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,7,1,8
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,2,3
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,7,1,8
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,12,13,25
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,59,60,119
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,2,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,5,12,17
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,30,2,32
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,8,4,12
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,12,5,17
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,5,6
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,9,10
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,10,9,19
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,1,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,7,10
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,25,14,39
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,4,3,7
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,10,6,16
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,2,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,6,5,11
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,8,7,15
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,1,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,5,7,12
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,4,5
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,17,17,34
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,7,13,20
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,3,6
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,18,59,77
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,7,1,8
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,0,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,0,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,2,5
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,0,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,174,226,400
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,3,4
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,6,12,18
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,2,6
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,14,4,18
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,5,7,12
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,108,164,272
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,0,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,3,6
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,3,4
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,2,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,11,14,25
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,2,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,5,6,11
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,2,4
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,2,4
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,3,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,593,845,1438
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,2,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,2,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,3,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,24,19,43
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,28,42,70
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,67,84,151
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,9,11,20
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,17,9,26
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,10,11
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,19,19,38
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,3,4
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,0,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,6,10
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,2,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,1,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,5,2,7
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,7,11
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,5,1,6
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,32,30,62
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,7,3,10
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,7,10
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,10,7,17
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,4,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,12,18,30
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,5,8
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,19,17,36
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,0,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,2,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,2,6
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,321,366,687
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,2,4
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,1,5
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,144,183,327
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,20,41,61
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,42,45,87
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,2,5
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,1,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,9,11
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,2,6
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,63,63,126
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,6,8
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,6,3,9
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,5,1,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,25,17,42
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,2,0,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,11,14,25
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,4,5,9
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,7,18,25
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,6,0,6
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,5,3,8
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,26,12,38
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,1,1,2
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,3,4,7
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-08-01,16,7,23
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,1,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,7,5,12
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,5,3,8
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,1,4
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,6,9
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,31,27,58
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,3,5
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,4,3,7
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,22,36,58
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,1,3
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,7,4,11
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,4,5
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,6,6,12
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,2,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,175,237,412
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,3,3
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,5,8
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,3,3
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,1,3
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,2,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,6,10,16
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,15,7,22
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,80,156,236
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,7,3,10
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,2,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,3,4
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,10,15,25
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,4,5
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,595,724,1319
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,3,5
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,1,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,22,23,45
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,41,98,139
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,58,48,106
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,6,14,20
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,13,3,16
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,6,14,20
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,3,6
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,27,18,45
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,1,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,3,5
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,4,1,5
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,0,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,5,2,7
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,3,0,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,2,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,11,4,15
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,6,7
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,4,6
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,14,10,24
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,8,12,20
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,0,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,1,3,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,4,2,6
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,7,5,12
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,2,3,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-09-01,30,26,56
