,group,variable,month,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,2,5
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,6,8
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,10,13
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,9,19,28
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,10,14
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,18,26
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,36,63,99
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,279,443,722
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,5,7
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,14,22
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,3,6
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,7,15,22
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,1,4
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,0,2
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,2,3
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,9,3,12
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,10,19,29
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,30,30,60
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,6,14
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,8,10
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,157,266,423
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,13,17
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,11,17,28
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,10,18
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,10,8,18
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,7,11
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,15,31,46
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,14,16,30
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,10,15
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,3,3
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,3,4
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,6,6
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,2,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,7,16,23
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,910,1467,2377
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,6,9
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,2,6
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,10,14,24
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,2,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,7,12
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,2,5
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,4,7
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,5,13
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,25,33
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,15,17,32
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,309,489,798
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,13,20,33
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,7,4,11
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,4,9
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,11,11,22
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,47,65,112
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,72,103,175
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,0,2
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,3,7
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,3,6
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,36,47,83
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,2,6
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,5,6
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,4,6
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,7,34,41
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,27,61,88
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,14,14,28
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,5,8
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,8,13
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,7,10,17
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,36,25,61
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,1,3
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,6,7
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,6,6
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,7,9
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,3,3
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,22,22,44
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,6,8,14
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,22,45,67
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,2,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,11,15
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,15,20
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,54,81,135
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,3,4
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,11,16
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,6,14,20
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,7,10
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,2,5
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,2,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,4,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,10,5,15
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,1,3
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,14,18
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,2,4
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,833,1468,2301
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,6,9,15
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,2,4
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,2,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
SENA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,4,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,2,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,7,9
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,185,415,600
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,15,52,67
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,10,19,29
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,11,14
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,4,8
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,5,9
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,2,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,2,7,9
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,11,15
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,4,5
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,91,131,222
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,20,5,25
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,3,2,5
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,7,4,11
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,16,16
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,40,36,76
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,26,33,59
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,4,3,7
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,20,70,90
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,13,14
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,11,18,29
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,26,31
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,18,24,42
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,2,10
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,2,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,24,30,54
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,46,59,105
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,8,8,16
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,12,7,19
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,1,1,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,0,2,2
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-10-01,5,7,12
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,2,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,10,17,27
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,2,4
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,4,6
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,9,14
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,3,4
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,7,11
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,2,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,3,6
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,4,8
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,81,75,156
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,14,20,34
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,5,5
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,3,8
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,0,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,2,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,14,22,36
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,83,128,211
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,13,7,20
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,3,4
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,4,5
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,12,13
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,10,10,20
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,9,12,21
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,6,9
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,17,22
