,group,variable,month,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,2,4
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,10,2,12
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,4,3,7
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,8,7,15
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,2,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,2,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,2,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,2,2
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,0,2
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,3,0,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,70,85,155
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,2,3
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,3,5
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,8,13,21
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,0,2
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,3,3,6
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,0,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,149,119,268
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,3,5,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,20,17,37
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,6,3,9
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,8,9,17
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,3,0,3
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,10,4,14
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,4,6
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,3,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,2,2
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,1,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,220,230,450
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,2,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,98,92,190
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,3,0,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,77,73,150
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,0,2
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,3,3
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,4,5,9
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,2,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,1,3
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,4,12,16
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,3,0,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,0,1,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,2,0,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,3,3,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,31,12,43
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-09-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,3,0,3
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,8,4,12
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,2,4
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,3,5,8
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,5,6,11
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,6,1,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,84,92,176
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,2,2
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,5,6
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,2,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,3,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,15,24,39
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,3,5,8
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,4,6,10
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,3,1,4
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,2,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,131,127,258
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,9,10
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
MOJINETE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,3,5
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,20,15,35
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,6,8,14
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,8,6,14
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,3,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,8,6,14
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,3,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,3,2,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,3,4
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,2,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,5,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,5,1,6
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,0,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,196,180,376
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,80,73,153
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,2,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,9,7,16
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,2,3
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,3,3
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,0,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,9,4,13
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,1,3
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,4,6
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,1,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,2,3,5
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,2,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,1,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,14,9,23
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-10-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,4,2,6
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,2,0,2
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,2,0,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,3,5,8
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,2,3,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,4,4,8
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,2,3,5
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,1,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,41,41,82
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,3,3
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,2,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,12,10,22
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,2,4,6
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,8,8
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
EXALTACION,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,0,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,138,99,237
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,2,1,3
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,4,1,5
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-11-01,1,1,2
