,group,variable,month,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,1,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,118,456,574
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,4,99,103
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,21,238,259
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,65,273,338
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,27,63,90
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,7,13,20
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,5,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,102,102
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,57,138,195
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,7,7
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,22,30,52
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,4,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,1,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,3,0,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,16,17
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,48,74,122
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,1,2
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,2,2
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,6,11,17
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,9,11
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,50,51
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,1,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,12,24,36
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,23,38,61
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,113,666,779
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,10,62,72
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,5,6
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,1,3
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,3,10,13
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,3,9,12
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,25,696,721
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,7,7
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,13,1,14
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,5,8,13
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,11,7,18
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,3,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,1,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,593,1467,2060
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,4,6
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,4,8,12
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,7,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,53,53
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,32,218,250
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,1,3
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,4,5
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,34,34
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,10,49,59
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,0,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,4,5
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,0,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,11,62,73
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,7,52,59
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,108,110
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,6,6
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,3,3,6
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,6,8,14
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,122,346,468
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,8,13,21
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,5,122,127
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,1,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,23,254,277
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,12,274,286
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,8,15,23
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,4,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,18,175,193
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,33,51,84
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,3,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,10,16,26
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,1,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,6,6
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,5,5
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,2,0,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,0,5,5
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,3,3,6
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-10-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,47,49,96
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,6,13,19
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,3,4
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,2,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,40,42
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,12,17,29
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,2,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,149,779,928
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,46,48
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,5,8,13
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,1,3
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,3,3,6
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,41,566,607
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,5,7
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,5,5
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,16,16
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,7,18,25
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,358,1025,1383
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,3,3,6
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
MOJINETE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,6,6
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,6,9,15
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,3,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,22,165,187
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,3,5
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,2,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,45,45
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,41,43
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,4,12,16
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,0,2
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,10,81,91
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,13,15
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,61,61
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,7,9
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,54,54
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,3,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,3,5
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,3,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,130,224,354
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,4,1,5
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,4,121,125
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,3,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,66,341,407
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,31,263,294
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,6,18,24
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,4,14,18
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,2,1,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,3,44,47
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,17,90,107
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,3,4,7
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,2,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,21,40,61
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,4,5
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,4,8,12
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,1,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,1,0,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-11-01,0,1,1
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,2,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,32,58,90
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,1,3
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,2,0,2
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,10,11
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,15,17,32
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,7,8
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,103,400,503
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,4,30,34
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,3,8,11
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,89,349,438
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,2,3
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,5,8,13
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,3,7,10
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,201,741,942
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-12-01,0,2,2
