,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,678,856,1534
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,1,3
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,1,4,5
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,7,9
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,30,66,96
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,9,11
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,1,6,7
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,20,21,41
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,18,25,43
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,12,6,18
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,0,4,4
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,5,7,12
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,3,1,4
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,3,5
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,10,16,26
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,6,5,11
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,14,16
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,1,3,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,34,64,98
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,24,14,38
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,2,4
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,4,7,11
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,2,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,6,8,14
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,13,24,37
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,18,9,27
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,15,28,43
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,0,2,2
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,9,15,24
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,7,5,12
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,1,5,6
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,22,53,75
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,0,6,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,7,21,28
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,22,27,49
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,0,1,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,9,11
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,3,6,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,77,121,198
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,2,4,6
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,9,6,15
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,7,9,16
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,4,11,15
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,3,0,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-10-01,11,22,33
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,17,37,54
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,6,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,16,25,41
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,24,29
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,14,15,29
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,4,5
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,3,4
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,13,23
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,5,8
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,9,15
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,4,11
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,7,11
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,14,21,35
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,1,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,6,8
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,50,66,116
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,22,32
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,5,9
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,13,19
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,0,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,6,11
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,43,101,144
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,46,60,106
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,8,12,20
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,13,23
CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,4,9
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,3,3
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,3,8
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,9,13
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,12,17,29
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,27,22,49
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,10,14
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,1,5
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,8,13
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,11,15,26
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,2,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,157,305,462
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,5,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,5,11
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,3,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,6,11
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,2,6
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,27,37
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,6,6
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,1,5
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,18,23
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,3,9
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,4,8
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,12,13,25
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,13,19
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,21,24
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,17,25,42
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,3,6
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,3,4
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,7,12
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,15,10,25
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,78,161,239
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,4,8
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,4,7
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,13,18
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,8,12
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,2,2
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,18,24
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,7,9
EUREKA (SANTOS MERCADO),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,0,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,17,27
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,23,26
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,10,14
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,9,105,114
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,23,25,48
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,0,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,7,12
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,4,7
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,12,17
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,6,8
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,14,20
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,5,7
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,6,9
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,313,617,930
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,22,27
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,8,5,13
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,2,5
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,4,5
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,10,16
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,1,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,2,3
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,18,23
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,3,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,18,33,51
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,16,23
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,23,14,37
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,2,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,4,10
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,136,328,464
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,7,11
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,10,10
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,30,40,70
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,2,3
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,3,3
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,18,39,57
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,4,7
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,0,1
PELECHUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,5,7
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,2,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,39,38,77
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,6,11
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,34,75,109
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,19,26
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,15,22,37
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,15,25,40
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,7,13
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,4,8
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,27,19,46
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,6,13
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,1,8
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,3,5
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,3,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,30,37
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,13,19
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,7,17
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,7,8
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,5,9
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,13,22,35
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,14,17
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,12,15,27
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,11,13
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,9,11
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,3,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,10,14
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,9,10,19
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,22,35,57
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,9,17,26
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,36,58,94
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,1,2
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,20,30
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,39,90,129
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,11,17
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,9,3,12
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,10,12
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,3,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,128,287,415
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,14,15,29
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,13,9,22
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,4,4
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,8,15
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,10,11
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,16,25,41
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,2,4
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,13,22,35
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,2,2
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,2,5
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,9,15
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,525,725,1250
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,14,16
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,2,3
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,60,121,181
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,14,13,27
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,12,20,32
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,13,18
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,0,10
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,7,9
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,2,2
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,14,19
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,3,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,5,12
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,5,7,12
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,8,8
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,5,8
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,33,63,96
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,21,33,54
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,3,4
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,10,16
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,1,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,8,10
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,26,40,66
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,13,10,23
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,1,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,19,37,56
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,2,9,11
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,8,3,11
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,0,5,5
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,23,34,57
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,2,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,9,14,23
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,23,38,61
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,19,23
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,4,14,18
YACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,69,76,145
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,12,19
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,10,4,14
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,1,0,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,6,5,11
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,3,1,4
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-11-01,7,26,33
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,9,8,17
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,10,27,37
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,10,13
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,15,23
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,3,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,14,20
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,8,16
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,4,6
