,group,variable,month,ABUSO DE ALCOHOL CANTIDAD,ABUSO DE ALCOHOL CANTIDAD,TOTALES
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,121,43,164
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,0,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,4,7
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,9,2,11
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,28,15,43
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,1,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,0,1,1
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,5,0,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,10,0,10
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,6,4,10
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,1,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,0,1,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,0,3
SAN PEDRO(PND),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,2,5
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,0,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,49,28,77
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,0,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,26,4,30
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,78,17,95
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,2,5
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,2,5
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,13,2,15
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,2,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,5,0,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,0,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,0,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,11,2,13
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,2,0,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
