,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,24,24
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,7,7
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,2,2
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,11,11
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,27,27
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,8,8
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,55,55
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,20,20
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1745,1745
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,5,5
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,136,136
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,16,16
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,29,29
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,45,45
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,45,45
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,9,9
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,82,82
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,333,333
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,4,4
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1040,1040
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,22,22
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,17,17
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,19,19
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,9,9
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,42,42
POCOATA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,12,12
POJO (CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,2,2
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,32,32
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,7,7
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,23,23
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,21,21
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,212,212
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,15,15
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,23,23
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,14,14
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,7,7
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,10,10
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,29,29
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,281,281
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,18,18
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,613,613
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,46,46
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,32,32
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,382,382
SACACA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,3,3
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,13,13
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,9,9
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,3,3
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,40,40
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,5,5
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,80,80
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,27,27
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,108,108
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,18,18
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,36,36
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,20,20
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,58,58
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,26,26
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,35,35
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,88,88
SAN MATIAS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,44,44
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,19,19
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,43,43
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,23,23
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,13,13
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,67,67
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1208,1208
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,22,22
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,10,10
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,22,22
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,117,117
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,17,17
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,4,4
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,893,893
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,8,8
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,27,27
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,7,7
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,357,357
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,32,32
TEOPONTE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,17,17
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,24,24
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,5,5
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,7,7
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,6,6
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,17,17
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,48,48
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,2,2
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,115,115
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,70,70
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,4,4
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,4,4
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,20,20
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,32,32
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,57,57
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,51,51
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,24,24
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,105,105
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,6,6
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,14,14
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,281,281
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,18,18
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,138,138
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,19,19
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,84,84
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,128,128
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,12,12
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,83,83
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,6,6
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,9,9
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,8,8
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,6,6
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,50,50
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,40,40
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,7,7
APOLO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,19,19
ARQUE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,87,87
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,14,14
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,17,17
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,79,79
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,45,45
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
BOYUIBE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,12,12
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,54,54
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,81,81
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,6,6
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,185,185
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,34,34
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,26,26
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,31,31
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,9,9
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,106,106
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,37,37
CHIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
CHOQUE COTA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,4,4
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,73,73
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,151,151
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1053,1053
COIPASA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,9,9
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,40,40
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,5,5
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,29,29
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,4,4
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,80,80
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,5,5
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,47,47
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,2214,2214
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,19,19
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,10,10
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,186,186
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,20,20
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,16,16
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,7,7
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,2,2
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,27,27
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,10,10
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,48,48
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,3,3
GUANAY,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,221,221
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,6,6
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,14,14
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,5,5
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,69,69
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,6,6
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,9,9
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,29,29
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,18,18
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,53,53
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,139,139
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1301,1301
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,6,6
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,186,186
LLICA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,2,2
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,21,21
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,31,31
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,20,20
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,52,52
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,76,76
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,569,569
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
OMEREQUE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,2,2
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,648,648
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,26,26
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,20,20
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,24,24
PALOS BLANCOS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,19,19
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,53,53
PAZÑA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
POCOATA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
POCONA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,2,2
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,35,35
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,24,24
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,25,25
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,19,19
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,366,366
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,7,7
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,17,17
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,18,18
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,26,26
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,42,42
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,312,312
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,16,16
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,5,5
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,604,604
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,44,44
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,61,61
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,419,419
SACACA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,7,7
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,13,13
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,13,13
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,4,4
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,19,19
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,3,3
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,102,102
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,14,14
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,104,104
SAN JAVIER(BNI),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1,1
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,45,45
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,59,59
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,15,15
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,93,93
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,13,13
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,44,44
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,80,80
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,19,19
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,37,37
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,35,35
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,47,47
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,1321,1321
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,25,25
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,10,10
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,12,12
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,41,41
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,10,10
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,5,5
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,656,656
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,7,7
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,27,27
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,13,13
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,354,354
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,29,29
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,6,6
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,12,12
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,7,7
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,4,4
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,16,16
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,14,14
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,60,60
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,84,84
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,17,17
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,3,3
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,3,3
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,19,19
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,74,74
VACAS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,65,65
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,53,53
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,21,21
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,106,106
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,15,15
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,22,22
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,341,341
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,18,18
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,151,151
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,12,12
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,87,87
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,8,8
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,94,94
YOCALLA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,2,2
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,22,22
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,6,6
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-07-01,0,11,11
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,7,7
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,40,40
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,66,66
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,4,4
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,4,4
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,17,17
ARQUE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,3,3
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,109,109
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,12,12
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,43,43
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,20,20
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1,1
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,3,3
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,83,83
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,44,44
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,4,4
