,group,variable,month,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
OCURI,vih,n de personas con prueba rapida,2013-08-01,1,0,1
ORURO,vih,n de personas con prueba rapida,2013-08-01,36,299,335
PADCAYA,vih,n de personas con prueba rapida,2013-08-01,0,19,19
PADILLA,vih,n de personas con prueba rapida,2013-08-01,1,7,8
PAILON,vih,n de personas con prueba rapida,2013-08-01,22,30,52
PALOS BLANCOS,vih,n de personas con prueba rapida,2013-08-01,0,42,42
PATACAMAYA,vih,n de personas con prueba rapida,2013-08-01,6,8,14
PAZÑA,vih,n de personas con prueba rapida,2013-08-01,5,11,16
POCOATA,vih,n de personas con prueba rapida,2013-08-01,0,1,1
POCONA,vih,n de personas con prueba rapida,2013-08-01,3,2,5
POROMA,vih,n de personas con prueba rapida,2013-08-01,1,13,14
PORTACHUELO,vih,n de personas con prueba rapida,2013-08-01,0,5,5
POSTRER VALLE,vih,n de personas con prueba rapida,2013-08-01,7,5,12
POTOSI,vih,n de personas con prueba rapida,2013-08-01,329,329,658
PUCARANI,vih,n de personas con prueba rapida,2013-08-01,1,22,23
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2013-08-01,23,51,74
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2013-08-01,3,8,11
PUERTO RICO,vih,n de personas con prueba rapida,2013-08-01,1,35,36
PUERTO SUAREZ,vih,n de personas con prueba rapida,2013-08-01,3,44,47
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2013-08-01,20,49,69
QUILLACOLLO,vih,n de personas con prueba rapida,2013-08-01,0,1,1
QUIME,vih,n de personas con prueba rapida,2013-08-01,4,24,28
REYES,vih,n de personas con prueba rapida,2013-08-01,0,5,5
RIBERALTA,vih,n de personas con prueba rapida,2013-08-01,5,116,121
ROBORE,vih,n de personas con prueba rapida,2013-08-01,3,3,6
RURRENABAQUE,vih,n de personas con prueba rapida,2013-08-01,0,43,43
SACABA,vih,n de personas con prueba rapida,2013-08-01,20,124,144
SAN ANTONIO DE LOMERIO,vih,n de personas con prueba rapida,2013-08-01,0,1,1
SAN BENITO,vih,n de personas con prueba rapida,2013-08-01,0,20,20
SAN BORJA,vih,n de personas con prueba rapida,2013-08-01,0,6,6
SAN CARLOS,vih,n de personas con prueba rapida,2013-08-01,4,12,16
SAN IGNACIO,vih,n de personas con prueba rapida,2013-08-01,1,38,39
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2013-08-01,27,80,107
SAN JAVIER(BNI),vih,n de personas con prueba rapida,2013-08-01,0,2,2
SAN JAVIER(STC),vih,n de personas con prueba rapida,2013-08-01,1,37,38
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2013-08-01,15,68,83
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2013-08-01,1,20,21
SAN JULIAN,vih,n de personas con prueba rapida,2013-08-01,6,12,18
SAN LORENZO(PND),vih,n de personas con prueba rapida,2013-08-01,0,7,7
SAN LORENZO(TJA),vih,n de personas con prueba rapida,2013-08-01,4,12,16
SAN LUCAS,vih,n de personas con prueba rapida,2013-08-01,0,30,30
SAN MATIAS,vih,n de personas con prueba rapida,2013-08-01,3,31,34
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2013-08-01,0,1,1
SAN PEDRO,vih,n de personas con prueba rapida,2013-08-01,3,10,13
SANTA ANA,vih,n de personas con prueba rapida,2013-08-01,4,4,8
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2013-08-01,302,1127,1429
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2013-08-01,2,8,10
SENA,vih,n de personas con prueba rapida,2013-08-01,0,25,25
SHINAOTA,vih,n de personas con prueba rapida,2013-08-01,22,30,52
SIPE SIPE,vih,n de personas con prueba rapida,2013-08-01,1,1,2
SOPACHUY,vih,n de personas con prueba rapida,2013-08-01,15,30,45
SORACACHI,vih,n de personas con prueba rapida,2013-08-01,0,1,1
SUCRE,vih,n de personas con prueba rapida,2013-08-01,105,170,275
TACOBAMBA,vih,n de personas con prueba rapida,2013-08-01,0,16,16
TAPACARI,vih,n de personas con prueba rapida,2013-08-01,2,7,9
TARABUCO,vih,n de personas con prueba rapida,2013-08-01,21,30,51
TARATA,vih,n de personas con prueba rapida,2013-08-01,1,21,22
TARIJA,vih,n de personas con prueba rapida,2013-08-01,23,132,155
TARVITA,vih,n de personas con prueba rapida,2013-08-01,4,1,5
TEOPONTE,vih,n de personas con prueba rapida,2013-08-01,0,6,6
TIPUANI,vih,n de personas con prueba rapida,2013-08-01,5,1,6
TOCO,vih,n de personas con prueba rapida,2013-08-01,1,2,3
TOLATA,vih,n de personas con prueba rapida,2013-08-01,1,5,6
TOLEDO,vih,n de personas con prueba rapida,2013-08-01,0,8,8
TOMINA,vih,n de personas con prueba rapida,2013-08-01,1,0,1
TOTORA(CBBA),vih,n de personas con prueba rapida,2013-08-01,3,69,72
TRINIDAD,vih,n de personas con prueba rapida,2013-08-01,210,282,492
TUPIZA,vih,n de personas con prueba rapida,2013-08-01,0,13,13
UNCIA,vih,n de personas con prueba rapida,2013-08-01,1,1,2
URIONDO (A. CONCEPCION),vih,n de personas con prueba rapida,2013-08-01,0,5,5
URUBICHA,vih,n de personas con prueba rapida,2013-08-01,5,2,7
UYUNI,vih,n de personas con prueba rapida,2013-08-01,0,12,12
VALLEGRANDE,vih,n de personas con prueba rapida,2013-08-01,6,32,38
VIACHA,vih,n de personas con prueba rapida,2013-08-01,14,14,28
VILLA CHARCAS,vih,n de personas con prueba rapida,2013-08-01,8,45,53
VILLA MONTES,vih,n de personas con prueba rapida,2013-08-01,26,34,60
VILLA NUEVA (LOMA ALTA),vih,n de personas con prueba rapida,2013-08-01,1,11,12
VILLA SERRANO,vih,n de personas con prueba rapida,2013-08-01,0,17,17
VILLA TUNARI,vih,n de personas con prueba rapida,2013-08-01,12,340,352
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2013-08-01,0,4,4
VILLAZON,vih,n de personas con prueba rapida,2013-08-01,19,61,80
WARNES,vih,n de personas con prueba rapida,2013-08-01,26,12,38
YACUIBA,vih,n de personas con prueba rapida,2013-08-01,34,113,147
YAMPARAEZ,vih,n de personas con prueba rapida,2013-08-01,0,2,2
YAPACANI,vih,n de personas con prueba rapida,2013-08-01,25,29,54
YOTALA,vih,n de personas con prueba rapida,2013-08-01,2,16,18
YUNCHARA,vih,n de personas con prueba rapida,2013-08-01,2,4,6
ACHACACHI,vih,n de personas con prueba rapida,2013-09-01,7,0,7
AIQUILE,vih,n de personas con prueba rapida,2013-09-01,4,73,77
ALCALA,vih,n de personas con prueba rapida,2013-09-01,6,22,28
APOLO,vih,n de personas con prueba rapida,2013-09-01,3,21,24
ARBIETO,vih,n de personas con prueba rapida,2013-09-01,1,22,23
ARQUE,vih,n de personas con prueba rapida,2013-09-01,1,7,8
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2013-09-01,98,131,229
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2013-09-01,1,3,4
BELLA FLOR,vih,n de personas con prueba rapida,2013-09-01,1,3,4
BERMEJO,vih,n de personas con prueba rapida,2013-09-01,6,84,90
BETANZOS,vih,n de personas con prueba rapida,2013-09-01,1,3,4
BOLPEBRA,vih,n de personas con prueba rapida,2013-09-01,16,20,36
CABEZAS,vih,n de personas con prueba rapida,2013-09-01,1,6,7
"CAIZA ""D""",vih,n de personas con prueba rapida,2013-09-01,1,8,9
CAMATAQUI (C. VILLA ABECIA),vih,n de personas con prueba rapida,2013-09-01,3,9,12
CAMIRI,vih,n de personas con prueba rapida,2013-09-01,28,154,182
CAPINOTA,vih,n de personas con prueba rapida,2013-09-01,0,49,49
CARACOLLO,vih,n de personas con prueba rapida,2013-09-01,2,2,4
CARANAVI,vih,n de personas con prueba rapida,2013-09-01,31,10,41
CARAPARI,vih,n de personas con prueba rapida,2013-09-01,2,17,19
CARMEN RIVERO TORREZ,vih,n de personas con prueba rapida,2013-09-01,0,2,2
CHALLAPATA,vih,n de personas con prueba rapida,2013-09-01,2,104,106
CHARAGUA,vih,n de personas con prueba rapida,2013-09-01,0,2,2
CHIMORE,vih,n de personas con prueba rapida,2013-09-01,1,2,3
CHIPAYA,vih,n de personas con prueba rapida,2013-09-01,0,9,9
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2013-09-01,4,2,6
CLIZA,vih,n de personas con prueba rapida,2013-09-01,0,87,87
COBIJA,vih,n de personas con prueba rapida,2013-09-01,19,13,32
COCHABAMBA,vih,n de personas con prueba rapida,2013-09-01,54,456,510
COLOMI,vih,n de personas con prueba rapida,2013-09-01,2,0,2
COMARAPA,vih,n de personas con prueba rapida,2013-09-01,3,38,41
CORO CORO,vih,n de personas con prueba rapida,2013-09-01,1,8,9
COROICO,vih,n de personas con prueba rapida,2013-09-01,1,25,26
COTOCA,vih,n de personas con prueba rapida,2013-09-01,4,5,9
CUATRO CAÑADAS,vih,n de personas con prueba rapida,2013-09-01,1,0,1
DESAGUADERO,vih,n de personas con prueba rapida,2013-09-01,2,3,5
EL ALTO,vih,n de personas con prueba rapida,2013-09-01,446,1607,2053
EL PUENTE(STC),vih,n de personas con prueba rapida,2013-09-01,42,61,103
EL PUENTE(TJA),vih,n de personas con prueba rapida,2013-09-01,0,3,3
EL TORNO,vih,n de personas con prueba rapida,2013-09-01,39,48,87
EL VILLAR,vih,n de personas con prueba rapida,2013-09-01,3,3,6
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2013-09-01,11,84,95
EUREKA (SANTOS MERCADO),vih,n de personas con prueba rapida,2013-09-01,1,1,2
FERNANDEZ ALONSO,vih,n de personas con prueba rapida,2013-09-01,1,14,15
FILADELFIA,vih,n de personas con prueba rapida,2013-09-01,5,14,19
GENERAL SAAVEDRA,vih,n de personas con prueba rapida,2013-09-01,3,53,56
GRAL. J.J. PEREZ (CHARAZANI),vih,n de personas con prueba rapida,2013-09-01,5,26,31
GUANAY,vih,n de personas con prueba rapida,2013-09-01,9,29,38
GUAYARAMERIN,vih,n de personas con prueba rapida,2013-09-01,167,213,380
GUTIERREZ,vih,n de personas con prueba rapida,2013-09-01,0,7,7
HUACARETA,vih,n de personas con prueba rapida,2013-09-01,15,24,39
HUACAYA (VILLA DE HUACAYA),vih,n de personas con prueba rapida,2013-09-01,0,5,5
HUANUNI,vih,n de personas con prueba rapida,2013-09-01,0,1,1
HUAYLLAMARCA,vih,n de personas con prueba rapida,2013-09-01,1,2,3
ICLA,vih,n de personas con prueba rapida,2013-09-01,0,2,2
INCAHUASI,vih,n de personas con prueba rapida,2013-09-01,0,3,3
INGAVI (HUMAITA),vih,n de personas con prueba rapida,2013-09-01,0,10,10
LA ASUNTA,vih,n de personas con prueba rapida,2013-09-01,3,4,7
LA GUARDIA,vih,n de personas con prueba rapida,2013-09-01,7,76,83
LA PAZ,vih,n de personas con prueba rapida,2013-09-01,575,1606,2181
LAS CARRERAS,vih,n de personas con prueba rapida,2013-09-01,4,7,11
LLALLAGUA,vih,n de personas con prueba rapida,2013-09-01,13,190,203
MACHACAMARCA,vih,n de personas con prueba rapida,2013-09-01,0,1,1
MACHARETI,vih,n de personas con prueba rapida,2013-09-01,5,24,29
MAIRANA,vih,n de personas con prueba rapida,2013-09-01,0,12,12
MINEROS,vih,n de personas con prueba rapida,2013-09-01,0,2,2
MIZQUE,vih,n de personas con prueba rapida,2013-09-01,2,77,79
MOJOCOYA,vih,n de personas con prueba rapida,2013-09-01,0,1,1
MONTEAGUDO,vih,n de personas con prueba rapida,2013-09-01,14,58,72
MONTERO,vih,n de personas con prueba rapida,2013-09-01,217,193,410
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2013-09-01,0,2,2
ORURO,vih,n de personas con prueba rapida,2013-09-01,30,310,340
PADCAYA,vih,n de personas con prueba rapida,2013-09-01,1,18,19
PADILLA,vih,n de personas con prueba rapida,2013-09-01,0,7,7
PAILON,vih,n de personas con prueba rapida,2013-09-01,0,16,16
PAMPA GRANDE,vih,n de personas con prueba rapida,2013-09-01,0,1,1
PATACAMAYA,vih,n de personas con prueba rapida,2013-09-01,38,24,62
POCONA,vih,n de personas con prueba rapida,2013-09-01,0,2,2
POROMA,vih,n de personas con prueba rapida,2013-09-01,0,34,34
PORTACHUELO,vih,n de personas con prueba rapida,2013-09-01,1,9,10
PORVENIR,vih,n de personas con prueba rapida,2013-09-01,0,19,19
POTOSI,vih,n de personas con prueba rapida,2013-09-01,20,208,228
PRESTO,vih,n de personas con prueba rapida,2013-09-01,0,2,2
PUCARANI,vih,n de personas con prueba rapida,2013-09-01,0,19,19
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2013-09-01,35,56,91
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2013-09-01,6,38,44
PUERTO RICO,vih,n de personas con prueba rapida,2013-09-01,3,43,46
PUERTO SUAREZ,vih,n de personas con prueba rapida,2013-09-01,1,8,9
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2013-09-01,20,300,320
PUNA,vih,n de personas con prueba rapida,2013-09-01,2,3,5
PUNATA,vih,n de personas con prueba rapida,2013-09-01,4,152,156
QUIME,vih,n de personas con prueba rapida,2013-09-01,8,10,18
REYES,vih,n de personas con prueba rapida,2013-09-01,0,17,17
RIBERALTA,vih,n de personas con prueba rapida,2013-09-01,15,545,560
ROBORE,vih,n de personas con prueba rapida,2013-09-01,1,0,1
RURRENABAQUE,vih,n de personas con prueba rapida,2013-09-01,0,54,54
SACABA,vih,n de personas con prueba rapida,2013-09-01,20,83,103
SAMAIPATA,vih,n de personas con prueba rapida,2013-09-01,0,5,5
SAN ANDRES,vih,n de personas con prueba rapida,2013-09-01,1,0,1
SAN BENITO,vih,n de personas con prueba rapida,2013-09-01,1,25,26
SAN BORJA,vih,n de personas con prueba rapida,2013-09-01,8,24,32
SAN BUENA VENTURA,vih,n de personas con prueba rapida,2013-09-01,0,7,7
SAN CARLOS,vih,n de personas con prueba rapida,2013-09-01,13,8,21
SAN IGNACIO,vih,n de personas con prueba rapida,2013-09-01,2,30,32
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2013-09-01,15,66,81
SAN JAVIER(BNI),vih,n de personas con prueba rapida,2013-09-01,3,21,24
SAN JAVIER(STC),vih,n de personas con prueba rapida,2013-09-01,0,21,21
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2013-09-01,6,82,88
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2013-09-01,0,12,12
SAN JULIAN,vih,n de personas con prueba rapida,2013-09-01,4,58,62
SAN LORENZO(PND),vih,n de personas con prueba rapida,2013-09-01,66,104,170
SAN LORENZO(TJA),vih,n de personas con prueba rapida,2013-09-01,3,19,22
SAN LUCAS,vih,n de personas con prueba rapida,2013-09-01,4,53,57
SAN MATIAS,vih,n de personas con prueba rapida,2013-09-01,1,0,1
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2013-09-01,0,1,1
SAN PEDRO,vih,n de personas con prueba rapida,2013-09-01,3,4,7
SAN PEDRO DE BUENA VISTA,vih,n de personas con prueba rapida,2013-09-01,8,7,15
SANTA ANA,vih,n de personas con prueba rapida,2013-09-01,2,1,3
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2013-09-01,298,1133,1431
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2013-09-01,0,1,1
SENA,vih,n de personas con prueba rapida,2013-09-01,2,20,22
SHINAOTA,vih,n de personas con prueba rapida,2013-09-01,14,29,43
SICAYA,vih,n de personas con prueba rapida,2013-09-01,11,20,31
SIPE SIPE,vih,n de personas con prueba rapida,2013-09-01,0,14,14
SOPACHUY,vih,n de personas con prueba rapida,2013-09-01,28,69,97
SUCRE,vih,n de personas con prueba rapida,2013-09-01,267,334,601
TACACOMA,vih,n de personas con prueba rapida,2013-09-01,0,4,4
TAPACARI,vih,n de personas con prueba rapida,2013-09-01,28,104,132
TARABUCO,vih,n de personas con prueba rapida,2013-09-01,8,13,21
TARATA,vih,n de personas con prueba rapida,2013-09-01,0,29,29
TARIJA,vih,n de personas con prueba rapida,2013-09-01,147,216,363
TARVITA,vih,n de personas con prueba rapida,2013-09-01,5,12,17
TEOPONTE,vih,n de personas con prueba rapida,2013-09-01,1,8,9
TIAWANACU,vih,n de personas con prueba rapida,2013-09-01,5,17,22
TIPUANI,vih,n de personas con prueba rapida,2013-09-01,2,10,12
TOCO,vih,n de personas con prueba rapida,2013-09-01,3,6,9
TOLATA,vih,n de personas con prueba rapida,2013-09-01,219,6,225
TOMINA,vih,n de personas con prueba rapida,2013-09-01,2,1,3
TOTORA(CBBA),vih,n de personas con prueba rapida,2013-09-01,0,70,70
TRINIDAD,vih,n de personas con prueba rapida,2013-09-01,381,303,684
TUPIZA,vih,n de personas con prueba rapida,2013-09-01,1,20,21
UNCIA,vih,n de personas con prueba rapida,2013-09-01,0,1,1
URIONDO (A. CONCEPCION),vih,n de personas con prueba rapida,2013-09-01,1,0,1
URUBICHA,vih,n de personas con prueba rapida,2013-09-01,14,36,50
UYUNI,vih,n de personas con prueba rapida,2013-09-01,0,19,19
VALLEGRANDE,vih,n de personas con prueba rapida,2013-09-01,8,19,27
VIACHA,vih,n de personas con prueba rapida,2013-09-01,15,20,35
VILLA CHARCAS,vih,n de personas con prueba rapida,2013-09-01,1,32,33
VILLA MONTES,vih,n de personas con prueba rapida,2013-09-01,88,35,123
VILLA NUEVA (LOMA ALTA),vih,n de personas con prueba rapida,2013-09-01,1,12,13
VILLA SERRANO,vih,n de personas con prueba rapida,2013-09-01,73,107,180
VILLA TUNARI,vih,n de personas con prueba rapida,2013-09-01,18,337,355
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2013-09-01,25,46,71
VILLAZON,vih,n de personas con prueba rapida,2013-09-01,32,22,54
VITICHI,vih,n de personas con prueba rapida,2013-09-01,0,1,1
WARNES,vih,n de personas con prueba rapida,2013-09-01,17,14,31
YACUIBA,vih,n de personas con prueba rapida,2013-09-01,27,87,114
YANACACHI,vih,n de personas con prueba rapida,2013-09-01,9,42,51
YAPACANI,vih,n de personas con prueba rapida,2013-09-01,7,133,140
YOTALA,vih,n de personas con prueba rapida,2013-09-01,0,13,13
YUNCHARA,vih,n de personas con prueba rapida,2013-09-01,4,10,14
ACHACACHI,vih,n de personas con prueba rapida,2013-10-01,7,63,70
AIQUILE,vih,n de personas con prueba rapida,2013-10-01,6,74,80
ALCALA,vih,n de personas con prueba rapida,2013-10-01,2,41,43
ANCORAIMES,vih,n de personas con prueba rapida,2013-10-01,15,24,39
ARBIETO,vih,n de personas con prueba rapida,2013-10-01,0,18,18
ARQUE,vih,n de personas con prueba rapida,2013-10-01,2,6,8
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2013-10-01,43,80,123
ATOCHA,vih,n de personas con prueba rapida,2013-10-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2013-10-01,3,13,16
AZURDUY,vih,n de personas con prueba rapida,2013-10-01,4,8,12
BELLA FLOR,vih,n de personas con prueba rapida,2013-10-01,3,20,23
BERMEJO,vih,n de personas con prueba rapida,2013-10-01,1,134,135
BOLPEBRA,vih,n de personas con prueba rapida,2013-10-01,10,9,19
BUENA VISTA,vih,n de personas con prueba rapida,2013-10-01,2,0,2
CABEZAS,vih,n de personas con prueba rapida,2013-10-01,2,0,2
"CAIZA ""D""",vih,n de personas con prueba rapida,2013-10-01,5,4,9
CAMARGO,vih,n de personas con prueba rapida,2013-10-01,2,7,9
CAMATAQUI (C. VILLA ABECIA),vih,n de personas con prueba rapida,2013-10-01,0,4,4
CAMIRI,vih,n de personas con prueba rapida,2013-10-01,27,178,205
CAPINOTA,vih,n de personas con prueba rapida,2013-10-01,0,42,42
CARACOLLO,vih,n de personas con prueba rapida,2013-10-01,0,8,8
CARANAVI,vih,n de personas con prueba rapida,2013-10-01,19,6,25
CARAPARI,vih,n de personas con prueba rapida,2013-10-01,1,23,24
CARMEN RIVERO TORREZ,vih,n de personas con prueba rapida,2013-10-01,3,0,3
CHALLAPATA,vih,n de personas con prueba rapida,2013-10-01,1,78,79
CHARAGUA,vih,n de personas con prueba rapida,2013-10-01,1,2,3
CHIMORE,vih,n de personas con prueba rapida,2013-10-01,1,8,9
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2013-10-01,5,3,8
CHUMA,vih,n de personas con prueba rapida,2013-10-01,1,0,1
CLIZA,vih,n de personas con prueba rapida,2013-10-01,77,0,77
COBIJA,vih,n de personas con prueba rapida,2013-10-01,5,93,98
COCHABAMBA,vih,n de personas con prueba rapida,2013-10-01,90,492,582
COLOMI,vih,n de personas con prueba rapida,2013-10-01,1,0,1
COLPA BELGICA,vih,n de personas con prueba rapida,2013-10-01,0,1,1
COLQUECHACA,vih,n de personas con prueba rapida,2013-10-01,3,10,13
COLQUIRI,vih,n de personas con prueba rapida,2013-10-01,6,11,17
COMARAPA,vih,n de personas con prueba rapida,2013-10-01,1,6,7
CORO CORO,vih,n de personas con prueba rapida,2013-10-01,3,8,11
COROICO,vih,n de personas con prueba rapida,2013-10-01,2,2,4
CORQUE,vih,n de personas con prueba rapida,2013-10-01,0,5,5
COTOCA,vih,n de personas con prueba rapida,2013-10-01,32,43,75
CUATRO CAÑADAS,vih,n de personas con prueba rapida,2013-10-01,3,1,4
DESAGUADERO,vih,n de personas con prueba rapida,2013-10-01,6,3,9
EL ALTO,vih,n de personas con prueba rapida,2013-10-01,453,1736,2189
EL PUENTE(STC),vih,n de personas con prueba rapida,2013-10-01,37,46,83
EL TORNO,vih,n de personas con prueba rapida,2013-10-01,39,84,123
EL VILLAR,vih,n de personas con prueba rapida,2013-10-01,3,7,10
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2013-10-01,3,22,25
ENTRE RIOS CBBA,vih,n de personas con prueba rapida,2013-10-01,14,49,63
ESCOMA,vih,n de personas con prueba rapida,2013-10-01,1,0,1
EUREKA (SANTOS MERCADO),vih,n de personas con prueba rapida,2013-10-01,0,3,3
FERNANDEZ ALONSO,vih,n de personas con prueba rapida,2013-10-01,8,7,15
FILADELFIA,vih,n de personas con prueba rapida,2013-10-01,10,14,24
GENERAL SAAVEDRA,vih,n de personas con prueba rapida,2013-10-01,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),vih,n de personas con prueba rapida,2013-10-01,0,7,7
GUANAY,vih,n de personas con prueba rapida,2013-10-01,7,16,23
GUAYARAMERIN,vih,n de personas con prueba rapida,2013-10-01,148,326,474
GUTIERREZ,vih,n de personas con prueba rapida,2013-10-01,0,10,10
HUACARETA,vih,n de personas con prueba rapida,2013-10-01,0,3,3
HUACAYA (VILLA DE HUACAYA),vih,n de personas con prueba rapida,2013-10-01,0,6,6
HUACHACALLA,vih,n de personas con prueba rapida,2013-10-01,0,3,3
HUANUNI,vih,n de personas con prueba rapida,2013-10-01,1,0,1
INCAHUASI,vih,n de personas con prueba rapida,2013-10-01,0,4,4
INGAVI (HUMAITA),vih,n de personas con prueba rapida,2013-10-01,0,1,1
INQUISIVI,vih,n de personas con prueba rapida,2013-10-01,1,0,1
IRUPANA (VILLA DE LANZA),vih,n de personas con prueba rapida,2013-10-01,0,1,1
LA ASUNTA,vih,n de personas con prueba rapida,2013-10-01,2,6,8
LA GUARDIA,vih,n de personas con prueba rapida,2013-10-01,13,22,35
LA PAZ,vih,n de personas con prueba rapida,2013-10-01,304,1406,1710
LAS CARRERAS,vih,n de personas con prueba rapida,2013-10-01,3,1,4
LLALLAGUA,vih,n de personas con prueba rapida,2013-10-01,3,199,202
MACHACAMARCA,vih,n de personas con prueba rapida,2013-10-01,1,5,6
MACHARETI,vih,n de personas con prueba rapida,2013-10-01,1,19,20
MAIRANA,vih,n de personas con prueba rapida,2013-10-01,1,12,13
MINEROS,vih,n de personas con prueba rapida,2013-10-01,2,2,4
MIZQUE,vih,n de personas con prueba rapida,2013-10-01,9,69,78
MOJOCOYA,vih,n de personas con prueba rapida,2013-10-01,2,0,2
MONTEAGUDO,vih,n de personas con prueba rapida,2013-10-01,9,46,55
MONTERO,vih,n de personas con prueba rapida,2013-10-01,56,320,376
MOROCHATA,vih,n de personas con prueba rapida,2013-10-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2013-10-01,10,10,20
ORURO,vih,n de personas con prueba rapida,2013-10-01,59,307,366
PADCAYA,vih,n de personas con prueba rapida,2013-10-01,0,27,27
PADILLA,vih,n de personas con prueba rapida,2013-10-01,1,8,9
PAILON,vih,n de personas con prueba rapida,2013-10-01,21,113,134
PAMPA GRANDE,vih,n de personas con prueba rapida,2013-10-01,1,0,1
PATACAMAYA,vih,n de personas con prueba rapida,2013-10-01,26,11,37
POCONA,vih,n de personas con prueba rapida,2013-10-01,2,0,2
POROMA,vih,n de personas con prueba rapida,2013-10-01,1,62,63
PORONGO,vih,n de personas con prueba rapida,2013-10-01,0,11,11
PORTACHUELO,vih,n de personas con prueba rapida,2013-10-01,8,7,15
PORVENIR,vih,n de personas con prueba rapida,2013-10-01,3,3,6
POTOSI,vih,n de personas con prueba rapida,2013-10-01,16,275,291
PRESTO,vih,n de personas con prueba rapida,2013-10-01,5,9,14
PUCARANI,vih,n de personas con prueba rapida,2013-10-01,1,26,27
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2013-10-01,43,55,98
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2013-10-01,3,1,4
PUERTO RICO,vih,n de personas con prueba rapida,2013-10-01,1,32,33
PUERTO SUAREZ,vih,n de personas con prueba rapida,2013-10-01,0,17,17
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2013-10-01,14,48,62
PUNATA,vih,n de personas con prueba rapida,2013-10-01,3,148,151
QUIME,vih,n de personas con prueba rapida,2013-10-01,6,7,13
REYES,vih,n de personas con prueba rapida,2013-10-01,0,10,10
RIBERALTA,vih,n de personas con prueba rapida,2013-10-01,8,61,69
RURRENABAQUE,vih,n de personas con prueba rapida,2013-10-01,6,50,56
SABAYA,vih,n de personas con prueba rapida,2013-10-01,21,5,26
SACABA,vih,n de personas con prueba rapida,2013-10-01,22,89,111
SAMAIPATA,vih,n de personas con prueba rapida,2013-10-01,1,0,1
SAN BORJA,vih,n de personas con prueba rapida,2013-10-01,3,18,21
SAN BUENA VENTURA,vih,n de personas con prueba rapida,2013-10-01,2,2,4
SAN CARLOS,vih,n de personas con prueba rapida,2013-10-01,6,8,14
SAN IGNACIO,vih,n de personas con prueba rapida,2013-10-01,0,36,36
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2013-10-01,63,39,102
SAN JAVIER(BNI),vih,n de personas con prueba rapida,2013-10-01,2,3,5
SAN JAVIER(STC),vih,n de personas con prueba rapida,2013-10-01,1,51,52
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2013-10-01,9,20,29
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2013-10-01,41,69,110
SAN JULIAN,vih,n de personas con prueba rapida,2013-10-01,9,199,208
SAN LORENZO(PND),vih,n de personas con prueba rapida,2013-10-01,2,24,26
SAN LORENZO(TJA),vih,n de personas con prueba rapida,2013-10-01,0,1,1
SAN LUCAS,vih,n de personas con prueba rapida,2013-10-01,10,264,274
SAN MATIAS,vih,n de personas con prueba rapida,2013-10-01,0,1,1
SAN PEDRO,vih,n de personas con prueba rapida,2013-10-01,5,4,9
SANTA ANA,vih,n de personas con prueba rapida,2013-10-01,2,6,8
