,group,variable,month,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
GRAL. J.J. PEREZ (CHARAZANI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,3,3
GUANAY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,7,1,8
GUAYARAMERIN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,150,343,493
GUTIERREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,10,10
HUACARETA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,20,20
HUACAYA (VILLA DE HUACAYA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,7,7
HUACHACALLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,7,7
HUANUNI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,77,78
HUARINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,4,4
ICLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,8,8
INCAHUASI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,24,24
INGAVI (HUMAITA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,1,1
INQUISIVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,1,2
LA ASUNTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,30,32
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,13,144,157
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,362,1353,1715
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,3,4,7
LLALLAGUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,3,199,202
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,17,18
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,30,30
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,75,77
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,9,28,37
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,5,7
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,9,97,106
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,50,554,604
MOROCHATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,10,10,20
OCURI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,1,1
OMEREQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,2,2
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,43,564,607
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,27,27
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,19,20
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,22,26,48
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,15,16
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,26,56,82
PAZÑA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,3,3
POCOATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,5,0,5
POCONA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,3,5
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,61,62
PORONGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,14,14
PORTACHUELO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,8,3,11
PORVENIR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,3,20,23
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,33,251,284
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,5,20,25
PUCARANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,26,27
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,43,60,103
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,6,6,12
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,39,40
PUERTO SUAREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,17,17
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,14,346,360
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,3,150,153
QUIME,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,6,19,25
REYES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,10,10
RIBERALTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,8,614,622
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,37,37
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,6,58,64
SABAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,21,5,26
SACABA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,22,525,547
SACACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,9,9
SALINAS DE GARCI MENDOZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,2,2
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,13,14
SAN ANTONIO DE LOMERIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,7,7
SAN BORJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,20,20
SAN BUENA VENTURA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,37,39
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,6,67,73
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,37,37
SAN IGNACIO DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,63,152,215
SAN JAVIER(BNI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,4,6
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,51,52
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,216,36,252
SAN JUAN DE YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,41,96,137
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,9,300,309
SAN LORENZO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,26,28
SAN LORENZO(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,50,50
SAN LUCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,10,334,344
SAN MATIAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,41,41
SAN MIGUEL DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,34,34
SAN PEDRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,5,50,55
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,15,15
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,62,64
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,277,2655,2932
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,17,33,50
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,27,28
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,23,29,52
SICAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,1,2
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,3,44,47
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,13,79,92
SORACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,6,6
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,334,1235,1569
TACOBAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,3,3
TACOPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,1,1
TAPACARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,12,13
TARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,5,31,36
TARATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,3,3
TARIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,74,325,399
TARVITA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,6,29,35
TEOPONTE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,10,10
TIAWANACU,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,6,7
TIPUANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,19,13,32
TOCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,12,13
TOLATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,8,8
TOLEDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,7,7
TOMAVE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,2,2
TOMINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,8,8
TOTORA(CBBA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,61,63
TOTORA(ORR),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,1,2
TRINIDAD,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,67,297,364
TUPIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,37,37
UNCIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,4,24,28
URIONDO (A. CONCEPCION),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,2,2
URUBICHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,27,58,85
VALLEGRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,5,109,114
VIACHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,10,58,68
VILLA CHARCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,3,35,38
VILLA MONTES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,75,75
VILLA SERRANO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,6,30,36
VILLA TUNARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,22,624,646
VILLA VACA GUZMAN (MUYUPAMPA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,12,40,52
VILLAZON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,4,216,220
VITICHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,9,9
WARNES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,1,1,2
YACUIBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,26,131,157
YAMPARAEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,76,76
YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,4,29,33
YOTALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,27,29
YUNCHARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,0,6,6
ZUDAÑEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-10-01,2,15,17
ACHACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,96,100
AIQUILE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,11,15
ALCALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,9,31,40
ANCORAIMES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,4,5
APOLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,8,24,32
ARBIETO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,11,15
ASCENCION DE GUARAYOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,56,239,295
AYOPAYA (V. DE INDEPENDENCIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,14,14
AZURDUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,15,36,51
BELEN DE ANDAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,20,26,46
BERMEJO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,102,102
BETANZOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,41,41
BOLPEBRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,7,8
BUENA VISTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,26,28
CABEZAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,51,52
"CAIZA ""D""",vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,8,10
CAMARGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,28,103,131
CAMATAQUI (C. VILLA ABECIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,4,5
CAMIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,27,26,53
CAPINOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,1,3
CARACOLLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,6,10
CARANAVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,27,90,117
CARAPARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,30,30
CARMEN RIVERO TORREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,70,37,107
CHALLAPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,1,2
CHIPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,3,3
CHOQUE COTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,40,43
CLIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,75,80
COBIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,316,321
COCHABAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,68,837,905
COIPASA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,1,1
COLPA BELGICA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,0,1
COLQUECHACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,0,1
COLQUIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,21,3,24
COMARAPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,7,10
CORO CORO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,6,7
COROICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,39,41
CORQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,4,4
COTOCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,9,95,104
CUATRO CAÑADAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,10,10,20
CUEVO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,15,15
CULPINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,31,32
EL ALTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,247,2244,2491
EL PUENTE(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,44,70,114
EL PUENTE(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,7,7
EL TORNO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,90,258,348
EL VILLAR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,5,5
ENTRE RIOS TRJ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,3,3
ENTRE RIOS CBBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,6,29,35
ESCOMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,17,17
EUREKA (SANTOS MERCADO),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,13,15
FERNANDEZ ALONSO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,14,43,57
FILADELFIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,22,27,49
GENERAL SAAVEDRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,9,56,65
GUANAY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,14,17
GUAYARAMERIN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,140,217,357
HUACARETA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,19,19
HUACAYA (VILLA DE HUACAYA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,6,6
HUACHACALLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,1,2
HUANUNI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,78,80
HUARINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,10,10
HUAYLLAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,4,7
ICLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,19,20
INCAHUASI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,29,29
INGAVI (HUMAITA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,4,4
LA ASUNTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,70,75
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,15,144,159
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,292,1434,1726
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,3,4
LLALLAGUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,8,5,13
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,17,22
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,36,37
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,63,64
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,27,5,32
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,8,8
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,79,83
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,189,258,447
MOROCHATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,6,15,21
NACEBE (SANTA ROSA DEL ABUNA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,9,9
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,40,477,517
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,20,20
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,18,22
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,8,142,150
PALOS BLANCOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,20,25
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,26,26
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,20,67,87
POCONA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,3,4
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,35,36
PORONGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,11,11
PORTACHUELO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,6,36,42
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,103,344,447
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,8,8
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,15,22,37
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,10,10,20
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,14,14
PUERTO SUAREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,7,58,65
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,24,403,427
PUNA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,17,17
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,172,174
QUIME,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,10,41,51
REYES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,12,12
RIBERALTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,13,644,657
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,45,48
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,61,64
SACABA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,18,516,534
SACACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,19,19
SALINAS DE GARCI MENDOZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,1,2
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,8,9
SAN ANTONIO DE LOMERIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,7,7
SAN BENITO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,24,26
SAN BORJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,9,9
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,45,50
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,19,20
SAN IGNACIO DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,20,124,144
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,35,36
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,47,116,163
SAN JUAN DE YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,27,27
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,15,170,185
SAN LORENZO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,3,3
SAN LORENZO(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,65,67
SAN LUCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,77,79
SAN MIGUEL DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,23,23
SAN PEDRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,33,37
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,15,15
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,26,81,107
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,180,2228,2408
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,13,48,61
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,22,22
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,31,56,87
SICAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,3,3
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,50,51
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,20,48,68
SORACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,10,19,29
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,154,1051,1205
TACOBAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,13,13
