,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,1,4,1,5
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,5,4,5,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,13,1,13,1,14
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,26,1,26,1,27
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,21,1,21,1,22
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,73,0,73,0,73
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,178,0,178,0,178
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1385,4,1385,4,1389
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,7,0,7,0,7
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,14,1,14,1,15
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,7,0,7,0,7
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,0,5,0,5
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,75,1,75,1,76
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,1,5,1,6
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,7,3,7,10
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,13,1,13,1,14
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,6,0,6,0,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,4,4,4,8
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,24,5,24,5,29
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,39,0,39,0,39
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1,2,1,2,3
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,25,1,25,1,26
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,13,0,13,0,13
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,60,0,60,0,60
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,62,0,62,0,62
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1,2,1,2,3
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,10,1,10,1,11
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,52,3,52,3,55
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,299,0,299,0,299
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,8,1,8,1,9
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,0,3,0,3
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,1,2,1,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,22,9,22,9,31
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,38,1,38,1,39
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,9,0,9,0,9
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,761,0,761,0,761
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,25,0,25,0,25
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,25,1,25,1,26
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,62,1,62,1,63
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,19,1,19,1,20
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,70,2,70,2,72
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,1,2,1,3
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,27,0,27,0,27
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,1,5,1,6
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,9,0,9,0,9
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,40,1,40,1,41
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,7,1,7,1,8
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,1,4,1,5
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,14,3,14,3,17
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,1,11,1,12
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,25,1,25,1,26
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,0,4,0,4
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,18,0,18,0,18
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,13,4,13,4,17
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,24,1,24,1,25
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,58,0,58,0,58
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,7,0,7,0,7
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,555,0,555,0,555
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,6,1,6,1,7
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,2,2,2,4
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,30,0,30,0,30
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,0,3,0,3
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,6,5,6,5,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,8,0,8,0,8
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1,0,1,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,27,0,27,0,27
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,1,11,1,12
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,9,0,9,0,9
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,54,0,54,0,54
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,163,0,163,0,163
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,36,5,36,5,41
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,63,3,63,3,66
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,0,5,0,5
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,189,12,189,12,201
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,0,11,0,11
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,0,4,0,4
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,22,2,22,2,24
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,26,5,26,5,31
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,269,6,269,6,275
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,29,0,29,0,29
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,56,3,56,3,59
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,1,2,1,3
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,279,1,279,1,280
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,31,5,31,5,36
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,20,1,20,1,21
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,1,5,1,6
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,18,0,18,0,18
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,17,1,17,1,18
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,3,2,3,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,8,2,8,2,10
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,22,1,22,1,23
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,76,22,76,22,98
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,32,0,32,0,32
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,53,0,53,0,53
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,51,8,51,8,59
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,120,27,120,27,147
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,2,5,2,7
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,28,0,28,0,28
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,9,2,9,2,11
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,46,0,46,0,46
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,30,0,30,0,30
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,177,1,177,1,178
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,2,2,2,4
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,26,0,26,0,26
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,44,11,44,11,55
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,35,2,35,2,37
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,26,5,26,5,31
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,30,0,30,0,30
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,33,3,33,3,36
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,2,3,2,5
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1,1,1,1,2
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,15,4,15,4,19
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,0,11,0,11
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,20,0,20,0,20
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,22,0,22,0,22
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3565,25,3565,25,3590
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,18,0,18,0,18
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,38,1,38,1,39
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1,2,1,2,3
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,10,0,10,0,10
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,0,3,0,3
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,9,0,9,0,9
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,1,3,1,4
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,8,4,8,4,12
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,9,0,9,0,9
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,121,0,121,0,121
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,19,0,19,0,19
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,74,0,74,0,74
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,1,11,1,12
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,6,2,6,2,8
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,25,10,25,10,35
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,621,12,621,12,633
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,10,1,10,1,11
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,9,3,9,3,12
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,0,4,0,4
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,22,7,22,7,29
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,19,1,19,1,20
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,2,4,2,6
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,15,0,15,0,15
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,549,1,549,1,550
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,18,4,18,4,22
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,10,4,10,4,14
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,14,1,14,1,15
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,13,6,13,6,19
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,27,0,27,0,27
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,132,0,132,0,132
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,25,1,25,1,26
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,7,2,7,2,9
TODOS SANTOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,0,1,0,1,1
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,19,0,19,0,19
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,1,4,1,5
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,5,11,5,16
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,0,11,0,11
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,10,0,10,0,10
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,27,3,27,3,30
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,0,4,0,4
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,0,2,0,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,317,2,317,2,319
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,92,4,92,4,96
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,0,4,0,4
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,1,1,1,1,2
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,25,1,25,1,26
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,13,0,13,0,13
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,13,0,13,0,13
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,39,4,39,4,43
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,6,5,6,5,11
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,33,2,33,2,35
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,80,0,80,0,80
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,0,4,0,4
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,21,5,21,5,26
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,79,0,79,0,79
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,0,5,0,5
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,10,0,10,0,10
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,12,4,12,4,16
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,267,1,267,1,268
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,14,2,14,2,16
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,84,3,84,3,87
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,74,3,74,3,77
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,11,6,11,6,17
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,207,1,207,1,208
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,4,5,4,5,9
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,191,1,191,1,192
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,0,3,0,3
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,0,5,0,5
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,115,0,115,0,115
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,5,0,5,0,5
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,7,3,7,3,10
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,2,3,2,3,5
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-10-01,3,0,3,0,3
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,51,2,51,2,53
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,1,10,1,11
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,72,3,72,3,75
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,27,3,27,3,30
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,3,9,3,12
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,1,3,1,4
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,1,7,1,8
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,27,4,27,4,31
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,24,1,24,1,25
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,2,10,2,12
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,32,0,32,0,32
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,89,3,89,3,92
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,41,0,41,0,41
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,48,2,48,2,50
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,2,10,2,12
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,0,16,0,16
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,8,0,8,0,8
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,2,3,2,5
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,42,0,42,0,42
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,34,3,34,3,37
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,1,4,1,5
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,1,3,1,4
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,2,2,2,4
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,2,13,2,15
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,0,30,0,30
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,3,7,3,10
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,3,10,3,13
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,2,6,2,8
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,4,7,4,11
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,33,0,33,0,33
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,119,0,119,0,119
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,34,0,34,0,34
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,11,4,11,4,15
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,38,0,38,0,38
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,98,9,98,9,107
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,14,0,14,0,14
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,15,9,15,9,24
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,14,0,14,0,14
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,49,3,49,3,52
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,48,4,48,4,52
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,4,22,4,26
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,61,5,61,5,66
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,47,0,47,0,47
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,0,10,0,10
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,17,1,17,1,18
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,43,1,43,1,44
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,175,0,175,0,175
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,10,10,10,20
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1764,3,1764,3,1767
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,148,1,148,1,149
