municipality,group,variable,month,Antirrábica canina,TOTAL
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica canina,2009-09-01,178,178
OMEREQUE,otras vacunaciones,antirrabica canina,2009-09-01,67,67
ORURO,otras vacunaciones,antirrabica canina,2009-09-01,9091,9091
PADCAYA,otras vacunaciones,antirrabica canina,2009-09-01,4676,4676
PAMPA AULLAGAS,otras vacunaciones,antirrabica canina,2009-09-01,73,73
PASORAPA,otras vacunaciones,antirrabica canina,2009-09-01,185,185
PAZÑA,otras vacunaciones,antirrabica canina,2009-09-01,534,534
POCOATA,otras vacunaciones,antirrabica canina,2009-09-01,2506,2506
POCONA,otras vacunaciones,antirrabica canina,2009-09-01,324,324
POJO (CBBA),otras vacunaciones,antirrabica canina,2009-09-01,941,941
POOPO,otras vacunaciones,antirrabica canina,2009-09-01,1017,1017
PORCO,otras vacunaciones,antirrabica canina,2009-09-01,620,620
POROMA,otras vacunaciones,antirrabica canina,2009-09-01,771,771
POTOSI,otras vacunaciones,antirrabica canina,2009-09-01,163,163
PRESTO,otras vacunaciones,antirrabica canina,2009-09-01,836,836
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2009-09-01,50,50
PUERTO RICO,otras vacunaciones,antirrabica canina,2009-09-01,207,207
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2009-09-01,651,651
PUNA,otras vacunaciones,antirrabica canina,2009-09-01,4520,4520
PUNATA,otras vacunaciones,antirrabica canina,2009-09-01,2689,2689
QUILLACOLLO,otras vacunaciones,antirrabica canina,2009-09-01,8956,8956
RAVELO,otras vacunaciones,antirrabica canina,2009-09-01,10,10
RURRENABAQUE,otras vacunaciones,antirrabica canina,2009-09-01,277,277
SACABA,otras vacunaciones,antirrabica canina,2009-09-01,707,707
SACABAMBA,otras vacunaciones,antirrabica canina,2009-09-01,604,604
SACACA,otras vacunaciones,antirrabica canina,2009-09-01,2226,2226
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2009-09-01,356,356
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2009-09-01,181,181
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica canina,2009-09-01,41,41
SAN BENITO,otras vacunaciones,antirrabica canina,2009-09-01,2257,2257
SAN CARLOS,otras vacunaciones,antirrabica canina,2009-09-01,946,946
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2009-09-01,56,56
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2009-09-01,4610,4610
SAN LUCAS,otras vacunaciones,antirrabica canina,2009-09-01,585,585
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2009-09-01,69,69
SAN PEDRO,otras vacunaciones,antirrabica canina,2009-09-01,26,26
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2009-09-01,3468,3468
SAN PEDRO DE QUEMES,otras vacunaciones,antirrabica canina,2009-09-01,49,49
SAN RAMON,otras vacunaciones,antirrabica canina,2009-09-01,1121,1121
SANTA ANA,otras vacunaciones,antirrabica canina,2009-09-01,200,200
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2009-09-01,10860,10860
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2009-09-01,5060,5060
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2009-09-01,300,300
SANTIVAÑES,otras vacunaciones,antirrabica canina,2009-09-01,179,179
SENA,otras vacunaciones,antirrabica canina,2009-09-01,293,293
SICAYA,otras vacunaciones,antirrabica canina,2009-09-01,20,20
SIPE SIPE,otras vacunaciones,antirrabica canina,2009-09-01,531,531
SOPACHUY,otras vacunaciones,antirrabica canina,2009-09-01,603,603
SORACACHI,otras vacunaciones,antirrabica canina,2009-09-01,624,624
SUCRE,otras vacunaciones,antirrabica canina,2009-09-01,1814,1814
TACACHI,otras vacunaciones,antirrabica canina,2009-09-01,110,110
TACOBAMBA,otras vacunaciones,antirrabica canina,2009-09-01,1356,1356
TACOPAYA,otras vacunaciones,antirrabica canina,2009-09-01,680,680
TAPACARI,otras vacunaciones,antirrabica canina,2009-09-01,1968,1968
TARABUCO,otras vacunaciones,antirrabica canina,2009-09-01,274,274
TARATA,otras vacunaciones,antirrabica canina,2009-09-01,55,55
TARIJA,otras vacunaciones,antirrabica canina,2009-09-01,7727,7727
TARVITA,otras vacunaciones,antirrabica canina,2009-09-01,1806,1806
TINGUIPAYA,otras vacunaciones,antirrabica canina,2009-09-01,3090,3090
TIPUANI,otras vacunaciones,antirrabica canina,2009-09-01,8,8
TIQUIPAYA,otras vacunaciones,antirrabica canina,2009-09-01,1065,1065
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2009-09-01,1579,1579
TOCO,otras vacunaciones,antirrabica canina,2009-09-01,199,199
TOLATA,otras vacunaciones,antirrabica canina,2009-09-01,40,40
TOLEDO,otras vacunaciones,antirrabica canina,2009-09-01,582,582
TOMAVE,otras vacunaciones,antirrabica canina,2009-09-01,376,376
TOMINA,otras vacunaciones,antirrabica canina,2009-09-01,598,598
TORO TORO,otras vacunaciones,antirrabica canina,2009-09-01,1200,1200
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2009-09-01,301,301
TRINIDAD,otras vacunaciones,antirrabica canina,2009-09-01,5865,5865
TUPIZA,otras vacunaciones,antirrabica canina,2009-09-01,5701,5701
TURCO,otras vacunaciones,antirrabica canina,2009-09-01,278,278
UNCIA,otras vacunaciones,antirrabica canina,2009-09-01,3824,3824
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2009-09-01,2813,2813
UYUNI,otras vacunaciones,antirrabica canina,2009-09-01,921,921
VACAS,otras vacunaciones,antirrabica canina,2009-09-01,625,625
VILA VILA,otras vacunaciones,antirrabica canina,2009-09-01,196,196
VILLA MONTES,otras vacunaciones,antirrabica canina,2009-09-01,1606,1606
VILLA RIVERO,otras vacunaciones,antirrabica canina,2009-09-01,520,520
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-09-01,2545,2545
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2009-09-01,269,269
VILLAZON,otras vacunaciones,antirrabica canina,2009-09-01,47,47
VINTO,otras vacunaciones,antirrabica canina,2009-09-01,7718,7718
VITICHI,otras vacunaciones,antirrabica canina,2009-09-01,1289,1289
WARNES,otras vacunaciones,antirrabica canina,2009-09-01,280,280
YAMPARAEZ,otras vacunaciones,antirrabica canina,2009-09-01,1034,1034
YAPACANI,otras vacunaciones,antirrabica canina,2009-09-01,69,69
YOCALLA,otras vacunaciones,antirrabica canina,2009-09-01,566,566
YOTALA,otras vacunaciones,antirrabica canina,2009-09-01,895,895
YUNCHARA,otras vacunaciones,antirrabica canina,2009-09-01,90,90
ACHACACHI,otras vacunaciones,antirrabica canina,2009-10-01,921,921
ACHOCALLA,otras vacunaciones,antirrabica canina,2009-10-01,1108,1108
AIQUILE,otras vacunaciones,antirrabica canina,2009-10-01,61,61
ALCALA,otras vacunaciones,antirrabica canina,2009-10-01,99,99
ANCORAIMES,otras vacunaciones,antirrabica canina,2009-10-01,130,130
ANDAMARCA,otras vacunaciones,antirrabica canina,2009-10-01,46,46
ANZALDO,otras vacunaciones,antirrabica canina,2009-10-01,19,19
ARAMPAMPA,otras vacunaciones,antirrabica canina,2009-10-01,40,40
ARANI,otras vacunaciones,antirrabica canina,2009-10-01,10,10
ARBIETO,otras vacunaciones,antirrabica canina,2009-10-01,1539,1539
ATOCHA,otras vacunaciones,antirrabica canina,2009-10-01,1,1
AUCAPATA,otras vacunaciones,antirrabica canina,2009-10-01,77,77
AYATA,otras vacunaciones,antirrabica canina,2009-10-01,79,79
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2009-10-01,2155,2155
AZURDUY,otras vacunaciones,antirrabica canina,2009-10-01,197,197
BATALLAS,otras vacunaciones,antirrabica canina,2009-10-01,932,932
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2009-10-01,98,98
BETANZOS,otras vacunaciones,antirrabica canina,2009-10-01,470,470
BUENA VISTA,otras vacunaciones,antirrabica canina,2009-10-01,16,16
CABEZAS,otras vacunaciones,antirrabica canina,2009-10-01,4747,4747
CAIROMA,otras vacunaciones,antirrabica canina,2009-10-01,283,283
CAJUATA,otras vacunaciones,antirrabica canina,2009-10-01,276,276
CALACOTO,otras vacunaciones,antirrabica canina,2009-10-01,10,10
CAMARGO,otras vacunaciones,antirrabica canina,2009-10-01,9,9
CAMIRI,otras vacunaciones,antirrabica canina,2009-10-01,614,614
CARACOLLO,otras vacunaciones,antirrabica canina,2009-10-01,41,41
CARANAVI,otras vacunaciones,antirrabica canina,2009-10-01,50,50
CARAPARI,otras vacunaciones,antirrabica canina,2009-10-01,1031,1031
CARIPUYO,otras vacunaciones,antirrabica canina,2009-10-01,51,51
CATACORA,otras vacunaciones,antirrabica canina,2009-10-01,15,15
CHALLAPATA,otras vacunaciones,antirrabica canina,2009-10-01,126,126
CHAQUI,otras vacunaciones,antirrabica canina,2009-10-01,349,349
CHARAÑA,otras vacunaciones,antirrabica canina,2009-10-01,160,160
CHAYANTA,otras vacunaciones,antirrabica canina,2009-10-01,105,105
CHIMORE,otras vacunaciones,antirrabica canina,2009-10-01,30,30
CHOQUE COTA,otras vacunaciones,antirrabica canina,2009-10-01,100,100
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2009-10-01,207,207
CHUMA,otras vacunaciones,antirrabica canina,2009-10-01,266,266
CLIZA,otras vacunaciones,antirrabica canina,2009-10-01,230,230
COBIJA,otras vacunaciones,antirrabica canina,2009-10-01,621,621
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-10-01,3885,3885
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-10-01,1776,1776
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2009-10-01,94,94
COLOMI,otras vacunaciones,antirrabica canina,2009-10-01,19,19
COLQUECHACA,otras vacunaciones,antirrabica canina,2009-10-01,707,707
COLQUENCHA,otras vacunaciones,antirrabica canina,2009-10-01,73,73
COLQUIRI,otras vacunaciones,antirrabica canina,2009-10-01,29,29
CONCEPCION,otras vacunaciones,antirrabica canina,2009-10-01,384,384
COPACABANA,otras vacunaciones,antirrabica canina,2009-10-01,615,615
CORIPATA,otras vacunaciones,antirrabica canina,2009-10-01,55,55
CORQUE,otras vacunaciones,antirrabica canina,2009-10-01,134,134
COTAGAITA,otras vacunaciones,antirrabica canina,2009-10-01,449,449
COTOCA,otras vacunaciones,antirrabica canina,2009-10-01,4168,4168
CUEVO,otras vacunaciones,antirrabica canina,2009-10-01,1255,1255
CULPINA,otras vacunaciones,antirrabica canina,2009-10-01,13,13
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2009-10-01,33,33
CURVA,otras vacunaciones,antirrabica canina,2009-10-01,130,130
DESAGUADERO,otras vacunaciones,antirrabica canina,2009-10-01,581,581
EL ALTO,otras vacunaciones,antirrabica canina,2009-10-01,4861,4861
EL CHORO,otras vacunaciones,antirrabica canina,2009-10-01,400,400
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2009-10-01,1200,1200
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2009-10-01,125,125
EL TORNO,otras vacunaciones,antirrabica canina,2009-10-01,4848,4848
EL VILLAR,otras vacunaciones,antirrabica canina,2009-10-01,439,439
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-10-01,85,85
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-10-01,2026,2026
EUCALIPTUS,otras vacunaciones,antirrabica canina,2009-10-01,861,861
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2009-10-01,80,80
FILADELFIA,otras vacunaciones,antirrabica canina,2009-10-01,726,726
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2009-10-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2009-10-01,198,198
GUAQUI,otras vacunaciones,antirrabica canina,2009-10-01,480,480
GUTIERREZ,otras vacunaciones,antirrabica canina,2009-10-01,19,19
HUACARETA,otras vacunaciones,antirrabica canina,2009-10-01,1250,1250
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica canina,2009-10-01,269,269
HUANUNI,otras vacunaciones,antirrabica canina,2009-10-01,971,971
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2009-10-01,490,490
ICLA,otras vacunaciones,antirrabica canina,2009-10-01,367,367
INCAHUASI,otras vacunaciones,antirrabica canina,2009-10-01,270,270
INQUISIVI,otras vacunaciones,antirrabica canina,2009-10-01,110,110
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2009-10-01,625,625
LA ASUNTA,otras vacunaciones,antirrabica canina,2009-10-01,162,162
LA GUARDIA,otras vacunaciones,antirrabica canina,2009-10-01,1893,1893
LA PAZ,otras vacunaciones,antirrabica canina,2009-10-01,2454,2454
LAJA,otras vacunaciones,antirrabica canina,2009-10-01,1236,1236
LAS CARRERAS,otras vacunaciones,antirrabica canina,2009-10-01,30,30
LLICA,otras vacunaciones,antirrabica canina,2009-10-01,66,66
LORETO,otras vacunaciones,antirrabica canina,2009-10-01,200,200
LURIBAY,otras vacunaciones,antirrabica canina,2009-10-01,92,92
MACHACAMARCA,otras vacunaciones,antirrabica canina,2009-10-01,51,51
MACHARETI,otras vacunaciones,antirrabica canina,2009-10-01,283,283
MECAPACA,otras vacunaciones,antirrabica canina,2009-10-01,241,241
MINEROS,otras vacunaciones,antirrabica canina,2009-10-01,1500,1500
MIZQUE,otras vacunaciones,antirrabica canina,2009-10-01,140,140
MOCOMOCO,otras vacunaciones,antirrabica canina,2009-10-01,333,333
MOJOCOYA,otras vacunaciones,antirrabica canina,2009-10-01,75,75
MONTEAGUDO,otras vacunaciones,antirrabica canina,2009-10-01,1440,1440
MONTERO,otras vacunaciones,antirrabica canina,2009-10-01,2744,2744
MORO MORO,otras vacunaciones,antirrabica canina,2009-10-01,730,730
MOROCHATA,otras vacunaciones,antirrabica canina,2009-10-01,120,120
OCURI,otras vacunaciones,antirrabica canina,2009-10-01,720,720
OKINAWA,otras vacunaciones,antirrabica canina,2009-10-01,861,861
OMEREQUE,otras vacunaciones,antirrabica canina,2009-10-01,38,38
ORURO,otras vacunaciones,antirrabica canina,2009-10-01,176,176
PADCAYA,otras vacunaciones,antirrabica canina,2009-10-01,140,140
PADILLA,otras vacunaciones,antirrabica canina,2009-10-01,2147,2147
PAILON,otras vacunaciones,antirrabica canina,2009-10-01,100,100
PALCA,otras vacunaciones,antirrabica canina,2009-10-01,160,160
PASORAPA,otras vacunaciones,antirrabica canina,2009-10-01,54,54
PAZÑA,otras vacunaciones,antirrabica canina,2009-10-01,15,15
POCOATA,otras vacunaciones,antirrabica canina,2009-10-01,164,164
POCONA,otras vacunaciones,antirrabica canina,2009-10-01,359,359
POJO (CBBA),otras vacunaciones,antirrabica canina,2009-10-01,247,247
POOPO,otras vacunaciones,antirrabica canina,2009-10-01,15,15
PORCO,otras vacunaciones,antirrabica canina,2009-10-01,20,20
POROMA,otras vacunaciones,antirrabica canina,2009-10-01,188,188
PORONGO,otras vacunaciones,antirrabica canina,2009-10-01,1796,1796
POTOSI,otras vacunaciones,antirrabica canina,2009-10-01,27,27
PRESTO,otras vacunaciones,antirrabica canina,2009-10-01,40,40
PUCARA,otras vacunaciones,antirrabica canina,2009-10-01,192,192
PUCARANI,otras vacunaciones,antirrabica canina,2009-10-01,381,381
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2009-10-01,249,249
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2009-10-01,183,183
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2009-10-01,106,106
PUERTO SUAREZ,otras vacunaciones,antirrabica canina,2009-10-01,549,549
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2009-10-01,1060,1060
PUNATA,otras vacunaciones,antirrabica canina,2009-10-01,450,450
QUIABAYA,otras vacunaciones,antirrabica canina,2009-10-01,29,29
QUILLACOLLO,otras vacunaciones,antirrabica canina,2009-10-01,1773,1773
QUIME,otras vacunaciones,antirrabica canina,2009-10-01,45,45
RAVELO,otras vacunaciones,antirrabica canina,2009-10-01,1542,1542
SABAYA,otras vacunaciones,antirrabica canina,2009-10-01,27,27
SACABA,otras vacunaciones,antirrabica canina,2009-10-01,5891,5891
SACABAMBA,otras vacunaciones,antirrabica canina,2009-10-01,10,10
SACACA,otras vacunaciones,antirrabica canina,2009-10-01,192,192
SAIPINA,otras vacunaciones,antirrabica canina,2009-10-01,100,100
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2009-10-01,86,86
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2009-10-01,36,36
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2009-10-01,506,506
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica canina,2009-10-01,127,127
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2009-10-01,300,300
SAN BENITO,otras vacunaciones,antirrabica canina,2009-10-01,328,328
SAN CARLOS,otras vacunaciones,antirrabica canina,2009-10-01,60,60
SAN IGNACIO,otras vacunaciones,antirrabica canina,2009-10-01,236,236
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2009-10-01,1750,1750
SAN JULIAN,otras vacunaciones,antirrabica canina,2009-10-01,6003,6003
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2009-10-01,1618,1618
SAN LUCAS,otras vacunaciones,antirrabica canina,2009-10-01,324,324
SAN MATIAS,otras vacunaciones,antirrabica canina,2009-10-01,1546,1546
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2009-10-01,175,175
SAN PEDRO,otras vacunaciones,antirrabica canina,2009-10-01,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2009-10-01,429,429
SAN PEDRO DE QUEMES,otras vacunaciones,antirrabica canina,2009-10-01,58,58
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2009-10-01,134,134
SAN PEDRO(PND),otras vacunaciones,antirrabica canina,2009-10-01,20,20
SAN RAFAEL,otras vacunaciones,antirrabica canina,2009-10-01,30,30
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2009-10-01,13881,13881
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2009-10-01,83,83
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica canina,2009-10-01,221,221
SENA,otras vacunaciones,antirrabica canina,2009-10-01,90,90
SICAYA,otras vacunaciones,antirrabica canina,2009-10-01,445,445
SIPE SIPE,otras vacunaciones,antirrabica canina,2009-10-01,5381,5381
SOPACHUY,otras vacunaciones,antirrabica canina,2009-10-01,30,30
SORACACHI,otras vacunaciones,antirrabica canina,2009-10-01,300,300
SORATA,otras vacunaciones,antirrabica canina,2009-10-01,84,84
SUCRE,otras vacunaciones,antirrabica canina,2009-10-01,197,197
TACACOMA,otras vacunaciones,antirrabica canina,2009-10-01,184,184
TACOBAMBA,otras vacunaciones,antirrabica canina,2009-10-01,330,330
TACOPAYA,otras vacunaciones,antirrabica canina,2009-10-01,3,3
TAHUA,otras vacunaciones,antirrabica canina,2009-10-01,82,82
TAPACARI,otras vacunaciones,antirrabica canina,2009-10-01,876,876
TARABUCO,otras vacunaciones,antirrabica canina,2009-10-01,601,601
TARACO,otras vacunaciones,antirrabica canina,2009-10-01,389,389
TARATA,otras vacunaciones,antirrabica canina,2009-10-01,488,488
TARIJA,otras vacunaciones,antirrabica canina,2009-10-01,2352,2352
TARVITA,otras vacunaciones,antirrabica canina,2009-10-01,678,678
TEOPONTE,otras vacunaciones,antirrabica canina,2009-10-01,237,237
TIAWANACU,otras vacunaciones,antirrabica canina,2009-10-01,524,524
TINGUIPAYA,otras vacunaciones,antirrabica canina,2009-10-01,620,620
TIQUIPAYA,otras vacunaciones,antirrabica canina,2009-10-01,4325,4325
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2009-10-01,197,197
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2009-10-01,2,2
TOCO,otras vacunaciones,antirrabica canina,2009-10-01,2130,2130
TOLATA,otras vacunaciones,antirrabica canina,2009-10-01,94,94
TOLEDO,otras vacunaciones,antirrabica canina,2009-10-01,260,260
TOMAVE,otras vacunaciones,antirrabica canina,2009-10-01,515,515
TOMINA,otras vacunaciones,antirrabica canina,2009-10-01,543,543
TORO TORO,otras vacunaciones,antirrabica canina,2009-10-01,286,286
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2009-10-01,74,74
TOTORA(ORR),otras vacunaciones,antirrabica canina,2009-10-01,435,435
TRIGAL,otras vacunaciones,antirrabica canina,2009-10-01,622,622
TUPIZA,otras vacunaciones,antirrabica canina,2009-10-01,616,616
TURCO,otras vacunaciones,antirrabica canina,2009-10-01,70,70
UNCIA,otras vacunaciones,antirrabica canina,2009-10-01,258,258
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2009-10-01,658,658
UYUNI,otras vacunaciones,antirrabica canina,2009-10-01,1136,1136
VACAS,otras vacunaciones,antirrabica canina,2009-10-01,203,203
VALLEGRANDE,otras vacunaciones,antirrabica canina,2009-10-01,1164,1164
VILA VILA,otras vacunaciones,antirrabica canina,2009-10-01,37,37
VILLA MONTES,otras vacunaciones,antirrabica canina,2009-10-01,683,683
VILLA RIVERO,otras vacunaciones,antirrabica canina,2009-10-01,12,12
VILLA SERRANO,otras vacunaciones,antirrabica canina,2009-10-01,861,861
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-10-01,903,903
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2009-10-01,277,277
VILLAZON,otras vacunaciones,antirrabica canina,2009-10-01,5194,5194
VINTO,otras vacunaciones,antirrabica canina,2009-10-01,881,881
VITICHI,otras vacunaciones,antirrabica canina,2009-10-01,251,251
WARNES,otras vacunaciones,antirrabica canina,2009-10-01,646,646
YAMPARAEZ,otras vacunaciones,antirrabica canina,2009-10-01,93,93
YANACACHI,otras vacunaciones,antirrabica canina,2009-10-01,23,23
YAPACANI,otras vacunaciones,antirrabica canina,2009-10-01,5185,5185
YOTALA,otras vacunaciones,antirrabica canina,2009-10-01,34,34
YUNCHARA,otras vacunaciones,antirrabica canina,2009-10-01,76,76
ACACIO,otras vacunaciones,antirrabica canina,2009-11-01,73,73
ACHACACHI,otras vacunaciones,antirrabica canina,2009-11-01,4874,4874
AIQUILE,otras vacunaciones,antirrabica canina,2009-11-01,1289,1289
ALCALA,otras vacunaciones,antirrabica canina,2009-11-01,12,12
ANCORAIMES,otras vacunaciones,antirrabica canina,2009-11-01,782,782
ANDAMARCA,otras vacunaciones,antirrabica canina,2009-11-01,33,33
ANZALDO,otras vacunaciones,antirrabica canina,2009-11-01,80,80
APOLO,otras vacunaciones,antirrabica canina,2009-11-01,560,560
ARANI,otras vacunaciones,antirrabica canina,2009-11-01,5,5
ARBIETO,otras vacunaciones,antirrabica canina,2009-11-01,244,244
ARQUE,otras vacunaciones,antirrabica canina,2009-11-01,55,55
AUCAPATA,otras vacunaciones,antirrabica canina,2009-11-01,88,88
AYATA,otras vacunaciones,antirrabica canina,2009-11-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2009-11-01,626,626
AZURDUY,otras vacunaciones,antirrabica canina,2009-11-01,213,213
BATALLAS,otras vacunaciones,antirrabica canina,2009-11-01,541,541
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2009-11-01,2,2
BERMEJO,otras vacunaciones,antirrabica canina,2009-11-01,3039,3039
BETANZOS,otras vacunaciones,antirrabica canina,2009-11-01,72,72
BOLIVAR,otras vacunaciones,antirrabica canina,2009-11-01,166,166
BUENA VISTA,otras vacunaciones,antirrabica canina,2009-11-01,1179,1179
CABEZAS,otras vacunaciones,antirrabica canina,2009-11-01,166,166
CAIROMA,otras vacunaciones,antirrabica canina,2009-11-01,299,299
CAJUATA,otras vacunaciones,antirrabica canina,2009-11-01,419,419
CALACOTO,otras vacunaciones,antirrabica canina,2009-11-01,175,175
CALAMARCA,otras vacunaciones,antirrabica canina,2009-11-01,48,48
CAMARGO,otras vacunaciones,antirrabica canina,2009-11-01,498,498
CAMIRI,otras vacunaciones,antirrabica canina,2009-11-01,1880,1880
CAPINOTA,otras vacunaciones,antirrabica canina,2009-11-01,12000,12000
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2009-11-01,374,374
CARACOLLO,otras vacunaciones,antirrabica canina,2009-11-01,121,121
CARANAVI,otras vacunaciones,antirrabica canina,2009-11-01,3868,3868
CARAPARI,otras vacunaciones,antirrabica canina,2009-11-01,35,35
CARIPUYO,otras vacunaciones,antirrabica canina,2009-11-01,16,16
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica canina,2009-11-01,980,980
CATACORA,otras vacunaciones,antirrabica canina,2009-11-01,52,52
CHALLAPATA,otras vacunaciones,antirrabica canina,2009-11-01,20,20
CHAQUI,otras vacunaciones,antirrabica canina,2009-11-01,27,27
CHARAGUA,otras vacunaciones,antirrabica canina,2009-11-01,736,736
CHARAÑA,otras vacunaciones,antirrabica canina,2009-11-01,72,72
CHIMORE,otras vacunaciones,antirrabica canina,2009-11-01,721,721
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2009-11-01,317,317
CHUMA,otras vacunaciones,antirrabica canina,2009-11-01,223,223
CLIZA,otras vacunaciones,antirrabica canina,2009-11-01,79,79
COBIJA,otras vacunaciones,antirrabica canina,2009-11-01,13,13
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-11-01,2923,2923
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-11-01,852,852
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2009-11-01,3,3
COLOMI,otras vacunaciones,antirrabica canina,2009-11-01,1479,1479
COLQUECHACA,otras vacunaciones,antirrabica canina,2009-11-01,118,118
COLQUENCHA,otras vacunaciones,antirrabica canina,2009-11-01,10,10
COLQUIRI,otras vacunaciones,antirrabica canina,2009-11-01,1506,1506
COMANCHE,otras vacunaciones,antirrabica canina,2009-11-01,354,354
COMARAPA,otras vacunaciones,antirrabica canina,2009-11-01,1246,1246
COMBAYA,otras vacunaciones,antirrabica canina,2009-11-01,227,227
CONCEPCION,otras vacunaciones,antirrabica canina,2009-11-01,309,309
COPACABANA,otras vacunaciones,antirrabica canina,2009-11-01,287,287
CORIPATA,otras vacunaciones,antirrabica canina,2009-11-01,16,16
CORO CORO,otras vacunaciones,antirrabica canina,2009-11-01,1259,1259
CORQUE,otras vacunaciones,antirrabica canina,2009-11-01,60,60
COTAGAITA,otras vacunaciones,antirrabica canina,2009-11-01,120,120
COTOCA,otras vacunaciones,antirrabica canina,2009-11-01,2357,2357
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2009-11-01,57,57
CULPINA,otras vacunaciones,antirrabica canina,2009-11-01,230,230
CURVA,otras vacunaciones,antirrabica canina,2009-11-01,120,120
EL ALTO,otras vacunaciones,antirrabica canina,2009-11-01,2000,2000
EL CHORO,otras vacunaciones,antirrabica canina,2009-11-01,15,15
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2009-11-01,7,7
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2009-11-01,85,85
EL TORNO,otras vacunaciones,antirrabica canina,2009-11-01,4279,4279
EL VILLAR,otras vacunaciones,antirrabica canina,2009-11-01,320,320
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-11-01,215,215
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-11-01,544,544
