municipality,group,variable,month,10.2. Nº de CAI de establecimiento,TOTAL
VILLAZON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,5,5
VITICHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,4,4
YACUIBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
ANTEQUERA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ARQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,6,6
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
BAURES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,5,5
BOLIVAR,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,5,5
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
CAMIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,6,6
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,6,6
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,11,11
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,7,7
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,47,47
EL CHORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,8,8
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
GUANAY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ICLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,43,43
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
LAJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,10,10
LORETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
MALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,7,7
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,7,7
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
POCONA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,19,19
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,6,6
PORTACHUELO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
PUCARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,7,7
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
PUNA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,14,14
QUIME,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ROBORE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SACABA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
SAIPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,12,12
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,9,9
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
SAN RAMON BENI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,23,23
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,6,6
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,11,11
TACOPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,6,6
TARACO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TARATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,7,7
TARVITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
TOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,8,8
UNCIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,6,6
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,8,8
YACUIBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,4,4
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-10-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
ANTEQUERA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,4,4
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
BOLIVAR,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
CAJUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
CHIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,10,10
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
COROICO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,6,6
CURVA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,46,46
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,4,4
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,6,6
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
INQUISIVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,43,43
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
LORETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,5,5
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
OMEREQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PALCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
POCONA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,7,7
POOPO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
POROMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,7,7
POTOSI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,5,5
PRESTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,4,4
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
PUNA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,6,6
QUIME,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,5,5
SACABA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
