municipality,group,variable,month,10.9. Nº. De actividades educativas en Salud,TOTAL
TURCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,13,13
UMALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,14,14
UNCIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,6,6
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,17,17
URUBICHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,21,21
UYUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,3,3
VACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,18,18
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,51,51
VIACHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,128,128
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,12,12
VILLA MONTES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,9,9
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,16,16
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,15,15
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,58,58
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,25,25
VINTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,20,20
VITICHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,14,14
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,3,3
WARNES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,15,15
YACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,55,55
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,32,32
YANACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,7,7
YAPACANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,244,244
YOCALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,19,19
YUNCHARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,25,25
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-09-01,40,40
ACHACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,38,38
ALALAY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
ALCALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,28,28
ALTO BENI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
ANTEQUERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
ANZALDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
APOLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
ARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
ARBIETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
ARQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,14,14
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,43,43
ATOCHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,7,7
AZURDUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,32,32
BAURES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
BELLA FLOR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,45,45
BOLIVAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
BOLPEBRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,25,25
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
CAJUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
CALACOTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
CALAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
CAMARGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,22,22
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
CAMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,45,45
CAPINOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,41,41
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
CARACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,22,22
CARANAVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,55,55
CARAPARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
CARIPUYO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,290,290
CHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,19,19
CHARAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
CHIMORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,24,24
CHIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,26,26
CHUMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
CLIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
COCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
COCHABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,242,242
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,11,11
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,58,58
COLOMI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,42,42
COLQUECHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,30,30
COLQUIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,7,7
COMANCHE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
COMARAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
COPACABANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
CORQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,15,15
COTAGAITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
COTOCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,13,13
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,21,21
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
CUEVO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,66,66
CULPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,29,29
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
CURVA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
DESAGUADERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,636,636
EL CHORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,30,30
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,78,78
EL TORNO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,77,77
EL VILLAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,13,13
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,44,44
ESCOMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
FILADELFIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,9,9
GUAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,19,19
HUACARETA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,13,13
HUANUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,17,17
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
ICLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,21,21
INCAHUASI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
INQUISIVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
LA ASUNTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,463,463
LA PAZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,245,245
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,13,13
LAJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,37,37
LLALLAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,75,75
LORETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
MACHACAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
MACHARETI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,71,71
MAIRANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
MALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,18,18
MINEROS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,49,49
MIZQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
MOCOMOCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,21,21
MOJINETE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
MOJOCOYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,26,26
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,38,38
MONTERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,239,239
MORO MORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
OCURI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,20,20
ORURO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,592,592
PADCAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,14,14
PADILLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,41,41
PAILON,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,13,13
PAMPA GRANDE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
PATACAMAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
PAZÑA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,19,19
POCOATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
POCONA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
POOPO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
PORCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,11,11
POROMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,37,37
PORONGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,13,13
PORTACHUELO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
POSTRER VALLE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,188,188
PRESTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,15,15
PUCARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,33,33
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,7,7
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,20,20
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,59,59
PUERTO RICO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,13,13
PUERTO SILES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,29,29
PUNA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,41,41
PUNATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,106,106
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,292,292
QUIME,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,58,58
REYES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
RIBERALTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
ROBORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,49,49
SACABA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,59,59
SACABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
SACACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
SAIPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,48,48
SAMAIPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
SAN BENITO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,55,55
SAN BORJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,7,7
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,16,16
SAN CARLOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,15,15
SAN IGNACIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,11,11
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,41,41
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,11,11
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,9,9
SAN JOAQUIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,11,11
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,19,19
SAN JULIAN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,31,31
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,15,15
SAN LUCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,33,33
SAN MATIAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,24,24
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,9,9
SAN PEDRO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,9,9
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,15,15
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,24,24
SAN RAFAEL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
SANTA ANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,448,448
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,25,25
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
SENA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,19,19
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,18,18
SIPE SIPE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,17,17
SOPACHUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,21,21
SORACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,26,26
SUCRE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,97,97
TACOBAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,17,17
TAPACARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,18,18
TARABUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,29,29
TARACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
TARATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,14,14
TARIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,386,386
TARVITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,55,55
TEOPONTE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,14,14
TIAWANACU,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,10,10
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,77,77
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
TOCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,77,77
TOLEDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,7,7
TOMINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,17,17
TORO TORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,22,22
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,39,39
TRINIDAD,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,61,61
TUPIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,43,43
TURCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,5,5
UMALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,9,9
UNCIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,12,12
URUBICHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,15,15
UYUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,14,14
VACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,29,29
VIACHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,52,52
