municipality,group,variable,month,10.5. N° de beneficiarias (madres) nuevas del bono Juana Azurduy,TOTAL
COROICO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,18.0,18.0
CORQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
COTAGAITA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,20.0,20.0
COTOCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,56.0,56.0
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,39.0,39.0
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
CULPINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,21.0,21.0
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
EL ALTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,704.0,704.0
EL CHORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,13.0,13.0
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,15.0,15.0
EL TORNO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,53.0,53.0
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,15.0,15.0
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,36.0,36.0
ESCOMA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
EUCALIPTUS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,17.0,17.0
FILADELFIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,34.0,34.0
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
GUANAY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,16.0,16.0
GUAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,31.0,31.0
HUACARETA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
HUACHACALLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
HUANUNI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,19.0,19.0
HUARACAJE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
HUARINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
HUATAJATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
ICLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
LA ASUNTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,32.0,32.0
LA GUARDIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,80.0,80.0
LA PAZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,392.0,392.0
LAJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,12.0,12.0
LLALLAGUA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,32.0,32.0
LORETO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
LURIBAY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
MACHACAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
MACHARETI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
MAGDALENA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,12.0,12.0
MAPIRI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,20.0,20.0
MECAPACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
MINEROS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,44.0,44.0
MIZQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
MOCOMOCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
MOJOCOYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,64.0,64.0
MONTERO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,121.0,121.0
MORO MORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
MOROCHATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,13.0,13.0
OCURI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
OKINAWA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,25.0,25.0
OMEREQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
ORURO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,285.0,285.0
PAILON,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,43.0,43.0
PALCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
PAMPA GRANDE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,9.0,9.0
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
PATACAMAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,20.0,20.0
PAZÑA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
POCONA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
POJO (CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,11.0,11.0
POOPO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
PORCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
POROMA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,13.0,13.0
PORTACHUELO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,41.0,41.0
PORVENIR,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
POSTRER VALLE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
POTOSI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,255.0,255.0
PRESTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
PUCARANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,20.0,20.0
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,9.0,9.0
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,23.0,23.0
PUERTO RICO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,14.0,14.0
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,20.0,20.0
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,74.0,74.0
PUNA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,17.0,17.0
PUNATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,121.0,121.0
QUIME,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
QUIRUSILLAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
RAVELO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
REYES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,14.0,14.0
RIBERALTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,22.0,22.0
ROBORE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,37.0,37.0
RURRENABAQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,27.0,27.0
SABAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
SACABA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,118.0,118.0
SACABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
SAIPINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,12.0,12.0
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,14.0,14.0
SAMAIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
SAN BENITO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
SAN BORJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,47.0,47.0
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,12.0,12.0
SAN CARLOS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,18.0,18.0
SAN IGNACIO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,17.0,17.0
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,35.0,35.0
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,29.0,29.0
SAN JOAQUIN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,16.0,16.0
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,19.0,19.0
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,13.0,13.0
SAN JULIAN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,20.0,20.0
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,33.0,33.0
SAN LUCAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,25.0,25.0
SAN MATIAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,14.0,14.0
SAN PEDRO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,12.0,12.0
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
SAN RAFAEL,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
SAN RAMON BENI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
SANTA ANA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1304.0,1304.0
SANTA ROSA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,20.0,20.0
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,14.0,14.0
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
SANTIVAÑES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
SAPAHAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
SENA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
SHINAOTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
SICAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
SIPE SIPE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,38.0,38.0
SOPACHUY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
SORACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,9.0,9.0
SORATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
SUCRE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,351.0,351.0
TACOBAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
TACOPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
TAPACARI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,13.0,13.0
TARABUCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,32.0,32.0
TARACO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
TARATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
TARIJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,206.0,206.0
TARVITA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,13.0,13.0
TEOPONTE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,15.0,15.0
TIAWANACU,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
TINGUIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,38.0,38.0
TIPUANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,17.0,17.0
TIQUIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,64.0,64.0
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,25.0,25.0
TOCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
TOLATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
TOLEDO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
TOMAVE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
TOMINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
TORO TORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
TOTORA(ORR),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,6.0,6.0
TRINIDAD,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,84.0,84.0
TUPIZA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,36.0,36.0
TURCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
UMALA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,8.0,8.0
UNCIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,12.0,12.0
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,12.0,12.0
URUBICHA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
UYUNI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,41.0,41.0
VACAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,7.0,7.0
VALLEGRANDE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,16.0,16.0
VIACHA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,50.0,50.0
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
VILLA MONTES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,64.0,64.0
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,3.0,3.0
VILLA RIVERO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,11.0,11.0
VILLA SERRANO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,11.0,11.0
VILLA TUNARI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,55.0,55.0
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,15.0,15.0
VILLAZON,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,53.0,53.0
VINTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,50.0,50.0
VITICHI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,2.0,2.0
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,1.0,1.0
WARNES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,82.0,82.0
YACUIBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,34.0,34.0
YAMPARAEZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,10.0,10.0
YANACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,4.0,4.0
YAPACANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,72.0,72.0
YOTALA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,13.0,13.0
YUNCHARA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,5.0,5.0
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-08-01,11.0,11.0
ACHACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,21.0,21.0
ACHOCALLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,44.0,44.0
AIQUILE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,15.0,15.0
ALALAY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
