municipality,group,variable,month,10.1. Nº de actividades realizadas con participación de la comunidad,TOTAL
SOPACHUY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,27,27
SORACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,27,27
SUCRE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,104,104
TACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,5,5
TACOBAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,3,3
TACOPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,26,26
TAHUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,30,30
TARABUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,44,44
TARATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,9,9
TARIJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,144,144
TARVITA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,54,54
TEOPONTE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,4,4
TIAWANACU,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,48,48
TIPUANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,76,76
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,35,35
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,4,4
TOCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,11,11
TOLATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,3,3
TOLEDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,14,14
TOMAVE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,15,15
TOMINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,27,27
TORO TORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,65,65
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,8,8
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,16,16
TRINIDAD,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,28,28
TUPIZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,41,41
TURCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,122,122
UMALA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,9,9
UNCIA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,11,11
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,74,74
URUBICHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,32,32
UYUNI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,5,5
VACAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,8,8
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,26,26
VIACHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,96,96
VILA VILA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,35,35
VILLA MONTES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,8,8
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,34,34
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,41,41
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,71,71
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,14,14
VILLAZON,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,8,8
VINTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,13,13
VITICHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,6,6
WARNES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,9,9
YACO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,25,25
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,24,24
YOCALLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,6,6
YOTALA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,32,32
YUNCHARA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,9,9
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-10-01,34,34
ACACIO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,12,12
ACHACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
AIQUILE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,35,35
ALALAY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
ALCALA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
ALTO BENI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
ANTEQUERA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
ANZALDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
APOLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
ARANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
ARBIETO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
ARQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,27,27
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,19,19
ATOCHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
AUCAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
AYATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
AYO AYO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
AZURDUY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,43,43
BATALLAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
BAURES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
BERMEJO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
BETANZOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,83,83
BOLIVAR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
BOLPEBRA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,18,18
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
CAJUATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
CAMARGO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,53,53
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,18,18
CAMIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
CAPINOTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,26,26
CARANAVI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,15,15
CARIPUYO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,27,27
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,20,20
CATACORA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,28,28
CHAQUI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,18,18
CHARAGUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
CHAYANTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
CHIMORE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,18,18
CHIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
CHUMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,32,32
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
CKOCHAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
CLIZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
COCAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,31,31
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,66,66
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
COLOMI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
COLQUECHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,71,71
COLQUIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
COMANCHE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
CONCEPCION,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
CORQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
COTAGAITA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,49,49
COTOCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,12,12
CUEVO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,52,52
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
CURVA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,102,102
EL CHORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,30,30
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,64,64
EL TORNO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,62,62
EL VILLAR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,15,15
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,52,52
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,27,27
ESCOMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
FILADELFIA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
GUANAY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,23,23
HUACARETA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,26,26
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,20,20
HUACHACALLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,16,16
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,18,18
HUMANATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
ICLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,38,38
INCAHUASI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
INQUISIVI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,18,18
IXIAMAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,19,19
LA ASUNTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
LA GUARDIA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,79,79
LA PAZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,246,246
LA RIVERA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,16,16
LAJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,12,12
LAS CARRERAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
LLICA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
LORETO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
LURIBAY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
MACHACAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
MAPIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
MECAPACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
MINEROS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
MIZQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,13,13
MOJINETE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,25,25
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,42,42
MONTERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,15,15
MORO MORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,19,19
MOROCHATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,33,33
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
OCURI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,58,58
OKINAWA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
OMEREQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
ORURO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,92,92
PADCAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,36,36
PADILLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,50,50
PAILON,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
PALCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
PASORAPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
PELECHUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,11,11
POCONA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
POOPO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,12,12
PORCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
POROMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,93,93
PORONGO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
PORTACHUELO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
PORVENIR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,38,38
PRESTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,25,25
PUCARANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
PUERTO SILES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,35,35
PUNA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,50,50
PUNATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,151,151
QUIME,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,73,73
REYES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
RIBERALTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,16,16
ROBORE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
RURRENABAQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
SABAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
SACABA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,73,73
SACABAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
SACACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,77,77
SAIPINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,28,28
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
SAN ANDRES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
