,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,9,32,41
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,7,7
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,8,0,8
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,102,72,174
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,4,2,6
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,8,6,14
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,3,0,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,2,4
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,35,15,50
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,3,7,10
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,32,0,32
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,2,2
TIPUANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,10,1,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,9,10
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,18,18
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,9,2,11
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,0,2
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,6,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,5,1,6
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,8,0,8
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,7,8
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,3,0,3
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,1,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,2,2
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,4,2,6
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,8,11
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,0,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
CATACORA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,5,6
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,0,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,8,11
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,55,8,63
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,11,2,13
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,0,3
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,6,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,36,49,85
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,5,0,5
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,11,3,14
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,12,7,19
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,72,22,94
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,7,7
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,37,10,47
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,4,9,13
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,6,1,7
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,9,9
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,18,0,18
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,2,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,8,5,13
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,6,0,6
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,11,7,18
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,29,12,41
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,4,0,4
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,15,10,25
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,6,4,10
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,12,19,31
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,9,2,11
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,15,18
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,8,2,10
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,6,21,27
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,12,1,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,111,107,218
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,4,3,7
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,4,1,5
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,3,3,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,15,3,18
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,5,9,14
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,5,0,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,10,2,12
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,3,3
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,2,6,8
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,8,5,13
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,1,2
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,18,18
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,20,14,34
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,8,4,12
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,2,2,4
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,6,9,15
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,1,0,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-09-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,5,0,5
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,6,6
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,3,3
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,0,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,2,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,82,10,92
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,11,5,16
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,9,4,13
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,14,17
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,66,69,135
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,2,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,8,2,10
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,0,2
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,10,23,33
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,11,13
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,10,10
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,9,0,9
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,7,0,7
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,2,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,13,1,14
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,82,11,93
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,3,3
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,2,2
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,8,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,29,10,39
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,8,1,9
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,13,6,19
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,4,2,6
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,6,2,8
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,0,2
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,12,27,39
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,3,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,8,2,10
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,14,1,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,14,2,16
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,6,9,15
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,13,14
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,6,0,6
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,12,2,14
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,11,3,14
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,140,58,198
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,2,4
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,13,1,14
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,3,3
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,2,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,45,45
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,31,13,44
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,14,0,14
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,3,0,3
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,0,6,6
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,4,8,12
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,2,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,33,2,35
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,2,3
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,11,12
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-10-01,5,0,5
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,0,3
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,15,15
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,4,0,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,8,22,30
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,7,3,10
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,2,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,1,4
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,1,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,16,0,16
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,2,4
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,0,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,7,9
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,2,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,4,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,69,24,93
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,5,11,16
