,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,13,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,2,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,37,11,48
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,13,13
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,9,9
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,7,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,349,73,422
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,5,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,6,1,7
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,7,2,9
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,28,7,35
TACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,5,5
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,5,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,110,110
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,18,4,22
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,0,2
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,2,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,5,9,14
TOMINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,1,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,29,35,64
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,11,9,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,4,0,4
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,1,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,5,5
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,6,2,8
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,6,2,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,3,4,7
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,21,0,21
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,8,16,24
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,8,8,16
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,5,5
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,0,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,7,7
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,4,4
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,3,3
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,9,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,6,6
BATALLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,5,6
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,2,2
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,3,3
CAJUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,1,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,4,6
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,4,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,5,0,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,3,3
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,2,3
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,14,0,14
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,18,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,3,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,3,7
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,21,21
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,107,62,169
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,11,0,11
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,1,5
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,1,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,3,4
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
CORQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,17,2,19
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,182,43,225
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,9,0,9
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,3,2,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,5,2,7
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,3,1,4
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,9,9
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,5,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,5,4,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,104,43,147
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,17,18
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,3,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,9,2,11
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,19,6,25
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,8,9
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,3,4
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,61,3,64
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,6,1,7
PORCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,0,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,62,25,87
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,7,0,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,34,26,60
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,8,6,14
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,3,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,1,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,2,3
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,29,23,52
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,5,5,10
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,5,24,29
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,2,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,5,0,5
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,3,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,533,52,585
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,1,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,12,1,13
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,11,0,11
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,19,4,23
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,96,96
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,6,56,62
TARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,17,6,23
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,8,8
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,2,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,33,10,43
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,3,0,3
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,8,8
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,7,2,9
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,3,10,13
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,0,2,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,8,2,10
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,4,0,4
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,20,0,20
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,14,1,15
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-07-01,2,10,12
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,3,3
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
ALCALA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,15,15
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,3,3
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,8,0,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,2,4
AYATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,7,8
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,4,0,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,4,0,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,6,9,15
CARAPARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,1,3
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,2,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,10,5,15
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,5,14,19
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,100,32,132
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,8,0,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,3,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,4,7,11
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,20,20
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
COMBAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,1,2
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,2,3
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,9,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,7,0,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,190,45,235
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,10,8,18
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,3,0,3
ESCARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,7,0,7
GUANAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,6,1,7
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,4,1,5
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,4,6,10
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,12,1,13
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,88,19,107
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,6,7
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,1,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,3,1,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,3,5
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,19,7,26
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,32,2,34
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,20,22
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,1,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,9,9
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,5,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,3,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,45,7,52
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,8,0,8
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,3,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,24,44,68
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,5,2,7
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,2,3
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,3,4
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,23,7,30
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
