,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,228,158,386
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,2,5
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,1,4
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,12,0,12
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,7,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,10,2,12
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,6,3,9
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,6,4,10
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,34,22,56
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,1,2
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,2,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,6,3,9
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,1,2
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,0,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,38,0,38
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,139,27,166
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,4,4
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,10,10
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,4,0,4
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,4,2,6
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,0,2
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,3,5
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,8,9
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,5,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,18,10,28
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,8,9,17
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,4,8,12
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,44,10,54
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,5,18,23
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,2,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,6,11,17
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,5,7
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,83,12,95
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,1,2
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,16,3,19
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,8,0,8
PALCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,6,6
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,5,2,7
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,8,8
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,6,9
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,12,8,20
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,7,2,9
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,7,15,22
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,9,0,9
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,13,13
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,97,130,227
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,5,5
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,9,11
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,9,0,9
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,26,6,32
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,12,3,15
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,38,126,164
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,4,4
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,15,13,28
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,5,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,14,5,19
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,85,0,85
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,6,6
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,11,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,4,4
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,33,10,43
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,7,4,11
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,43,67,110
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,3,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,29,9,38
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,7,9
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,7,5,12
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,21,8,29
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,14,15
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,9,6,15
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,7,28,35
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,5,12,17
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,4,4
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,5,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,8,2,10
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,914,420,1334
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,7,0,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,24,0,24
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,20,21
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,3,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,34,4,38
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,9,0,9
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,4,79,83
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,139,104,243
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,1,2
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,1,3
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,4,0,4
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,14,17
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,75,31,106
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,5,6
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,16,15,31
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,10,10
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,12,12
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,11,14
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,1,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,8,8,16
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,0,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,62,4,66
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,12,12,24
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,4,6
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,0,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,4,4
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,5,1,6
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,3,5,8
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,6,3,9
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,1,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,14,16
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,9,5,14
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,48,13,61
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,5,1,6
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,43,6,49
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,8,1,9
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,72,43,115
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,28,49,77
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,2,3,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,0,5,5
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-10-01,1,1,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,17,17
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,16,24,40
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,7,8,15
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,2,2
ALCALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,3,3
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,3,4
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,1,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,13,13
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,12,2,14
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,5,11,16
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,7,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,15,0,15
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,11,34,45
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,23,32,55
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,1,1
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,12,0,12
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,5,6,11
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,0,2
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,2,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,3,1,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,8,3,11
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,5,18,23
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,28,49,77
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,15,91,106
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,5,44,49
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,10,16,26
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,3,5
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,8,13,21
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,25,34,59
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,22,20,42
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,235,84,319
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,32,4,36
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,8,0,8
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,10,16,26
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,4,4
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,8,0,8
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,13,5,18
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,4,5,9
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,25,19,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,4,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,239,266,505
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,23,7,30
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,1,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,16,9,25
ESCARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,5,7
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,2,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,28,161,189
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,9,24,33
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,3,0,3
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,2,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,3,8,11
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,36,0,36
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,124,14,138
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,6,8
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,4,5
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,1,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,7,0,7
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,9,0,9
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,9,9,18
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,11,6,17
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,4,6,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,19,2,21
MORO MORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,6,28,34
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,0,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,9,15,24
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,64,4,68
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,6,1,7
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,3,35,38
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,5,0,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,5,2,7
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,26,26
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,5,5
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,13,14
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,7,3,10
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,25,6,31
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,1,10,11
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,83,62,145
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,15,92,107
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-11-01,18,0,18
