,group,variable,month,DPT 2DA DOSIS CANTIDAD,DPT 2DA DOSIS CANTIDAD,TOTALES
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,4,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,9,11,20
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,4,3,7
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,6,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,5,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,3,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,9,16,25
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,4,5
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,5,1,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,4,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,111,26,137
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,7,0,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,2,4
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,10,12
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,1,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,9,9
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,4,4
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,4,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,4,4
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,13,7,20
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,17,17
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,3,1,4
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,4,3,7
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,2,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,0,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,0,3
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,9,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,10,12
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,2,4
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,0,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,5,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,5,0,5
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,3,4
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,3,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,4,1,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,37,19,56
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,3,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,3,3
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,2,2
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,0,2
COPACABANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,2,2
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,5,1,6
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,6,8
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,0,3
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,19,23,42
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,7,10
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,4,12,16
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,2,4
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,11,14
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,3,5
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,3,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,0,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,7,19,26
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,6,6
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,7,3,10
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
MALLA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,4,1,5
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,3,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,5,0,5
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,16,2,18
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,7,4,11
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,8,1,9
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,6,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,12,4,16
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,5,5,10
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,7,0,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,9,9
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,1,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,9,1,10
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,4,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,7,0,7
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,99,39,138
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,0,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,2,0,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,6,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,10,11,21
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,5,5
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,4,0,4
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,7,0,7
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,29,29
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,0,1,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-11-01,6,0,6
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,5,5
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,8,0,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,4,4
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,14,13,27
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,9,11
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,1,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
CHUA COCANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,37,0,37
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,3,3
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,3,0,3
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,10,11
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,49,25,74
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,8,10,18
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,4,3,7
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,9,0,9
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,7,6,13
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,5,6
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,4,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,3,0,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,3,0,3
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,6,0,6
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,4,7,11
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,7,4,11
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,3,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,6,2,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,2,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,3,14,17
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,11,0,11
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,3,0,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,2,3
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,7,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,65,14,79
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,2,4
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,4,3,7
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,1,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,4,2,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,10,10
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,2,3
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,14,0,14
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,38,38
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,3,0,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,7,8
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,4,2,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,1,1,2
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,0,3,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-12-01,10,0,10
