,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,12,14
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,16,6,22
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,6,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,36,66,102
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,1,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,19,8,27
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,11,0,11
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,10,10
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,2,9
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,52,17,69
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,107,46,153
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,14,10,24
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,0,2
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,8,3,11
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,12,2,14
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,10,15
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,9,11
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,30,30
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,17,0,17
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,3,10
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,6,3,9
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,26,3,29
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,1,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,45,50
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,12,3,15
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,6,9
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,75,5,80
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,3,6
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,3,8
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,67,72
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,6,7
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,12,16
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,2,5
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,7,7
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,7,10
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,4,5
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,3,7
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,25,26
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,45,0,45
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,169,138,307
PUCARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,13,37,50
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,78,25,103
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,11,6,17
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,9,3,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,58,56,114
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,9,9
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,12,5,17
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,16,31,47
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,48,55
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,63,53,116
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,8,10
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,8,12
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,49,41,90
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,16,23
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,29,63,92
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,6,4,10
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,0,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,12,20,32
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,6,189,195
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,13,15
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,6,8,14
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,24,8,32
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,2,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,0,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,9,9
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,7,7
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,23,24
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,439,90,529
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,17,18
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,11,8,19
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,4,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,84,42,126
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,9,9,18
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,21,23
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,2,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,115,71,186
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,19,10,29
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,8,2,10
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,1,5
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,0,4
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,10,13
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,14,19,33
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,5,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,88,274,362
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,15,39,54
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,6,9
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,12,0,12
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,3,4
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,8,1,9
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,0,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,10,16,26
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,6,9
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,18,10,28
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,8,3,11
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,16,31,47
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,0,7
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,1,3
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,76,95,171
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,31,28,59
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,6,9
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,2,6
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,11,11
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,9,12,21
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,0,2
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,1,2
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,1,4
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,10,12
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,2,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,39,1,40
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,22,25
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,4,5
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,0,2
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,5,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,8,12
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,0,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,11,12
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,13,2,15
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,15,21,36
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,7,2,9
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,3,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,12,5,17
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,2,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,13,12,25
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,24,3,27
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,8,11,19
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,371,76,447
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,6,3,9
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,17,23,40
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,6,0,6
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,11,15
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,0,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,8,12
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,1,5
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,1,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,177,63,240
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,5,7
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,17,6,23
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,5,7,12
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,11,17,28
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,9,7,16
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,3,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,12,1,13
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,1,3
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,2,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,6,0,6
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,122,14,136
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,87,88
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,11,0,11
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,5,6
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,8,1,9
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,8,2,10
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,3,6
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,5,3,8
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,35,20,55
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,5,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,3,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,51,3,54
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,4,5
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,66,7,73
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,10,18,28
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,6,5,11
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,16,4,20
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,0,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,2,3
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,5,5
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,8,10
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,5,4,9
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,7,10
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,6,0,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,32,102,134
PUCARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,1,2
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,7,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,37,34,71
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,8,0,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,24,116,140
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,9,9
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,0,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,9,12
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,69,113,182
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,7,4,11
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,10,5,15
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,1,3
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,5,6,11
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,18,28,46
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,9,12
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,7,10
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,1,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,28,17,45
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,2,4
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,5,5,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,12,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,366,103,469
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,3,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,4,6
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,71,31,102
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,3,2,5
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,2,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,3,3
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,2,2
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,4,9,13
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,57,6,63
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,2,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,8,2,10
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,8,3,11
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,4,5
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,5,7,12
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,26,1,27
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,11,4,15
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,2,0,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-07-01,1,0,1
