,group,variable,month,SRP DOSIS ÚNICA CANTIDAD,SRP DOSIS ÚNICA CANTIDAD,TOTALES
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
ESCARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
GUANAY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,5,6,11
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,9,1,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,115,51,166
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,1,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,4,7
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,10,2,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,0,3
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,22,1,23
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,13,15
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,5,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,5,3,8
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,30,5,35
PRESTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,5,8,13
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,4,0,4
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,4,19,23
RAVELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,1,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,2,3
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,13,9,22
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,4,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,0,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,3,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,3,3
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,3,3
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,229,71,300
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,1,2
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,7,0,7
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,18,6,24
TACACOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,3,3
TARACO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,6,1,7
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,5,2,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,6,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,9,1,10
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,0,3
VACAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,7,2,9
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,2,3
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,5,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,12,15
ACACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,2,3
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,1,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,4,0,4
CAJUATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,0,2
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,4,4
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,11,1,12
CHAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,1,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,12,12
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,12,6,18
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,5,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,56,11,67
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,4,0,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,1,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,4,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,7,2,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,80,93,173
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,6,0,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,3,0,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,5,2,7
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,9,10
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,4,2,6
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,6,7
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,2,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,10,0,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,119,83,202
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,2,2
LURIBAY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,6,8
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,10,1,11
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,5,6
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,18,0,18
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,3,3
PALCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,3,0,3
PORONGO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,0,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,3,0,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,22,7,29
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,8,4,12
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,2,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,12,16,28
RAVELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
REYES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,3,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,9,0,9
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,9,25,34
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,11,0,11
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,11,11
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,215,135,350
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,3,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,5,0,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,3,5
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,3,3
TARACO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,2,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,5,8,13
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,5,11,16
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,2,3
TOCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,9,8,17
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,1,3
UNCIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
VACAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,1,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,2,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,2,1,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,7,0,7
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,8,3,11
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-09-01,4,10,14
ACACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,9,9
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,4,4
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
APOLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,11,11
ARBIETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,5,2,7
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
BAURES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,3,3
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,9,0,9
CAIROMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,3,5
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,7,8,15
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,7,8
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,70,30,100
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,10,1,11
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
COMBAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,4,2,6
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,13,19,32
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,0,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,91,82,173
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,7,8
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,2,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,7,0,7
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,119,23,142
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
LORETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,1,3
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,1,3
MOJINETE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,13,2,15
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,4,6
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,23,1,24
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
PALCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,2,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
