,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,0,5
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,6,5,11
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,46,0,46
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,4,7
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,0,3
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,10,12
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,4,3,7
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,10,53,63
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,2,3
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,4,4
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,5,6
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,5,0,5
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,17,31,48
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,1,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,3,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,83,74,157
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,9,0,9
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,9,32,41
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,36,24,60
EL CHORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,2,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
ESCOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,4,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,4,5
GUANAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,7,0,7
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,5,0,5
HUMANATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,7,6,13
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,73,3,76
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,3,4
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,47,21,68
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,4,0,4
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,15,16
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,1,2
POOPO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,8,8
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,14,4,18
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,5,0,5
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,3,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,15,15
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,3,1,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,7,0,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,5,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,15,22,37
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,30,23,53
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,16,6,22
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,8,0,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,3,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,1,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,5,3,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,9,32,41
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,7,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,4,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,8,0,8
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,115,66,181
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,4,2,6
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,8,6,14
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,3,0,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,2,4
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,9,9
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,13,7,20
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,3,9,12
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,2,2
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,10,1,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,9,10
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,0,18,18
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,3,1,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,8,2,10
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,4,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,5,1,6
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,2,0,2
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-08-01,7,1,8
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,1,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,13,13
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,2,2
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,4,2,6
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,3,13,16
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,5,6
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,4,0,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,22,4,26
CATACORA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,7,11,18
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,3,0,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,56,57
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,73,15,88
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,13,0,13
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,11,2,13
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,5,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,36,49,85
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,5,0,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,7,0,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,11,0,11
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,12,7,19
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,70,28,98
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,7,7
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,37,10,47
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,4,9,13
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,6,1,7
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,9,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,2,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,3,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,8,5,13
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,6,0,6
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,4,0,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,4,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,31,9,40
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,4,0,4
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,15,10,25
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,2,3,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,12,12
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,6,2,8
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,3,15,18
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,8,2,10
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,6,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,12,1,13
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,132,108,240
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,4,3,7
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,3,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,5,0,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,4,1,5
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,3,3
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,15,3,18
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,5,9,14
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,6,1,7
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,10,2,12
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,3,3
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,2,6,8
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,8,5,13
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,23,1,24
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,2,2,4
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,6,3,9
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-09-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,5,0,5
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,1,1,2
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,7,4,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,0,3,3
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,3,0,3
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,2,0,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,1,1,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,1,3,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,3,0,3
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,24,4,28
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,0,2,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,17,9,26
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,180,10,190
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-10-01,12,5,17
