municipality,group,variable,month,N°de beneficiarios(as) (niño/as) con promoción en Salud Oral,TOTAL
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,265,265
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,50,50
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,17,17
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,184,184
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,46,46
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,823,823
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,10,10
HUACHACALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,168,168
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,561,561
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,38,38
ICHOCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,98,98
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,209,209
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,69,69
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,269,269
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,37,37
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,65,65
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,242,242
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,30,30
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,22,22
LLALLAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,41,41
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,65,65
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,5,5
MAPIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,207,207
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,27,27
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,41,41
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,74,74
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,10,10
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,223,223
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,205,205
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,76,76
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,212,212
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,144,144
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,230,230
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,34,34
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,317,317
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,25,25
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,67,67
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,187,187
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,16,16
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,306,306
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,595,595
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,81,81
PUCARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,28,28
PUCARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,23,23
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,20,20
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,148,148
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,120,120
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,14,14
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,162,162
QUIABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,88,88
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,11,11
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,36,36
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,103,103
SABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,33,33
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,10,10
SACABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,7,7
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,40,40
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,31,31
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,13,13
SAN BENITO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,51,51
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,90,90
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,55,55
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,240,240
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,6,6
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,4,4
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,39,39
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,1280,1280
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,56,56
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,22,22
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,40,40
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,137,137
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,4,4
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,46,46
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,165,165
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,736,736
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,45,45
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,103,103
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,1652,1652
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,25,25
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,69,69
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,70,70
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,8,8
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,52,52
TOLATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,37,37
TOLEDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,8,8
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,27,27
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,303,303
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,8,8
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,500,500
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,369,369
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,4,4
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,165,165
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,63,63
VILLA MONTES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,63,63
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,86,86
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,78,78
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,74,74
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,27,27
VILLAZON,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,735,735
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,6,6
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,1,1
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,35,35
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,167,167
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,25,25
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,224,224
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,69,69
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-10-01,17,17
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,744,744
ANCORAIMES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,90,90
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,119,119
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,24,24
ARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,52,52
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,216,216
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,10,10
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,54,54
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,43,43
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,69,69
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,76,76
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,35,35
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,44,44
CAIROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,66,66
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,55,55
CALACOTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,30,30
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,31,31
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,11,11
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,44,44
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,51,51
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,57,57
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,54,54
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,6,6
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,18,18
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,206,206
CHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,20,20
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,28,28
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,18,18
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,24,24
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,412,412
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,55,55
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,406,406
COIPASA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,65,65
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,14,14
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,15,15
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,78,78
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,87,87
COMBAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,43,43
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,177,177
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,32,32
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,11,11
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,341,341
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,40,40
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,106,106
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,21,21
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,1331,1331
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,26,26
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,209,209
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,50,50
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,126,126
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,5,5
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,33,33
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,82,82
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,24,24
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,28,28
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,30,30
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,25,25
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,175,175
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,35,35
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,305,305
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,15,15
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,8,8
LORETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,221,221
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,3,3
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,98,98
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,32,32
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,45,45
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,33,33
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,137,137
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,56,56
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,61,61
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,11,11
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,186,186
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,134,134
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,188,188
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,358,358
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,26,26
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,61,61
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,88,88
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,47,47
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,103,103
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,19,19
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,84,84
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,5,5
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,126,126
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,90,90
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,188,188
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,215,215
PUNATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,22,22
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,14,14
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,8,8
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,132,132
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,52,52
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,10,10
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-11-01,10,10
