municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,70,70
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,3,3
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,238,238
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,6,6
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,8,8
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,72,72
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,5,5
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,23,23
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,24,24
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,22,22
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,6,6
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,55,55
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-12-01,6,6
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,6,6
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,26,26
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,11,11
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,6,6
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,28,28
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,2237,2237
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,9,9
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,849,849
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,6,6
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,409,409
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,3,3
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,9,9
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-12-01,1,1
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,1,1
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-12-01,5,5
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,225,225
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,31,31
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,27,27
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,43,43
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,15,15
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,34,34
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,48,48
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,40,40
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,27,27
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,71,71
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,12,12
