municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,20,20
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,6,6
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,312,312
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,57,57
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,40,40
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,8,8
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,10,10
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,48,48
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,47,47
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,45,45
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,16,16
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,45,45
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,9,9
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,129,129
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,9,9
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,30,30
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,65,65
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,19,19
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,14,14
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,14,14
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,6,6
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,36,36
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,12,12
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,52,52
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,12,12
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,4,4
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,47,47
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,67,67
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,56,56
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,5,5
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,13,13
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,27,27
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,40,40
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,15,15
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,163,163
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2661,2661
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,34,34
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,9,9
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,7,7
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,11,11
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,67,67
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,17,17
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,18,18
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,9,9
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1150,1150
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,21,21
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,25,25
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,30,30
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1,1
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1,1
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2933,2933
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,62,62
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2,2
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,8,8
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
MOCOMOCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1,1
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,60,60
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,150,150
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1,1
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,579,579
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,20,20
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,20,20
POROMA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1,1
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,56,56
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,12,12
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,403,403
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,21,21
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2,2
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,50,50
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,120,120
PUNA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,4,4
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,69,69
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,230,230
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,7,7
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,203,203
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,11,11
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,10,10
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,77,77
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,7,7
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,5,5
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,21,21
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,25,25
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,106,106
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,6,6
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,36,36
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,9,9
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1,1
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,8,8
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,6,6
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,15,15
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3905,3905
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,22,22
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,3,3
SORATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2,2
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,923,923
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,6,6
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,7,7
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,526,526
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,6,6
TEOPONTE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,1,1
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,12,12
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,12,12
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,21,21
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2,2
TOMINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2,2
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,6,6
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,372,372
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,52,52
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,21,21
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,10,10
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,18,18
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,45,45
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,43,43
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,47,47
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,11,11
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,43,43
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,11,11
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,82,82
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,2,2
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,38,38
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,83,83
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,10,10
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,22,22
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-09-01,9,9
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,11,11
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,7,7
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,20,20
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,3,3
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,49,49
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,13,13
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,50,50
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,79,79
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,25,25
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,25,25
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,40,40
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,312,312
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2659,2659
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,43,43
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,8,8
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,12,12
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,69,69
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,31,31
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,17,17
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,11,11
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,1122,1122
EL PUENTE(TJA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,1,1
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,25,25
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,19,19
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,8,8
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,30,30
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,13,13
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,3267,3267
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,61,61
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
MACHACAMARCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,1,1
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,1,1
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,13,13
MOCOMOCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,64,64
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,148,148
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,599,599
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,21,21
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,5,5
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,21,21
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,53,53
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,8,8
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,405,405
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,39,39
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,3,3
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,63,63
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,135,135
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,78,78
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,156,156
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,159,159
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,34,34
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,11,11
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,75,75
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,5,5
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,23,23
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,19,19
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,67,67
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,78,78
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,9,9
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,40,40
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,13,13
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,8,8
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,13,13
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,7,7
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,22,22
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4169,4169
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,8,8
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,38,38
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,1134,1134
TACACOMA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,7,7
TACOPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,1,1
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,7,7
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,542,542
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,9,9
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,5,5
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,22,22
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,6,6
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,9,9
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,412,412
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,57,57
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,25,25
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,7,7
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,17,17
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,33,33
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,43,43
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,65,65
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,8,8
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,52,52
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,7,7
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,86,86
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,2,2
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,34,34
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,54,54
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,3,3
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,24,24
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,17,17
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-10-01,4,4
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,9,9
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,5,5
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,9,9
ANTEQUERA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,3,3
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,16,16
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,11,11
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,40,40
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,13,13
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,7,7
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,32,32
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,78,78
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,61,61
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,13,13
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,31,31
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,57,57
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,494,494
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2544,2544
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,34,34
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,4,4
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,10,10
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,21,21
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,13,13
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,18,18
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,4,4
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,1103,1103
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,23,23
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,30,30
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
GENERAL SAAVEDRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,10,10
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,38,38
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,11,11
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,5,5
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,3,3
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,1,1
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,17,17
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,5,5
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,3129,3129
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,1,1
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,55,55
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,9,9
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
