,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,15,10,6,13,21,34
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,13,7,7,4,20,11,31
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,4,0,0,2,4,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,5,2,0,0,5,2,7
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,2,1,3,2,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,11,9,2,0,13,9,22
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,0,1,1,2,3
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,5,1,0,3,5,4,9
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,13,5,6,7,19,12,31
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,4,4,2,6,6,12
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,3,3,0,6,3,9
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,6,2,4,3,10,13
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,8,4,4,4,12,8,20
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,7,2,4,2,11,13
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,3,2,2,4,5,9
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,11,8,2,1,13,9,22
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,1,1,3,5,4,9
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,123,121,8,15,131,136,267
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,2,0,0,3,2,5
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,10,14,3,8,13,22,35
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,0,1,1,1,2
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,1,3,2,5,3,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,2,2,3,3,5,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,7,8,3,2,10,10,20
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,1,3,2,4,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,10,16,4,6,14,22,36
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,37,34,6,7,43,41,84
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,6,2,9,1,15,3,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,15,12,8,16,23,39
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,0,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,35,39,52,51,87,90,177
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,1,1,1,3,2,5
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,5,1,0,3,5,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,0,4,4,4,4,8
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,3,0,0,3,3,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,56,55,3,1,59,56,115
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,13,9,0,0,13,9,22
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,11,10,4,3,15,13,28
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,1,1,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,66,64,14,16,80,80,160
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,1,0,0,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,7,4,9,7,16,23
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,7,3,1,2,8,5,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,6,4,1,3,7,7,14
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,8,7,1,0,9,7,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,10,5,1,2,11,7,18
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,0,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,1,0,1,4,2,6
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,3,0,0,3,3,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,24,24,2,3,26,27,53
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,1,2,2,5,3,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,9,13,4,1,13,14,27
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,15,10,10,5,25,15,40
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,39,27,11,17,50,44,94
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,1,0,0,2,1,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,7,5,2,1,9,6,15
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,2,1,1,3,3,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,8,13,6,3,14,16,30
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,3,1,1,3,4,7
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,30,37,8,3,38,40,78
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,1,0,0,2,1,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,11,19,3,3,14,22,36
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,5,13,11,4,16,17,33
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,10,9,3,4,13,13,26
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,1,4,0,7,1,8
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,0,0,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,7,8,4,3,11,11,22
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,9,10,12,13,21,23,44
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,0,0,1,0,1
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,6,9,2,5,8,14,22
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,1,0,0,3,1,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,0,3,1,3,1,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,6,4,0,0,6,4,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,3,4,4,5,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,6,0,0,4,6,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,14,12,1,2,15,14,29
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,594,558,362,310,956,868,1824
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,8,0,0,2,8,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,6,10,0,1,6,11,17
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,1,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,8,3,1,5,9,14
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,1,0,3,2,4,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,2,0,2,1,4,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,4,1,2,3,6,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,2,1,0,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,1,1,2,5,3,8
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,9,6,4,4,13,10,23
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,18,16,1,1,19,17,36
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,10,10,0,1,10,11,21
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,3,1,0,1,3,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,30,20,8,2,38,22,60
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,0,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,1,1,0,1,1,2
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,2,4,9,8,11,19
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,146,159,6,7,152,166,318
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,1,0,2,0,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,5,6,0,1,5,7,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,5,2,6,3,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,2,1,3,1,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,6,5,1,7,7,12,19
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,6,4,3,6,9,15
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,1,0,2,3,3,6
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,5,1,2,1,7,2,9
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,80,90,13,13,93,103,196
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,1,4,2,6,3,9
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,8,8,0,2,8,10,18
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,7,2,1,0,8,2,10
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,4,4,2,8,6,14
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,3,2,0,4,3,7
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,24,23,5,7,29,30,59
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,5,3,8,6,13,19
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,3,2,1,3,4,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,3,1,1,2,4,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,2,1,0,3,2,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,2,1,1,2,3,5
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,1,1,0,3,1,4
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,1,5,6,9,7,16
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,6,5,1,9,7,16
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,4,0,0,1,4,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,42,36,0,1,42,37,79
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,22,30,5,1,27,31,58
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,0,0,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,1,2,0,5,1,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,8,10,6,3,14,13,27
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,8,5,1,2,9,7,16
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,5,0,0,4,5,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,14,10,0,2,14,12,26
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,2,0,2,2,4,6
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,14,10,1,0,15,10,25
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,21,13,1,0,22,13,35
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,0,1,1,1,1,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,2,2,2,5,4,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,28,25,13,8,41,33,74
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,0,1,2,1,2,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,5,5,0,1,5,6,11
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,4,3,1,0,5,3,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,60,53,8,10,68,63,131
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,3,2,0,1,3,3,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,20,12,2,1,22,13,35
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,16,13,21,12,37,25,62
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,3,0,4,0,4
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,1,0,1,1,2,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,76,76,0,0,76,76,152
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,3,0,1,2,4,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,34,39,10,7,44,46,90
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,2,0,0,1,2,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,2,0,0,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,12,20,34,25,46,45,91
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,2,5,3,2,5,7,12
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,1,0,1,1,2,1,3
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,3,1,2,1,5,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-09-01,0,1,0,0,0,1,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,0,0,2,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,7,9,4,3,11,12,23
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,15,14,0,0,15,14,29
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,7,5,4,12,11,17,28
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,0,0,2,1,2,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,2,1,0,0,2,1,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,4,7,1,2,5,9,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,7,6,0,0,7,6,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,0,1,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,0,0,0,1,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,3,2,1,3,4,7
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,8,13,5,5,13,18,31
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,0,2,5,3,5,8
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,1,0,2,1,3,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,16,8,6,2,22,10,32
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,5,3,1,2,6,5,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,22,25,0,0,22,25,47
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,4,6,1,1,5,7,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,3,4,0,0,3,4,7
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,5,4,3,1,8,5,13
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,12,9,9,3,21,12,33
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,3,0,1,4,4,4,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,8,14,1,1,9,15,24
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,2,3,0,2,2,5,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,1,0,0,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,0,5,2,6,2,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,21,25,2,2,23,27,50
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,4,13,4,3,8,16,24
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,0,1,0,1,0,2,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,2,6,2,2,4,8,12
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,15,10,1,1,16,11,27
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,10,14,13,12,23,26,49
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,2,4,0,1,2,5,7
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,9,7,0,3,9,10,19
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,5,7,1,0,6,7,13
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,0,2,2,3,2,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,6,4,2,0,8,4,12
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,12,1,2,2,14,3,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,3,0,1,0,4,0,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,12,21,5,2,17,23,40
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,13,14,3,3,16,17,33
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,6,4,0,0,6,4,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,5,5,1,0,6,5,11
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,26,25,1,2,27,27,54
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,13,9,0,1,13,10,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,2,4,4,0,6,4,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,3,8,0,2,3,10,13
CATACORA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,0,0,2,0,2,0,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,13,15,8,11,21,26,47
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,3,3,0,1,3,4,7
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,11,11,13,11,24,22,46
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,5,5,2,4,7,9,16
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-10-01,23,18,6,4,29,22,51
