,group,variable,month,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,TOTALES
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,207,172,3,6,388
LICOMA PAMPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,28,22,43,46,139
LLICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,1,0,0,2
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,5,14,1,0,20
MECAPACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,3,0,0,4
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,18,12,2,0,32
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,3,4,0,0,7
MOCOMOCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,4,1,4,4,13
MOJINETE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,0,0,1
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,80,85,7,6,178
OCURI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,2,0,2
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,0,2,1,4
OMEREQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,2,7,7,17
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,158,157,4,1,320
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,3,2,0,0,5
PAILON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,11,12,4,2,29
PASORAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,9,13,0,1,23
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,0,0,1,2
PELECHUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,1,1,2
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,6,6,1,0,13
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,4,1,1,2,8
POOPO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,3,0,0,0,3
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,5,7,0,0,12
POROMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,0,0,1
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,3,2,0,0,5
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,57,68,6,4,135
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,1,0,2
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,1,6,3,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,1,2,4
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,2,3,2,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,9,8,0,0,17
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,8,23,0,0,31
PUNA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,2,2,3,7
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,2,3,5
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,49,52,1,3,105
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,0,0,0,2
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,0,1,1
SACACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,3,1,0,2,6
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,2,0,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,1,0,0,2
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,7,6,1,2,16
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,4,3,2,0,9
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,2,1,0,3
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,36,24,5,10,75
SAN JAVIER(STC),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,6,4,1,0,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,16,11,2,3,32
SAN JULIAN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,3,6,0,0,9
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,3,0,0,5
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,2,0,3
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,4,2,1,0,7
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,14,11,0,3,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,5,4,4,2,15
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,4,2,0,1,7
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,1,4,5
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,5,6,2,1,14
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,0,3,3
SAN RAMON SCZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,643,607,16,16,1282
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,1,0,0,2
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,6,1,0,1,8
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,0,1,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,3,4,0,0,7
SIPE SIPE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,19,25,0,0,44
SORATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,0,0,0,1
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,65,56,0,1,122
TACOBAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,2,0,1,3
TARABUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,2,0,4,7
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,13,21,4,2,40
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,2,6,8
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,1,4,1,7
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,1,0,0,3
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,6,10,0,1,17
UMALA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,1,0,0,2
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,6,9,6,2,23
URUBICHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,10,7,0,0,17
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,8,7,0,0,15
VACAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,0,0,0,2
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,10,7,3,4,24
VILLA CHARCAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,4,0,0,6
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,9,11,4,0,24
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,1,3,0,0,4
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,13,14,3,1,31
WARNES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,43,32,0,0,75
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,30,30,6,0,66
YANACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,0,0,1
YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,2,3,2,1,8
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,0,2,2
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,1,1,0,2
YUNCHARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-08-01,0,0,1,0,1
ACACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,0,0,0,2
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,1,1,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,0,2,2
APOLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,1,1,2
ARAMPAMPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,2,0,0,4
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,2,0,2,5
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,0,0,0,1
BAURES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,2,0,2
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,2,0,0,3
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,14,15,0,0,29
BOLPEBRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,2,0,0,2
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,4,1,0,1,6
CAJUATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,0,0,0,2
CALAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,2,0,2,6
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,4,3,0,0,7
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,2,0,0,4
CARAPARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,1,0,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,11,8,5,1,25
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,2,0,0,5
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,5,3,3,3,14
CHIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,4,0,1,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,2,0,0,2
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,4,6,4,1,15
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,18,8,1,0,27
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,66,38,0,0,104
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,5,0,0,7
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,6,6,0,1,13
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,8,4,0,1,13
COROICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,3,2,0,6
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,0,1,0,2
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,16,15,0,0,31
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,5,0,2,10
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,110,95,26,24,255
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,12,10,0,0,22
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,6,0,0,6
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,8,13,2,3,26
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,6,4,4,15
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,1,0,0,2
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,0,0,0,1
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,5,2,1,10
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,0,0,0,2
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,17,7,0,0,24
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,142,133,1,5,281
LICOMA PAMPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,11,16,20,14,61
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,5,1,3,12
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,2,0,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,0,0,0,1
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,99,88,5,10,202
OCURI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,2,0,1,3
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,122,126,3,0,251
PAILON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,8,10,1,4,23
PATACAMAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,11,6,0,0,17
PELECHUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,0,0,0,1
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,1,2,1,7
POOPO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,1,2,2,6
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,6,2,2,1,11
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,4,0,0,0,4
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,55,51,1,3,110
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,1,1,2
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,1,0,2,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,8,13,5,5,31
PUNA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,2,0,3,7
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,4,2,6
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,22,14,0,0,36
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,1,1,1,6
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,5,7,4,1,17
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,4,3,5,1,13
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,1,0,0,3
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,28,16,1,5,50
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,10,11,5,4,30
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,2,0,1,3
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,9,12,0,1,22
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,4,3,3,10
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,4,0,0,6
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,515,478,57,43,1093
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,2,1,2,7
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,22,25,0,0,47
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,5,4,2,0,11
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,2,4,6
TOLEDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,4,1,0,5
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,1,0,1
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,6,2,0,0,8
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,1,2,2,8
URUBICHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,8,7,1,0,16
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,6,3,0,0,9
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,3,4,0,0,7
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,9,5,1,1,16
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,1,1,0,0,2
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,10,5,0,2,17
WARNES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,6,6,0,1,13
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,24,22,1,3,50
YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,2,1,0,0,3
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,0,0,2,2
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-09-01,0,1,0,0,1
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,0,1,0,0,1
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,0,0,0,1,1
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,5,10,1,1,17
BOLPEBRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,1,1,0,1,3
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,2,2,0,1,5
CAJUATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,0,1,0,0,1
CALAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,0,0,2,0,2
CARAPARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-10-01,1,3,0,0,4
