,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,6,1,7
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,6,0,6
VIACHA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,8,8
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,16,17,33
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,6,9,15
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,9,8,17
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,4,3,7
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,1,8
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,50,46,96
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,6,13
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,2,9
