,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,5,1,6
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,10,10
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,23,27,50
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,85,71,156
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,1,4
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,15,17,32
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,1,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,87,64,151
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,1,3
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,2,4
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,22,22,44
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,1,2
IXIAMAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,3,3
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,3,6
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,4,7
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,61,54,115
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,0,2
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,4,4,8
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,1,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,4,5,9
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,1,3
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,32,29,61
OCURI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,3,6
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,21,14,35
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,3,5
PAMPA GRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,1,3
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,1,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,10,11,21
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,11,14,25
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,5,4,9
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,1,4
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,1,3
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,0,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,19,15,34
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,3,5
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,5,1,6
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,6,9
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,2,3
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,12,1,13
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,2,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,19,17,36
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,4,0,4
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,12,2,14
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,8,3,11
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,8,2,10
SAN PABLO DE LIPEZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,5,4,9
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,27,17,44
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,1,3
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,699,585,1284
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,6,4,10
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,16,22,38
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,1,1
TARACO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,4,2,6
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,34,19,53
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
TOLEDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,20,15,35
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,10,10
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,11,5,16
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,14,28,42
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,12,6,18
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,2,5
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,4,4,8
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,6,3,9
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,26,20,46
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,5,6,11
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
