,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,17,2,17,19
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,1,1,1,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,247,441,247,441,688
COIPASA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,0,1,0,1
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,2,0,2,2
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,4,2,4,6
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,0,1,0,1
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,5,5,5,10
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,4,5,4,5,9
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,15,3,15,18
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,19,11,19,11,30
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,2,1,2,3
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,8,11,8,11,19
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,7,8,7,8,15
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,8,5,8,13
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,5,6,5,11
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,5,6,5,11
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,3,6,3,9
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,2,1,2,3
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,3,6,3,9
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,45,131,45,131,176
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,7,6,7,13
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,1,2,1,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,40,61,40,61,101
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,10,19,10,19,29
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,8,5,8,13
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,18,20,18,20,38
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,2,1,2,3
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,8,2,8,10
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,6,5,6,11
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,5,6,5,11
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,7,2,7,9
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,2,1,2,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,4,8,4,8,12
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,13,22,13,22,35
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,4,1,4,1,5
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,17,2,17,19
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,5,2,5,7
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,3,1,3,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,3,3,3,6
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,226,513,226,513,739
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,13,14,13,14,27
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,9,5,9,14
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,3,1,3,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,2,0,2,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,4,9,4,9,13
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,7,11,7,11,18
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,4,1,4,5
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,0,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,7,5,7,12
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,11,12,11,12,23
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,4,0,4,4
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,4,2,4,6
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,153,301,153,301,454
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,15,13,15,13,28
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,24,24,24,24,48
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,4,1,4,5
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,32,46,32,46,78
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,5,3,5,8
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,7,5,7,12
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,0,1,0,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,4,1,4,1,5
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,36,36,36,36,72
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,23,30,23,30,53
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,10,12,10,12,22
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,4,1,4,5
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,13,3,13,16
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,1,5,1,6
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,4,1,4,1,5
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,18,6,18,24
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,2,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,11,17,11,17,28
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,14,23,14,23,37
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,16,20,16,20,36
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,3,2,3,5
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,4,2,4,6
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,9,21,9,21,30
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,7,8,7,8,15
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,23,47,23,47,70
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,7,3,7,10
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,6,2,6,8
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,3,1,3,4
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,4,6,4,10
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,4,2,4,6
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,77,79,77,79,156
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,3,1,3,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,22,14,22,14,36
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,10,22,10,22,32
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,29,49,29,49,78
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,23,35,23,35,58
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,4,6,4,10
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,58,92,58,92,150
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,4,0,4,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,2,2,2,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,6,3,6,3,9
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,4,1,4,5
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,1,1,1,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,7,2,7,9
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,112,221,112,221,333
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,22,32,22,32,54
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,2,1,2,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,4,0,4,4
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,4,2,4,6
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,14,26,14,26,40
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,158,355,158,355,513
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,4,1,4,5
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,2,0,2,2
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,0,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,17,48,17,48,65
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,2,2,2,4
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,8,36,8,36,44
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,13,8,13,8,21
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,2,3,2,5
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,0,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,8,1,8,9
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,6,1,6,7
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,16,23,16,23,39
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,4,1,4,1,5
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,8,14,8,14,22
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,2,1,2,3
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,2,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,53,71,53,71,124
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,21,12,21,12,33
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,1,1,1,2
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,7,9,7,9,16
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,12,38,12,38,50
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,2,3,2,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,7,1,7,8
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,22,41,22,41,63
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,4,3,4,7
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,1,3,1,4
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,2,0,2,0,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,8,5,8,13
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,16,5,16,21
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,8,11,8,11,19
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,8,30,8,30,38
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,0,1,0,1,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,3,9,3,9,12
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,7,15,7,15,22
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,13,13,13,13,26
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,87,121,87,121,208
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,1,5,1,5,6
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,5,8,5,8,13
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,25,19,25,19,44
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-10-01,11,22,11,22,33
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,16,17,16,17,33
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,5,1,5,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,35,45,35,45,80
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,31,28,31,28,59
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,2,1,2,3
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,3,1,3,4
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,5,0,5,5
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,3,0,3,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,6,2,6,8
AUCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,3,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,3,0,3,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,15,41,15,41,56
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,11,5,11,5,16
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,81,96,81,96,177
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,11,22,11,22,33
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,2,1,2,3
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,1,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,7,5,7,5,12
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,3,4,3,7
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,0,2,0,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,2,5,2,7
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,19,38,19,38,57
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,27,49,27,49,76
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,8,4,8,4,12
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,8,9,8,9,17
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,5,0,5,5
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,5,3,5,8
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,3,4,3,7
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,3,5,3,8
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,6,2,6,8
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,2,0,2,2
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,13,6,13,6,19
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,10,5,10,15
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,1,2,1,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,8,7,8,7,15
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,10,21,10,21,31
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,1,2,1,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,193,390,193,390,583
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,2,0,2,2
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,6,4,6,10
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,12,6,12,6,18
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,5,3,5,8
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,3,2,3,5
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,20,36,20,36,56
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,8,4,8,12
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,10,3,10,13
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,1,1,1,2
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,1,4,1,5
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,11,16,11,16,27
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,1,1,1,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,9,5,9,5,14
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,2,1,2,3
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,3,1,3,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,127,249,127,249,376
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,19,14,19,14,33
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,66,86,66,86,152
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,5,5,5,10
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,15,5,15,20
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,2,3,2,5
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,13,30,13,30,43
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,4,0,4,4
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,7,3,7,10
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,13,8,13,8,21
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,3,2,3,5
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,5,2,5,7
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,0,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,10,7,10,7,17
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,6,5,6,5,11
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,6,0,6,6
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,1,3,1,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,1,1,1,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,16,44,16,44,60
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,6,8,6,8,14
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,2,0,2,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,2,1,2,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,6,2,6,8
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,98,271,98,271,369
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,2,0,2,2
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,3,0,3,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,4,3,4,7
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,1,4,1,5
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,2,3,2,5
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,7,0,7,7
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,7,3,7,10
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,12,5,12,17
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,3,4,3,7
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,17,16,17,16,33
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,9,20,9,20,29
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,8,4,8,12
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,1,0,1,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,5,3,5,8
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,124,311,124,311,435
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,14,22,14,22,36
