,group,variable,month,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES,TOTALES,TOTALES
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,0,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,21,55,21,55,76
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,3,0,3,3
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,0,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,2,3,2,3,5
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,1,1,1,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,48,97,48,97,145
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,1,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,10,10,10,10,20
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,3,0,3,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,4,1,4,5
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,6,7,6,7,13
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,3,0,3,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,1,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,2,7,2,7,9
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,68,116,68,116,184
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,3,0,3,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,3,1,3,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,54,121,54,121,175
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,22,88,22,88,110
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,4,1,4,5
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,0,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,2,1,2,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,4,1,4,5
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,3,0,3,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,3,1,3,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,95,130,95,130,225
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,2,1,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,9,26,9,26,35
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,2,0,2,2
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,2,2,2,2,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,89,231,89,231,320
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,2,0,2,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,7,19,7,19,26
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,2,5,2,5,7
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,2,0,2,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,4,0,4,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,2,1,2,1,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,4,0,4,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,3,1,3,4
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,2,0,2,0,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,61,76,61,76,137
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,61,118,61,118,179
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,2,1,2,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,27,92,27,92,119
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,2,0,2,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,3,0,3,0,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,3,8,3,8,11
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,4,5,4,5,9
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,2,0,2,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,1,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,0,2,0,2,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,6,1,6,7
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-12-01,1,0,1,0,1
