,group,variable,month,ABUSO DE ALCOHOL CANTIDAD,ABUSO DE ALCOHOL CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-10-01,3,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-10-01,1,0,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-10-01,5,0,5,0,5
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-10-01,1,0,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-10-01,5,1,5,1,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,5,3,5,8
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,1,2,1,3
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,2,1,2,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,19,6,19,6,25
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,2,1,2,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,1,1,1,2
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,0,3,0,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,1,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,37,5,37,5,42
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,9,2,9,2,11
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,100,37,100,37,137
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,2,3,2,5
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,8,0,8,0,8
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,8,8,8,8,16
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,0,1,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,0,1,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,0,1,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,4,0,4,0,4
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,4,0,4,0,4
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,1,3,1,4
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,8,4,8,4,12
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,1,3,1,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,1,3,1,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,1,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,0,3,0,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,15,9,15,9,24
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,19,6,19,6,25
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,5,1,5,1,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,1,1,1,2
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,4,1,4,1,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,1,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,103,30,103,30,133
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,2,0,2,0,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,4,2,4,2,6
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,32,56,32,56,88
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,76,32,76,32,108
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,4,3,4,3,7
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,0,1,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,6,0,6,0,6
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,5,0,5,0,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,0,3,0,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,1,0,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,9,0,9,0,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,3,0,3,0,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-11-01,4,2,4,2,6
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,0,1,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,4,3,4,7
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,1,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,1,2,1,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,38,7,38,7,45
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,31,3,31,3,34
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,4,0,4,0,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,0,1,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,76,34,76,34,110
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,1,2,1,3
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,0,1,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,0,1,0,1,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,10,1,10,1,11
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,0,3,0,3
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,1,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,11,0,11,0,11
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,9,1,9,1,10
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,0,3,0,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,1,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,0,1,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,0,1,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,6,3,6,3,9
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,5,0,5,0,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,8,3,8,3,11
SAN AGUSTIN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,0,3,0,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,8,0,8,0,8
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,0,3,0,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,78,43,78,43,121
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,1,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,30,6,30,6,36
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,67,33,67,33,100
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,5,2,5,7
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,0,2,0,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,31,0,31,0,31
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,1,1,1,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,0,3,0,3,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,1,1,1,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,0,3,0,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,1,0,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,5,1,5,1,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,3,4,3,4,7
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2010-12-01,2,3,2,3,5
