,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES,TOTALES,TOTALES
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,2,1,2,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,5,1,5,6
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,5,5,5,5,10
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,0,1,0,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,5,1,5,6
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,24,12,24,12,36
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,4,1,4,1,5
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,1,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,3,3,3,3,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,6,8,6,8,14
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,10,16,10,16,26
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,2,3,2,3,5
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,5,0,5,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,7,8,7,8,15
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,2,4,2,4,6
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,2,1,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,11,4,11,4,15
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,2,0,2,0,2
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,16,18,16,18,34
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,386,392,386,392,778
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,3,0,3,0,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,3,1,3,1,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,459,592,459,592,1051
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,25,29,25,29,54
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,57,51,57,51,108
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,4,7,4,7,11
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,2,2,2,2,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,2,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,197,389,197,389,586
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,18,76,18,76,94
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,4,0,4,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,2,1,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,15,0,15,15
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,10,8,10,8,18
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,2,1,2,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,1,0,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,30,26,30,26,56
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,35,26,35,26,61
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,0,1,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,9,5,9,5,14
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-07-01,11,11,11,11,22
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,1,0,1,1
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,13,17,13,17,30
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,1,0,1,1
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,6,2,6,8
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,26,34,26,34,60
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,2,0,2,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,3,4,3,4,7
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,2,1,2,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,2,1,2,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,6,7,6,7,13
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,6,2,6,8
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,5,4,5,9
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,2,1,2,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,198,251,198,251,449
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,3,2,3,2,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,3,8,3,8,11
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,2,4,2,6
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,5,4,5,9
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,3,0,3,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,10,5,10,5,15
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,3,1,3,1,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,94,149,94,149,243
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,3,1,3,1,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,14,10,14,10,24
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,4,1,4,5
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,2,2,2,4
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,14,13,14,13,27
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,8,17,8,17,25
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,2,1,2,3
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,8,4,8,12
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,518,665,518,665,1183
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,1,2,1,3
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,1,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,6,2,6,8
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,17,18,17,18,35
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,8,4,8,12
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,1,2,1,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,45,67,45,67,112
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,22,33,22,33,55
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,2,2,2,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,10,21,10,21,31
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,10,10,10,10,20
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,3,1,3,4
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,7,6,7,6,13
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,2,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,7,2,7,9
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,8,4,8,12
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,24,18,24,18,42
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,3,2,3,5
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,6,7,6,7,13
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,4,2,4,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,8,6,8,6,14
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,2,2,2,4
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,8,4,8,12
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,2,2,2,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,5,8,5,8,13
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,7,5,7,5,12
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,6,4,6,10
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,28,20,28,20,48
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,9,4,9,13
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,7,7,7,7,14
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,1,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,2,1,2,3
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,15,14,15,14,29
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,135,88,135,88,223
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,3,2,3,2,5
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,406,550,406,550,956
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,17,14,17,14,31
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,93,84,93,84,177
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,4,1,4,1,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,2,2,2,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,12,14,12,14,26
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,62,83,62,83,145
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,33,42,33,42,75
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,5,1,5,1,6
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,1,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,2,1,2,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,30,21,30,21,51
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,0,2,0,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,8,5,8,5,13
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,0,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,2,4,2,4,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,5,2,5,2,7
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,14,27,14,27,41
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,3,4,3,4,7
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,1,1,1,1,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,11,14,11,14,25
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,0,3,0,3,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,12,14,12,14,26
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-08-01,13,6,13,6,19
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,17,9,17,9,26
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,10,3,10,3,13
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,32,30,32,30,62
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,1,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,8,0,8,8
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,13,3,13,16
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,6,8,6,8,14
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,7,5,7,5,12
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,6,6,6,6,12
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,1,2,1,3
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,0,3,0,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,3,1,3,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,254,277,254,277,531
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,2,3,2,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,1,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,1,1,1,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,6,19,6,19,25
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,3,1,3,4
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,3,0,3,3
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,3,0,3,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,3,1,3,4
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,2,2,2,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,27,57,27,57,84
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,1,3,1,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,15,21,15,21,36
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,2,0,2,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,1,1,1,2
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,4,1,4,1,5
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,1,2,1,3
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,7,4,7,4,11
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,8,13,8,13,21
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,5,10,5,10,15
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,1,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,1,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,539,737,539,737,1276
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,2,1,2,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,2,0,2,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,1,3,1,4
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,1,3,1,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,12,12,12,12,24
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,6,8,6,8,14
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,3,1,3,4
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,64,68,64,68,132
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,15,5,15,5,20
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,2,0,2,2
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,8,3,8,3,11
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,0,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,10,13,10,13,23
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,2,1,2,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,10,3,10,13
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,0,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,1,3,1,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,2,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,14,9,14,9,23
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,9,1,9,10
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,22,19,22,19,41
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,6,2,6,2,8
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,6,4,6,4,10
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,1,3,1,4
