,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,61,25,61,25,86
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,0,40,0,40,40
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,52,97,52,97,149
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,67,8,67,8,75
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,141,149,141,149,290
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,67,31,67,31,98
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,159,15,159,15,174
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,16,93,16,93,109
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,272,233,272,233,505
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,7,13,7,13,20
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,0,14,0,14,14
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-10-01,10,68,10,68,78
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,103,327,103,327,430
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,15,31,15,31,46
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,4,5,4,5,9
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,4,0,4,4
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,93,5,93,98
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,6,3,6,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,8,0,8,0,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,8,16,8,16,24
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,42,2,42,44
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,5,3,5,8
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,7,0,7,7
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,6,5,6,11
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,4,97,4,97,101
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,0,3,0,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,4,6,4,6,10
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,26,12,26,12,38
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,15,8,15,8,23
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,98,0,98,98
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,26,63,26,63,89
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,9,39,9,39,48
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,0,3,0,3
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,10,3,10,13
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,30,16,30,16,46
CARANAVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,71,78,71,78,149
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,1,3,1,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,12,3,12,3,15
CATACORA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,6,2,6,8
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,53,151,53,151,204
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,14,34,14,34,48
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,49,1,49,50
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,4,3,4,7
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,80,207,80,207,287
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,13,22,13,22,35
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,17,0,17,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,96,0,96,96
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,53,82,53,82,135
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,38,0,38,38
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,351,53,351,53,404
COIPASA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,10,5,10,15
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,60,28,60,28,88
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,44,248,44,248,292
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,19,29,19,29,48
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,84,1401,84,1401,1485
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,7,71,7,71,78
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,11,0,11,11
COMBAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,23,0,23,23
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,45,55,45,55,100
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,37,1,37,38
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,17,28,17,28,45
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,42,304,42,304,346
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,89,3,89,3,92
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,12,74,12,74,86
CURVA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,19,0,19,19
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,9,2,9,2,11
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,457,588,457,588,1045
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,10,0,10,10
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,3,0,3,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,46,11,46,11,57
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,10,5,10,15
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,14,1,14,1,15
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,28,122,28,122,150
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,5,0,5,5
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,42,0,42,42
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,10,136,10,136,146
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,53,138,53,138,191
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,14,0,14,0,14
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,13,0,13,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,0,2,0,2
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,7,5,7,12
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,58,485,58,485,543
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,30,0,30,30
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,6,2,6,8
HUMANATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,7,5,7,5,12
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,19,5,19,24
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,22,71,22,71,93
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,8,34,8,34,42
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,19,0,19,0,19
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,14,21,14,21,35
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,47,49,47,49,96
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,137,148,137,148,285
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,11,20,11,20,31
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,19,190,19,190,209
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,11,1,11,12
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,6,0,6,0,6
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,33,1211,33,1211,1244
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,27,0,27,27
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,26,2,26,2,28
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,145,5,145,150
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,72,0,72,0,72
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,6,0,6,0,6
MOJINETE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,48,0,48,48
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,23,20,23,20,43
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,37,2,37,2,39
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,27,1,27,28
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,6,1,6,1,7
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,167,198,167,198,365
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,12,4,12,4,16
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,45,0,45,45
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,9,0,9,0,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,9,5,9,14
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,77,0,77,0,77
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,3,0,3,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,53,69,53,69,122
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,13,721,13,721,734
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,10,36,10,36,46
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,20,4,20,4,24
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,190,1,190,191
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,38,82,38,82,120
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,17,20,17,20,37
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,44,0,44,44
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,3,2,3,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,940,401,940,401,1341
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,45,2,45,47
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,4,97,4,97,101
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,3,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,23,0,23,0,23
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,38,37,38,37,75
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,109,0,109,109
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,10,19,10,19,29
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,20,115,20,115,135
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,11,0,11,0,11
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,87,274,87,274,361
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,19,1,19,1,20
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,15,18,15,18,33
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,4,0,4,0,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,8,73,8,73,81
SABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,5,1,5,6
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,42,34,42,34,76
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,4,0,4,4
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,38,3,38,41
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,16,21,16,21,37
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,47,0,47,0,47
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,12,0,12,0,12
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,21,25,21,25,46
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,10,37,10,37,47
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,68,223,68,223,291
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,23,18,23,18,41
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,49,15,49,15,64
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,148,53,148,53,201
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,13,3,13,3,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,60,0,60,60
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,5,11,5,11,16
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,10,0,10,10
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,12,53,12,53,65
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,0,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,35,162,35,162,197
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,31,25,31,25,56
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,31,33,31,33,64
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,0,2,0,2
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,4,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,18,17,18,17,35
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,656,282,656,282,938
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,98,0,98,98
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,42,105,42,105,147
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,40,2,40,42
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,69,3,69,72
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,14,86,14,86,100
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,8,14,8,14,22
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,24,6,24,6,30
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,31,39,31,39,70
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,128,0,128,128
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,39,42,39,42,81
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,12,0,12,12
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,11,30,11,30,41
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,310,0,310,310
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,213,207,213,207,420
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,158,0,158,158
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,20,67,20,67,87
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,30,1,30,31
TAHUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,16,0,16,16
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,12,63,12,63,75
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,13,27,13,27,40
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,173,123,173,123,296
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,14,2,14,2,16
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,5,0,5,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,4,3,4,3,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,1,0,1,1
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,0,1,0,1
TODOS SANTOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,1,1,1,1,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,6,28,6,28,34
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,8,0,8,8
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,3,38,3,38,41
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,24,0,24,24
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,53,242,53,242,295
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,91,530,91,530,621
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,50,0,50,50
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,74,0,74,74
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,6,0,6,0,6
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,93,105,93,105,198
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,21,22,21,22,43
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,49,117,49,117,166
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,28,10,28,10,38
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,37,28,37,28,65
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,46,16,46,16,62
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,48,102,48,102,150
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,58,26,58,26,84
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,75,126,75,126,201
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,6,6,6,6,12
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,102,84,102,84,186
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,2,7,2,7,9
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,2,0,2,2
YUNGUYO DE LITORAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,5,0,5,5
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-11-01,0,2,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,11,35,11,35,46
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,38,4,38,42
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,1,1,1,2
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,4,0,4,4
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,26,2,26,28
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,1,4,1,5
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,2,0,2,2
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,2,0,2,2
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,34,0,34,0,34
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,11,0,11,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,4,0,4,4
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,5,0,5,5
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,26,1,26,27
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,18,7,18,7,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,0,4,0,4
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,20,0,20,0,20
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,28,20,28,20,48
CARANAVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,26,18,26,18,44
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,1,0,1,1
