,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,7,0,7,0,7
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,1,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,4,0,4,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,5,0,5,5
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,375,50,375,50,425
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,4,1,4,1,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,2,0,2,2
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,1,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,3,1,3,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,4,1,4,1,5
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,28,11,28,11,39
TACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,3,0,3,0,3
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,3,2,3,2,5
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,8,0,8,0,8
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,4,0,4,4
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,4,0,4,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,15,7,15,7,22
TOLEDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,2,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,14,5,14,5,19
TURCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,20,0,20,20
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,3,0,3,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,2,7,2,7,9
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,0,2,0,2,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,2,1,2,1,3
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,5,0,5,0,5
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,3,1,3,4
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,2,4,2,4,6
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-08-01,1,0,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,5,0,5,5
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,6,0,6,0,6
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,260,3,260,263
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,7,0,7,7
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,8,6,8,6,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,4,0,4,4
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,6,0,6,6
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,10,1,10,11
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,50,0,50,50
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,0,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,4,0,4,0,4
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,4,0,4,0,4
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,4,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,0,3,0,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,55,2,55,2,57
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,0,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,6,0,6,6
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,0,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,20,0,20,20
CORQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,38,0,38,38
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,328,0,328,328
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,6,1,6,1,7
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,0,3,0,3
ESCOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,3,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,4,1,4,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,7,3,7,10
GUAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,5,0,5,0,5
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,2,2,2,4
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,6,1,6,7
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,0,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,5,0,5,0,5
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,10,0,10,0,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,60,0,60,0,60
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,5,0,5,5
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,5,2,5,7
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,4,0,4,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,9,5,9,5,14
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,35,0,35,0,35
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,4,11,4,11,15
PASORAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,8,0,8,8
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,8,0,8,8
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,44,4,44,4,48
PRESTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,6,1,6,1,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,9,2,9,11
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,3,2,3,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,9,3,9,3,12
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,8,2,8,10
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,82,0,82,82
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,0,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,5,0,5,5
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,55,4,55,4,59
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,18,17,18,17,35
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,4,2,4,6
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,3,0,3,3
TARACO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,2,0,2,0,2
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,15,8,15,8,23
TOLATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,0,3,0,3
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,1,3,1,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,9,0,9,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,21,2,21,2,23
TURCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,51,0,51,51
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,0,1,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,3,1,3,1,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,21,4,21,4,25
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,15,0,15,0,15
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-09-01,7,1,7,1,8
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,6,0,6,6
AZURDUY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,20,30,20,30,50
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,5,0,5,0,5
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,4,12,4,12,16
CABEZAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,3,0,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,27,0,27,27
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,18,0,18,18
CARAPARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,4,1,4,1,5
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,4,0,4,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,4,0,4,0,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,62,0,62,62
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,8,0,8,0,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
COMANCHE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,4,0,4,0,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,4,0,4,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,9,0,9,0,9
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,2,2,2,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,12,0,12,12
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,0,2,0,2
HUMANATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,36,6,36,6,42
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,6,1,6,7
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,0,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,0,2,0,2
OCURI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,33,0,33,33
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,27,1,27,1,28
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,3,0,3,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,0,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,3,0,3,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,4,0,4,0,4
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,5,0,5,5
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,42,18,42,18,60
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,3,2,3,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,4,2,4,2,6
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,4,0,4,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,3,1,3,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,3,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,4,2,4,6
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,8,0,8,0,8
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,4,2,4,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,3,9,3,9,12
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,6,0,6,6
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,3,1,3,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,19,0,19,0,19
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,19,26,19,26,45
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,0,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,3,8,3,8,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,12,8,12,8,20
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,2,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,13,38,13,38,51
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,7,3,7,3,10
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,6,1,6,1,7
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,12,8,12,8,20
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,0,1,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,3,0,3,0,3
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-10-01,1,0,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,0,2,0,2
ALALAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,3,0,3,3
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,11,0,11,11
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,4,0,4,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,3,2,3,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,3,0,3,3
CHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,11,0,11,11
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,2,3,2,5
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,12,1,12,13
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,47,35,47,35,82
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,14,1,14,1,15
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,0,3,0,3
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,4,5,4,5,9
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,9,2,9,11
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,9,0,9,0,9
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,0,2,0,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,9,7,9,7,16
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,2,0,2,2
ESCOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,6,1,6,7
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,3,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,15,1,15,16
HUACARETA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,7,0,7,7
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,2,0,2,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,8,0,8,8
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,8,0,8,0,8
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,0,3,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,22,1,22,1,23
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,5,9,5,9,14
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,23,0,23,23
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,9,1,9,1,10
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,5,0,5,5
OCURI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,18,1,18,1,19
PADILLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,4,11,4,11,15
