,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,5,0,5,5
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,21,0,21,21
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,48,1,48,1,49
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,8,29,8,29,37
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,18,0,18,18
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,2,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,5,16,5,16,21
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,2,2,2,2,4
TURCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,4,0,4,0,4
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,14,0,14,14
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,18,34,18,34,52
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,5,0,5,5
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,10,0,10,10
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,6,7,6,7,13
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,14,4,14,4,18
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,3,0,3,3
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,19,0,19,0,19
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,7,0,7,7
YACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,2,0,2,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,9,7,9,7,16
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,2,3,2,3,5
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,8,0,8,8
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,2,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,14,0,14,0,14
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,36,0,36,36
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,10,0,10,0,10
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,16,0,16,16
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,18,15,18,15,33
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,13,0,13,0,13
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,5,17,5,17,22
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,68,0,68,68
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,9,0,9,9
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,5,0,5,0,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,15,15,15,15,30
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,4,0,4,4
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,131,0,131,131
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,11,0,11,11
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,67,22,67,22,89
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,27,20,27,20,47
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,107,21,107,21,128
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,8,5,8,5,13
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,19,2,19,2,21
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,2,0,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,3,0,3,0,3
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,14,0,14,14
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,7,7,7,7,14
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,3,1,3,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,97,178,97,178,275
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,0,1,0,1
ESCOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,7,0,7,7
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,49,8,49,8,57
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,39,0,39,39
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,11,0,11,0,11
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,11,0,11,11
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,3,0,3,3
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,23,8,23,8,31
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,121,91,121,91,212
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,2,0,2,2
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,25,0,25,25
MECAPACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,3,0,3,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,10,0,10,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,14,1,14,15
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,13,0,13,13
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,3,0,3,0,3
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,7,0,7,0,7
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,15,17,15,17,32
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,4,0,4,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,9,0,9,9
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,13,33,13,33,46
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,3,0,3,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,1,1,1,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,10,35,10,35,45
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,19,10,19,10,29
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,14,21,14,21,35
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,11,0,11,0,11
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,20,28,20,28,48
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,4,0,4,0,4
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,11,1,11,1,12
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,44,0,44,44
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,8,0,8,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,4,0,4,4
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,5,0,5,0,5
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,13,0,13,13
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,18,5,18,5,23
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,4,1,4,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,3,0,3,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,2,0,2,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,10,28,10,28,38
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,8,0,8,0,8
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,3,2,3,2,5
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,240,110,240,110,350
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,32,0,32,32
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,15,4,15,4,19
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,4,20,4,20,24
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,24,1,24,25
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,4,1,4,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,12,5,12,5,17
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,15,1,15,16
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,2,4,2,4,6
TURCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,10,0,10,10
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,3,0,3,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,3,0,3,0,3
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,5,15,5,15,20
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,6,2,6,2,8
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,30,11,30,11,41
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,6,0,6,0,6
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,1,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,0,2,0,2
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,3,0,3,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,4,18,4,18,22
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,15,1,15,16
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,2,0,2,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,0,2,0,2
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,4,6,4,6,10
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,5,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,1,2,1,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,3,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,21,0,21,0,21
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,13,0,13,0,13
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,2,1,2,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,14,15,14,15,29
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,19,0,19,19
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,5,9,5,9,14
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,57,329,57,329,386
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,20,0,20,0,20
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,7,0,7,0,7
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,10,0,10,0,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,14,1,14,1,15
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,15,0,15,15
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,35,11,35,11,46
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,5,5,5,5,10
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,7,0,7,0,7
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,4,1,4,1,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,14,0,14,14
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,15,13,15,13,28
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,16,0,16,0,16
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,60,0,60,60
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,10,34,10,34,44
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,25,1,25,1,26
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,3,4,3,4,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,3,0,3,0,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,16,4,16,4,20
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,4,5,4,5,9
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,23,31,23,31,54
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,15,0,15,15
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,3,0,3,0,3
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,4,26,4,26,30
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,2,2,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,14,0,14,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,3,0,3,0,3
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,253,233,253,233,486
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,6,2,6,8
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,3,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,12,0,12,0,12
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,10,0,10,10
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,3,30,3,30,33
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,21,0,21,0,21
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,4,0,4,4
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,24,0,24,24
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,4,1,4,1,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,73,2,73,2,75
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-12-01,1,6,1,6,7
