,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,54,38,54,38,92
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,40,0,40,40
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,2,1,2,3
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,17,1,17,1,18
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,28,97,28,97,125
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,0,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,170,0,170,170
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,88,0,88,88
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,131,0,131,131
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,14,6,14,20
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,133,0,133,133
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,11,0,11,11
CARANAVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,297,0,297,297
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,18,104,18,104,122
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,46,3,46,49
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,10,4,10,4,14
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,29,0,29,29
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,15,0,15,0,15
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,5,60,5,60,65
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,46,0,46,0,46
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,16,0,16,0,16
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,107,22,107,22,129
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,32,18,32,18,50
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,63,67,63,67,130
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,22,0,22,0,22
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,9,9,9,9,18
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,16,3,16,3,19
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,5,289,5,289,294
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,18,12,18,12,30
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,2,0,2,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,97,43,97,43,140
COPACABANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,34,0,34,34
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,0,6,0,6
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,10,120,10,120,130
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,79,0,79,79
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,12,29,12,29,41
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,11,4,11,4,15
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,15,0,15,15
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,37,187,37,187,224
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,2,0,2,0,2
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,11,1,11,12
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,5,22,5,22,27
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,3,0,3,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,22,4,22,26
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,458,468,458,468,926
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,13,3,13,16
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,2,3,2,5
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,76,11,76,11,87
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,27,14,27,14,41
ESCOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,94,0,94,94
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,4,0,4,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,29,50,29,50,79
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,2,11,2,11,13
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,17,0,17,0,17
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,9,0,9,9
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,129,0,129,129
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,17,4,17,21
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,60,1,60,61
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,2,2,2,2,4
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,33,3,33,36
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,72,312,72,312,384
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,40,78,40,78,118
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,121,354,121,354,475
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,47,46,47,46,93
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,572,635,572,635,1207
LA RIVERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,12,0,12,12
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,7,1,7,1,8
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,7,10,7,10,17
MALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,30,0,30,30
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,89,0,89,89
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,2,138,2,138,140
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,19,38,19,38,57
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,16,26,16,26,42
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,21,0,21,0,21
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,28,1,28,29
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,15,6,15,6,21
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,10,0,10,0,10
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,39,6,39,45
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,13,8,13,8,21
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,7,11,7,11,18
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,229,3,229,232
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,245,0,245,245
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,5,90,5,90,95
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,24,0,24,0,24
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,2,35,2,35,37
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,14,82,14,82,96
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,16,0,16,16
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,33,387,33,387,420
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,3,0,3,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,203,0,203,203
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,286,0,286,286
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,106,2,106,2,108
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,21,2,21,2,23
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,37,134,37,134,171
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,5,3,5,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,7,1,7,1,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,59,175,59,175,234
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,16,6,16,22
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,13,0,13,13
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,102,196,102,196,298
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,5,0,5,5
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,14,8,14,8,22
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,23,56,23,56,79
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,19,15,19,15,34
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,2,4,2,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,143,0,143,143
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,37,107,37,107,144
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,21,0,21,21
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,93,22,93,22,115
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,16,71,16,71,87
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,171,304,171,304,475
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,10,5,10,5,15
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,4,0,4,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,5,35,5,35,40
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,103,0,103,103
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,14,3,14,17
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,8,3,8,3,11
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,452,70,452,70,522
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,8,0,8,8
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,35,0,35,35
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,11,4,11,15
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,13,75,13,75,88
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,60,1,60,61
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,40,3,40,43
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,146,366,146,366,512
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,12,0,12,12
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,25,127,25,127,152
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,49,0,49,49
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,9,34,9,34,43
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,47,6,47,53
TIPUANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,21,0,21,21
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,48,1,48,1,49
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,17,56,17,56,73
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,16,0,16,16
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,15,0,15,15
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,29,6,29,35
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,5,16,5,16,21
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,28,0,28,28
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,8,68,8,68,76
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,0,4,0,4
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,92,0,92,92
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,2,87,2,87,89
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,25,4,25,29
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,3,0,3,3
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,8,0,8,8
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,51,521,51,521,572
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,10,0,10,10
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,5,31,5,31,36
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,7,6,7,13
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,33,0,33,33
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,37,97,37,97,134
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,17,9,17,9,26
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,14,3,14,17
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,20,0,20,0,20
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,19,0,19,0,19
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,15,60,15,60,75
YACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,127,4,127,131
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,18,11,18,11,29
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,15,7,15,7,22
YANACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,192,0,192,192
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,17,174,17,174,191
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,4,3,4,7
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,105,0,105,105
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,3,0,3,3
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,4,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,2,1,2,1,3
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,13,0,13,13
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,9,8,9,8,17
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,2,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,14,0,14,0,14
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,17,0,17,17
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,8,59,8,59,67
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,51,0,51,51
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,7,0,7,0,7
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,54,41,54,41,95
AYO AYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,48,0,48,48
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,57,1,57,58
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,10,22,10,22,32
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,11,2,11,2,13
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,23,0,23,23
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,18,15,18,15,33
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,15,7,15,7,22
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,2,7,2,7,9
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,13,9,13,9,22
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,5,17,5,17,22
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,3,0,3,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,23,0,23,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,3,86,3,86,89
CARANAVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,50,0,50,50
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,14,17,14,17,31
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,15,15,15,15,30
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,2,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,4,0,4,4
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,19,0,19,19
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,40,176,40,176,216
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,11,0,11,11
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,6,0,6,6
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,25,0,25,25
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,10,53,10,53,63
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,70,23,70,23,93
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,27,20,27,20,47
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,115,373,115,373,488
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,14,0,14,0,14
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,7,4,7,4,11
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,11,3,11,3,14
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,21,0,21,0,21
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,4,0,4,4
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,19,2,19,2,21
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,5,0,5,0,5
COPACABANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,6,0,6,6
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,2,0,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,12,2,12,2,14
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,14,0,14,14
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,7,22,7,22,29
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,3,1,3,4
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,217,202,217,202,419
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,7,33,7,33,40
ESCOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,7,0,7,7
