,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,1,8
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,27,0,27
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,0,4
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,23,3,26
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,100,0,100
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,32,0,32
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,1,3
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,24,2,26
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,0,5
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,0,1,1
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,0,4
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1527,61,1588
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,2,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,28,1,29
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,10,0,10
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,132,0,132
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,38,1,39
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,95,0,95
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,0,8
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,0,7
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,5,7
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,18,0,18
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,5,18
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,28,1,29
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,4,17
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,27,1,28
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,113,1,114
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,0,13
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,12,1,13
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,0,3
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,43,0,43
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,0,7
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,0,4
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,0,5
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,1,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,2,3
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,3,16
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,4,11
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,23,0,23
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,9,3,12
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,15,0,15
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,82,3,85
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,164,0,164
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1555,0,1555
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,10,0,10
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,16,0,16
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,0,3
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,79,1,80
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,1,8
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,2,8
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,11,0,11
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,17,0,17
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,28,0,28
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,0,3
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,36,0,36
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,18,0,18
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,67,0,67
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,42,3,45
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,2,8
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,1,5
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,52,1,53
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,290,0,290
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,1,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,3,16
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,0,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,17,3,20
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,21,0,21
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,1,14
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,693,0,693
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,24,1,25
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,15,1,16
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,69,6,75
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,27,0,27
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,44,2,46
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,0,7
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,24,0,24
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,1,3
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,1,4
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,35,3,38
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,11,0,11
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,0,5
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,11,10,21
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,10,0,10
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,17,0,17
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,0,5
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,11,0,11
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,1,7
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,17,0,17
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,66,2,68
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,2,3
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,0,4
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,738,0,738
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,1,5
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,0,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,31,0,31
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,3,10
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,4,8
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,12,0,12
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,1,4
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,34,0,34
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,9,3,12
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,46,0,46
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,175,0,175
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,29,4,33
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,29,1,30
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,241,10,251
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,0,8
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,7,12
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,15,10,25
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,240,21,261
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,30,0,30
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,26,1,27
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,0,4
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,321,0,321
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,9,0,9
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,30,3,33
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,11,0,11
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,12,1,13
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,9,0,9
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,19,0,19
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,5,12
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,15,3,18
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,101,21,122
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,28,0,28
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,42,1,43
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,43,1,44
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,81,10,91
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,21,0,21
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,16,0,16
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,20,0,20
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,104,1,105
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,4,8
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,32,2,34
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,24,14,38
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,31,0,31
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,21,1,22
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,12,1,13
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,25,1,26
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,28,8,36
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,1,5
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,1,2
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,0,8
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,0,4
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,20,0,20
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,35,1,36
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3850,1,3851
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,12,0,12
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,23,0,23
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,2,4
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,2,7
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,0,3
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,0,8
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,1,4
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,2,7
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,1,9
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,81,0,81
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,30,4,34
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,0,3
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,104,0,104
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,0,3
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,7,1,8
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,18,1,19
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,507,1,508
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,2,7
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,4,17
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,1,9
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,0,1,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,16,3,19
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,1,5
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,1,3
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,10,1,11
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,472,15,487
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,10,4,14
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,14,2,16
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,15,1,16
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,16,1,17
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,17,0,17
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,125,2,127
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,23,0,23
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,0,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,0,8
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,6,11
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,1,5
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,14,2,16
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,44,0,44
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,1,3
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,1,0,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,289,0,289
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,65,8,73
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,3,8
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,52,3,55
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,19,1,20
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,9,0,9
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,48,1,49
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,6,0,6
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,31,1,32
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,111,1,112
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,3,0,3
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,14,6,20
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,84,0,84
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,1,5
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,12,0,12
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,4,3,7
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,291,2,293
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,9,1,10
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,56,4,60
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,63,0,63
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,10,0,10
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,2,0,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,185,1,186
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,12,1,13
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,185,3,188
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,0,8
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,120,0,120
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,8,1,9
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,9,0,9
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,5,4,9
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-11-01,13,1,14
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,6,1,7
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,38,1,39
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,5,2,7
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,30,0,30
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,2,0,2
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,4,0,4
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,11,1,12
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,12,2,14
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,0,3,3
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,6,0,6
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,8,1,9
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,21,2,23
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,4,0,4
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,17,1,18
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,3,0,3
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,8,1,9
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,22,3,25
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,31,1,32
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,1,0,1
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,6,0,6
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,23,4,27
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,1,0,1
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,12,2,14
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,10,0,10
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,1,1,2
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,1,1,2
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,6,0,6
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,54,4,58
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,21,3,24
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,3,1,4
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,4,0,4
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,4,1,5
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,16,0,16
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,49,0,49
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,6,1,7
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,10,0,10
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,13,0,13
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,2,0,2
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,10,0,10
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,34,3,37
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,1,2,3
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-12-01,254,3,257
