,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
TACOPAYA,consultas prenatales,repetidas,2013-09-01,30,3,33
TAHUA,consultas prenatales,repetidas,2013-09-01,5,1,6
TAPACARI,consultas prenatales,repetidas,2013-09-01,77,17,94
TARABUCO,consultas prenatales,repetidas,2013-09-01,90,22,112
TARACO,consultas prenatales,repetidas,2013-09-01,14,5,19
TARATA,consultas prenatales,repetidas,2013-09-01,80,1,81
TARIJA,consultas prenatales,repetidas,2013-09-01,2132,3,2135
TARVITA,consultas prenatales,repetidas,2013-09-01,72,22,94
TEOPONTE,consultas prenatales,repetidas,2013-09-01,59,5,64
TIAWANACU,consultas prenatales,repetidas,2013-09-01,47,5,52
TINGUIPAYA,consultas prenatales,repetidas,2013-09-01,80,8,88
TIPUANI,consultas prenatales,repetidas,2013-09-01,102,0,102
TIQUIPAYA,consultas prenatales,repetidas,2013-09-01,470,1,471
TIRAQUE (CBBA),consultas prenatales,repetidas,2013-09-01,126,4,130
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2013-09-01,4,0,4
TOCO,consultas prenatales,repetidas,2013-09-01,24,4,28
TOLATA,consultas prenatales,repetidas,2013-09-01,59,0,59
TOLEDO,consultas prenatales,repetidas,2013-09-01,14,1,15
TOMAVE,consultas prenatales,repetidas,2013-09-01,39,20,59
TOMINA,consultas prenatales,repetidas,2013-09-01,62,3,65
TORO TORO,consultas prenatales,repetidas,2013-09-01,41,6,47
TOTORA(CBBA),consultas prenatales,repetidas,2013-09-01,137,1,138
TOTORA(ORR),consultas prenatales,repetidas,2013-09-01,22,4,26
TRIGAL,consultas prenatales,repetidas,2013-09-01,6,0,6
TRINIDAD,consultas prenatales,repetidas,2013-09-01,1125,0,1125
TUPIZA,consultas prenatales,repetidas,2013-09-01,377,20,397
TURCO,consultas prenatales,repetidas,2013-09-01,19,0,19
UMALA,consultas prenatales,repetidas,2013-09-01,13,11,24
UNCIA,consultas prenatales,repetidas,2013-09-01,94,8,102
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2013-09-01,85,8,93
URUBICHA,consultas prenatales,repetidas,2013-09-01,40,0,40
UYUNI,consultas prenatales,repetidas,2013-09-01,262,13,275
VACAS,consultas prenatales,repetidas,2013-09-01,44,1,45
VALLEGRANDE,consultas prenatales,repetidas,2013-09-01,100,2,102
VIACHA,consultas prenatales,repetidas,2013-09-01,349,0,349
VILA VILA,consultas prenatales,repetidas,2013-09-01,12,0,12
VILLA CHARCAS,consultas prenatales,repetidas,2013-09-01,60,25,85
VILLA MONTES,consultas prenatales,repetidas,2013-09-01,347,10,357
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2013-09-01,26,2,28
VILLA RIVERO,consultas prenatales,repetidas,2013-09-01,59,4,63
VILLA SERRANO,consultas prenatales,repetidas,2013-09-01,43,17,60
VILLA TUNARI,consultas prenatales,repetidas,2013-09-01,737,2,739
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2013-09-01,83,12,95
VILLAZON,consultas prenatales,repetidas,2013-09-01,377,8,385
VINTO,consultas prenatales,repetidas,2013-09-01,236,0,236
VITICHI,consultas prenatales,repetidas,2013-09-01,55,11,66
WALDO BALLIVIAN,consultas prenatales,repetidas,2013-09-01,6,1,7
WARNES,consultas prenatales,repetidas,2013-09-01,690,5,695
YACO,consultas prenatales,repetidas,2013-09-01,24,1,25
YACUIBA,consultas prenatales,repetidas,2013-09-01,582,1,583
YAMPARAEZ,consultas prenatales,repetidas,2013-09-01,40,3,43
YANACACHI,consultas prenatales,repetidas,2013-09-01,41,0,41
YAPACANI,consultas prenatales,repetidas,2013-09-01,434,2,436
YOCALLA,consultas prenatales,repetidas,2013-09-01,26,2,28
YOTALA,consultas prenatales,repetidas,2013-09-01,61,1,62
YUNCHARA,consultas prenatales,repetidas,2013-09-01,6,27,33
ZUDAÑEZ,consultas prenatales,repetidas,2013-09-01,44,1,45
ACACIO,consultas prenatales,repetidas,2013-10-01,23,5,28
ACHACACHI,consultas prenatales,repetidas,2013-10-01,242,4,246
ACHOCALLA,consultas prenatales,repetidas,2013-10-01,43,7,50
AIQUILE,consultas prenatales,repetidas,2013-10-01,178,5,183
ALALAY,consultas prenatales,repetidas,2013-10-01,3,5,8
ALCALA,consultas prenatales,repetidas,2013-10-01,18,0,18
ALTO BENI,consultas prenatales,repetidas,2013-10-01,45,6,51
ANCORAIMES,consultas prenatales,repetidas,2013-10-01,49,16,65
ANDAMARCA,consultas prenatales,repetidas,2013-10-01,8,4,12
ANTEQUERA,consultas prenatales,repetidas,2013-10-01,16,1,17
ANZALDO,consultas prenatales,repetidas,2013-10-01,34,5,39
APOLO,consultas prenatales,repetidas,2013-10-01,74,8,82
ARAMPAMPA,consultas prenatales,repetidas,2013-10-01,15,5,20
ARANI,consultas prenatales,repetidas,2013-10-01,87,0,87
ARBIETO,consultas prenatales,repetidas,2013-10-01,81,17,98
ARQUE,consultas prenatales,repetidas,2013-10-01,61,2,63
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2013-10-01,381,19,400
ATOCHA,consultas prenatales,repetidas,2013-10-01,79,1,80
AUCAPATA,consultas prenatales,repetidas,2013-10-01,13,3,16
AYATA,consultas prenatales,repetidas,2013-10-01,16,6,22
AYO AYO,consultas prenatales,repetidas,2013-10-01,40,0,40
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2013-10-01,143,8,151
AZURDUY,consultas prenatales,repetidas,2013-10-01,61,22,83
BATALLAS,consultas prenatales,repetidas,2013-10-01,76,4,80
BAURES,consultas prenatales,repetidas,2013-10-01,28,0,28
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2013-10-01,4,5,9
BELEN DE URMIRI,consultas prenatales,repetidas,2013-10-01,3,2,5
BELLA FLOR,consultas prenatales,repetidas,2013-10-01,10,0,10
BERMEJO,consultas prenatales,repetidas,2013-10-01,379,4,383
BETANZOS,consultas prenatales,repetidas,2013-10-01,151,22,173
BOLIVAR,consultas prenatales,repetidas,2013-10-01,17,10,27
BOLPEBRA,consultas prenatales,repetidas,2013-10-01,11,2,13
BOYUIBE,consultas prenatales,repetidas,2013-10-01,17,1,18
BUENA VISTA,consultas prenatales,repetidas,2013-10-01,47,0,47
CABEZAS,consultas prenatales,repetidas,2013-10-01,166,0,166
CAIROMA,consultas prenatales,repetidas,2013-10-01,48,4,52
"CAIZA ""D""",consultas prenatales,repetidas,2013-10-01,60,10,70
CAJUATA,consultas prenatales,repetidas,2013-10-01,59,1,60
CALACOTO,consultas prenatales,repetidas,2013-10-01,11,7,18
CALAMARCA,consultas prenatales,repetidas,2013-10-01,56,2,58
CAMARGO,consultas prenatales,repetidas,2013-10-01,124,11,135
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2013-10-01,19,2,21
CAMIRI,consultas prenatales,repetidas,2013-10-01,380,0,380
CAPINOTA,consultas prenatales,repetidas,2013-10-01,217,1,218
CAQUIAVIRI,consultas prenatales,repetidas,2013-10-01,25,3,28
CARACOLLO,consultas prenatales,repetidas,2013-10-01,122,3,125
CARANAVI,consultas prenatales,repetidas,2013-10-01,413,11,424
CARAPARI,consultas prenatales,repetidas,2013-10-01,76,4,80
CARIPUYO,consultas prenatales,repetidas,2013-10-01,19,30,49
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2013-10-01,42,0,42
CATACORA,consultas prenatales,repetidas,2013-10-01,3,0,3
CHACARILLA,consultas prenatales,repetidas,2013-10-01,3,2,5
CHALLAPATA,consultas prenatales,repetidas,2013-10-01,271,23,294
CHAQUI,consultas prenatales,repetidas,2013-10-01,31,3,34
CHARAGUA,consultas prenatales,repetidas,2013-10-01,158,6,164
CHARAÑA,consultas prenatales,repetidas,2013-10-01,6,1,7
CHAYANTA,consultas prenatales,repetidas,2013-10-01,61,26,87
CHIMORE,consultas prenatales,repetidas,2013-10-01,171,12,183
CHIPAYA,consultas prenatales,repetidas,2013-10-01,9,0,9
CHOQUE COTA,consultas prenatales,repetidas,2013-10-01,5,1,6
CHUA COCANI,consultas prenatales,repetidas,2013-10-01,9,0,9
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2013-10-01,134,2,136
CHUMA,consultas prenatales,repetidas,2013-10-01,15,5,20
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2013-10-01,46,5,51
CKOCHAS,consultas prenatales,repetidas,2013-10-01,71,12,83
CLIZA,consultas prenatales,repetidas,2013-10-01,186,18,204
COBIJA,consultas prenatales,repetidas,2013-10-01,736,5,741
COCAPATA,consultas prenatales,repetidas,2013-10-01,40,47,87
COCHABAMBA,consultas prenatales,repetidas,2013-10-01,6281,1,6282
COIPASA,consultas prenatales,repetidas,2013-10-01,5,0,5
COLCAPIRHUA,consultas prenatales,repetidas,2013-10-01,587,0,587
"COLCHA ""K""",consultas prenatales,repetidas,2013-10-01,67,4,71
COLLANA,consultas prenatales,repetidas,2013-10-01,6,0,6
COLOMI,consultas prenatales,repetidas,2013-10-01,120,0,120
COLPA BELGICA,consultas prenatales,repetidas,2013-10-01,51,0,51
COLQUECHACA,consultas prenatales,repetidas,2013-10-01,129,43,172
COLQUENCHA,consultas prenatales,repetidas,2013-10-01,71,2,73
COLQUIRI,consultas prenatales,repetidas,2013-10-01,29,39,68
COMANCHE,consultas prenatales,repetidas,2013-10-01,5,2,7
COMARAPA,consultas prenatales,repetidas,2013-10-01,177,0,177
COMBAYA,consultas prenatales,repetidas,2013-10-01,4,8,12
CONCEPCION,consultas prenatales,repetidas,2013-10-01,145,0,145
COPACABANA,consultas prenatales,repetidas,2013-10-01,72,2,74
CORIPATA,consultas prenatales,repetidas,2013-10-01,95,2,97
CORO CORO,consultas prenatales,repetidas,2013-10-01,24,4,28
COROICO,consultas prenatales,repetidas,2013-10-01,144,0,144
CORQUE,consultas prenatales,repetidas,2013-10-01,23,6,29
COTAGAITA,consultas prenatales,repetidas,2013-10-01,113,17,130
COTOCA,consultas prenatales,repetidas,2013-10-01,406,0,406
CUATRO CAÑADAS,consultas prenatales,repetidas,2013-10-01,99,0,99
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2013-10-01,5,1,6
CUEVO,consultas prenatales,repetidas,2013-10-01,9,3,12
CULPINA,consultas prenatales,repetidas,2013-10-01,89,21,110
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2013-10-01,38,0,38
CURVA,consultas prenatales,repetidas,2013-10-01,8,3,11
DESAGUADERO,consultas prenatales,repetidas,2013-10-01,17,0,17
EL ALTO,consultas prenatales,repetidas,2013-10-01,7212,115,7327
EL CHORO,consultas prenatales,repetidas,2013-10-01,8,16,24
EL PUENTE(STC),consultas prenatales,repetidas,2013-10-01,81,0,81
EL PUENTE(TJA),consultas prenatales,repetidas,2013-10-01,59,4,63
EL TORNO,consultas prenatales,repetidas,2013-10-01,452,0,452
EL VILLAR,consultas prenatales,repetidas,2013-10-01,23,0,23
ENTRE RIOS TRJ,consultas prenatales,repetidas,2013-10-01,126,13,139
ENTRE RIOS CBBA,consultas prenatales,repetidas,2013-10-01,274,0,274
ESCOMA,consultas prenatales,repetidas,2013-10-01,39,1,40
ESMERALDA,consultas prenatales,repetidas,2013-10-01,1,0,1
EUCALIPTUS,consultas prenatales,repetidas,2013-10-01,24,0,24
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2013-10-01,7,0,7
EXALTACION,consultas prenatales,repetidas,2013-10-01,9,0,9
FERNANDEZ ALONSO,consultas prenatales,repetidas,2013-10-01,91,0,91
FILADELFIA,consultas prenatales,repetidas,2013-10-01,28,0,28
GENERAL SAAVEDRA,consultas prenatales,repetidas,2013-10-01,114,0,114
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2013-10-01,33,7,40
GUANAY,consultas prenatales,repetidas,2013-10-01,124,5,129
GUAQUI,consultas prenatales,repetidas,2013-10-01,31,4,35
GUAYARAMERIN,consultas prenatales,repetidas,2013-10-01,405,0,405
GUTIERREZ,consultas prenatales,repetidas,2013-10-01,45,0,45
HUACARETA,consultas prenatales,repetidas,2013-10-01,41,19,60
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2013-10-01,11,11,22
HUACHACALLA,consultas prenatales,repetidas,2013-10-01,4,0,4
HUANUNI,consultas prenatales,repetidas,2013-10-01,177,0,177
HUARACAJE,consultas prenatales,repetidas,2013-10-01,26,0,26
HUARINA,consultas prenatales,repetidas,2013-10-01,18,3,21
HUATAJATA,consultas prenatales,repetidas,2013-10-01,32,1,33
HUAYLLAMARCA,consultas prenatales,repetidas,2013-10-01,19,0,19
HUMANATA,consultas prenatales,repetidas,2013-10-01,14,4,18
ICHOCA,consultas prenatales,repetidas,2013-10-01,13,3,16
ICLA,consultas prenatales,repetidas,2013-10-01,40,20,60
INCAHUASI,consultas prenatales,repetidas,2013-10-01,55,29,84
INGAVI (HUMAITA),consultas prenatales,repetidas,2013-10-01,3,1,4
INQUISIVI,consultas prenatales,repetidas,2013-10-01,28,14,42
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2013-10-01,77,1,78
IXIAMAS,consultas prenatales,repetidas,2013-10-01,75,2,77
JESUS DE MACHACA,consultas prenatales,repetidas,2013-10-01,73,1,74
LA ASUNTA,consultas prenatales,repetidas,2013-10-01,101,5,106
LA GUARDIA,consultas prenatales,repetidas,2013-10-01,597,0,597
LA PAZ,consultas prenatales,repetidas,2013-10-01,7336,3,7339
LAGUNILLAS,consultas prenatales,repetidas,2013-10-01,30,1,31
LAJA,consultas prenatales,repetidas,2013-10-01,69,1,70
LAS CARRERAS,consultas prenatales,repetidas,2013-10-01,16,3,19
LICOMA PAMPA,consultas prenatales,repetidas,2013-10-01,15,0,15
LLALLAGUA,consultas prenatales,repetidas,2013-10-01,360,12,372
LLICA,consultas prenatales,repetidas,2013-10-01,22,4,26
LORETO,consultas prenatales,repetidas,2013-10-01,15,0,15
LURIBAY,consultas prenatales,repetidas,2013-10-01,19,3,22
MACHACAMARCA,consultas prenatales,repetidas,2013-10-01,15,2,17
MACHARETI,consultas prenatales,repetidas,2013-10-01,70,2,72
MAGDALENA,consultas prenatales,repetidas,2013-10-01,119,0,119
MAIRANA,consultas prenatales,repetidas,2013-10-01,109,0,109
MALLA,consultas prenatales,repetidas,2013-10-01,5,1,6
MAPIRI,consultas prenatales,repetidas,2013-10-01,123,3,126
MECAPACA,consultas prenatales,repetidas,2013-10-01,35,9,44
MINEROS,consultas prenatales,repetidas,2013-10-01,142,0,142
MIZQUE,consultas prenatales,repetidas,2013-10-01,172,5,177
MOCOMOCO,consultas prenatales,repetidas,2013-10-01,25,11,36
MOJINETE,consultas prenatales,repetidas,2013-10-01,2,1,3
MOJOCOYA,consultas prenatales,repetidas,2013-10-01,36,4,40
MONTEAGUDO,consultas prenatales,repetidas,2013-10-01,316,12,328
MONTERO,consultas prenatales,repetidas,2013-10-01,1138,1,1139
MORO MORO,consultas prenatales,repetidas,2013-10-01,10,1,11
MOROCHATA,consultas prenatales,repetidas,2013-10-01,34,22,56
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2013-10-01,17,0,17
NAZACARA DE PACAJES,consultas prenatales,repetidas,2013-10-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2013-10-01,7,15,22
OCURI,consultas prenatales,repetidas,2013-10-01,55,25,80
OKINAWA,consultas prenatales,repetidas,2013-10-01,130,0,130
OMEREQUE,consultas prenatales,repetidas,2013-10-01,33,1,34
ORURO,consultas prenatales,repetidas,2013-10-01,3035,0,3035
PADCAYA,consultas prenatales,repetidas,2013-10-01,94,9,103
PADILLA,consultas prenatales,repetidas,2013-10-01,71,8,79
PAILON,consultas prenatales,repetidas,2013-10-01,110,0,110
PALCA,consultas prenatales,repetidas,2013-10-01,64,2,66
PALOS BLANCOS,consultas prenatales,repetidas,2013-10-01,95,3,98
PAMPA AULLAGAS,consultas prenatales,repetidas,2013-10-01,11,0,11
PAMPA GRANDE,consultas prenatales,repetidas,2013-10-01,56,0,56
PAPEL PAMPA,consultas prenatales,repetidas,2013-10-01,19,3,22
PASORAPA,consultas prenatales,repetidas,2013-10-01,9,3,12
PATACAMAYA,consultas prenatales,repetidas,2013-10-01,196,3,199
PAZÑA,consultas prenatales,repetidas,2013-10-01,22,5,27
PELECHUCO,consultas prenatales,repetidas,2013-10-01,34,3,37
POCOATA,consultas prenatales,repetidas,2013-10-01,80,53,133
POCONA,consultas prenatales,repetidas,2013-10-01,68,3,71
POJO (CBBA),consultas prenatales,repetidas,2013-10-01,83,0,83
POOPO,consultas prenatales,repetidas,2013-10-01,33,1,34
PORCO,consultas prenatales,repetidas,2013-10-01,84,4,88
POROMA,consultas prenatales,repetidas,2013-10-01,65,32,97
PORONGO,consultas prenatales,repetidas,2013-10-01,52,2,54
PORTACHUELO,consultas prenatales,repetidas,2013-10-01,289,0,289
PORVENIR,consultas prenatales,repetidas,2013-10-01,45,1,46
POSTRER VALLE,consultas prenatales,repetidas,2013-10-01,6,1,7
POTOSI,consultas prenatales,repetidas,2013-10-01,1952,0,1952
PRESTO,consultas prenatales,repetidas,2013-10-01,28,29,57
PUCARA,consultas prenatales,repetidas,2013-10-01,3,5,8
PUCARANI,consultas prenatales,repetidas,2013-10-01,121,6,127
PUERTO ACOSTA,consultas prenatales,repetidas,2013-10-01,17,14,31
PUERTO CARABUCO,consultas prenatales,repetidas,2013-10-01,33,13,46
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2013-10-01,36,5,41
PUERTO PEREZ,consultas prenatales,repetidas,2013-10-01,13,6,19
PUERTO QUIJARRO,consultas prenatales,repetidas,2013-10-01,81,0,81
PUERTO RICO,consultas prenatales,repetidas,2013-10-01,61,12,73
PUERTO SILES,consultas prenatales,repetidas,2013-10-01,4,0,4
PUERTO SUAREZ,consultas prenatales,repetidas,2013-10-01,132,0,132
PUERTO VILLARROEL,consultas prenatales,repetidas,2013-10-01,608,0,608
PUNA,consultas prenatales,repetidas,2013-10-01,94,24,118
PUNATA,consultas prenatales,repetidas,2013-10-01,304,1,305
QUIABAYA,consultas prenatales,repetidas,2013-10-01,22,0,22
QUILLACOLLO,consultas prenatales,repetidas,2013-10-01,959,2,961
QUIME,consultas prenatales,repetidas,2013-10-01,69,0,69
QUIRUSILLAS,consultas prenatales,repetidas,2013-10-01,14,0,14
RAVELO,consultas prenatales,repetidas,2013-10-01,47,23,70
REYES,consultas prenatales,repetidas,2013-10-01,100,9,109
RIBERALTA,consultas prenatales,repetidas,2013-10-01,1235,28,1263
ROBORE,consultas prenatales,repetidas,2013-10-01,84,0,84
RURRENABAQUE,consultas prenatales,repetidas,2013-10-01,178,7,185
SABAYA,consultas prenatales,repetidas,2013-10-01,7,1,8
SACABA,consultas prenatales,repetidas,2013-10-01,1231,0,1231
SACABAMBA,consultas prenatales,repetidas,2013-10-01,23,0,23
SACACA,consultas prenatales,repetidas,2013-10-01,97,21,118
SAIPINA,consultas prenatales,repetidas,2013-10-01,56,0,56
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2013-10-01,37,26,63
SAMAIPATA,consultas prenatales,repetidas,2013-10-01,62,1,63
SAN AGUSTIN,consultas prenatales,repetidas,2013-10-01,3,1,4
SAN ANDRES,consultas prenatales,repetidas,2013-10-01,46,1,47
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2013-10-01,11,7,18
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2013-10-01,8,1,9
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2013-10-01,28,12,40
SAN BENITO,consultas prenatales,repetidas,2013-10-01,109,0,109
SAN BORJA,consultas prenatales,repetidas,2013-10-01,264,5,269
SAN BUENA VENTURA,consultas prenatales,repetidas,2013-10-01,124,0,124
SAN CARLOS,consultas prenatales,repetidas,2013-10-01,215,0,215
SAN IGNACIO,consultas prenatales,repetidas,2013-10-01,174,5,179
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2013-10-01,365,27,392
SAN JAVIER(BNI),consultas prenatales,repetidas,2013-10-01,14,0,14
SAN JAVIER(STC),consultas prenatales,repetidas,2013-10-01,121,0,121
SAN JOAQUIN,consultas prenatales,repetidas,2013-10-01,30,0,30
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2013-10-01,46,0,46
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2013-10-01,66,0,66
SAN JULIAN,consultas prenatales,repetidas,2013-10-01,261,8,269
SAN LORENZO(PND),consultas prenatales,repetidas,2013-10-01,27,11,38
SAN LORENZO(TJA),consultas prenatales,repetidas,2013-10-01,123,5,128
SAN LUCAS,consultas prenatales,repetidas,2013-10-01,148,62,210
SAN MATIAS,consultas prenatales,repetidas,2013-10-01,138,0,138
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2013-10-01,103,3,106
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2013-10-01,16,0,16
SAN PEDRO,consultas prenatales,repetidas,2013-10-01,113,0,113
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2013-10-01,110,26,136
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2013-10-01,16,4,20
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2013-10-01,14,0,14
SAN PEDRO(PND),consultas prenatales,repetidas,2013-10-01,5,4,9
SAN RAFAEL,consultas prenatales,repetidas,2013-10-01,45,6,51
SAN RAMON BENI,consultas prenatales,repetidas,2013-10-01,56,0,56
SAN RAMON SCZ,consultas prenatales,repetidas,2013-10-01,96,0,96
SANTA ANA,consultas prenatales,repetidas,2013-10-01,219,1,220
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2013-10-01,10860,3,10863
SANTA ROSA,consultas prenatales,repetidas,2013-10-01,51,3,54
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2013-10-01,123,0,123
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2013-10-01,0,5,5
SANTIAGO DE HUARI,consultas prenatales,repetidas,2013-10-01,42,2,44
SANTIAGO DE HUATA,consultas prenatales,repetidas,2013-10-01,21,4,25
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2013-10-01,8,0,8
SANTIVAÑES,consultas prenatales,repetidas,2013-10-01,38,0,38
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2013-10-01,12,2,14
SAPAHAQUI,consultas prenatales,repetidas,2013-10-01,26,4,30
SENA,consultas prenatales,repetidas,2013-10-01,31,0,31
SHINAOTA,consultas prenatales,repetidas,2013-10-01,376,0,376
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2013-10-01,105,1,106
SICAYA,consultas prenatales,repetidas,2013-10-01,17,0,17
SIPE SIPE,consultas prenatales,repetidas,2013-10-01,495,11,506
SOPACHUY,consultas prenatales,repetidas,2013-10-01,33,6,39
SORACACHI,consultas prenatales,repetidas,2013-10-01,27,12,39
SORATA,consultas prenatales,repetidas,2013-10-01,71,8,79
SUCRE,consultas prenatales,repetidas,2013-10-01,3432,7,3439
TACACHI,consultas prenatales,repetidas,2013-10-01,3,0,3
TACACOMA,consultas prenatales,repetidas,2013-10-01,23,2,25
TACOBAMBA,consultas prenatales,repetidas,2013-10-01,25,8,33
TACOPAYA,consultas prenatales,repetidas,2013-10-01,35,4,39
TAHUA,consultas prenatales,repetidas,2013-10-01,3,2,5
TAPACARI,consultas prenatales,repetidas,2013-10-01,82,14,96
TARABUCO,consultas prenatales,repetidas,2013-10-01,87,26,113
TARACO,consultas prenatales,repetidas,2013-10-01,20,4,24
TARATA,consultas prenatales,repetidas,2013-10-01,75,3,78
TARIJA,consultas prenatales,repetidas,2013-10-01,2250,27,2277
TARVITA,consultas prenatales,repetidas,2013-10-01,64,25,89
TEOPONTE,consultas prenatales,repetidas,2013-10-01,57,5,62
TIAWANACU,consultas prenatales,repetidas,2013-10-01,75,2,77
TINGUIPAYA,consultas prenatales,repetidas,2013-10-01,59,9,68
TIPUANI,consultas prenatales,repetidas,2013-10-01,83,0,83
TIQUIPAYA,consultas prenatales,repetidas,2013-10-01,562,3,565
TIRAQUE (CBBA),consultas prenatales,repetidas,2013-10-01,117,4,121
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2013-10-01,6,1,7
TOCO,consultas prenatales,repetidas,2013-10-01,57,0,57
TODOS SANTOS,consultas prenatales,repetidas,2013-10-01,1,0,1
TOLATA,consultas prenatales,repetidas,2013-10-01,59,0,59
TOLEDO,consultas prenatales,repetidas,2013-10-01,22,0,22
TOMAVE,consultas prenatales,repetidas,2013-10-01,43,13,56
TOMINA,consultas prenatales,repetidas,2013-10-01,71,3,74
TORO TORO,consultas prenatales,repetidas,2013-10-01,35,11,46
TOTORA(CBBA),consultas prenatales,repetidas,2013-10-01,137,1,138
TOTORA(ORR),consultas prenatales,repetidas,2013-10-01,24,2,26
TRIGAL,consultas prenatales,repetidas,2013-10-01,10,0,10
TRINIDAD,consultas prenatales,repetidas,2013-10-01,1238,0,1238
TUPIZA,consultas prenatales,repetidas,2013-10-01,316,19,335
TURCO,consultas prenatales,repetidas,2013-10-01,19,1,20
UMALA,consultas prenatales,repetidas,2013-10-01,17,6,23
UNCIA,consultas prenatales,repetidas,2013-10-01,161,6,167
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2013-10-01,96,7,103
URUBICHA,consultas prenatales,repetidas,2013-10-01,39,0,39
UYUNI,consultas prenatales,repetidas,2013-10-01,319,6,325
VACAS,consultas prenatales,repetidas,2013-10-01,52,1,53
VALLEGRANDE,consultas prenatales,repetidas,2013-10-01,102,6,108
VIACHA,consultas prenatales,repetidas,2013-10-01,369,0,369
VILA VILA,consultas prenatales,repetidas,2013-10-01,16,0,16
VILLA CHARCAS,consultas prenatales,repetidas,2013-10-01,65,28,93
VILLA MONTES,consultas prenatales,repetidas,2013-10-01,410,16,426
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2013-10-01,15,0,15
VILLA RIVERO,consultas prenatales,repetidas,2013-10-01,67,0,67
VILLA SERRANO,consultas prenatales,repetidas,2013-10-01,42,14,56
VILLA TUNARI,consultas prenatales,repetidas,2013-10-01,686,0,686
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2013-10-01,47,11,58
VILLAZON,consultas prenatales,repetidas,2013-10-01,386,19,405
VINTO,consultas prenatales,repetidas,2013-10-01,306,0,306
VITICHI,consultas prenatales,repetidas,2013-10-01,37,17,54
WALDO BALLIVIAN,consultas prenatales,repetidas,2013-10-01,7,1,8
WARNES,consultas prenatales,repetidas,2013-10-01,648,3,651
YACO,consultas prenatales,repetidas,2013-10-01,6,8,14
YACUIBA,consultas prenatales,repetidas,2013-10-01,799,4,803
YAMPARAEZ,consultas prenatales,repetidas,2013-10-01,37,5,42
YANACACHI,consultas prenatales,repetidas,2013-10-01,28,9,37
YAPACANI,consultas prenatales,repetidas,2013-10-01,468,5,473
YOCALLA,consultas prenatales,repetidas,2013-10-01,28,2,30
YOTALA,consultas prenatales,repetidas,2013-10-01,65,3,68
YUNCHARA,consultas prenatales,repetidas,2013-10-01,9,24,33
ZUDAÑEZ,consultas prenatales,repetidas,2013-10-01,37,1,38
ACACIO,consultas prenatales,repetidas,2013-11-01,21,3,24
ACHACACHI,consultas prenatales,repetidas,2013-11-01,155,6,161
ACHOCALLA,consultas prenatales,repetidas,2013-11-01,33,12,45
AIQUILE,consultas prenatales,repetidas,2013-11-01,196,1,197
ALALAY,consultas prenatales,repetidas,2013-11-01,3,6,9
ALCALA,consultas prenatales,repetidas,2013-11-01,15,0,15
