,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,10,0,10
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,5,8
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,5,1,6
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,44,1,45
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,13,3,16
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,1,2
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,12,0,12
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
HUATAJATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,1,7
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,1,2
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,0,4,4
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,1,5
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,5,5,10
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,0,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,1,5
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,11,1,12
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,51,0,51
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1299,0,1299
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,11,2,13
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,65,3,68
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,1,4
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,1,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,0,8
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,0,8
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,2,4
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,18,0,18
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,16,0,16
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,1,4
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,1,5
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,145,2,147
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,1,9
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,5,5,10
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,0,3
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,793,0,793
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,0,8
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,28,0,28
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,17,1,18
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,10,2,12
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,1,5
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,2,4
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,17,0,17
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,9,4,13
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,2,8
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,0,7
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,1,7
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,15,0,15
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,2,5
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,5,0,5
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,11,0,11
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,496,1,497
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,1,2
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,16,4,20
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,11,15
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,2,5
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,18,0,18
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,0,3
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,18,0,18
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,89,0,89
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,0,7
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,33,0,33
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,137,0,137
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,5,0,5
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,2,10
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,13,1,14
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,159,2,161
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,21,0,21
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,11,4,15
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,0,3
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,145,1,146
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,11,5,16
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,2,5
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,0,7
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,0,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,0,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,30,8,38
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,0,7
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,9,0,9
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,17,5,22
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,36,5,41
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,12,0,12
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,5,0,5
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,12,2,14
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,5,0,5
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,26,0,26
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,1,7
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,12,1,13
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,9,4,13
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,19,0,19
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,1,9
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,0,7
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,18,17,35
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,0,6
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,0,6
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,19,0,19
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3922,23,3945
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,11,0,11
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,0,8
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,12,0,12
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,0,4,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,1,2
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,1,5
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,1,2
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,15,0,15
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,12,0,12
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,51,5,56
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,4,5
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,9,17
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,107,1,108
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,2,8
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,2,8
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,7,14
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,3,0,3
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,280,16,296
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,8,1,9
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,9,1,10
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,0,6
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,96,2,98
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,25,0,25
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,3,5
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,4,11
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,37,1,38
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,4,6
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,169,0,169
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,46,1,47
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,0,3,3
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,12,5,17
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,0,6
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,0,6
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,39,0,39
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,4,0,4
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,0,6
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,37,8,45
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,96,0,96
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,178,1,179
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,0,1,1
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,29,1,30
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,57,3,60
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,0,1
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,91,2,93
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,1,2,3
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,105,1,106
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,1,3
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,35,0,35
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,6,4,10
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,2,0,2
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,0,4,4
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-10-01,7,0,7
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,1,2
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,25,3,28
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,4,4,8
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,19,2,21
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,0,1
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,3,0,3
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,0,1,1
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,4,0,4
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,5,5,10
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,5,2,7
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,0,1,1
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,5,0,5
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,5,0,5
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,13,0,13
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,10,14,24
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,9,2,11
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,1,3
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,3,1,4
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,9,5,14
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,0,1,1
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,4,3,7
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,0,1,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,0,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,19,1,20
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,15,3,18
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,0,2
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,0,1
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,3,0,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,5,0,5
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,19,0,19
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,8,2,10
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,4,0,4
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,7,0,7
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,3,5
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,5,4,9
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,16,1,17
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,0,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,50,0,50
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,11,0,11
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,4,2,6
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,11,4,15
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,43,3,46
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,5,1,6
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,2,3
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,0,2
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,0,1
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,39,6,45
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,2,3
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,42,2,44
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,13,3,16
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,24,6,30
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,14,0,14
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,2,4
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,8,3,11
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,19,9,28
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,28,0,28
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,9,7,16
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1301,2,1303
COIPASA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,1,0,1
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,58,2,60
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,6,1,7
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,22,0,22
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,7,0,7
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,13,7,20
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,4,0,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,20,3,23
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,1,3
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,7,0,7
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,10,1,11
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,3,1,4
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,7,0,7
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,2,5,7
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-11-01,30,1,31
