,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,1,0,0,2,0,0,2,0,0,0,0,0,0,6
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-06-01,8,4,11,14,0,4,21,42,1,2,0,0,0,0,107
TACACOMA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,1,0,0,1,3,0,0,0,0,0,0,6
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,2,6,4,9,2,2,11,43,2,0,0,0,0,0,81
TARVITA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,3,1,0,2,0,0,3,2,0,0,0,0,0,0,11
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TOCO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,3,1,1,4,2,0,5,0,0,0,0,0,0,17
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-06-01,6,5,2,3,2,3,1,5,1,1,0,0,0,0,29
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILA VILA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,0,1,0,1,1,5,1,0,0,0,0,0,10
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,0,4,4,1,4,0,6,0,0,0,0,0,0,20
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-06-01,5,0,5,2,1,1,2,2,0,0,0,0,0,0,18
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
WARNES,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,5,9,2,1,10,20,2,0,0,0,0,0,49
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,1,2,1,3,0,0,0,0,0,0,8
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
YOTALA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,2,2,0,0,0,2,0,0,0,0,0,0,6
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,1,4,2,2,1,5,0,1,0,0,0,0,17
ALCALA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,1,4,1,2,0,1,0,0,0,0,0,0,10
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,0,0,4,1,1,1,1,1,3,0,0,0,0,14
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,2,2,0,0,0,1,0,0,0,0,0,0,6
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,1,0,1,3,3,1,0,0,0,0,10
BELEN DE URMIRI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,1,2,2,2,0,0,0,0,0,7
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,2,2,1,0,3,5,0,0,0,0,0,0,14
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAIROMA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,4,2,0,0,1,0,0,0,0,0,0,0,7
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,3,4,1,0,1,2,0,1,0,0,0,0,13
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,4,12,21,13,18,8,37,5,2,0,0,0,0,120
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,1,5,4,3,7,1,2,0,0,0,0,0,0,24
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,1,3,0,0,0,1,2,0,0,0,0,0,8
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,2,1,4,0,2,0,0,0,0,0,0,9
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,2,4,6,0,2,1,1,0,0,0,0,0,0,18
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,11,10,8,3,6,3,1,7,0,0,0,0,0,0,49
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,32,27,81,93,28,40,32,116,14,18,0,0,0,0,481
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,11,10,1,3,1,5,1,1,0,0,0,0,33
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,1,3,0,0,0,0,0,0,5
COLOMI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,3,0,1,4,0,1,0,0,0,0,0,0,10
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,4,3,21,65,7,44,14,92,0,0,0,0,0,0,250
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,2,2,0,0,1,0,0,0,0,0,0,6
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,1,0,1,1,0,0,0,0,0,5
DESAGUADERO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,2,1,1,0,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,7,17,14,3,4,4,6,0,0,0,0,0,0,57
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,8,11,7,2,4,12,5,11,4,5,0,0,0,0,69
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,3,0,1,3,0,2,0,0,0,0,0,0,9
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,1,0,3,1,0,0,0,0,0,0,6
FERNANDEZ ALONSO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,2,1,0,3,0,0,0,0,0,0,8
GUANAY,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
GUAQUI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-07-01,3,2,4,3,1,1,1,0,1,0,0,0,0,0,16
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,1,3,3,3,2,1,0,0,0,0,0,0,0,14
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-07-01,20,16,67,63,18,24,7,14,6,2,0,0,0,0,237
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,12,7,15,18,5,8,8,36,0,3,0,0,0,0,112
LAJA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,3,1,1,1,0,1,0,1,0,0,0,0,0,0,8
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,1,1,2,1,0,0,0,0,0,0,0,0,0,7
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,0,1,0,1,1,2,0,0,0,0,0,0,6
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,3,0,1,1,0,0,0,0,0,0,0,0,0,0,5
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,4,2,1,2,0,1,0,0,0,0,0,0,10
MALLA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,3,2,0,1,0,0,0,0,0,0,0,0,6
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,5,4,1,4,1,2,0,0,0,0,0,0,18
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,1,4,0,0,1,2,0,0,0,0,0,0,9
NAZACARA DE PACAJES,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,27,14,55,67,71,70,77,139,7,7,0,0,0,0,534
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,1,7,5,2,2,1,1,0,1,0,0,0,0,22
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,1,3,0,1,0,0,0,0,6
POCONA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
POOPO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,9,4,2,3,0,1,1,0,0,0,0,0,20
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,10,11,31,36,13,8,7,49,6,6,0,0,0,0,177
PRESTO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,0,2,0,1,0,0,0,0,0,0,0,0,4
PUCARANI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,0,0,1,4,3,5,1,0,0,0,0,0,15
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
PUERTO RICO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,0,5,4,0,4,4,3,0,0,0,0,0,0,22
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,2,8,0,1,0,1,0,0,0,0,0,0,13
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,4,4,37,41,10,9,5,18,0,2,0,0,0,0,130
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,4,2,7,7,0,2,1,6,0,0,0,0,0,0,29
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,12,8,40,43,10,11,3,22,2,3,0,0,0,0,154
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,4,0,0,0,3,0,0,0,0,0,0,7
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,2,1,7,0,0,0,0,0,0,12
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE CURAHUARA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,2,0,2,1,0,0,0,0,0,7
SAN RAFAEL,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,17,30,17,16,6,5,6,16,55,49,0,0,0,0,217
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,1,2,1,0,0,1,0,1,3,0,0,0,0,11
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,0,1,3,0,2,0,1,0,0,0,0,0,0,9
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,7,2,1,0,2,0,0,0,0,0,0,0,12
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,3,1,2,0,1,1,1,0,0,0,0,0,0,11
SORACACHI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-07-01,6,9,26,29,8,17,10,31,3,2,0,0,0,0,141
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,1,1,1,1,2,1,2,0,0,0,0,0,0,10
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,6,9,0,0,0,0,0,1,0,0,0,0,0,0,16
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,3,3,2,3,2,8,0,1,0,0,0,0,22
TARVITA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,2,3,1,0,1,1,5,1,0,0,0,0,0,16
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3
TOCO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,2,0,3,0,1,0,0,0,0,0,0,0,0,0,6
TODOS SANTOS,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,5,5,2,4,1,5,0,0,0,0,0,0,22
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,2,1,1,0,1,0,0,0,0,0,0,0,0,6
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
TURCO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
VIACHA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,5,4,0,0,0,0,0,0,0,0,0,0,9
VILA VILA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,1,1,1,0,0,0,2,0,0,0,0,0,0,6
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-07-01,3,1,6,5,3,3,4,9,0,0,0,0,0,0,34
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,7,0,1,1,2,0,0,0,0,0,0,12
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VINTO,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,1,1,1,0,2,0,2,0,0,0,0,0,0,8
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,8,5,2,7,1,5,0,0,0,0,0,0,29
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,1,3,3,1,5,1,2,0,0,0,0,0,0,16
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5
YOTALA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
YUNCHARA,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2022-07-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,2,1,1,1,2,0,0,0,0,0,0,8
ALCALA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,6
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,2,0,0,2,2,0,1,0,0,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,2,1,0,0,2,1,2,1,1,0,0,0,0,10
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,3,0,1,0,1,0,0,0,0,0,0,5
AYATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,0,1,1,2,6,1,1,0,0,0,0,13
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
CAIROMA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,1,0,0,0,0,2,0,0,0,0,0,0,4
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,1,2,1,2,1,4,0,1,0,0,0,0,13
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,2,2,0,1,4,2,0,0,0,0,0,0,11
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,2,0,7,2,4,6,9,16,0,0,0,0,0,0,46
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4
CARAPARI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,6,5,1,0,3,4,0,0,0,0,0,0,20
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,0,0,3,1,0,0,0,0,0,0,0,5
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,7,10,3,2,0,1,2,1,0,0,0,0,0,0,26
COCAPATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,28,37,48,61,23,33,45,91,15,22,0,0,0,0,403
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,2,2,3,2,0,1,2,2,0,1,0,0,0,0,15
COLOMI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,3,2,1,0,2,0,0,0,0,0,0,8
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORQUE,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
