,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,TOTALES
LAJA,atencion odontologica,rayos x dental,2022-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAS CARRERAS,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,9
LLALLAGUA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,5,0,2,1,4,0,0,0,0,0,0,12
MACHACAMARCA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3
MAGDALENA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,rayos x dental,2022-05-01,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4
MAPIRI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
MECAPACA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,2,8,6,1,1,0,0,0,0,19
MIZQUE,atencion odontologica,rayos x dental,2022-05-01,0,0,2,1,1,1,0,6,1,0,0,0,0,0,12
MONTEAGUDO,atencion odontologica,rayos x dental,2022-05-01,0,0,8,3,2,6,3,6,1,0,0,0,0,0,29
MONTERO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,15,0,4,3,0,0,0,0,0,22
ORURO,atencion odontologica,rayos x dental,2022-05-01,13,23,42,71,59,83,219,186,35,6,0,0,0,0,737
PADCAYA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PADILLA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,1,0,2,6,5,0,0,0,0,0,0,15
PAMPA GRANDE,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,2,0,5,0,1,0,0,0,0,9
PASORAPA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PAZÑA,atencion odontologica,rayos x dental,2022-05-01,1,0,1,0,0,0,0,4,1,0,0,0,0,0,7
POOPO,atencion odontologica,rayos x dental,2022-05-01,2,0,2,1,0,3,4,15,0,2,0,0,0,0,29
PORONGO,atencion odontologica,rayos x dental,2022-05-01,0,0,7,9,2,5,5,23,0,1,0,0,0,0,52
POSTRER VALLE,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POTOSI,atencion odontologica,rayos x dental,2022-05-01,1,0,7,10,5,9,10,31,9,3,0,0,0,0,85
PRESTO,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,1,0,1,8,3,1,0,0,0,0,15
PUCARANI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,1,4,0,4,0,0,0,0,0,0,10
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,4,0,8,0,7,0,0,0,0,0,0,19
PUERTO RICO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,4,3,10,10,3,0,0,0,0,0,30
PUERTO SUAREZ,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,6,8,0,1,0,0,0,0,15
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2022-05-01,2,0,0,3,0,1,1,5,0,0,0,0,0,0,12
PUNA,atencion odontologica,rayos x dental,2022-05-01,0,1,0,1,1,2,5,6,0,0,0,0,0,0,16
PUNATA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,2,0,0,2,3,2,0,0,0,0,9
QUIABAYA,atencion odontologica,rayos x dental,2022-05-01,1,0,0,0,1,3,1,4,1,0,0,0,0,0,11
QUILLACOLLO,atencion odontologica,rayos x dental,2022-05-01,0,1,6,6,2,6,15,37,6,5,0,0,0,0,84
RAVELO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
REYES,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,2,5,0,0,0,0,0,0,8
SACABA,atencion odontologica,rayos x dental,2022-05-01,1,0,10,3,8,4,25,41,16,8,0,0,0,0,116
SACACA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,6,8,0,4,0,0,0,0,19
SAMAIPATA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,1,1,3,0,2,0,0,0,0,8
SAN ANTONIO DE LOMERIO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,rayos x dental,2022-05-01,1,0,7,5,6,4,8,12,4,6,0,0,0,0,53
SAN BORJA,atencion odontologica,rayos x dental,2022-05-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
SAN CARLOS,atencion odontologica,rayos x dental,2022-05-01,0,1,4,3,0,0,0,4,1,1,0,0,0,0,14
SAN LUCAS,atencion odontologica,rayos x dental,2022-05-01,0,0,3,5,2,2,9,16,0,1,0,0,0,0,38
SAN MATIAS,atencion odontologica,rayos x dental,2022-05-01,2,0,5,5,4,3,2,14,1,0,0,0,0,0,36
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5
SAN PEDRO,atencion odontologica,rayos x dental,2022-05-01,1,0,1,2,0,1,4,9,0,2,0,0,0,0,20
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2022-05-01,0,0,2,4,1,3,0,6,0,1,0,0,0,0,17
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2022-05-01,27,32,70,89,63,82,515,665,127,119,0,0,0,0,1789
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,1,3,4,0,0,0,0,0,0,8
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2022-05-01,1,0,0,1,0,2,10,2,3,3,0,0,0,0,22
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2022-05-01,0,8,0,0,0,0,3,0,0,0,0,0,0,0,11
SANTIVAÑES,atencion odontologica,rayos x dental,2022-05-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2022-05-01,0,0,0,3,0,2,0,1,1,0,0,0,0,0,7
SAPAHAQUI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,5
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2022-05-01,0,1,0,1,1,1,2,2,0,0,0,0,0,0,8
SIPE SIPE,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
SOPACHUY,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,3,2,7,0,0,0,0,0,0,12
SORATA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,6
SUCRE,atencion odontologica,rayos x dental,2022-05-01,1,2,4,5,9,10,37,52,6,4,0,0,0,0,130
TACACHI,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,rayos x dental,2022-05-01,0,1,1,3,1,3,1,3,0,0,0,0,0,0,13
TARABUCO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,2,7,1,7,0,0,0,0,0,0,17
TARIJA,atencion odontologica,rayos x dental,2022-05-01,0,0,6,1,6,7,26,44,0,4,0,0,0,0,94
TARVITA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
TIAHUANACU,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
TIPUANI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,2,2,2,0,0,0,0,0,0,6
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TOCO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
TORO TORO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,2,4,3,0,0,0,0,0,0,9
TOTORA(ORR),atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,rayos x dental,2022-05-01,0,0,2,0,1,1,2,1,0,1,0,0,0,0,8
TUPIZA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TURCO,atencion odontologica,rayos x dental,2022-05-01,0,0,1,2,0,0,6,10,5,0,0,0,0,0,24
UMALA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
UNCIA,atencion odontologica,rayos x dental,2022-05-01,0,0,4,2,2,3,6,15,1,0,0,0,0,0,33
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2022-05-01,0,0,1,1,1,2,5,21,0,0,0,0,0,0,31
VALLEGRANDE,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,2,15,0,0,0,0,0,0,18
VIACHA,atencion odontologica,rayos x dental,2022-05-01,0,0,2,3,3,4,6,9,1,2,0,0,0,0,30
VILA VILA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
VILLA CHARCAS,atencion odontologica,rayos x dental,2022-05-01,1,0,0,0,0,0,2,1,0,0,0,0,0,0,4
VILLA MONTES,atencion odontologica,rayos x dental,2022-05-01,0,0,1,1,0,1,3,11,0,1,0,0,0,0,18
VILLA RIVERO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,1,1,0,0,2,0,0,0,0,5
VILLA SERRANO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
VILLA TUNARI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,9,7,7,8,14,1,1,0,0,0,0,47
VILLAZON,atencion odontologica,rayos x dental,2022-05-01,0,0,1,2,2,2,10,25,0,0,0,0,0,0,42
YACUIBA,atencion odontologica,rayos x dental,2022-05-01,0,0,4,0,1,1,3,12,0,0,0,0,0,0,21
YAMPARAEZ,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,3,0,1,0,0,0,0,0,0,5
YOCALLA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,3,0,1,1,7,3,0,0,0,0,0,16
YOTALA,atencion odontologica,rayos x dental,2022-05-01,0,0,4,4,1,1,7,9,1,1,0,0,0,0,28
YUNCHARA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,1,0,1,4,1,0,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,1,6,0,0,0,0,0,0,8
ACHACACHI,atencion odontologica,rayos x dental,2022-06-01,0,1,0,5,2,1,4,7,0,1,0,0,0,0,21
AIQUILE,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,2,1,2,7,0,1,0,0,0,0,13
ALALAY,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
ANCORAIMES,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANDAMARCA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
ANTEQUERA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,2,9,0,0,0,0,0,0,12
ANZALDO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ARANI,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,1,2,5,10,0,1,0,0,0,0,20
ARQUE,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,2,0,0,1,2,0,0,0,0,0,5
ATOCHA,atencion odontologica,rayos x dental,2022-06-01,0,1,0,0,2,1,5,9,0,0,0,0,0,0,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,2,2,0,8,0,1,0,0,0,0,14
BELEN DE URMIRI,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,3,0,1,1,0,0,0,0,0,6
BERMEJO,atencion odontologica,rayos x dental,2022-06-01,0,0,4,2,5,2,6,7,1,3,0,0,0,0,30
BETANZOS,atencion odontologica,rayos x dental,2022-06-01,0,0,1,2,1,0,4,6,1,0,0,0,0,0,15
CABEZAS,atencion odontologica,rayos x dental,2022-06-01,0,0,0,2,3,0,0,15,0,0,0,0,0,0,20
CAMARGO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,5,3,0,4,12,0,2,0,0,0,0,26
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2022-06-01,0,0,1,1,1,3,5,9,0,0,0,0,0,0,20
CAMIRI,atencion odontologica,rayos x dental,2022-06-01,0,1,2,2,3,1,5,15,1,0,0,0,0,0,30
CAPINOTA,atencion odontologica,rayos x dental,2022-06-01,0,3,0,2,1,1,4,2,0,0,0,0,0,0,13
CARACOLLO,atencion odontologica,rayos x dental,2022-06-01,0,1,2,0,4,0,4,1,0,1,0,0,0,0,13
CARANGAS,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,2,2,1,0,0,0,0,6
CARAPARI,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHAQUI,atencion odontologica,rayos x dental,2022-06-01,0,0,0,1,0,4,6,5,3,0,0,0,0,0,19
CHARAGUA,atencion odontologica,rayos x dental,2022-06-01,0,0,6,1,1,0,2,8,0,0,0,0,0,0,18
CHAYANTA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,0,0,3,0,1,0,0,0,0,5
CHIMORE,atencion odontologica,rayos x dental,2022-06-01,0,0,5,3,0,3,4,17,0,0,0,0,0,0,32
CHUA COCANI,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2022-06-01,2,0,1,1,2,0,2,1,0,0,0,0,0,0,9
CKOCHAS,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
COBIJA,atencion odontologica,rayos x dental,2022-06-01,1,1,10,8,3,0,21,25,1,1,0,0,0,0,71
COCHABAMBA,atencion odontologica,rayos x dental,2022-06-01,4,3,45,42,27,55,188,301,128,69,0,0,0,0,862
COIPASA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
COLCAPIRHUA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
"COLCHA ""K""",atencion odontologica,rayos x dental,2022-06-01,1,0,12,1,0,0,11,23,0,1,0,0,0,0,49
COLLANA,atencion odontologica,rayos x dental,2022-06-01,0,1,0,2,0,0,1,5,0,0,0,0,0,0,9
COLPA BELGICA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,2,2,6,15,0,1,0,0,0,0,26
COLQUENCHA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,0,1,0,6,0,0,0,0,8
COPACABANA,atencion odontologica,rayos x dental,2022-06-01,0,2,1,3,3,0,3,6,2,1,0,0,0,0,21
CORQUE,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COTAGAITA,atencion odontologica,rayos x dental,2022-06-01,1,0,4,6,1,7,5,36,3,4,0,0,0,0,67
COTOCA,atencion odontologica,rayos x dental,2022-06-01,0,0,2,1,7,3,3,12,1,1,0,0,0,0,30
CRUZ DE MACHACAMARCA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,4,1,5,3,0,0,0,0,13
CULPINA,atencion odontologica,rayos x dental,2022-06-01,0,0,8,4,2,10,23,26,8,4,0,0,0,0,85
DESAGUADERO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,rayos x dental,2022-06-01,2,0,3,8,1,2,6,3,2,2,0,0,0,0,29
EL PUENTE(TJA),atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7
EL TORNO,atencion odontologica,rayos x dental,2022-06-01,1,0,0,1,3,1,7,11,0,0,0,0,0,0,24
EL VILLAR,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,2,8,5,1,0,0,0,0,0,16
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2022-06-01,0,0,1,5,2,7,3,2,0,0,0,0,0,0,20
ESCARA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,0,1,0,0,2,0,0,0,0,4
ESCOMA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
ESMERALDA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5
GUANAY,atencion odontologica,rayos x dental,2022-06-01,0,0,2,3,0,3,3,8,0,1,0,0,0,0,20
HUACARETA,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,1,0,0,5,2,0,0,0,0,0,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,6,2,4,0,0,0,0,0,0,12
HUACHACALLA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,rayos x dental,2022-06-01,0,2,3,4,7,2,14,21,5,3,0,0,0,0,61
HUARINA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUATAJATA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
ICLA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,rayos x dental,2022-06-01,0,0,1,1,2,2,2,6,0,0,0,0,0,0,14
IXIAMAS,atencion odontologica,rayos x dental,2022-06-01,0,0,2,0,0,1,3,3,1,0,0,0,0,0,10
LA ASUNTA,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,rayos x dental,2022-06-01,4,3,39,44,50,63,116,225,36,42,0,0,0,0,622
LA RIVERA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
LAGUNILLAS,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6
LAS CARRERAS,atencion odontologica,rayos x dental,2022-06-01,0,0,1,1,0,0,1,5,0,0,0,0,0,0,8
LLALLAGUA,atencion odontologica,rayos x dental,2022-06-01,0,0,2,0,1,1,2,10,0,0,0,0,0,0,16
MACHACAMARCA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
MAGDALENA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,1,0,0,3,7,0,1,0,0,0,0,12
MAIRANA,atencion odontologica,rayos x dental,2022-06-01,2,0,2,3,0,8,0,4,5,1,0,0,0,0,25
MAPIRI,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,0,0,1,8,0,0,0,0,0,0,10
MECAPACA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,2,2,9,10,8,0,0,0,0,0,0,31
MIZQUE,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
MOJINETE,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,rayos x dental,2022-06-01,0,0,3,0,0,3,6,10,1,2,0,0,0,0,25
OCURI,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
OKINAWA,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,rayos x dental,2022-06-01,15,9,45,41,31,48,132,210,34,25,0,0,0,0,590
PADCAYA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4
PADILLA,atencion odontologica,rayos x dental,2022-06-01,0,0,4,0,0,3,2,7,0,0,0,0,0,0,16
PAILON,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PALCA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PALOS BLANCOS,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PAMPA GRANDE,atencion odontologica,rayos x dental,2022-06-01,1,0,0,0,0,1,2,3,0,0,0,0,0,0,7
PAZÑA,atencion odontologica,rayos x dental,2022-06-01,0,0,3,0,1,1,1,3,0,1,0,0,0,0,10
POOPO,atencion odontologica,rayos x dental,2022-06-01,1,0,1,5,0,0,5,10,0,0,0,0,0,0,22
PORCO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
POROMA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
PORONGO,atencion odontologica,rayos x dental,2022-06-01,1,1,6,17,6,9,10,31,3,0,0,0,0,0,84
PORVENIR,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
POTOSI,atencion odontologica,rayos x dental,2022-06-01,1,1,10,12,7,13,27,47,7,7,0,0,0,0,132
PRESTO,atencion odontologica,rayos x dental,2022-06-01,0,0,6,1,0,0,4,2,0,0,0,0,0,0,13
PUCARANI,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO CARABUCO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,6,0,6,11,6,0,0,0,0,0,0,29
PUERTO RICO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,5,3,9,6,1,0,0,0,0,0,24
PUERTO SUAREZ,atencion odontologica,rayos x dental,2022-06-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2022-06-01,0,0,1,2,3,1,3,8,0,0,0,0,0,0,18
PUNA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,1,5,8,0,1,0,0,0,0,16
PUNATA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4
QUIABAYA,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,0,3,1,0,0,0,0,0,0,0,5
QUILLACOLLO,atencion odontologica,rayos x dental,2022-06-01,0,2,12,5,3,4,10,9,3,6,0,0,0,0,54
QUIRUSILLAS,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,2,0,1,2,0,0,0,0,0,0,5
RAVELO,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
REYES,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SACABA,atencion odontologica,rayos x dental,2022-06-01,3,0,9,2,5,2,17,76,10,17,0,0,0,0,141
SACABAMBA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SACACA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2022-06-01,0,0,5,3,2,3,8,11,2,6,0,0,0,0,40
SAMAIPATA,atencion odontologica,rayos x dental,2022-06-01,1,0,1,0,0,3,1,3,0,0,0,0,0,0,9
SAN BENITO,atencion odontologica,rayos x dental,2022-06-01,3,4,10,4,2,3,4,15,8,2,0,0,0,0,55
SAN BORJA,atencion odontologica,rayos x dental,2022-06-01,0,2,4,3,0,10,1,18,3,1,0,0,0,0,42
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2022-06-01,1,0,3,2,1,0,1,5,0,0,0,0,0,0,13
SAN LUCAS,atencion odontologica,rayos x dental,2022-06-01,0,0,10,7,3,0,11,17,0,0,0,0,0,0,48
SAN MATIAS,atencion odontologica,rayos x dental,2022-06-01,1,3,8,1,0,7,8,9,0,0,0,0,0,0,37
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2022-06-01,0,0,6,0,0,2,0,4,1,0,0,0,0,0,13
SAN PEDRO,atencion odontologica,rayos x dental,2022-06-01,0,0,1,0,0,5,4,10,0,0,0,0,0,0,20
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2022-06-01,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,1,2,2,1,2,0,0,0,0,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2022-06-01,10,10,49,65,79,74,364,622,123,96,0,0,0,0,1492
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,7
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2022-06-01,0,0,1,2,0,1,5,13,4,0,0,0,0,0,26
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2022-06-01,0,0,0,0,0,0,1,10,0,0,0,0,0,0,11
