,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,11,0,11
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,34,1,35
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,19,0,19
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,128,3,131
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,4,1,5
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,20,1,21
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,34,15,49
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,32,1,33
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,10,1,11
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,4,0,4
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,20,0,20
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,39,6,45
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,7,1,8
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,7,0,7
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,2,4,6
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,14,0,14
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,16,0,16
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,25,0,25
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,31,0,31
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,3144,0,3144
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,21,0,21
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,25,0,25
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,2,1,3
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,10,2,12
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,3,2,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,2,0,2
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,12,0,12
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,7,1,8
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,7,0,7
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,8,4,12
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,94,0,94
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,21,2,23
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,5,0,5
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,87,0,87
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,11,2,13
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,6,6,12
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,14,4,18
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,579,4,583
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,3,0,3
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,9,0,9
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,8,3,11
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,12,0,12
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,20,7,27
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,17,4,21
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,4,0,4
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,13,0,13
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,353,0,353
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,13,3,16
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,10,2,12
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,20,4,24
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,20,5,25
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,22,0,22
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,101,2,103
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,26,1,27
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,1,0,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,13,0,13
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,6,1,7
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,5,1,6
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,8,3,11
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,13,2,15
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,9,4,13
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,45,1,46
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,2,0,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,283,2,285
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,55,11,66
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,1,0,1
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,10,1,11
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,28,1,29
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,15,2,17
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,7,0,7
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,34,2,36
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,14,1,15
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,9,0,9
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,77,1,78
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,1,0,1
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,14,6,20
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,74,5,79
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,3,0,3
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,18,0,18
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,5,2,7
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,270,4,274
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,22,3,25
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,47,3,50
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,57,0,57
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,5,2,7
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,1,1,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,163,2,165
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,2,4,6
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,203,2,205
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,6,2,8
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,3,0,3
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,88,1,89
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,8,3,11
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,6,1,7
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,5,1,6
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-09-01,10,1,11
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,7,0,7
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,45,1,46
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,10,0,10
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,41,0,41
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,23,0,23
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,17,1,18
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,2,3
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,7,0,7
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,22,4,26
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,6,10
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,26,0,26
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,1,12
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,13,0,13
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,43,1,44
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,43,0,43
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,10,1,11
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,41,2,43
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,13,2,15
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,4,15
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,0,11
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,0,1,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,0,1,1
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,75,6,81
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,25,4,29
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,9,3,12
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,0,2,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,2,6
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,36,0,36
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,54,1,55
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,9,0,9
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,10,1,11
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,14,0,14
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,1,2
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,0,8
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,38,2,40
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,3,7
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,98,0,98
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,67,0,67
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,3,11
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,25,1,26
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,87,7,94
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,20,1,21
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,16,4,20
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,6,0,6
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,54,7,61
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,7,0,7
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,60,3,63
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,21,4,25
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,37,3,40
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,5,0,5
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,28,0,28
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,1,12
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,12,0,12
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,12,0,12
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,76,2,78
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,185,0,185
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,10,11,21
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1859,1,1860
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,127,0,127
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,13,2,15
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,23,0,23
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,0,11
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,31,9,40
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,12,0,12
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,19,9,28
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,37,0,37
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,3,0,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,60,1,61
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,17,0,17
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,10,0,10
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,14,1,15
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,24,0,24
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,5,1,6
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,17,3,20
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,178,1,179
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,69,0,69
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,5,0,5
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,35,10,45
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,6,1,7
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,1,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,9,1,10
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1776,2,1778
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,4,6
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,18,0,18
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,22,2,24
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,244,71,315
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,3,0,3
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,50,1,51
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,93,0,93
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,7,0,7
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,3,0,3
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,30,0,30
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,5,4,9
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,16,17,33
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,9,5,14
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,33,3,36
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,3,0,3
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,138,0,138
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,21,2,23
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,13,0,13
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,0,8
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,54,0,54
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,0,4
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,7,0,7
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,3,5
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,2,4
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,2,4
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,4,12
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,6,8,14
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,0,1
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,14,2,16
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,15,0,15
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,16,0,16
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,16,0,16
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,51,0,51
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,154,1,155
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1683,0,1683
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,7,2,9
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,12,0,12
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,0,8
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,61,2,63
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,0,4
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,2,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,12,0,12
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,5,1,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,0,11
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,19,1,20
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,25,0,25
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,1,1,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,48,0,48
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,2,13
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,53,0,53
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,44,0,44
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,1,9
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,6,1,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,56,0,56
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,309,0,309
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,2,10
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,9,13
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,14,10,24
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,29,0,29
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,5,2,7
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,871,0,871
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,17,1,18
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,17,3,20
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,21,0,21
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,22,0,22
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,53,3,56
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,4,1,5
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,14,1,15
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,3,2,5
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,23,0,23
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,3,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,9,0,9
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,27,14,41
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,1,12
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,11,0,11
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,6,0,6
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,29,0,29
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,19,6,25
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,15,1,16
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,51,0,51
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,8,0,8
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,1,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,932,0,932
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,10,4,14
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,0,1,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,29,1,30
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,3,2,5
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,6,1,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,14,4,18
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,2,0,2
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,61,0,61
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-10-01,17,4,21
