,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,24,0,24
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,4,6
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,4,10
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,19,7,26
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,4,6
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,18,4,22
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,0,8
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,0,1,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,23,4,27
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,23,3,26
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,1,8
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,3,9
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,17,3,20
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,2,6
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,10,1,11
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,24,1,25
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,53,0,53
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,26,0,26
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,4,12
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,1,4
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,34,4,38
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,0,7
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,8,16
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,36,3,39
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,1,4
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,14,1,15
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,10,10,20
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,11,4,15
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,0,9
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,2,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,1,7
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,0,8
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,31,2,33
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,71,0,71
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,11,16
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1611,15,1626
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,57,0,57
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,5,12
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,18,0,18
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,15,10,25
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,0,9
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,2,3
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,0,9
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,28,1,29
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,0,8
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,0,6
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,2,5
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,18,0,18
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,16,1,17
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,45,0,45
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,14,0,14
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,3,4
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,2,5
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1063,6,1069
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,3,6
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,0,9
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,39,15,54
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,15,0,15
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,34,0,34
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,0,9
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,11,0,11
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,5,14
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,1,7
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,2,6
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,46,0,46
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,4,12
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,13,0,13
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,0,2,2
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,6,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,10,0,10
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,45,0,45
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1620,3,1623
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,10,0,10
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,63,4,67
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,0,6
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,1,4
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,0,7
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,0,8
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,13,16
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,23,0,23
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,23,3,26
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,1,6
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,10,0,10
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,144,0,144
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,2,10
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,0,1,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,11,20
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,2,11
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,373,0,373
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,14,0,14
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,1,10
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,8,14
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,15,2,17
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,0,8
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,22,0,22
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,17,7,24
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,1,8
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,11,0,11
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,4,9
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,0,7
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,26,0,26
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,532,1,533
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,23,7,30
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,2,8
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,2,4
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,0,1,1
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,26,0,26
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,2,6
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,20,0,20
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,91,0,91
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,1,6
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,54,0,54
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,132,2,134
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,1,4
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,5,14
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,13,0,13
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,214,8,222
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,2,7
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,16,0,16
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,0,6
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,159,0,159
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,2,7
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,11,4,15
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,0,9
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,35,12,47
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,1,10
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,0,8
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,28,8,36
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,38,4,42
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,0,9
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,23,0,23
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,17,0,17
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,23,3,26
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,4,7
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,14,1,15
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,1,5
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,17,0,17
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,1,3
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,1,3
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,27,7,34
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,0,2,2
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,1,4
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,10,0,10
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,17,0,17
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3164,7,3171
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,11,0,11
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,11,0,11
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,0,7
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,4,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,2,4
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,1,4
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,15,0,15
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,17,0,17
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,73,0,73
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,4,8
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,15,4,19
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,111,0,111
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,0,6
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,2,9
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,7,0,7
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,2,10
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,2,5
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,684,1,685
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,0,1,1
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,1,6
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,17,1,18
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,90,5,95
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,25,0,25
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
TODOS SANTOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,0,1,1
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,2,7
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,5,7
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,4,0,4
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,3,4
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,14,3,17
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,0,5
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,190,0,190
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,27,2,29
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,1,2
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,16,2,18
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,2,8
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,0,3
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,25,2,27
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,5,5,10
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,6,0,6
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,55,7,62
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,2,0,2
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,22,0,22
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,9,8,17
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,1,0,1
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,108,2,110
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,25,1,26
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,82,1,83
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,8,0,8
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,119,0,119
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,3,1,4
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-10-01,206,1,207
