,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
CATACORA,consultas prenatales,repetidas,2012-10-01,3,0,3
CHACARILLA,consultas prenatales,repetidas,2012-10-01,2,0,2
CHALLAPATA,consultas prenatales,repetidas,2012-10-01,252,24,276
CHAQUI,consultas prenatales,repetidas,2012-10-01,40,3,43
CHARAGUA,consultas prenatales,repetidas,2012-10-01,157,8,165
CHARAÑA,consultas prenatales,repetidas,2012-10-01,10,0,10
CHAYANTA,consultas prenatales,repetidas,2012-10-01,53,21,74
CHIMORE,consultas prenatales,repetidas,2012-10-01,141,7,148
CHIPAYA,consultas prenatales,repetidas,2012-10-01,3,0,3
CHOQUE COTA,consultas prenatales,repetidas,2012-10-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2012-10-01,121,0,121
CHUMA,consultas prenatales,repetidas,2012-10-01,26,2,28
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2012-10-01,40,2,42
CKOCHAS,consultas prenatales,repetidas,2012-10-01,72,2,74
CLIZA,consultas prenatales,repetidas,2012-10-01,225,4,229
COBIJA,consultas prenatales,repetidas,2012-10-01,734,3,737
COCAPATA,consultas prenatales,repetidas,2012-10-01,37,47,84
COCHABAMBA,consultas prenatales,repetidas,2012-10-01,6955,3,6958
COIPASA,consultas prenatales,repetidas,2012-10-01,7,0,7
COLCAPIRHUA,consultas prenatales,repetidas,2012-10-01,620,0,620
"COLCHA ""K""",consultas prenatales,repetidas,2012-10-01,71,2,73
COLLANA,consultas prenatales,repetidas,2012-10-01,8,1,9
COLOMI,consultas prenatales,repetidas,2012-10-01,99,0,99
COLPA BELGICA,consultas prenatales,repetidas,2012-10-01,41,0,41
COLQUECHACA,consultas prenatales,repetidas,2012-10-01,98,43,141
COLQUENCHA,consultas prenatales,repetidas,2012-10-01,60,0,60
COLQUIRI,consultas prenatales,repetidas,2012-10-01,39,24,63
COMANCHE,consultas prenatales,repetidas,2012-10-01,8,0,8
COMARAPA,consultas prenatales,repetidas,2012-10-01,167,0,167
COMBAYA,consultas prenatales,repetidas,2012-10-01,12,4,16
CONCEPCION,consultas prenatales,repetidas,2012-10-01,118,4,122
COPACABANA,consultas prenatales,repetidas,2012-10-01,77,6,83
CORIPATA,consultas prenatales,repetidas,2012-10-01,44,0,44
CORO CORO,consultas prenatales,repetidas,2012-10-01,26,10,36
COROICO,consultas prenatales,repetidas,2012-10-01,109,0,109
CORQUE,consultas prenatales,repetidas,2012-10-01,17,6,23
COTAGAITA,consultas prenatales,repetidas,2012-10-01,115,4,119
COTOCA,consultas prenatales,repetidas,2012-10-01,419,0,419
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2012-10-01,0,2,2
CUATRO CAÑADAS,consultas prenatales,repetidas,2012-10-01,150,1,151
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2012-10-01,1,1,2
CUEVO,consultas prenatales,repetidas,2012-10-01,15,5,20
CULPINA,consultas prenatales,repetidas,2012-10-01,90,5,95
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2012-10-01,28,1,29
CURVA,consultas prenatales,repetidas,2012-10-01,8,5,13
DESAGUADERO,consultas prenatales,repetidas,2012-10-01,8,1,9
EL ALTO,consultas prenatales,repetidas,2012-10-01,6794,15,6809
EL CHORO,consultas prenatales,repetidas,2012-10-01,11,10,21
EL PUENTE(STC),consultas prenatales,repetidas,2012-10-01,99,0,99
EL PUENTE(TJA),consultas prenatales,repetidas,2012-10-01,73,8,81
EL TORNO,consultas prenatales,repetidas,2012-10-01,272,37,309
EL VILLAR,consultas prenatales,repetidas,2012-10-01,16,0,16
ENTRE RIOS TRJ,consultas prenatales,repetidas,2012-10-01,164,9,173
ENTRE RIOS CBBA,consultas prenatales,repetidas,2012-10-01,210,0,210
ESCARA,consultas prenatales,repetidas,2012-10-01,2,0,2
ESCOMA,consultas prenatales,repetidas,2012-10-01,22,1,23
ESMERALDA,consultas prenatales,repetidas,2012-10-01,0,1,1
EUCALIPTUS,consultas prenatales,repetidas,2012-10-01,22,0,22
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2012-10-01,7,7,14
EXALTACION,consultas prenatales,repetidas,2012-10-01,4,0,4
FERNANDEZ ALONSO,consultas prenatales,repetidas,2012-10-01,78,0,78
FILADELFIA,consultas prenatales,repetidas,2012-10-01,28,2,30
GENERAL SAAVEDRA,consultas prenatales,repetidas,2012-10-01,41,60,101
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2012-10-01,48,7,55
GUANAY,consultas prenatales,repetidas,2012-10-01,88,8,96
GUAQUI,consultas prenatales,repetidas,2012-10-01,17,2,19
GUAYARAMERIN,consultas prenatales,repetidas,2012-10-01,459,0,459
GUTIERREZ,consultas prenatales,repetidas,2012-10-01,75,12,87
HUACARETA,consultas prenatales,repetidas,2012-10-01,67,3,70
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2012-10-01,14,15,29
HUACHACALLA,consultas prenatales,repetidas,2012-10-01,6,0,6
HUANUNI,consultas prenatales,repetidas,2012-10-01,283,2,285
HUARACAJE,consultas prenatales,repetidas,2012-10-01,30,0,30
HUARINA,consultas prenatales,repetidas,2012-10-01,16,3,19
HUAYLLAMARCA,consultas prenatales,repetidas,2012-10-01,9,2,11
HUMANATA,consultas prenatales,repetidas,2012-10-01,12,6,18
ICHOCA,consultas prenatales,repetidas,2012-10-01,7,4,11
ICLA,consultas prenatales,repetidas,2012-10-01,37,23,60
INCAHUASI,consultas prenatales,repetidas,2012-10-01,50,45,95
INGAVI (HUMAITA),consultas prenatales,repetidas,2012-10-01,6,0,6
INQUISIVI,consultas prenatales,repetidas,2012-10-01,27,15,42
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2012-10-01,57,0,57
IXIAMAS,consultas prenatales,repetidas,2012-10-01,51,2,53
JESUS DE MACHACA,consultas prenatales,repetidas,2012-10-01,101,1,102
LA ASUNTA,consultas prenatales,repetidas,2012-10-01,168,0,168
LA GUARDIA,consultas prenatales,repetidas,2012-10-01,580,0,580
LA PAZ,consultas prenatales,repetidas,2012-10-01,7467,6,7473
LA RIVERA,consultas prenatales,repetidas,2012-10-01,1,0,1
LAGUNILLAS,consultas prenatales,repetidas,2012-10-01,26,3,29
LAJA,consultas prenatales,repetidas,2012-10-01,70,3,73
LAS CARRERAS,consultas prenatales,repetidas,2012-10-01,23,3,26
LICOMA PAMPA,consultas prenatales,repetidas,2012-10-01,14,1,15
LLALLAGUA,consultas prenatales,repetidas,2012-10-01,309,6,315
LLICA,consultas prenatales,repetidas,2012-10-01,23,1,24
LORETO,consultas prenatales,repetidas,2012-10-01,5,9,14
LURIBAY,consultas prenatales,repetidas,2012-10-01,20,5,25
MACHACAMARCA,consultas prenatales,repetidas,2012-10-01,39,0,39
MACHARETI,consultas prenatales,repetidas,2012-10-01,52,2,54
MAGDALENA,consultas prenatales,repetidas,2012-10-01,96,1,97
MAIRANA,consultas prenatales,repetidas,2012-10-01,84,0,84
MALLA,consultas prenatales,repetidas,2012-10-01,2,2,4
MAPIRI,consultas prenatales,repetidas,2012-10-01,113,0,113
MECAPACA,consultas prenatales,repetidas,2012-10-01,52,11,63
MINEROS,consultas prenatales,repetidas,2012-10-01,183,0,183
MIZQUE,consultas prenatales,repetidas,2012-10-01,217,1,218
MOCOMOCO,consultas prenatales,repetidas,2012-10-01,27,9,36
MOJINETE,consultas prenatales,repetidas,2012-10-01,2,1,3
MOJOCOYA,consultas prenatales,repetidas,2012-10-01,36,12,48
MONTEAGUDO,consultas prenatales,repetidas,2012-10-01,272,19,291
MONTERO,consultas prenatales,repetidas,2012-10-01,1043,1,1044
MORO MORO,consultas prenatales,repetidas,2012-10-01,16,1,17
MOROCHATA,consultas prenatales,repetidas,2012-10-01,34,14,48
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2012-10-01,5,14,19
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2012-10-01,14,8,22
OCURI,consultas prenatales,repetidas,2012-10-01,62,37,99
OKINAWA,consultas prenatales,repetidas,2012-10-01,99,6,105
OMEREQUE,consultas prenatales,repetidas,2012-10-01,33,9,42
ORURO,consultas prenatales,repetidas,2012-10-01,2910,0,2910
PADCAYA,consultas prenatales,repetidas,2012-10-01,91,11,102
PADILLA,consultas prenatales,repetidas,2012-10-01,67,11,78
PAILON,consultas prenatales,repetidas,2012-10-01,23,0,23
PALCA,consultas prenatales,repetidas,2012-10-01,57,3,60
PALOS BLANCOS,consultas prenatales,repetidas,2012-10-01,212,2,214
PAMPA AULLAGAS,consultas prenatales,repetidas,2012-10-01,15,1,16
PAMPA GRANDE,consultas prenatales,repetidas,2012-10-01,63,0,63
PAPEL PAMPA,consultas prenatales,repetidas,2012-10-01,13,12,25
PASORAPA,consultas prenatales,repetidas,2012-10-01,6,0,6
PATACAMAYA,consultas prenatales,repetidas,2012-10-01,175,0,175
PAZÑA,consultas prenatales,repetidas,2012-10-01,23,7,30
PELECHUCO,consultas prenatales,repetidas,2012-10-01,32,0,32
POCOATA,consultas prenatales,repetidas,2012-10-01,88,28,116
POCONA,consultas prenatales,repetidas,2012-10-01,58,0,58
POJO (CBBA),consultas prenatales,repetidas,2012-10-01,80,0,80
POOPO,consultas prenatales,repetidas,2012-10-01,38,0,38
PORCO,consultas prenatales,repetidas,2012-10-01,96,3,99
POROMA,consultas prenatales,repetidas,2012-10-01,73,37,110
PORONGO,consultas prenatales,repetidas,2012-10-01,37,2,39
PORTACHUELO,consultas prenatales,repetidas,2012-10-01,242,0,242
PORVENIR,consultas prenatales,repetidas,2012-10-01,36,0,36
POSTRER VALLE,consultas prenatales,repetidas,2012-10-01,7,0,7
POTOSI,consultas prenatales,repetidas,2012-10-01,1834,0,1834
PRESTO,consultas prenatales,repetidas,2012-10-01,27,29,56
PUCARA,consultas prenatales,repetidas,2012-10-01,6,6,12
PUCARANI,consultas prenatales,repetidas,2012-10-01,132,7,139
PUERTO ACOSTA,consultas prenatales,repetidas,2012-10-01,20,7,27
PUERTO CARABUCO,consultas prenatales,repetidas,2012-10-01,20,9,29
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2012-10-01,28,1,29
PUERTO PEREZ,consultas prenatales,repetidas,2012-10-01,14,7,21
PUERTO QUIJARRO,consultas prenatales,repetidas,2012-10-01,85,0,85
PUERTO RICO,consultas prenatales,repetidas,2012-10-01,56,4,60
PUERTO SILES,consultas prenatales,repetidas,2012-10-01,7,0,7
PUERTO SUAREZ,consultas prenatales,repetidas,2012-10-01,129,0,129
PUERTO VILLARROEL,consultas prenatales,repetidas,2012-10-01,562,1,563
PUNA,consultas prenatales,repetidas,2012-10-01,104,14,118
PUNATA,consultas prenatales,repetidas,2012-10-01,277,0,277
QUIABAYA,consultas prenatales,repetidas,2012-10-01,4,0,4
QUILLACOLLO,consultas prenatales,repetidas,2012-10-01,655,2,657
QUIME,consultas prenatales,repetidas,2012-10-01,55,0,55
QUIRUSILLAS,consultas prenatales,repetidas,2012-10-01,7,0,7
RAVELO,consultas prenatales,repetidas,2012-10-01,46,19,65
REYES,consultas prenatales,repetidas,2012-10-01,78,13,91
RIBERALTA,consultas prenatales,repetidas,2012-10-01,1395,51,1446
ROBORE,consultas prenatales,repetidas,2012-10-01,73,0,73
RURRENABAQUE,consultas prenatales,repetidas,2012-10-01,138,0,138
SABAYA,consultas prenatales,repetidas,2012-10-01,15,0,15
SACABA,consultas prenatales,repetidas,2012-10-01,1283,0,1283
SACABAMBA,consultas prenatales,repetidas,2012-10-01,18,3,21
SACACA,consultas prenatales,repetidas,2012-10-01,117,24,141
SAIPINA,consultas prenatales,repetidas,2012-10-01,31,0,31
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2012-10-01,29,7,36
SAMAIPATA,consultas prenatales,repetidas,2012-10-01,63,0,63
SAN AGUSTIN,consultas prenatales,repetidas,2012-10-01,8,1,9
SAN ANDRES,consultas prenatales,repetidas,2012-10-01,43,0,43
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2012-10-01,11,7,18
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2012-10-01,7,2,9
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2012-10-01,37,8,45
SAN BENITO,consultas prenatales,repetidas,2012-10-01,87,0,87
SAN BORJA,consultas prenatales,repetidas,2012-10-01,332,14,346
SAN BUENA VENTURA,consultas prenatales,repetidas,2012-10-01,95,2,97
SAN CARLOS,consultas prenatales,repetidas,2012-10-01,169,0,169
SAN IGNACIO,consultas prenatales,repetidas,2012-10-01,168,3,171
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2012-10-01,408,25,433
SAN JAVIER(BNI),consultas prenatales,repetidas,2012-10-01,10,4,14
SAN JAVIER(STC),consultas prenatales,repetidas,2012-10-01,147,0,147
SAN JOAQUIN,consultas prenatales,repetidas,2012-10-01,28,0,28
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2012-10-01,108,0,108
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2012-10-01,66,0,66
SAN JULIAN,consultas prenatales,repetidas,2012-10-01,222,13,235
SAN LORENZO(PND),consultas prenatales,repetidas,2012-10-01,17,2,19
SAN LORENZO(TJA),consultas prenatales,repetidas,2012-10-01,116,6,122
SAN LUCAS,consultas prenatales,repetidas,2012-10-01,215,76,291
SAN MATIAS,consultas prenatales,repetidas,2012-10-01,94,1,95
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2012-10-01,67,5,72
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2012-10-01,12,1,13
SAN PEDRO,consultas prenatales,repetidas,2012-10-01,92,5,97
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2012-10-01,101,26,127
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2012-10-01,20,2,22
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2012-10-01,3,0,3
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2012-10-01,21,1,22
SAN PEDRO(PND),consultas prenatales,repetidas,2012-10-01,8,2,10
SAN RAFAEL,consultas prenatales,repetidas,2012-10-01,53,4,57
SAN RAMON BENI,consultas prenatales,repetidas,2012-10-01,44,0,44
SAN RAMON SCZ,consultas prenatales,repetidas,2012-10-01,90,0,90
SANTA ANA,consultas prenatales,repetidas,2012-10-01,194,0,194
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2012-10-01,9339,0,9339
SANTA ROSA,consultas prenatales,repetidas,2012-10-01,64,0,64
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2012-10-01,116,0,116
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2012-10-01,9,8,17
SANTIAGO DE HUARI,consultas prenatales,repetidas,2012-10-01,43,7,50
SANTIAGO DE HUATA,consultas prenatales,repetidas,2012-10-01,16,19,35
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2012-10-01,8,0,8
SANTIVAÑES,consultas prenatales,repetidas,2012-10-01,34,0,34
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2012-10-01,17,2,19
SAPAHAQUI,consultas prenatales,repetidas,2012-10-01,24,4,28
SENA,consultas prenatales,repetidas,2012-10-01,36,0,36
SHINAOTA,consultas prenatales,repetidas,2012-10-01,425,0,425
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2012-10-01,79,5,84
SICAYA,consultas prenatales,repetidas,2012-10-01,16,0,16
SIPE SIPE,consultas prenatales,repetidas,2012-10-01,398,0,398
SOPACHUY,consultas prenatales,repetidas,2012-10-01,46,5,51
SORACACHI,consultas prenatales,repetidas,2012-10-01,48,16,64
SORATA,consultas prenatales,repetidas,2012-10-01,94,6,100
SUCRE,consultas prenatales,repetidas,2012-10-01,3095,15,3110
TACACHI,consultas prenatales,repetidas,2012-10-01,2,0,2
TACACOMA,consultas prenatales,repetidas,2012-10-01,57,0,57
TACOBAMBA,consultas prenatales,repetidas,2012-10-01,27,12,39
TACOPAYA,consultas prenatales,repetidas,2012-10-01,51,5,56
TAHUA,consultas prenatales,repetidas,2012-10-01,2,0,2
TAPACARI,consultas prenatales,repetidas,2012-10-01,98,16,114
TARABUCO,consultas prenatales,repetidas,2012-10-01,99,29,128
TARACO,consultas prenatales,repetidas,2012-10-01,12,0,12
TARATA,consultas prenatales,repetidas,2012-10-01,48,1,49
TARIJA,consultas prenatales,repetidas,2012-10-01,2093,7,2100
TARVITA,consultas prenatales,repetidas,2012-10-01,58,24,82
TEOPONTE,consultas prenatales,repetidas,2012-10-01,56,10,66
TIAWANACU,consultas prenatales,repetidas,2012-10-01,57,0,57
TINGUIPAYA,consultas prenatales,repetidas,2012-10-01,65,10,75
TIPUANI,consultas prenatales,repetidas,2012-10-01,87,0,87
TIQUIPAYA,consultas prenatales,repetidas,2012-10-01,586,5,591
TIRAQUE (CBBA),consultas prenatales,repetidas,2012-10-01,80,7,87
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2012-10-01,3,1,4
TOCO,consultas prenatales,repetidas,2012-10-01,49,0,49
TOLATA,consultas prenatales,repetidas,2012-10-01,36,0,36
TOLEDO,consultas prenatales,repetidas,2012-10-01,18,1,19
TOMAVE,consultas prenatales,repetidas,2012-10-01,29,19,48
TOMINA,consultas prenatales,repetidas,2012-10-01,51,1,52
TORO TORO,consultas prenatales,repetidas,2012-10-01,35,9,44
TOTORA(CBBA),consultas prenatales,repetidas,2012-10-01,176,5,181
TOTORA(ORR),consultas prenatales,repetidas,2012-10-01,22,2,24
TRIGAL,consultas prenatales,repetidas,2012-10-01,4,0,4
TRINIDAD,consultas prenatales,repetidas,2012-10-01,1252,0,1252
TUPIZA,consultas prenatales,repetidas,2012-10-01,304,15,319
TURCO,consultas prenatales,repetidas,2012-10-01,20,0,20
UMALA,consultas prenatales,repetidas,2012-10-01,12,8,20
UNCIA,consultas prenatales,repetidas,2012-10-01,106,18,124
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2012-10-01,77,1,78
URUBICHA,consultas prenatales,repetidas,2012-10-01,45,0,45
UYUNI,consultas prenatales,repetidas,2012-10-01,273,8,281
VACAS,consultas prenatales,repetidas,2012-10-01,39,4,43
VALLEGRANDE,consultas prenatales,repetidas,2012-10-01,119,2,121
VIACHA,consultas prenatales,repetidas,2012-10-01,312,5,317
VILA VILA,consultas prenatales,repetidas,2012-10-01,10,2,12
VILLA CHARCAS,consultas prenatales,repetidas,2012-10-01,93,29,122
VILLA MONTES,consultas prenatales,repetidas,2012-10-01,328,16,344
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2012-10-01,17,3,20
VILLA RIVERO,consultas prenatales,repetidas,2012-10-01,35,0,35
VILLA SERRANO,consultas prenatales,repetidas,2012-10-01,29,20,49
VILLA TUNARI,consultas prenatales,repetidas,2012-10-01,764,4,768
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2012-10-01,95,20,115
VILLAZON,consultas prenatales,repetidas,2012-10-01,339,10,349
VINTO,consultas prenatales,repetidas,2012-10-01,290,2,292
VITICHI,consultas prenatales,repetidas,2012-10-01,44,9,53
WALDO BALLIVIAN,consultas prenatales,repetidas,2012-10-01,15,0,15
WARNES,consultas prenatales,repetidas,2012-10-01,779,0,779
YACO,consultas prenatales,repetidas,2012-10-01,22,11,33
YACUIBA,consultas prenatales,repetidas,2012-10-01,553,15,568
YAMPARAEZ,consultas prenatales,repetidas,2012-10-01,37,10,47
YAPACANI,consultas prenatales,repetidas,2012-10-01,497,1,498
YOCALLA,consultas prenatales,repetidas,2012-10-01,31,6,37
YOTALA,consultas prenatales,repetidas,2012-10-01,45,3,48
YUNCHARA,consultas prenatales,repetidas,2012-10-01,13,25,38
ZUDAÑEZ,consultas prenatales,repetidas,2012-10-01,47,5,52
ACACIO,consultas prenatales,repetidas,2012-11-01,20,3,23
ACHACACHI,consultas prenatales,repetidas,2012-11-01,145,5,150
ACHOCALLA,consultas prenatales,repetidas,2012-11-01,47,3,50
AIQUILE,consultas prenatales,repetidas,2012-11-01,194,0,194
ALALAY,consultas prenatales,repetidas,2012-11-01,5,0,5
ALCALA,consultas prenatales,repetidas,2012-11-01,18,2,20
ALTO BENI,consultas prenatales,repetidas,2012-11-01,45,5,50
ANCORAIMES,consultas prenatales,repetidas,2012-11-01,52,0,52
ANDAMARCA,consultas prenatales,repetidas,2012-11-01,2,7,9
ANTEQUERA,consultas prenatales,repetidas,2012-11-01,20,1,21
ANZALDO,consultas prenatales,repetidas,2012-11-01,11,3,14
APOLO,consultas prenatales,repetidas,2012-11-01,64,11,75
ARAMPAMPA,consultas prenatales,repetidas,2012-11-01,25,6,31
ARANI,consultas prenatales,repetidas,2012-11-01,100,4,104
ARBIETO,consultas prenatales,repetidas,2012-11-01,55,7,62
ARQUE,consultas prenatales,repetidas,2012-11-01,57,2,59
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2012-11-01,206,5,211
ATOCHA,consultas prenatales,repetidas,2012-11-01,92,1,93
AUCAPATA,consultas prenatales,repetidas,2012-11-01,8,3,11
AYATA,consultas prenatales,repetidas,2012-11-01,27,9,36
AYO AYO,consultas prenatales,repetidas,2012-11-01,33,1,34
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2012-11-01,131,10,141
AZURDUY,consultas prenatales,repetidas,2012-11-01,25,14,39
BATALLAS,consultas prenatales,repetidas,2012-11-01,58,2,60
BAURES,consultas prenatales,repetidas,2012-11-01,30,0,30
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2012-11-01,3,0,3
BELEN DE URMIRI,consultas prenatales,repetidas,2012-11-01,7,4,11
BELLA FLOR,consultas prenatales,repetidas,2012-11-01,6,0,6
BERMEJO,consultas prenatales,repetidas,2012-11-01,322,3,325
BETANZOS,consultas prenatales,repetidas,2012-11-01,148,13,161
BOLIVAR,consultas prenatales,repetidas,2012-11-01,18,9,27
BOLPEBRA,consultas prenatales,repetidas,2012-11-01,6,3,9
BOYUIBE,consultas prenatales,repetidas,2012-11-01,19,0,19
BUENA VISTA,consultas prenatales,repetidas,2012-11-01,48,2,50
CABEZAS,consultas prenatales,repetidas,2012-11-01,140,2,142
CAIROMA,consultas prenatales,repetidas,2012-11-01,20,5,25
"CAIZA ""D""",consultas prenatales,repetidas,2012-11-01,48,3,51
CAJUATA,consultas prenatales,repetidas,2012-11-01,41,10,51
CALACOTO,consultas prenatales,repetidas,2012-11-01,10,7,17
CALAMARCA,consultas prenatales,repetidas,2012-11-01,47,1,48
CAMARGO,consultas prenatales,repetidas,2012-11-01,128,4,132
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2012-11-01,16,4,20
CAMIRI,consultas prenatales,repetidas,2012-11-01,298,2,300
CAPINOTA,consultas prenatales,repetidas,2012-11-01,190,0,190
CAQUIAVIRI,consultas prenatales,repetidas,2012-11-01,30,10,40
CARACOLLO,consultas prenatales,repetidas,2012-11-01,95,5,100
CARANAVI,consultas prenatales,repetidas,2012-11-01,324,9,333
CARAPARI,consultas prenatales,repetidas,2012-11-01,121,0,121
CARIPUYO,consultas prenatales,repetidas,2012-11-01,19,31,50
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2012-11-01,27,5,32
CATACORA,consultas prenatales,repetidas,2012-11-01,2,0,2
CHACARILLA,consultas prenatales,repetidas,2012-11-01,2,0,2
CHALLAPATA,consultas prenatales,repetidas,2012-11-01,211,32,243
CHAQUI,consultas prenatales,repetidas,2012-11-01,36,1,37
CHARAGUA,consultas prenatales,repetidas,2012-11-01,162,4,166
CHARAÑA,consultas prenatales,repetidas,2012-11-01,14,0,14
CHAYANTA,consultas prenatales,repetidas,2012-11-01,45,30,75
CHIMORE,consultas prenatales,repetidas,2012-11-01,129,2,131
CHIPAYA,consultas prenatales,repetidas,2012-11-01,12,0,12
CHOQUE COTA,consultas prenatales,repetidas,2012-11-01,5,2,7
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2012-11-01,136,0,136
CHUMA,consultas prenatales,repetidas,2012-11-01,30,4,34
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2012-11-01,37,4,41
CKOCHAS,consultas prenatales,repetidas,2012-11-01,55,0,55
CLIZA,consultas prenatales,repetidas,2012-11-01,214,0,214
COBIJA,consultas prenatales,repetidas,2012-11-01,826,5,831
COCAPATA,consultas prenatales,repetidas,2012-11-01,30,54,84
COCHABAMBA,consultas prenatales,repetidas,2012-11-01,6573,0,6573
COIPASA,consultas prenatales,repetidas,2012-11-01,5,0,5
COLCAPIRHUA,consultas prenatales,repetidas,2012-11-01,436,22,458
"COLCHA ""K""",consultas prenatales,repetidas,2012-11-01,68,4,72
COLLANA,consultas prenatales,repetidas,2012-11-01,5,2,7
COLOMI,consultas prenatales,repetidas,2012-11-01,88,0,88
COLPA BELGICA,consultas prenatales,repetidas,2012-11-01,41,0,41
COLQUECHACA,consultas prenatales,repetidas,2012-11-01,112,37,149
COLQUENCHA,consultas prenatales,repetidas,2012-11-01,49,1,50
COLQUIRI,consultas prenatales,repetidas,2012-11-01,49,32,81
COMANCHE,consultas prenatales,repetidas,2012-11-01,5,1,6
COMARAPA,consultas prenatales,repetidas,2012-11-01,161,0,161
COMBAYA,consultas prenatales,repetidas,2012-11-01,0,5,5
CONCEPCION,consultas prenatales,repetidas,2012-11-01,117,1,118
COPACABANA,consultas prenatales,repetidas,2012-11-01,61,3,64
CORIPATA,consultas prenatales,repetidas,2012-11-01,100,0,100
CORO CORO,consultas prenatales,repetidas,2012-11-01,30,3,33
COROICO,consultas prenatales,repetidas,2012-11-01,136,0,136
CORQUE,consultas prenatales,repetidas,2012-11-01,25,6,31
COTAGAITA,consultas prenatales,repetidas,2012-11-01,98,14,112
COTOCA,consultas prenatales,repetidas,2012-11-01,347,0,347
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2012-11-01,0,2,2
CUATRO CAÑADAS,consultas prenatales,repetidas,2012-11-01,177,2,179
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2012-11-01,4,0,4
CUEVO,consultas prenatales,repetidas,2012-11-01,18,5,23
CULPINA,consultas prenatales,repetidas,2012-11-01,83,14,97
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2012-11-01,22,3,25
CURVA,consultas prenatales,repetidas,2012-11-01,2,5,7
DESAGUADERO,consultas prenatales,repetidas,2012-11-01,18,0,18
EL ALTO,consultas prenatales,repetidas,2012-11-01,6160,40,6200
EL CHORO,consultas prenatales,repetidas,2012-11-01,8,9,17
EL PUENTE(STC),consultas prenatales,repetidas,2012-11-01,71,0,71
EL PUENTE(TJA),consultas prenatales,repetidas,2012-11-01,66,11,77
EL TORNO,consultas prenatales,repetidas,2012-11-01,267,1,268
EL VILLAR,consultas prenatales,repetidas,2012-11-01,12,5,17
ENTRE RIOS TRJ,consultas prenatales,repetidas,2012-11-01,164,8,172
ENTRE RIOS CBBA,consultas prenatales,repetidas,2012-11-01,175,0,175
ESCARA,consultas prenatales,repetidas,2012-11-01,2,0,2
ESCOMA,consultas prenatales,repetidas,2012-11-01,26,0,26
ESMERALDA,consultas prenatales,repetidas,2012-11-01,0,1,1
EUCALIPTUS,consultas prenatales,repetidas,2012-11-01,22,0,22
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2012-11-01,7,1,8
EXALTACION,consultas prenatales,repetidas,2012-11-01,6,0,6
FERNANDEZ ALONSO,consultas prenatales,repetidas,2012-11-01,83,0,83
FILADELFIA,consultas prenatales,repetidas,2012-11-01,28,1,29
