,group,variable,month,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,TOTALES,TOTALES,TOTALES
COBIJA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,23
COIPASA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLLANA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
COLOMI,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
COTOCA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CRUZ DE MACHACAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
EL ALTO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,77,132,5,14,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,82,157,239
ESCOMA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EUCALIPTUS,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
FERNANDEZ ALONSO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GAIOC JATUN AYLLU YURA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
HUACARETA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
HUANUNI,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUARINA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,6,0,0,0,9,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20
HUATAJATA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ICLA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,104,159,4,177,5,47,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,118,408,526
LAJA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LAS CARRERAS,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
MACHARETI,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,13,10,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
MAIRANA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOCOMOCO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAPEL PAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PATACAMAYA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,57,141,3,18,2,23,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,67,184,251
PELECHUCO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO CARABUCO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
RAVELO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAMAIPATA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN LORENZO(PND),teleeducacion,nro de participantes de telecapacitacion,2024-11-01,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,12
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN PEDRO DE CURAHUARA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE CALLAPA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SOPACHUY,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,6,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SUCRE,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,49,61,4,11,4,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,82,144
TAHUA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
TARACO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19
TITO YUPANQUI (PARQUIPUJIO),teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
TOCO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOLATA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMINA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
TOTORA(CBBA),teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
UMALA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
UNCIA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA NUEVA (LOMA ALTA),teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
VILLA SERRANO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VILLA VACA GUZMAN (MUYUPAMPA),teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
WALDO BALLIVIAN,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,7,5,0,0,1,1,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,11,12,23
YOTALA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ANZALDO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARQUE,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BATALLAS,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
BELEN DE URMIRI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALACOTO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CALAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
CAQUIAVIRI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,20,13,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,21,41
CARANAVI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CARAPARI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,3,7,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31,34
CARMEN RIVERO TORREZ,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CATACORA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CHIMORE,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLLANA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLOMI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CORO CORO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTOCA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CRUZ DE MACHACAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,10
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
DESAGUADERO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
EL ALTO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,241,413,7,28,6,17,2,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,264,474,738
ESCOMA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
FERNANDEZ ALONSO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
GUANAY,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
GUAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
HUACARETA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
HUANUNI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,19,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33
ICHOCA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ICLA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,42
LAJA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MACHARETI,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
MOCOMOCO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,13,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
PAPEL PAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
PELECHUCO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POROMA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO GONZALO MORENO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO RICO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,2,2,1,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,2,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
RIBERALTA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SALINAS DE GARCI MENDOZA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAN ANDRES DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,25,44,0,4,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,27,52,79
SANTIAGO DE CALLAPA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
SORATA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
TAHUA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOCO,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TOLATA,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
TRINIDAD,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,30,21,3,9,3,17,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,39,51,90
URIONDO (A. CONCEPCION),teleeducacion,nro de participantes de telecapacitacion,2024-12-01,8,3,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
VILLA CHARCAS,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA NUEVA (LOMA ALTA),teleeducacion,nro de participantes de telecapacitacion,2024-12-01,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
VILLAZON,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-12-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
