municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,8,8
PUERTO QUIJARRO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,4,4
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
REYES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,43,43
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,14,14
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,9,9
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,28,28
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
SAMAIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
SAN AGUSTIN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,4,4
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,7,7
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
SAN PEDRO DE TIQUINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,8,8
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,5,5
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,146,146
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,17,17
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
TIQUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,4,4
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,79,79
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,31,31
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,27,27
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,38,38
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,46,46
YANACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
YOTALA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
ACHOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,5,5
CALAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
CARACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,5,5
CHAYANTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
CHIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,19,19
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,10,10
"COLCHA ""K""",referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,6,6
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,29,29
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,11,11
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
GENERAL SAAVEDRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
HUARINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
IXIAMAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,25,25
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,223,223
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,7,7
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
OKINAWA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,7,7
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
PALCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
PASORAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
POJO (CBBA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
POSTRER VALLE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,54,54
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
PUCARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,5,5
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,8,8
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,10,10
SAMAIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SAN ANTONIO DE ESMORUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,9,9
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,101,101
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
SANTIAGO DE HUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,192,192
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,10,10
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
TEOPONTE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,14,14
VACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,2,2
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,30,30
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,4,4
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,35,35
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-11-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,4,4
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CAIROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CHIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,57,57
COCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
COLQUENCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,6,6
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,10,10
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,4,4
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
GENERAL SAAVEDRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,119,119
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,4,4
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,4,4
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,5,5
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,12,12
PAMPA AULLAGAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
PAPEL PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,102,102
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,7,7
PUERTO QUIJARRO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,6,6
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,12,12
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,7,7
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,5,5
SAN JUAN DE YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,171,171
SANTA ROSA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,13,13
SANTIAGO DE HUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,172,172
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
TEOPONTE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,6,6
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,21,21
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,17,17
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,54,54
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,7,7
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,2,2
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-12-01,74,74
