municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,49,49
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,4,4
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,30,30
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,30,30
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,53,53
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,20,20
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,41,41
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,109,109
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1551,1551
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,59,59
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,11,11
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,41,41
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,40,40
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,22,22
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,23,23
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,38,38
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,20,20
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,14,14
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,4,4
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,21,21
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,33,33
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,54,54
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,34,34
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,4,4
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,26,26
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1297,1297
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,4,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,22,22
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,11,11
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,70,70
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,55,55
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,32,32
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,30,30
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,37,37
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,14,14
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,112,112
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,18,18
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,17,17
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,65,65
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,4,4
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,17,17
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,39,39
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,15,15
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,9,9
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,13,13
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,9,9
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,45,45
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,129,129
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1598,1598
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,109,109
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,15,15
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,13,13
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,37,37
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,18,18
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,26,26
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,52,52
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,18,18
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,9,9
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,52,52
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,266,266
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,48,48
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,25,25
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,37,37
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,11,11
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,591,591
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,29,29
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,29,29
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,50,50
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,17,17
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,30,30
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,12,12
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,9,9
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,16,16
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,26,26
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,39,39
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,504,504
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,23,23
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,15,15
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,14,14
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,13,13
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,9,9
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,35,35
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,23,23
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,39,39
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,103,103
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,41,41
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,44,44
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,144,144
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,13,13
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,24,24
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,46,46
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,270,270
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,31,31
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,34,34
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,285,285
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,39,39
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,22,22
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,15,15
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,18,18
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,14,14
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,73,73
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,25,25
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,83,83
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,37,37
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,160,160
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,22,22
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,40,40
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,24,24
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,98,98
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,11,11
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,25,25
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,61,61
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,27,27
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,17,17
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,34,34
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,27,27
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,11,11
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,24,24
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,26,26
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3548,3548
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,27,27
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,33,33
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,4,4
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,21,21
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,23,23
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,50,50
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,26,26
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,535,535
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,14,14
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,32,32
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,26,26
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,13,13
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,320,320
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,20,20
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,25,25
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,44,44
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,84,84
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,91,91
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,4,4
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,11,11
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,17,17
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,260,260
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,118,118
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,2,2
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,30,30
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,10,10
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,54,54
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,13,13
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,23,23
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,53,53
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,63,63
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,188,188
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,14,14
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,68,68
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,41,41
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,17,17
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,1,1
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,151,151
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,5,5
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,149,149
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,7,7
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,3,3
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,71,71
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,8,8
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,6,6
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-10-01,19,19
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,13,13
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,37,37
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,8,8
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,45,45
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,2,2
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,14,14
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,3,3
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,4,4
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,5,5
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,19,19
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,4,4
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,15,15
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,3,3
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,10,10
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,57,57
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,20,20
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,6,6
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,8,8
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,36,36
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,8,8
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,15,15
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,2,2
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,1,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,1,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,4,4
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,47,47
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,56,56
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,11,11
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,2,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,5,5
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,17,17
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,31,31
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,10,10
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2006-11-01,12,12
