,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
PATACAMAYA,atencion odontologica,exodoncia,2020-10-01,0,1,16,7,0,4,6,25,1,1,0,0,0,0,61
PAZÑA,atencion odontologica,exodoncia,2020-10-01,0,0,9,8,1,7,4,10,2,2,0,0,0,0,43
PELECHUCO,atencion odontologica,exodoncia,2020-10-01,0,0,2,1,2,5,7,10,4,0,0,0,0,0,31
POCOATA,atencion odontologica,exodoncia,2020-10-01,0,0,8,14,4,10,11,30,6,9,0,0,0,0,92
POCONA,atencion odontologica,exodoncia,2020-10-01,0,0,4,3,4,6,2,2,2,4,0,0,0,0,27
POJO (CBBA),atencion odontologica,exodoncia,2020-10-01,0,0,9,12,1,7,7,24,1,5,0,0,0,0,66
POOPO,atencion odontologica,exodoncia,2020-10-01,0,0,3,7,2,1,5,8,2,2,0,0,0,0,30
PORCO,atencion odontologica,exodoncia,2020-10-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
POROMA,atencion odontologica,exodoncia,2020-10-01,1,0,1,3,0,2,13,18,3,1,0,0,0,0,42
PORONGO,atencion odontologica,exodoncia,2020-10-01,0,3,22,20,3,6,5,24,6,2,0,0,0,0,91
PORTACHUELO,atencion odontologica,exodoncia,2020-10-01,0,0,2,4,0,0,0,7,0,0,0,0,0,0,13
PORVENIR,atencion odontologica,exodoncia,2020-10-01,0,0,5,3,1,0,2,4,1,0,0,0,0,0,16
POSTRER VALLE,atencion odontologica,exodoncia,2020-10-01,1,0,2,3,0,2,1,8,0,0,0,0,0,0,17
POTOSI,atencion odontologica,exodoncia,2020-10-01,0,2,40,41,16,24,22,91,13,21,0,0,0,0,270
PRESTO,atencion odontologica,exodoncia,2020-10-01,0,0,5,2,1,1,5,24,2,2,0,0,0,0,42
PUCARA,atencion odontologica,exodoncia,2020-10-01,0,0,7,0,0,0,0,0,1,0,0,0,0,0,8
PUCARANI,atencion odontologica,exodoncia,2020-10-01,0,0,26,39,10,18,16,59,17,10,0,0,0,0,195
PUERTO ACOSTA,atencion odontologica,exodoncia,2020-10-01,0,0,12,10,5,10,15,24,13,11,0,0,0,0,100
PUERTO CARABUCO,atencion odontologica,exodoncia,2020-10-01,0,0,10,8,10,10,10,21,15,6,0,0,0,0,90
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2020-10-01,1,0,11,11,5,4,7,8,1,1,0,0,0,0,49
PUERTO PEREZ,atencion odontologica,exodoncia,2020-10-01,0,1,8,3,1,2,1,5,3,0,0,0,0,0,24
PUERTO RICO,atencion odontologica,exodoncia,2020-10-01,1,1,10,31,5,1,5,2,0,0,0,0,0,0,56
PUERTO VILLARROEL,atencion odontologica,exodoncia,2020-10-01,0,2,34,31,8,7,10,43,14,6,0,0,0,0,155
PUNA,atencion odontologica,exodoncia,2020-10-01,0,0,4,3,2,3,8,7,2,15,0,0,0,0,44
PUNATA,atencion odontologica,exodoncia,2020-10-01,0,0,15,12,0,6,2,11,0,0,0,0,0,0,46
QUIABAYA,atencion odontologica,exodoncia,2020-10-01,0,0,11,12,3,8,9,11,1,1,0,0,0,0,56
QUILLACOLLO,atencion odontologica,exodoncia,2020-10-01,0,0,50,34,6,7,23,48,17,12,0,0,0,0,197
QUIME,atencion odontologica,exodoncia,2020-10-01,3,1,25,14,2,8,21,28,1,4,0,0,0,0,107
RAVELO,atencion odontologica,exodoncia,2020-10-01,0,0,9,11,2,8,10,35,16,19,0,0,0,0,110
REYES,atencion odontologica,exodoncia,2020-10-01,0,0,8,7,1,1,3,12,1,2,0,0,0,0,35
RIBERALTA,atencion odontologica,exodoncia,2020-10-01,0,0,10,17,8,15,27,50,6,2,0,0,0,0,135
ROBORE,atencion odontologica,exodoncia,2020-10-01,0,0,10,3,3,1,1,1,0,0,0,0,0,0,19
RURRENABAQUE,atencion odontologica,exodoncia,2020-10-01,0,0,6,8,0,0,4,10,1,0,0,0,0,0,29
SABAYA,atencion odontologica,exodoncia,2020-10-01,0,0,6,3,1,1,4,6,1,3,0,0,0,0,25
SACABA,atencion odontologica,exodoncia,2020-10-01,4,1,85,75,7,26,34,57,32,22,0,0,0,0,343
SACABAMBA,atencion odontologica,exodoncia,2020-10-01,0,0,0,4,2,3,0,0,0,4,0,0,0,0,13
SACACA,atencion odontologica,exodoncia,2020-10-01,0,0,9,9,3,8,12,27,0,3,0,0,0,0,71
SAIPINA,atencion odontologica,exodoncia,2020-10-01,0,0,5,1,0,1,1,7,0,0,0,0,0,0,15
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2020-10-01,0,0,8,14,4,9,12,17,7,5,0,0,0,0,76
SAMAIPATA,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,exodoncia,2020-10-01,0,0,1,1,4,2,6,6,4,2,0,0,0,0,26
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2020-10-01,0,0,6,8,2,2,2,21,11,7,0,0,0,0,59
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2020-10-01,0,0,0,2,0,2,0,3,1,0,0,0,0,0,8
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2020-10-01,0,0,1,0,0,0,1,3,0,1,0,0,0,0,6
SAN BENITO,atencion odontologica,exodoncia,2020-10-01,2,0,10,10,0,2,1,3,0,7,0,0,0,0,35
SAN BORJA,atencion odontologica,exodoncia,2020-10-01,0,0,14,33,15,30,17,54,5,6,0,0,0,0,174
SAN BUENA VENTURA,atencion odontologica,exodoncia,2020-10-01,0,0,9,9,6,7,8,14,2,5,0,0,0,0,60
SAN CARLOS,atencion odontologica,exodoncia,2020-10-01,0,0,2,5,1,1,4,6,6,2,0,0,0,0,27
SAN IGNACIO,atencion odontologica,exodoncia,2020-10-01,0,0,43,30,5,15,32,30,4,3,0,0,0,0,162
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,1,1,1,10,12,3,0,0,0,0,28
SAN JAVIER(BNI),atencion odontologica,exodoncia,2020-10-01,0,0,0,1,0,0,1,1,0,2,0,0,0,0,5
SAN JAVIER(STC),atencion odontologica,exodoncia,2020-10-01,0,0,2,1,0,0,1,2,1,11,0,0,0,0,18
SAN JOAQUIN,atencion odontologica,exodoncia,2020-10-01,2,3,5,14,3,5,6,13,1,0,0,0,0,0,52
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2020-10-01,0,0,10,7,1,7,2,11,5,0,0,0,0,0,43
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2020-10-01,0,0,8,10,12,8,16,12,1,1,0,0,0,0,68
SAN JULIAN,atencion odontologica,exodoncia,2020-10-01,1,1,25,41,6,3,12,20,9,5,0,0,0,0,123
SAN LORENZO(PND),atencion odontologica,exodoncia,2020-10-01,2,0,3,6,4,2,3,11,0,4,0,0,0,0,35
SAN LORENZO(TJA),atencion odontologica,exodoncia,2020-10-01,0,0,15,4,2,2,5,10,3,2,0,0,0,0,43
SAN LUCAS,atencion odontologica,exodoncia,2020-10-01,0,0,17,16,6,16,11,53,9,13,0,0,0,0,141
SAN MATIAS,atencion odontologica,exodoncia,2020-10-01,0,0,0,2,2,1,0,2,1,4,0,0,0,0,12
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2020-10-01,0,0,4,8,0,0,2,0,2,3,0,0,0,0,19
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2020-10-01,0,0,4,4,1,3,3,6,0,0,0,0,0,0,21
SAN PEDRO,atencion odontologica,exodoncia,2020-10-01,0,0,12,13,2,2,6,11,2,1,0,0,0,0,49
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2020-10-01,1,2,20,22,3,6,18,42,10,8,0,0,0,0,132
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2020-10-01,0,0,0,1,1,1,0,3,0,0,0,0,0,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2020-10-01,1,0,5,6,4,9,12,14,8,1,0,0,0,0,60
SAN RAFAEL,atencion odontologica,exodoncia,2020-10-01,0,0,7,4,2,1,1,35,0,1,0,0,0,0,51
SAN RAMON BENI,atencion odontologica,exodoncia,2020-10-01,0,0,4,6,6,12,6,4,3,0,0,0,0,0,41
SAN RAMON SCZ,atencion odontologica,exodoncia,2020-10-01,0,1,1,4,0,2,1,4,2,3,0,0,0,0,18
SANTA ANA,atencion odontologica,exodoncia,2020-10-01,0,0,5,1,2,6,7,17,0,0,0,0,0,0,38
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2020-10-01,7,6,52,42,12,14,88,59,57,23,0,0,0,0,360
SANTA ROSA,atencion odontologica,exodoncia,2020-10-01,0,0,2,1,2,1,3,7,0,0,0,0,0,0,16
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2020-10-01,0,0,6,10,1,4,8,19,6,1,0,0,0,0,55
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,0,3,0,4,4,0,0,0,0,0,11
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2020-10-01,0,0,15,5,0,6,3,12,7,9,0,0,0,0,57
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2020-10-01,0,0,1,0,2,2,2,5,2,3,0,0,0,0,17
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2020-10-01,1,1,4,8,2,3,5,20,9,5,0,0,0,0,58
SANTIVAÑES,atencion odontologica,exodoncia,2020-10-01,1,1,11,12,2,4,4,13,4,9,0,0,0,0,61
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2020-10-01,0,0,16,7,0,0,9,6,3,4,0,0,0,0,45
SAPAHAQUI,atencion odontologica,exodoncia,2020-10-01,0,0,3,5,1,4,2,3,0,0,0,0,0,0,18
SENA,atencion odontologica,exodoncia,2020-10-01,1,0,15,5,5,0,12,13,2,1,0,0,0,0,54
SHINAOTA,atencion odontologica,exodoncia,2020-10-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2020-10-01,0,0,7,4,1,6,10,20,2,4,0,0,0,0,54
SICAYA,atencion odontologica,exodoncia,2020-10-01,0,0,2,0,0,2,0,4,2,2,0,0,0,0,12
SIPE SIPE,atencion odontologica,exodoncia,2020-10-01,0,0,11,13,0,1,5,7,3,9,0,0,0,0,49
SOPACHUY,atencion odontologica,exodoncia,2020-10-01,0,0,2,1,1,2,2,5,1,4,0,0,0,0,18
SORACACHI,atencion odontologica,exodoncia,2020-10-01,0,0,9,22,4,3,7,14,10,8,0,0,0,0,77
SORATA,atencion odontologica,exodoncia,2020-10-01,0,0,13,18,3,4,13,23,6,6,0,0,0,0,86
SUCRE,atencion odontologica,exodoncia,2020-10-01,1,2,31,35,1,18,46,71,22,6,0,0,0,0,233
TACACHI,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
TACACOMA,atencion odontologica,exodoncia,2020-10-01,1,0,4,10,4,6,9,15,0,4,0,0,0,0,53
TACOBAMBA,atencion odontologica,exodoncia,2020-10-01,0,0,5,5,1,4,1,6,2,0,0,0,0,0,24
TACOPAYA,atencion odontologica,exodoncia,2020-10-01,0,0,5,3,1,7,12,10,15,14,0,0,0,0,67
TAHUA,atencion odontologica,exodoncia,2020-10-01,0,0,3,2,0,1,0,3,1,1,0,0,0,0,11
TAPACARI,atencion odontologica,exodoncia,2020-10-01,1,0,6,12,3,9,14,31,11,13,0,0,0,0,100
TARABUCO,atencion odontologica,exodoncia,2020-10-01,0,0,9,10,5,10,8,15,9,9,0,0,0,0,75
TARACO,atencion odontologica,exodoncia,2020-10-01,1,0,0,3,3,5,4,6,5,10,0,0,0,0,37
TARATA,atencion odontologica,exodoncia,2020-10-01,0,0,3,6,2,1,1,7,3,2,0,0,0,0,25
TARIJA,atencion odontologica,exodoncia,2020-10-01,0,0,38,44,2,15,44,76,15,20,0,0,0,0,254
TARVITA,atencion odontologica,exodoncia,2020-10-01,1,0,15,14,5,15,15,78,13,10,0,0,0,0,166
TEOPONTE,atencion odontologica,exodoncia,2020-10-01,0,0,5,7,0,2,3,8,0,1,0,0,0,0,26
TIAHUANACU,atencion odontologica,exodoncia,2020-10-01,0,0,10,10,1,12,4,14,10,11,0,0,0,0,72
TINGUIPAYA,atencion odontologica,exodoncia,2020-10-01,0,0,11,13,2,7,17,30,22,13,0,0,0,0,115
TIQUIPAYA,atencion odontologica,exodoncia,2020-10-01,1,1,22,36,3,13,8,20,2,3,0,0,0,0,109
TIRAQUE (CBBA),atencion odontologica,exodoncia,2020-10-01,2,0,17,14,0,5,5,10,1,6,0,0,0,0,60
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2020-10-01,0,1,1,2,0,1,1,1,1,1,0,0,0,0,9
TOCO,atencion odontologica,exodoncia,2020-10-01,0,0,12,10,0,0,0,0,0,0,0,0,0,0,22
TODOS SANTOS,atencion odontologica,exodoncia,2020-10-01,0,0,2,0,0,1,0,0,0,2,0,0,0,0,5
TOLEDO,atencion odontologica,exodoncia,2020-10-01,0,0,5,0,0,2,1,2,3,1,0,0,0,0,14
TOMAVE,atencion odontologica,exodoncia,2020-10-01,0,0,10,8,7,5,10,21,7,8,0,0,0,0,76
TOMINA,atencion odontologica,exodoncia,2020-10-01,0,0,0,1,0,0,1,4,1,1,0,0,0,0,8
TORO TORO,atencion odontologica,exodoncia,2020-10-01,0,0,5,15,2,4,7,24,6,6,0,0,0,0,69
TOTORA(CBBA),atencion odontologica,exodoncia,2020-10-01,0,0,7,1,1,8,5,9,3,5,0,0,0,0,39
TOTORA(ORR),atencion odontologica,exodoncia,2020-10-01,0,0,11,2,0,2,3,3,4,1,0,0,0,0,26
TRIGAL,atencion odontologica,exodoncia,2020-10-01,0,0,2,4,0,2,0,1,1,4,0,0,0,0,14
TRINIDAD,atencion odontologica,exodoncia,2020-10-01,2,1,71,69,10,9,104,134,26,12,0,0,0,0,438
TUPIZA,atencion odontologica,exodoncia,2020-10-01,0,0,2,5,2,9,12,14,8,1,0,0,0,0,53
TURCO,atencion odontologica,exodoncia,2020-10-01,0,0,3,4,0,1,1,8,0,4,0,0,0,0,21
UMALA,atencion odontologica,exodoncia,2020-10-01,0,0,1,2,0,0,1,1,0,0,0,0,0,0,5
UNCIA,atencion odontologica,exodoncia,2020-10-01,0,0,16,16,1,6,7,20,1,9,0,0,0,0,76
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2020-10-01,0,0,12,5,2,6,12,21,6,3,0,0,0,0,67
URUBICHA,atencion odontologica,exodoncia,2020-10-01,4,0,0,0,0,0,0,7,0,1,0,0,0,0,12
UYUNI,atencion odontologica,exodoncia,2020-10-01,0,0,15,19,7,5,10,18,6,8,0,0,0,0,88
VACAS,atencion odontologica,exodoncia,2020-10-01,1,0,13,16,3,9,6,16,1,8,0,0,0,0,73
VALLEGRANDE,atencion odontologica,exodoncia,2020-10-01,0,0,5,6,2,1,3,12,6,3,0,0,0,0,38
VIACHA,atencion odontologica,exodoncia,2020-10-01,0,1,43,52,8,27,33,89,36,34,0,0,0,0,323
VILA VILA,atencion odontologica,exodoncia,2020-10-01,0,0,5,1,0,1,0,0,0,0,0,0,0,0,7
VILLA CHARCAS,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,0,1,3,5,0,3,0,0,0,0,12
VILLA MONTES,atencion odontologica,exodoncia,2020-10-01,0,0,1,8,0,5,4,7,1,1,0,0,0,0,27
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2020-10-01,0,0,0,5,0,3,0,2,0,0,0,0,0,0,10
VILLA RIVERO,atencion odontologica,exodoncia,2020-10-01,0,0,2,2,2,0,2,11,0,3,0,0,0,0,22
VILLA SERRANO,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6
VILLA TUNARI,atencion odontologica,exodoncia,2020-10-01,1,2,37,37,4,13,8,46,2,1,0,0,0,0,151
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2020-10-01,0,0,10,6,5,4,12,28,8,2,0,0,0,0,75
VILLAZON,atencion odontologica,exodoncia,2020-10-01,1,0,21,27,10,20,19,32,11,22,0,0,0,0,163
VINTO,atencion odontologica,exodoncia,2020-10-01,0,1,36,35,5,10,8,26,4,6,0,0,0,0,131
VITICHI,atencion odontologica,exodoncia,2020-10-01,0,0,4,8,2,8,13,20,6,7,0,0,0,0,68
WALDO BALLIVIAN,atencion odontologica,exodoncia,2020-10-01,0,0,1,2,1,6,6,9,0,2,0,0,0,0,27
WARNES,atencion odontologica,exodoncia,2020-10-01,2,0,12,18,2,6,2,21,4,1,0,0,0,0,68
YACO,atencion odontologica,exodoncia,2020-10-01,0,0,5,3,1,2,3,4,1,2,0,0,0,0,21
YACUIBA,atencion odontologica,exodoncia,2020-10-01,0,0,7,4,0,1,5,7,0,1,0,0,0,0,25
YAMPARAEZ,atencion odontologica,exodoncia,2020-10-01,0,0,0,1,0,2,4,2,1,0,0,0,0,0,10
YAPACANI,atencion odontologica,exodoncia,2020-10-01,4,8,8,20,5,5,13,28,4,3,0,0,0,0,98
YOCALLA,atencion odontologica,exodoncia,2020-10-01,0,0,1,1,0,4,2,8,0,0,0,0,0,0,16
YOTALA,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3
YUNCHARA,atencion odontologica,exodoncia,2020-10-01,0,0,5,9,0,1,3,2,2,2,0,0,0,0,24
YUNGUYO DE LITORAL,atencion odontologica,exodoncia,2020-10-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,exodoncia,2020-10-01,0,0,6,9,1,0,5,20,1,0,0,0,0,0,42
ACACIO,atencion odontologica,exodoncia,2020-11-01,0,0,4,10,2,4,2,14,1,1,0,0,0,0,38
ACHACACHI,atencion odontologica,exodoncia,2020-11-01,3,0,24,12,12,12,24,43,7,18,0,0,0,0,155
ACHOCALLA,atencion odontologica,exodoncia,2020-11-01,1,0,34,36,2,6,5,17,6,4,0,0,0,0,111
AIQUILE,atencion odontologica,exodoncia,2020-11-01,0,0,17,3,1,0,1,1,0,0,0,0,0,0,23
ALALAY,atencion odontologica,exodoncia,2020-11-01,0,0,1,4,0,1,1,1,0,1,0,0,0,0,9
ALCALA,atencion odontologica,exodoncia,2020-11-01,0,0,1,3,0,3,0,10,0,1,0,0,0,0,18
ALTO BENI,atencion odontologica,exodoncia,2020-11-01,0,0,7,6,0,3,9,14,8,1,0,0,0,0,48
ANCORAIMES,atencion odontologica,exodoncia,2020-11-01,0,0,17,21,8,19,18,33,21,21,0,0,0,0,158
ANDAMARCA,atencion odontologica,exodoncia,2020-11-01,0,0,5,2,0,1,1,4,0,3,0,0,0,0,16
ANTEQUERA,atencion odontologica,exodoncia,2020-11-01,0,0,4,6,0,3,3,3,5,2,0,0,0,0,26
ANZALDO,atencion odontologica,exodoncia,2020-11-01,0,0,0,1,1,0,4,2,2,2,0,0,0,0,12
APOLO,atencion odontologica,exodoncia,2020-11-01,1,1,14,5,5,2,5,4,4,4,0,0,0,0,45
ARAMPAMPA,atencion odontologica,exodoncia,2020-11-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
ARANI,atencion odontologica,exodoncia,2020-11-01,0,0,12,7,1,1,2,3,0,2,0,0,0,0,28
ARBIETO,atencion odontologica,exodoncia,2020-11-01,0,0,15,17,2,6,5,19,1,3,0,0,0,0,68
ARQUE,atencion odontologica,exodoncia,2020-11-01,0,0,13,11,5,4,3,17,3,5,0,0,0,0,61
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2020-11-01,3,2,9,10,5,0,0,7,0,0,0,0,0,0,36
ATOCHA,atencion odontologica,exodoncia,2020-11-01,0,1,11,20,5,14,18,26,8,13,0,0,0,0,116
AUCAPATA,atencion odontologica,exodoncia,2020-11-01,0,0,0,1,0,2,5,4,0,0,0,0,0,0,12
AYATA,atencion odontologica,exodoncia,2020-11-01,1,1,2,8,3,8,17,39,3,5,0,0,0,0,87
AYO AYO,atencion odontologica,exodoncia,2020-11-01,0,0,3,8,2,6,5,11,4,4,0,0,0,0,43
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2020-11-01,0,0,16,16,5,11,27,44,17,10,0,0,0,0,146
AZURDUY,atencion odontologica,exodoncia,2020-11-01,0,0,0,5,0,0,3,6,0,21,0,0,0,0,35
BATALLAS,atencion odontologica,exodoncia,2020-11-01,0,0,8,16,2,9,3,24,15,6,0,0,0,0,83
BAURES,atencion odontologica,exodoncia,2020-11-01,0,0,0,2,7,0,2,8,2,1,0,0,0,0,22
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2020-11-01,0,0,3,2,0,0,0,4,0,0,0,0,0,0,9
BELEN DE URMIRI,atencion odontologica,exodoncia,2020-11-01,2,0,0,5,0,5,3,2,1,0,0,0,0,0,18
BELLA FLOR,atencion odontologica,exodoncia,2020-11-01,0,0,2,3,1,2,1,1,0,0,0,0,0,0,10
BERMEJO,atencion odontologica,exodoncia,2020-11-01,1,0,6,5,0,3,2,9,4,4,0,0,0,0,34
BETANZOS,atencion odontologica,exodoncia,2020-11-01,0,0,27,35,8,15,30,56,20,15,0,0,0,0,206
BOLIVAR,atencion odontologica,exodoncia,2020-11-01,0,0,4,24,4,3,3,13,1,2,0,0,0,0,54
BOYUIBE,atencion odontologica,exodoncia,2020-11-01,0,0,3,1,1,0,0,7,5,6,0,0,0,0,23
CABEZAS,atencion odontologica,exodoncia,2020-11-01,0,0,15,16,12,10,16,47,4,6,0,0,0,0,126
CAIROMA,atencion odontologica,exodoncia,2020-11-01,1,0,4,7,1,9,6,10,1,3,0,0,0,0,42
"CAIZA ""D""",atencion odontologica,exodoncia,2020-11-01,0,0,9,4,0,1,2,13,1,8,0,0,0,0,38
CAJUATA,atencion odontologica,exodoncia,2020-11-01,0,0,0,8,0,2,4,13,2,2,0,0,0,0,31
CALACOTO,atencion odontologica,exodoncia,2020-11-01,0,0,2,3,3,3,2,5,0,1,0,0,0,0,19
CALAMARCA,atencion odontologica,exodoncia,2020-11-01,0,0,11,20,6,18,9,23,6,3,0,0,0,0,96
CAMARGO,atencion odontologica,exodoncia,2020-11-01,0,0,3,1,3,4,1,8,0,1,0,0,0,0,21
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2020-11-01,0,0,0,3,2,2,1,2,2,0,0,0,0,0,12
CAMIRI,atencion odontologica,exodoncia,2020-11-01,0,0,4,2,9,5,10,9,9,0,0,0,0,0,48
CAPINOTA,atencion odontologica,exodoncia,2020-11-01,0,0,13,15,0,4,3,15,2,0,0,0,0,0,52
CAQUIAVIRI,atencion odontologica,exodoncia,2020-11-01,0,0,3,2,4,0,1,4,0,7,0,0,0,0,21
CARACOLLO,atencion odontologica,exodoncia,2020-11-01,0,0,16,27,6,5,3,16,3,3,0,0,0,0,79
CARANAVI,atencion odontologica,exodoncia,2020-11-01,0,0,12,19,0,3,5,27,10,5,0,0,0,0,81
CARANGAS,atencion odontologica,exodoncia,2020-11-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
CARAPARI,atencion odontologica,exodoncia,2020-11-01,0,0,18,8,2,4,5,21,2,0,0,0,0,0,60
CARIPUYO,atencion odontologica,exodoncia,2020-11-01,0,0,4,5,0,3,1,4,0,1,0,0,0,0,18
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2020-11-01,0,0,0,5,1,4,11,20,2,0,0,0,0,0,43
CATACORA,atencion odontologica,exodoncia,2020-11-01,0,0,2,1,0,2,2,7,2,3,0,0,0,0,19
CHACARILLA,atencion odontologica,exodoncia,2020-11-01,0,0,2,0,1,0,4,2,1,0,0,0,0,0,10
CHALLAPATA,atencion odontologica,exodoncia,2020-11-01,0,1,31,37,14,14,10,35,18,14,0,0,0,0,174
CHAQUI,atencion odontologica,exodoncia,2020-11-01,0,0,7,4,0,9,3,17,11,15,0,0,0,0,66
CHARAGUA,atencion odontologica,exodoncia,2020-11-01,0,0,6,12,7,11,14,59,7,3,0,0,0,0,119
CHARAÑA,atencion odontologica,exodoncia,2020-11-01,0,0,4,2,2,1,0,2,0,0,0,0,0,0,11
CHAYANTA,atencion odontologica,exodoncia,2020-11-01,0,0,17,13,4,7,9,39,6,5,0,0,0,0,100
CHIMORE,atencion odontologica,exodoncia,2020-11-01,0,0,9,8,0,1,4,16,6,3,0,0,0,0,47
CHIPAYA,atencion odontologica,exodoncia,2020-11-01,0,0,7,2,0,0,1,1,1,2,0,0,0,0,14
CHOQUE COTA,atencion odontologica,exodoncia,2020-11-01,0,0,0,2,0,0,0,0,5,0,0,0,0,0,7
CHUA COCANI,atencion odontologica,exodoncia,2020-11-01,0,0,2,2,2,2,3,13,0,4,0,0,0,0,28
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2020-11-01,0,0,2,5,0,1,2,3,1,0,0,0,0,0,14
CHUMA,atencion odontologica,exodoncia,2020-11-01,0,0,14,21,11,21,27,51,14,8,0,0,0,0,167
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2020-11-01,1,4,6,2,0,6,2,2,2,3,0,0,0,0,28
CKOCHAS,atencion odontologica,exodoncia,2020-11-01,0,0,9,2,1,6,5,22,3,1,0,0,0,0,49
CLIZA,atencion odontologica,exodoncia,2020-11-01,0,1,15,6,0,1,6,13,1,5,0,0,0,0,48
COBIJA,atencion odontologica,exodoncia,2020-11-01,1,4,44,49,19,20,35,51,7,11,0,0,0,0,241
COCAPATA,atencion odontologica,exodoncia,2020-11-01,0,0,22,54,12,32,21,73,8,0,0,0,0,0,222
COCHABAMBA,atencion odontologica,exodoncia,2020-11-01,4,13,192,212,64,63,111,183,75,71,0,0,0,0,988
COIPASA,atencion odontologica,exodoncia,2020-11-01,0,0,0,3,0,0,0,2,1,0,0,0,0,0,6
COLCAPIRHUA,atencion odontologica,exodoncia,2020-11-01,1,0,11,17,2,6,5,13,3,1,0,0,0,0,59
"COLCHA ""K""",atencion odontologica,exodoncia,2020-11-01,1,0,5,4,2,2,6,20,2,4,0,0,0,0,46
COLLANA,atencion odontologica,exodoncia,2020-11-01,0,0,4,4,1,1,0,6,0,0,0,0,0,0,16
COLOMI,atencion odontologica,exodoncia,2020-11-01,0,0,30,18,2,3,6,11,13,18,0,0,0,0,101
COLPA BELGICA,atencion odontologica,exodoncia,2020-11-01,0,0,8,8,2,2,7,6,0,0,0,0,0,0,33
COLQUECHACA,atencion odontologica,exodoncia,2020-11-01,0,2,19,42,8,24,16,86,11,31,0,0,0,0,239
COLQUENCHA,atencion odontologica,exodoncia,2020-11-01,1,0,22,15,9,12,10,24,1,0,0,0,0,0,94
COLQUIRI,atencion odontologica,exodoncia,2020-11-01,0,0,7,10,7,1,9,22,5,2,0,0,0,0,63
COMANCHE,atencion odontologica,exodoncia,2020-11-01,0,0,0,2,0,2,0,2,1,1,0,0,0,0,8
COMARAPA,atencion odontologica,exodoncia,2020-11-01,0,0,0,2,1,1,2,2,0,3,0,0,0,0,11
COMBAYA,atencion odontologica,exodoncia,2020-11-01,0,0,0,1,0,0,0,8,2,5,0,0,0,0,16
