municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,116,116
PALCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,39,39
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,9,9
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,5,5
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,25,25
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
SACABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,20,20
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
SAN PEDRO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,62,62
SANTA ROSA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,298,298
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,31,31
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,9,9
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,5,5
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,8,8
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,66,66
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,102,102
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,4,4
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,26,26
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,4,4
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,27,27
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
ARAMPAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
ASCENCION DE GUARAYOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,7,7
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
BOYUIBE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
CARIPUYO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
CHIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
CLIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,105,105
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,19,19
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,6,6
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,17,17
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,12,12
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,5,5
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,5,5
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,6,6
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
ICHOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,5,5
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,223,223
LICOMA PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,6,6
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,5,5
MOCOMOCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,8,8
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,119,119
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,88,88
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,12,12
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
PUERTO SILES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,10,10
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,11,11
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,28,28
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,8,8
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
SAN PEDRO DE QUEMES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SAN PEDRO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,31,31
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SORACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,231,231
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,25,25
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,78,78
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,59,59
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
UMALA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,27,27
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,4,4
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,3,3
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,56,56
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-11-01,2,2
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
ARBIETO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
BOLIVAR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
CHIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,57,57
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,5,5
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,20,20
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,7,7
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,7,7
CORO CORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,6,6
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
DESAGUADERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,4,4
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
ESCARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
ICHOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,4,4
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,139,139
LLICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
LORETO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,121,121
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,101,101
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
PAPEL PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
PASORAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
PUCARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,10,10
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,264,264
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,16,16
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,4,4
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,7,7
SAN JUAN DE YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,4,4
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,20,20
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
SORACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,164,164
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,6,6
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,9,9
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,4,4
TEOPONTE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,6,6
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,6,6
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,42,42
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,52,52
VACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,2,2
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,55,55
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,3,3
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,4,4
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,60,60
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-12-01,1,1
