municipality,group,variable,month,Pulpotomías,TOTAL
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-10-01,39,39
EXALTACION,consultas odontologicas,pulpotomias,2005-10-01,14,14
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-10-01,109,109
FILADELFIA,consultas odontologicas,pulpotomias,2005-10-01,5,5
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-10-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-10-01,112,112
GUANAY,consultas odontologicas,pulpotomias,2005-10-01,88,88
GUAQUI,consultas odontologicas,pulpotomias,2005-10-01,56,56
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-10-01,148,148
GUTIERREZ,consultas odontologicas,pulpotomias,2005-10-01,94,94
HUACARETA,consultas odontologicas,pulpotomias,2005-10-01,45,45
HUACHACALLA,consultas odontologicas,pulpotomias,2005-10-01,8,8
HUANUNI,consultas odontologicas,pulpotomias,2005-10-01,33,33
HUARACAJE,consultas odontologicas,pulpotomias,2005-10-01,18,18
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-10-01,33,33
ICHOCA,consultas odontologicas,pulpotomias,2005-10-01,12,12
ICLA,consultas odontologicas,pulpotomias,2005-10-01,64,64
INCAHUASI,consultas odontologicas,pulpotomias,2005-10-01,106,106
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2005-10-01,12,12
INQUISIVI,consultas odontologicas,pulpotomias,2005-10-01,94,94
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-10-01,62,62
IXIAMAS,consultas odontologicas,pulpotomias,2005-10-01,122,122
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-10-01,133,133
LA ASUNTA,consultas odontologicas,pulpotomias,2005-10-01,58,58
LA GUARDIA,consultas odontologicas,pulpotomias,2005-10-01,77,77
LA PAZ,consultas odontologicas,pulpotomias,2005-10-01,2895,2895
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-10-01,73,73
LAJA,consultas odontologicas,pulpotomias,2005-10-01,66,66
LICOMA PAMPA,consultas odontologicas,pulpotomias,2005-10-01,16,16
LLALLAGUA,consultas odontologicas,pulpotomias,2005-10-01,99,99
LLICA,consultas odontologicas,pulpotomias,2005-10-01,30,30
LORETO,consultas odontologicas,pulpotomias,2005-10-01,1,1
LURIBAY,consultas odontologicas,pulpotomias,2005-10-01,44,44
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-10-01,46,46
MACHARETI,consultas odontologicas,pulpotomias,2005-10-01,23,23
MAGDALENA,consultas odontologicas,pulpotomias,2005-10-01,19,19
MAIRANA,consultas odontologicas,pulpotomias,2005-10-01,22,22
MALLA,consultas odontologicas,pulpotomias,2005-10-01,20,20
MAPIRI,consultas odontologicas,pulpotomias,2005-10-01,24,24
MECAPACA,consultas odontologicas,pulpotomias,2005-10-01,61,61
MINEROS,consultas odontologicas,pulpotomias,2005-10-01,62,62
MIZQUE,consultas odontologicas,pulpotomias,2005-10-01,67,67
MOCOMOCO,consultas odontologicas,pulpotomias,2005-10-01,144,144
MOJOCOYA,consultas odontologicas,pulpotomias,2005-10-01,48,48
MONTEAGUDO,consultas odontologicas,pulpotomias,2005-10-01,120,120
MONTERO,consultas odontologicas,pulpotomias,2005-10-01,253,253
MORO MORO,consultas odontologicas,pulpotomias,2005-10-01,33,33
MOROCHATA,consultas odontologicas,pulpotomias,2005-10-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2005-10-01,16,16
OKINAWA,consultas odontologicas,pulpotomias,2005-10-01,48,48
OMEREQUE,consultas odontologicas,pulpotomias,2005-10-01,49,49
ORURO,consultas odontologicas,pulpotomias,2005-10-01,1828,1828
PADCAYA,consultas odontologicas,pulpotomias,2005-10-01,112,112
PADILLA,consultas odontologicas,pulpotomias,2005-10-01,33,33
PAILON,consultas odontologicas,pulpotomias,2005-10-01,70,70
PALCA,consultas odontologicas,pulpotomias,2005-10-01,80,80
PALOS BLANCOS,consultas odontologicas,pulpotomias,2005-10-01,68,68
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2005-10-01,11,11
PAMPA GRANDE,consultas odontologicas,pulpotomias,2005-10-01,5,5
PAPEL PAMPA,consultas odontologicas,pulpotomias,2005-10-01,16,16
PASORAPA,consultas odontologicas,pulpotomias,2005-10-01,4,4
PATACAMAYA,consultas odontologicas,pulpotomias,2005-10-01,63,63
PAZÑA,consultas odontologicas,pulpotomias,2005-10-01,14,14
PELECHUCO,consultas odontologicas,pulpotomias,2005-10-01,5,5
POCOATA,consultas odontologicas,pulpotomias,2005-10-01,8,8
POCONA,consultas odontologicas,pulpotomias,2005-10-01,21,21
POJO (CBBA),consultas odontologicas,pulpotomias,2005-10-01,25,25
POOPO,consultas odontologicas,pulpotomias,2005-10-01,46,46
PORCO,consultas odontologicas,pulpotomias,2005-10-01,5,5
POROMA,consultas odontologicas,pulpotomias,2005-10-01,109,109
PORONGO,consultas odontologicas,pulpotomias,2005-10-01,68,68
PORTACHUELO,consultas odontologicas,pulpotomias,2005-10-01,117,117
PORVENIR,consultas odontologicas,pulpotomias,2005-10-01,13,13
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-10-01,14,14
POTOSI,consultas odontologicas,pulpotomias,2005-10-01,450,450
PRESTO,consultas odontologicas,pulpotomias,2005-10-01,29,29
PUCARA,consultas odontologicas,pulpotomias,2005-10-01,27,27
PUCARANI,consultas odontologicas,pulpotomias,2005-10-01,148,148
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-10-01,379,379
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-10-01,206,206
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2005-10-01,34,34
PUERTO PEREZ,consultas odontologicas,pulpotomias,2005-10-01,13,13
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-10-01,60,60
PUERTO RICO,consultas odontologicas,pulpotomias,2005-10-01,42,42
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-10-01,91,91
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-10-01,104,104
PUNA,consultas odontologicas,pulpotomias,2005-10-01,120,120
PUNATA,consultas odontologicas,pulpotomias,2005-10-01,102,102
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-10-01,95,95
QUIME,consultas odontologicas,pulpotomias,2005-10-01,128,128
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-10-01,5,5
RAVELO,consultas odontologicas,pulpotomias,2005-10-01,1,1
REYES,consultas odontologicas,pulpotomias,2005-10-01,235,235
RIBERALTA,consultas odontologicas,pulpotomias,2005-10-01,311,311
ROBORE,consultas odontologicas,pulpotomias,2005-10-01,112,112
RURRENABAQUE,consultas odontologicas,pulpotomias,2005-10-01,89,89
SABAYA,consultas odontologicas,pulpotomias,2005-10-01,9,9
SACABA,consultas odontologicas,pulpotomias,2005-10-01,277,277
SACACA,consultas odontologicas,pulpotomias,2005-10-01,98,98
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2005-10-01,12,12
SAMAIPATA,consultas odontologicas,pulpotomias,2005-10-01,57,57
SAN AGUSTIN,consultas odontologicas,pulpotomias,2005-10-01,16,16
SAN ANDRES,consultas odontologicas,pulpotomias,2005-10-01,18,18
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2005-10-01,6,6
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2005-10-01,34,34
SAN BENITO,consultas odontologicas,pulpotomias,2005-10-01,22,22
SAN BORJA,consultas odontologicas,pulpotomias,2005-10-01,95,95
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2005-10-01,64,64
SAN CARLOS,consultas odontologicas,pulpotomias,2005-10-01,35,35
SAN IGNACIO,consultas odontologicas,pulpotomias,2005-10-01,51,51
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2005-10-01,215,215
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2005-10-01,3,3
SAN JOAQUIN,consultas odontologicas,pulpotomias,2005-10-01,22,22
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2005-10-01,84,84
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2005-10-01,17,17
SAN JULIAN,consultas odontologicas,pulpotomias,2005-10-01,102,102
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2005-10-01,61,61
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2005-10-01,77,77
SAN LUCAS,consultas odontologicas,pulpotomias,2005-10-01,82,82
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2005-10-01,274,274
SAN PEDRO,consultas odontologicas,pulpotomias,2005-10-01,47,47
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2005-10-01,27,27
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2005-10-01,4,4
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2005-10-01,13,13
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2005-10-01,15,15
SAN RAFAEL,consultas odontologicas,pulpotomias,2005-10-01,36,36
SAN RAMON,consultas odontologicas,pulpotomias,2005-10-01,19,19
SAN RAMON,consultas odontologicas,pulpotomias,2005-10-01,8,8
SANTA ANA,consultas odontologicas,pulpotomias,2005-10-01,45,45
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2005-10-01,2499,2499
SANTA ROSA,consultas odontologicas,pulpotomias,2005-10-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2005-10-01,98,98
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2005-10-01,26,26
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2005-10-01,50,50
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2005-10-01,7,7
SANTIVAÑES,consultas odontologicas,pulpotomias,2005-10-01,13,13
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2005-10-01,20,20
SAPAHAQUI,consultas odontologicas,pulpotomias,2005-10-01,47,47
SENA,consultas odontologicas,pulpotomias,2005-10-01,11,11
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2005-10-01,69,69
SIPE SIPE,consultas odontologicas,pulpotomias,2005-10-01,117,117
SOPACHUY,consultas odontologicas,pulpotomias,2005-10-01,84,84
SORACACHI,consultas odontologicas,pulpotomias,2005-10-01,24,24
SORATA,consultas odontologicas,pulpotomias,2005-10-01,108,108
SUCRE,consultas odontologicas,pulpotomias,2005-10-01,871,871
TACACOMA,consultas odontologicas,pulpotomias,2005-10-01,107,107
TACOPAYA,consultas odontologicas,pulpotomias,2005-10-01,60,60
TAPACARI,consultas odontologicas,pulpotomias,2005-10-01,9,9
TARABUCO,consultas odontologicas,pulpotomias,2005-10-01,16,16
TARACO,consultas odontologicas,pulpotomias,2005-10-01,13,13
TARATA,consultas odontologicas,pulpotomias,2005-10-01,23,23
TARIJA,consultas odontologicas,pulpotomias,2005-10-01,337,337
TARVITA,consultas odontologicas,pulpotomias,2005-10-01,28,28
TEOPONTE,consultas odontologicas,pulpotomias,2005-10-01,62,62
TIAWANACU,consultas odontologicas,pulpotomias,2005-10-01,293,293
TINGUIPAYA,consultas odontologicas,pulpotomias,2005-10-01,32,32
TIPUANI,consultas odontologicas,pulpotomias,2005-10-01,38,38
TIQUIPAYA,consultas odontologicas,pulpotomias,2005-10-01,78,78
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2005-10-01,64,64
TOLATA,consultas odontologicas,pulpotomias,2005-10-01,7,7
TOLEDO,consultas odontologicas,pulpotomias,2005-10-01,13,13
TOMAVE,consultas odontologicas,pulpotomias,2005-10-01,13,13
TOMINA,consultas odontologicas,pulpotomias,2005-10-01,50,50
TORO TORO,consultas odontologicas,pulpotomias,2005-10-01,29,29
TOTORA(CBBA),consultas odontologicas,pulpotomias,2005-10-01,31,31
TRIGAL,consultas odontologicas,pulpotomias,2005-10-01,10,10
TRINIDAD,consultas odontologicas,pulpotomias,2005-10-01,477,477
TUPIZA,consultas odontologicas,pulpotomias,2005-10-01,78,78
TURCO,consultas odontologicas,pulpotomias,2005-10-01,13,13
UMALA,consultas odontologicas,pulpotomias,2005-10-01,25,25
UNCIA,consultas odontologicas,pulpotomias,2005-10-01,99,99
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2005-10-01,30,30
URUBICHA,consultas odontologicas,pulpotomias,2005-10-01,3,3
UYUNI,consultas odontologicas,pulpotomias,2005-10-01,187,187
VACAS,consultas odontologicas,pulpotomias,2005-10-01,30,30
VALLEGRANDE,consultas odontologicas,pulpotomias,2005-10-01,108,108
VIACHA,consultas odontologicas,pulpotomias,2005-10-01,165,165
VILA VILA,consultas odontologicas,pulpotomias,2005-10-01,30,30
VILLA MONTES,consultas odontologicas,pulpotomias,2005-10-01,87,87
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2005-10-01,3,3
VILLA RIVERO,consultas odontologicas,pulpotomias,2005-10-01,16,16
VILLA SERRANO,consultas odontologicas,pulpotomias,2005-10-01,46,46
VILLA TUNARI,consultas odontologicas,pulpotomias,2005-10-01,214,214
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2005-10-01,22,22
VILLAZON,consultas odontologicas,pulpotomias,2005-10-01,97,97
VINTO,consultas odontologicas,pulpotomias,2005-10-01,109,109
VITICHI,consultas odontologicas,pulpotomias,2005-10-01,10,10
WARNES,consultas odontologicas,pulpotomias,2005-10-01,53,53
YACO,consultas odontologicas,pulpotomias,2005-10-01,7,7
YACUIBA,consultas odontologicas,pulpotomias,2005-10-01,203,203
YAMPARAEZ,consultas odontologicas,pulpotomias,2005-10-01,14,14
YANACACHI,consultas odontologicas,pulpotomias,2005-10-01,96,96
YAPACANI,consultas odontologicas,pulpotomias,2005-10-01,65,65
YOCALLA,consultas odontologicas,pulpotomias,2005-10-01,25,25
YOTALA,consultas odontologicas,pulpotomias,2005-10-01,23,23
YUNCHARA,consultas odontologicas,pulpotomias,2005-10-01,75,75
ZUDAÑEZ,consultas odontologicas,pulpotomias,2005-10-01,25,25
ACACIO,consultas odontologicas,pulpotomias,2005-11-01,20,20
ACHACACHI,consultas odontologicas,pulpotomias,2005-11-01,189,189
ACHOCALLA,consultas odontologicas,pulpotomias,2005-11-01,13,13
AIQUILE,consultas odontologicas,pulpotomias,2005-11-01,34,34
ALALAY,consultas odontologicas,pulpotomias,2005-11-01,13,13
ALCALA,consultas odontologicas,pulpotomias,2005-11-01,37,37
ANCORAIMES,consultas odontologicas,pulpotomias,2005-11-01,84,84
ANDAMARCA,consultas odontologicas,pulpotomias,2005-11-01,5,5
ANTEQUERA,consultas odontologicas,pulpotomias,2005-11-01,8,8
ANZALDO,consultas odontologicas,pulpotomias,2005-11-01,18,18
APOLO,consultas odontologicas,pulpotomias,2005-11-01,229,229
ARAMPAMPA,consultas odontologicas,pulpotomias,2005-11-01,11,11
ARANI,consultas odontologicas,pulpotomias,2005-11-01,42,42
ARBIETO,consultas odontologicas,pulpotomias,2005-11-01,2,2
ARQUE,consultas odontologicas,pulpotomias,2005-11-01,14,14
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2005-11-01,32,32
ATOCHA,consultas odontologicas,pulpotomias,2005-11-01,134,134
AUCAPATA,consultas odontologicas,pulpotomias,2005-11-01,15,15
AYATA,consultas odontologicas,pulpotomias,2005-11-01,25,25
AYO AYO,consultas odontologicas,pulpotomias,2005-11-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2005-11-01,103,103
AZURDUY,consultas odontologicas,pulpotomias,2005-11-01,70,70
BATALLAS,consultas odontologicas,pulpotomias,2005-11-01,122,122
BAURES,consultas odontologicas,pulpotomias,2005-11-01,19,19
BELLA FLOR,consultas odontologicas,pulpotomias,2005-11-01,65,65
BERMEJO,consultas odontologicas,pulpotomias,2005-11-01,105,105
BETANZOS,consultas odontologicas,pulpotomias,2005-11-01,52,52
BOLIVAR,consultas odontologicas,pulpotomias,2005-11-01,59,59
BOYUIBE,consultas odontologicas,pulpotomias,2005-11-01,51,51
BUENA VISTA,consultas odontologicas,pulpotomias,2005-11-01,35,35
CABEZAS,consultas odontologicas,pulpotomias,2005-11-01,28,28
CAIROMA,consultas odontologicas,pulpotomias,2005-11-01,61,61
"CAIZA ""D""",consultas odontologicas,pulpotomias,2005-11-01,12,12
CAJUATA,consultas odontologicas,pulpotomias,2005-11-01,28,28
CALACOTO,consultas odontologicas,pulpotomias,2005-11-01,42,42
CALAMARCA,consultas odontologicas,pulpotomias,2005-11-01,46,46
CAMARGO,consultas odontologicas,pulpotomias,2005-11-01,127,127
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2005-11-01,7,7
CAMIRI,consultas odontologicas,pulpotomias,2005-11-01,147,147
CAPINOTA,consultas odontologicas,pulpotomias,2005-11-01,11,11
CAQUIAVIRI,consultas odontologicas,pulpotomias,2005-11-01,53,53
CARACOLLO,consultas odontologicas,pulpotomias,2005-11-01,119,119
CARANAVI,consultas odontologicas,pulpotomias,2005-11-01,112,112
CARAPARI,consultas odontologicas,pulpotomias,2005-11-01,58,58
CARIPUYO,consultas odontologicas,pulpotomias,2005-11-01,81,81
CATACORA,consultas odontologicas,pulpotomias,2005-11-01,9,9
CHACARILLA,consultas odontologicas,pulpotomias,2005-11-01,15,15
CHALLAPATA,consultas odontologicas,pulpotomias,2005-11-01,55,55
CHAQUI,consultas odontologicas,pulpotomias,2005-11-01,29,29
CHARAGUA,consultas odontologicas,pulpotomias,2005-11-01,114,114
CHAYANTA,consultas odontologicas,pulpotomias,2005-11-01,18,18
CHIMORE,consultas odontologicas,pulpotomias,2005-11-01,97,97
CHOQUE COTA,consultas odontologicas,pulpotomias,2005-11-01,20,20
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2005-11-01,81,81
CHUMA,consultas odontologicas,pulpotomias,2005-11-01,121,121
CLIZA,consultas odontologicas,pulpotomias,2005-11-01,22,22
COBIJA,consultas odontologicas,pulpotomias,2005-11-01,215,215
COCHABAMBA,consultas odontologicas,pulpotomias,2005-11-01,1360,1360
COLCAPIRHUA,consultas odontologicas,pulpotomias,2005-11-01,40,40
"COLCHA ""K""",consultas odontologicas,pulpotomias,2005-11-01,36,36
COLLANA,consultas odontologicas,pulpotomias,2005-11-01,39,39
COLOMI,consultas odontologicas,pulpotomias,2005-11-01,64,64
COLPA BELGICA,consultas odontologicas,pulpotomias,2005-11-01,15,15
COLQUECHACA,consultas odontologicas,pulpotomias,2005-11-01,37,37
COLQUENCHA,consultas odontologicas,pulpotomias,2005-11-01,17,17
COLQUIRI,consultas odontologicas,pulpotomias,2005-11-01,53,53
COMANCHE,consultas odontologicas,pulpotomias,2005-11-01,2,2
COMARAPA,consultas odontologicas,pulpotomias,2005-11-01,100,100
COMBAYA,consultas odontologicas,pulpotomias,2005-11-01,10,10
CONCEPCION,consultas odontologicas,pulpotomias,2005-11-01,64,64
COPACABANA,consultas odontologicas,pulpotomias,2005-11-01,57,57
CORIPATA,consultas odontologicas,pulpotomias,2005-11-01,63,63
CORO CORO,consultas odontologicas,pulpotomias,2005-11-01,70,70
COROICO,consultas odontologicas,pulpotomias,2005-11-01,141,141
CORQUE,consultas odontologicas,pulpotomias,2005-11-01,24,24
COTAGAITA,consultas odontologicas,pulpotomias,2005-11-01,50,50
COTOCA,consultas odontologicas,pulpotomias,2005-11-01,67,67
CUEVO,consultas odontologicas,pulpotomias,2005-11-01,78,78
CULPINA,consultas odontologicas,pulpotomias,2005-11-01,75,75
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2005-11-01,23,23
CURVA,consultas odontologicas,pulpotomias,2005-11-01,8,8
DESAGUADERO,consultas odontologicas,pulpotomias,2005-11-01,85,85
EL ALTO,consultas odontologicas,pulpotomias,2005-11-01,3647,3647
EL PUENTE(STC),consultas odontologicas,pulpotomias,2005-11-01,44,44
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2005-11-01,87,87
EL TORNO,consultas odontologicas,pulpotomias,2005-11-01,91,91
EL VILLAR,consultas odontologicas,pulpotomias,2005-11-01,34,34
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-11-01,144,144
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-11-01,8,8
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-11-01,54,54
EUREKA (SANTOS MERCADO),consultas odontologicas,pulpotomias,2005-11-01,6,6
EXALTACION,consultas odontologicas,pulpotomias,2005-11-01,13,13
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-11-01,88,88
FILADELFIA,consultas odontologicas,pulpotomias,2005-11-01,8,8
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-11-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-11-01,181,181
GUANAY,consultas odontologicas,pulpotomias,2005-11-01,72,72
GUAQUI,consultas odontologicas,pulpotomias,2005-11-01,46,46
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-11-01,193,193
GUTIERREZ,consultas odontologicas,pulpotomias,2005-11-01,68,68
HUACARETA,consultas odontologicas,pulpotomias,2005-11-01,31,31
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2005-11-01,10,10
HUACHACALLA,consultas odontologicas,pulpotomias,2005-11-01,6,6
HUANUNI,consultas odontologicas,pulpotomias,2005-11-01,12,12
HUARACAJE,consultas odontologicas,pulpotomias,2005-11-01,17,17
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-11-01,19,19
ICLA,consultas odontologicas,pulpotomias,2005-11-01,46,46
INCAHUASI,consultas odontologicas,pulpotomias,2005-11-01,102,102
INQUISIVI,consultas odontologicas,pulpotomias,2005-11-01,172,172
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-11-01,63,63
IXIAMAS,consultas odontologicas,pulpotomias,2005-11-01,132,132
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-11-01,94,94
LA ASUNTA,consultas odontologicas,pulpotomias,2005-11-01,61,61
LA GUARDIA,consultas odontologicas,pulpotomias,2005-11-01,72,72
LA PAZ,consultas odontologicas,pulpotomias,2005-11-01,2884,2884
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-11-01,27,27
LAJA,consultas odontologicas,pulpotomias,2005-11-01,100,100
LICOMA PAMPA,consultas odontologicas,pulpotomias,2005-11-01,15,15
LLALLAGUA,consultas odontologicas,pulpotomias,2005-11-01,100,100
LLICA,consultas odontologicas,pulpotomias,2005-11-01,21,21
LURIBAY,consultas odontologicas,pulpotomias,2005-11-01,39,39
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-11-01,49,49
MACHARETI,consultas odontologicas,pulpotomias,2005-11-01,17,17
MAGDALENA,consultas odontologicas,pulpotomias,2005-11-01,19,19
MAIRANA,consultas odontologicas,pulpotomias,2005-11-01,31,31
MALLA,consultas odontologicas,pulpotomias,2005-11-01,15,15
MAPIRI,consultas odontologicas,pulpotomias,2005-11-01,29,29
MECAPACA,consultas odontologicas,pulpotomias,2005-11-01,79,79
MINEROS,consultas odontologicas,pulpotomias,2005-11-01,38,38
MIZQUE,consultas odontologicas,pulpotomias,2005-11-01,34,34
MOCOMOCO,consultas odontologicas,pulpotomias,2005-11-01,262,262
MOJOCOYA,consultas odontologicas,pulpotomias,2005-11-01,77,77
MONTEAGUDO,consultas odontologicas,pulpotomias,2005-11-01,42,42
MONTERO,consultas odontologicas,pulpotomias,2005-11-01,497,497
MORO MORO,consultas odontologicas,pulpotomias,2005-11-01,24,24
MOROCHATA,consultas odontologicas,pulpotomias,2005-11-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2005-11-01,9,9
OKINAWA,consultas odontologicas,pulpotomias,2005-11-01,95,95
OMEREQUE,consultas odontologicas,pulpotomias,2005-11-01,30,30
ORURO,consultas odontologicas,pulpotomias,2005-11-01,1760,1760
PADCAYA,consultas odontologicas,pulpotomias,2005-11-01,116,116
PADILLA,consultas odontologicas,pulpotomias,2005-11-01,58,58
PALCA,consultas odontologicas,pulpotomias,2005-11-01,90,90
PALOS BLANCOS,consultas odontologicas,pulpotomias,2005-11-01,51,51
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2005-11-01,9,9
PAPEL PAMPA,consultas odontologicas,pulpotomias,2005-11-01,17,17
PATACAMAYA,consultas odontologicas,pulpotomias,2005-11-01,102,102
PAZÑA,consultas odontologicas,pulpotomias,2005-11-01,12,12
PELECHUCO,consultas odontologicas,pulpotomias,2005-11-01,29,29
POCOATA,consultas odontologicas,pulpotomias,2005-11-01,64,64
POCONA,consultas odontologicas,pulpotomias,2005-11-01,8,8
POJO (CBBA),consultas odontologicas,pulpotomias,2005-11-01,84,84
POOPO,consultas odontologicas,pulpotomias,2005-11-01,23,23
PORCO,consultas odontologicas,pulpotomias,2005-11-01,6,6
POROMA,consultas odontologicas,pulpotomias,2005-11-01,156,156
PORONGO,consultas odontologicas,pulpotomias,2005-11-01,48,48
PORTACHUELO,consultas odontologicas,pulpotomias,2005-11-01,152,152
PORVENIR,consultas odontologicas,pulpotomias,2005-11-01,39,39
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-11-01,23,23
POTOSI,consultas odontologicas,pulpotomias,2005-11-01,778,778
PUCARA,consultas odontologicas,pulpotomias,2005-11-01,6,6
PUCARANI,consultas odontologicas,pulpotomias,2005-11-01,144,144
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-11-01,110,110
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-11-01,201,201
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2005-11-01,31,31
PUERTO PEREZ,consultas odontologicas,pulpotomias,2005-11-01,9,9
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-11-01,11,11
PUERTO RICO,consultas odontologicas,pulpotomias,2005-11-01,13,13
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-11-01,1,1
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-11-01,92,92
PUNA,consultas odontologicas,pulpotomias,2005-11-01,77,77
PUNATA,consultas odontologicas,pulpotomias,2005-11-01,49,49
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-11-01,122,122
QUIME,consultas odontologicas,pulpotomias,2005-11-01,105,105
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-11-01,6,6
RAVELO,consultas odontologicas,pulpotomias,2005-11-01,28,28
REYES,consultas odontologicas,pulpotomias,2005-11-01,40,40
RIBERALTA,consultas odontologicas,pulpotomias,2005-11-01,217,217
ROBORE,consultas odontologicas,pulpotomias,2005-11-01,112,112
RURRENABAQUE,consultas odontologicas,pulpotomias,2005-11-01,77,77
SABAYA,consultas odontologicas,pulpotomias,2005-11-01,8,8
SACABA,consultas odontologicas,pulpotomias,2005-11-01,170,170
SACABAMBA,consultas odontologicas,pulpotomias,2005-11-01,19,19
SACACA,consultas odontologicas,pulpotomias,2005-11-01,27,27
SAIPINA,consultas odontologicas,pulpotomias,2005-11-01,116,116
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2005-11-01,30,30
SAMAIPATA,consultas odontologicas,pulpotomias,2005-11-01,24,24
SAN AGUSTIN,consultas odontologicas,pulpotomias,2005-11-01,35,35
SAN ANDRES,consultas odontologicas,pulpotomias,2005-11-01,22,22
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2005-11-01,19,19
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2005-11-01,23,23
