,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,3,1,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,11,2,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,9,6,15
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,174,25,199
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,6,3,9
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,79,1,80
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,71,4,75
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,12,9,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,1,1,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,146,19,165
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,7,5,12
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,144,13,157
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,10,1,11
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,110,4,114
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,5,3,8
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,6,5,11
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-09-01,1,2,3
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,12,5,17
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,23,16,39
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,5,19
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,37,11,48
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,2,2
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,26,2,28
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,15,12,27
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,1,7
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,10,12
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,20,21,41
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,5,8
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,12,0,12
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,12,9,21
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,29,5,34
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,72,2,74
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,0,1
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,3,9
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,6,10
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,33,14,47
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,11,14
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,23,8,31
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,1,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,51,15,66
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,43,20,63
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,5,6
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,4,6
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,3,6
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,30,6,36
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,19,8,27
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,12,3,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,10,7,17
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,18,2,20
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,12,9,21
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,11,6,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,72,8,80
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,36,3,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,10,12
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,15,25,40
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,101,28,129
CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,16,1,17
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,24,27
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,9,16
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,48,11,59
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,8,1,9
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,16,55,71
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,2,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,21,13,34
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,56,21,77
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,22,11,33
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,9,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,6,7
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,23,6,29
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,25,7,32
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,120,14,134
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,25,39
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1297,6,1303
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,84,0,84
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,8,21
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,1,4
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,38,8,46
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,15,3,18
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,22,44,66
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,1,7
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,38,52
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,3,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,28,7,35
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,34,9,43
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,6,19
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,20,1,21
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,5,14
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,23,7,30
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,4,11
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,18,32
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,46,25,71
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,27,4,31
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,1,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,6,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,12,10,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,1,6
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,2,5
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1374,41,1415
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,1,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,41,0,41
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,6,15
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,81,0,81
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,2,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,18,16,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,71,24,95
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,3,10
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,10,12
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,0,6
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,10,7,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,25,0,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,16,17
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,19,8,27
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,3,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,86,8,94
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,16,30
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,11,2,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,5,6
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,40,3,43
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,5,10
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,2,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,1,5
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,5,5
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,10,17
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,22,12,34
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,14,14
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,14,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,6,13
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,17,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,20,3,23
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,92,14,106
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,112,4,116
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1200,7,1207
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,3,8
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,25,7,32
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,2,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,47,30,77
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,1,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,2,2
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,3,10
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,8,4,12
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,8,1,9
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,17,24
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,25,1,26
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,39,6,45
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,11,7,18
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,52,10,62
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,37,22,59
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,20,11,31
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,9,13
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,32,10,42
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,222,7,229
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,15,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,1,1,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,1,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,31,44
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,8,22
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,7,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,527,7,534
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,19,3,22
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,16,1,17
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,27,16,43
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,18,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,35,14,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,6,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,3,1,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,2,6
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,22,1,23
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,6,11
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,3,12
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,54,63
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,11,15,26
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,16,9,25
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,9,1,10
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,24,1,25
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,8,16,24
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,17,7,24
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,31,6,37
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,8,0,8
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,1,5
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,385,14,399
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,11,18
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,32,17,49
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,11,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,15,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,7,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,5,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,25,8,33
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,11,6,17
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,32,7,39
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,97,11,108
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,27,20,47
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,39,1,40
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,215,6,221
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,8,7,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,19,32
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,20,20,40
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,279,43,322
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,38,1,39
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,25,10,35
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,1,3
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,221,27,248
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,3,8
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,16,16,32
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,5,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,11,3,14
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,3,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,1,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,14,25,39
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,6,3,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,5,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,5,5,10
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,4,17
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,80,18,98
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,12,4,16
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,34,0,34
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,42,31,73
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,111,27,138
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,6,10
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,29,2,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,18,2,20
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,85,39,124
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,24,28
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,17,11,28
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,29,23,52
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,19,6,25
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,8,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,7,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,23,1,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,19,33,52
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,8,10
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,4,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,13,7,20
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-10-01,2,7,9
