,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES
YOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-09-01,5,3,8
YOTALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-09-01,3,1,4
YUNCHARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-09-01,2,9,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-09-01,3,5,8
ACACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,2,11
ACHACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,41,17,58
ACHOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,10,5,15
AIQUILE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,39,18,57
ALALAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,7,9
ALCALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,18,4,22
ANCORAIMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,12,7,19
ANTEQUERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,1,3
ANZALDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,8,8,16
APOLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,23,26,49
ARAMPAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,5,7
ARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,20,3,23
ARBIETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,13,13,26
ARQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,27,5,32
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,69,0,69
ATOCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,19,14,33
AUCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,2,5
AYATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,6,11
AYO AYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,6,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,29,16,45
AZURDUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,12,17
BATALLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,19,11,30
BAURES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,7,4,11
BELEN DE URMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,8,8
BERMEJO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,63,24,87
BETANZOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,37,28,65
BOLIVAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,6,11
BOLPEBRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,4,6
BOYUIBE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,3,6
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,19,6,25
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,22,9,31
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,8,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,8,4,12
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,11,4,15
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,3,8
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,10,6,16
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,14,6,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,0,4
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,52,5,57
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,42,5,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,6,7,13
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,21,23,44
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,83,28,111
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,12,7,19
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,6,17,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,48,19,67
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,8,9,17
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,28,84,112
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,15,16,31
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,54,14,68
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,1,5
CHOQUE COTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,20,8,28
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,8,10,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,7,13,20
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,19,14,33
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,30,8,38
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,117,9,126
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,11,34,45
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1328,7,1335
COIPASA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,86,4,90
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,26,4,30
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,50,10,60
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,4,13
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,21,57,78
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,21,1,22
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,16,39,55
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,3,4
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,28,6,34
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,40,13,53
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,14,7,21
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,22,9,31
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,10,2,12
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,26,11,37
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,5,10
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,23,25,48
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,132,19,151
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,20,8,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,5,9
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,17,16,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,6,4,10
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,8,3,11
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1600,107,1707
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,4,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,39,1,40
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,17,9,26
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,103,4,107
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,3,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,23,21,44
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,70,9,79
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,7,4,11
ESMERALDA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,3,3
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,7,10
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,14,2,16
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,7,4,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,28,7,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,18,19
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,17,12,29
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,5,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,118,10,128
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,19,14,33
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,18,3,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,8,9
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,49,1,50
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,0,2
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,8,0,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,1,5
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,4,7
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,9,13
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,10,17,27
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,16,15,31
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,21,21
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,10,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,11,12,23
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,15,0,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,14,4,18
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,85,13,98
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,156,4,160
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1262,12,1274
LA RIVERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,1,2
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,1,6
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,20,9,29
LAS CARRERAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,2,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,100,30,130
LLICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,0,3
LORETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,2,2
LURIBAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,10,7,17
MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,1,6
MACHARETI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,7,8,15
MAGDALENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,18,10,28
MAIRANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,21,1,22
MALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,28,6,34
MECAPACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,17,11,28
MINEROS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,34,12,46
MIZQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,46,26,72
MOCOMOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,17,16,33
MOJINETE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,0,3
MOJOCOYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,4,7
MONTEAGUDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,41,7,48
MONTERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,263,11,274
MORO MORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,0,4
MOROCHATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,11,19,30
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,2,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,2,2
OCURI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,18,25,43
OKINAWA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,26,4,30
OMEREQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,11,6,17
ORURO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,578,3,581
PADCAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,24,5,29
PADILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,12,3,15
PAILON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,44,29,73
PALCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,16,23,39
PALOS BLANCOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,44,8,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,3,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,13,4,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,6,2,8
PASORAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,29,5,34
PAZÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,6,1,7
PELECHUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,13,9,22
POCOATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,7,43,50
POCONA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,13,9,22
POJO (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,17,8,25
POOPO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,2,11
PORCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,26,0,26
POROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,13,19,32
PORONGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,11,3,14
PORTACHUELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,42,5,47
PORVENIR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,13,0,13
POSTRER VALLE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,0,2
POTOSI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,403,20,423
PRESTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,10,15
PUCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,3,5
PUCARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,26,13,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,11,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,23,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,6,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,2,8,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,30,10,40
PUERTO RICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,17,9,26
PUERTO SILES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,40,5,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,100,9,109
PUNA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,23,15,38
PUNATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,54,1,55
QUIABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,2,6
QUILLACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,238,3,241
QUIME,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,6,8,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,1,1
RAVELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,11,20,31
REYES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,25,19,44
RIBERALTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,291,50,341
ROBORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,26,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,35,11,46
SABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,1,1,2
SACABA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,243,36,279
SACABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,4,1,5
SACACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,22,14,36
SAIPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,2,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,5,8,13
SAMAIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,15,2,17
SAN ANDRES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,19,16,35
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,3,6,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,9,2,11
SAN BENITO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-10-01,12,6,18
