,group,variable,month,BCG,BCG,TOTALES
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-10-01,31,1,32
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,3,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,13,15
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,7,7
ICLA,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,3,10
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-10-01,14,30,44
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2011-10-01,5,14,19
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,19,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-10-01,9,11,20
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,14,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,5,12
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2011-10-01,79,19,98
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2011-10-01,93,0,93
LA PAZ,vacunaciones en menores de 1 ano,bcg,2011-10-01,1782,2,1784
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,10,8,18
LAJA,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,18,25
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,2,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2011-10-01,37,53,90
LLICA,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,2,9
LORETO,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,0,2
LURIBAY,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,6,9
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,4,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2011-10-01,13,8,21
MAIRANA,vacunaciones en menores de 1 ano,bcg,2011-10-01,22,0,22
MALLA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,bcg,2011-10-01,26,8,34
MECAPACA,vacunaciones en menores de 1 ano,bcg,2011-10-01,6,16,22
MINEROS,vacunaciones en menores de 1 ano,bcg,2011-10-01,35,3,38
MIZQUE,vacunaciones en menores de 1 ano,bcg,2011-10-01,49,26,75
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,13,20
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,4,12
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2011-10-01,36,5,41
MONTERO,vacunaciones en menores de 1 ano,bcg,2011-10-01,304,3,307
MORO MORO,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,6,20,26
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,4,4
OCURI,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,28,33
OKINAWA,vacunaciones en menores de 1 ano,bcg,2011-10-01,9,4,13
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,0,8
ORURO,vacunaciones en menores de 1 ano,bcg,2011-10-01,688,10,698
PADCAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,2,9
PADILLA,vacunaciones en menores de 1 ano,bcg,2011-10-01,16,0,16
PAILON,vacunaciones en menores de 1 ano,bcg,2011-10-01,25,16,41
PALCA,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,12,16
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2011-10-01,25,17,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,4,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,4,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,10,10
PASORAPA,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,44,3,47
PAZÑA,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,2,4
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,4,7
POCOATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,24,26
POCONA,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,9,12
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2011-10-01,14,13,27
POOPO,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,2,7
PORCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,2,4
POROMA,vacunaciones en menores de 1 ano,bcg,2011-10-01,15,18,33
PORONGO,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,5,8
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2011-10-01,53,1,54
PORVENIR,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,0,2
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,0,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2011-10-01,501,15,516
PRESTO,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,14,18
PUCARANI,vacunaciones en menores de 1 ano,bcg,2011-10-01,19,25,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,14,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,12,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2011-10-01,10,9,19
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,9,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2011-10-01,18,2,20
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2011-10-01,14,5,19
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2011-10-01,39,0,39
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2011-10-01,130,2,132
PUNA,vacunaciones en menores de 1 ano,bcg,2011-10-01,14,20,34
PUNATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,86,2,88
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,3,3
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2011-10-01,225,4,229
QUIME,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,5,5
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2011-10-01,19,24,43
REYES,vacunaciones en menores de 1 ano,bcg,2011-10-01,20,8,28
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2011-10-01,290,23,313
ROBORE,vacunaciones en menores de 1 ano,bcg,2011-10-01,21,1,22
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2011-10-01,27,10,37
SABAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,2,4
SACABA,vacunaciones en menores de 1 ano,bcg,2011-10-01,236,6,242
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,3,6
SACACA,vacunaciones en menores de 1 ano,bcg,2011-10-01,34,11,45
SAIPINA,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,0,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2011-10-01,6,3,9
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,9,9,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,3,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,4,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,4,11
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,2,10
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2011-10-01,72,34,106
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2011-10-01,20,12,32
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2011-10-01,41,1,42
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2011-10-01,27,10,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,122,24,146
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2011-10-01,33,0,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,3,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2011-10-01,36,20,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-10-01,18,1,19
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2011-10-01,93,15,108
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2011-10-01,0,16,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2011-10-01,8,4,12
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,37,29,66
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,20,10,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,1,9
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,3,11
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2011-10-01,15,2,17
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-10-01,33,54,87
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,10,11
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,3,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2011-10-01,1,3,4
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,3,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,9,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2011-10-01,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2011-10-01,26,6,32
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2011-10-01,3043,112,3155
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2011-10-01,29,2,31
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2011-10-01,19,5,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,8,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2011-10-01,12,8,20
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,10,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-10-01,2,3,5
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,2,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,2,3
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,12,16
SENA,vacunaciones en menores de 1 ano,bcg,2011-10-01,6,2,8
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2011-10-01,43,0,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2011-10-01,15,18,33
SICAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,1,1
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2011-10-01,81,8,89
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2011-10-01,18,3,21
SORACACHI,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,18,21
SORATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,25,19,44
SUCRE,vacunaciones en menores de 1 ano,bcg,2011-10-01,524,8,532
TACACHI,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,8,12
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2011-10-01,12,10,22
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,16,19
TAPACARI,vacunaciones en menores de 1 ano,bcg,2011-10-01,18,20,38
TARABUCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,23,10,33
TARACO,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,0,4
TARATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,9,0,9
TARIJA,vacunaciones en menores de 1 ano,bcg,2011-10-01,394,0,394
TARVITA,vacunaciones en menores de 1 ano,bcg,2011-10-01,9,4,13
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2011-10-01,6,7,13
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2011-10-01,10,14,24
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,21,18,39
TIPUANI,vacunaciones en menores de 1 ano,bcg,2011-10-01,20,2,22
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-10-01,111,9,120
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2011-10-01,30,17,47
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2011-10-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,4,8
TOLATA,vacunaciones en menores de 1 ano,bcg,2011-10-01,6,1,7
TOLEDO,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,0,3
TOMAVE,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,13,16
TOMINA,vacunaciones en menores de 1 ano,bcg,2011-10-01,9,6,15
TORO TORO,vacunaciones en menores de 1 ano,bcg,2011-10-01,10,29,39
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2011-10-01,23,10,33
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2011-10-01,6,2,8
TRIGAL,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2011-10-01,282,1,283
TUPIZA,vacunaciones en menores de 1 ano,bcg,2011-10-01,64,10,74
TURCO,vacunaciones en menores de 1 ano,bcg,2011-10-01,1,2,3
UMALA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,7,7
UNCIA,vacunaciones en menores de 1 ano,bcg,2011-10-01,28,13,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2011-10-01,10,0,10
URUBICHA,vacunaciones en menores de 1 ano,bcg,2011-10-01,11,0,11
UYUNI,vacunaciones en menores de 1 ano,bcg,2011-10-01,67,8,75
VACAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,3,8,11
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2011-10-01,37,0,37
VIACHA,vacunaciones en menores de 1 ano,bcg,2011-10-01,64,11,75
VILA VILA,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,7,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2011-10-01,14,10,24
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2011-10-01,63,0,63
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2011-10-01,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,10,15
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2011-10-01,4,4,8
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2011-10-01,172,18,190
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2011-10-01,11,6,17
VILLAZON,vacunaciones en menores de 1 ano,bcg,2011-10-01,56,5,61
VINTO,vacunaciones en menores de 1 ano,bcg,2011-10-01,109,2,111
VITICHI,vacunaciones en menores de 1 ano,bcg,2011-10-01,6,5,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,1,1
WARNES,vacunaciones en menores de 1 ano,bcg,2011-10-01,118,5,123
YACO,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,9,14
YACUIBA,vacunaciones en menores de 1 ano,bcg,2011-10-01,149,13,162
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2011-10-01,7,2,9
YANACACHI,vacunaciones en menores de 1 ano,bcg,2011-10-01,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-10-01,74,5,79
YOCALLA,vacunaciones en menores de 1 ano,bcg,2011-10-01,8,5,13
YOTALA,vacunaciones en menores de 1 ano,bcg,2011-10-01,10,2,12
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2011-10-01,0,6,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2011-10-01,5,4,9
ACACIO,vacunaciones en menores de 1 ano,bcg,2011-11-01,7,5,12
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2011-11-01,46,27,73
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,11,13
AIQUILE,vacunaciones en menores de 1 ano,bcg,2011-11-01,43,4,47
ALALAY,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,6,7
ALCALA,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2011-11-01,16,4,20
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2011-11-01,11,4,15
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,6,6
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2011-11-01,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,bcg,2011-11-01,10,12,22
APOLO,vacunaciones en menores de 1 ano,bcg,2011-11-01,26,7,33
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,3,5
ARANI,vacunaciones en menores de 1 ano,bcg,2011-11-01,16,4,20
ARBIETO,vacunaciones en menores de 1 ano,bcg,2011-11-01,9,3,12
ARQUE,vacunaciones en menores de 1 ano,bcg,2011-11-01,14,8,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2011-11-01,59,0,59
ATOCHA,vacunaciones en menores de 1 ano,bcg,2011-11-01,10,12,22
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,4,4
AYATA,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,17,20
AYO AYO,vacunaciones en menores de 1 ano,bcg,2011-11-01,5,13,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2011-11-01,26,26,52
AZURDUY,vacunaciones en menores de 1 ano,bcg,2011-11-01,6,11,17
BATALLAS,vacunaciones en menores de 1 ano,bcg,2011-11-01,19,10,29
BAURES,vacunaciones en menores de 1 ano,bcg,2011-11-01,12,3,15
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,bcg,2011-11-01,50,1,51
BETANZOS,vacunaciones en menores de 1 ano,bcg,2011-11-01,24,10,34
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,20,20
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,2,4
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-11-01,12,3,15
CABEZAS,vacunaciones en menores de 1 ano,bcg,2011-11-01,21,173,194
CAIROMA,vacunaciones en menores de 1 ano,bcg,2011-11-01,5,6,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2011-11-01,2,3,5
CAJUATA,vacunaciones en menores de 1 ano,bcg,2011-11-01,7,1,8
CALACOTO,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,8,10
CAMARGO,vacunaciones en menores de 1 ano,bcg,2011-11-01,22,0,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2011-11-01,6,0,6
CAMIRI,vacunaciones en menores de 1 ano,bcg,2011-11-01,73,3,76
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2011-11-01,32,2,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2011-11-01,4,10,14
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,30,31
CARANAVI,vacunaciones en menores de 1 ano,bcg,2011-11-01,87,25,112
CARAPARI,vacunaciones en menores de 1 ano,bcg,2011-11-01,7,0,7
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,23,26
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2011-11-01,8,0,8
CATACORA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2011-11-01,53,20,73
CHAQUI,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,3,6
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2011-11-01,5,44,49
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2011-11-01,9,14,23
CHIMORE,vacunaciones en menores de 1 ano,bcg,2011-11-01,24,8,32
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2011-11-01,29,3,32
CHUMA,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,14,17
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2011-11-01,31,10,41
CLIZA,vacunaciones en menores de 1 ano,bcg,2011-11-01,19,7,26
COBIJA,vacunaciones en menores de 1 ano,bcg,2011-11-01,165,3,168
COCAPATA,vacunaciones en menores de 1 ano,bcg,2011-11-01,13,29,42
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2011-11-01,1464,1,1465
COIPASA,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2011-11-01,72,0,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2011-11-01,15,2,17
COLLANA,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2011-11-01,34,0,34
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,1,4
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2011-11-01,16,54,70
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,6,9
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2011-11-01,16,39,55
COMANCHE,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,bcg,2011-11-01,32,4,36
COMBAYA,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,3,4
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2011-11-01,36,6,42
COPACABANA,vacunaciones en menores de 1 ano,bcg,2011-11-01,7,6,13
CORIPATA,vacunaciones en menores de 1 ano,bcg,2011-11-01,12,3,15
CORO CORO,vacunaciones en menores de 1 ano,bcg,2011-11-01,4,13,17
COROICO,vacunaciones en menores de 1 ano,bcg,2011-11-01,18,2,20
CORQUE,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,7,7
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2011-11-01,13,20,33
COTOCA,vacunaciones en menores de 1 ano,bcg,2011-11-01,118,11,129
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2011-11-01,20,43,63
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2011-11-01,0,2,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,4,7
CULPINA,vacunaciones en menores de 1 ano,bcg,2011-11-01,24,13,37
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,1,4
CURVA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2011-11-01,4,2,6
EL ALTO,vacunaciones en menores de 1 ano,bcg,2011-11-01,1600,31,1631
EL CHORO,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,9,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2011-11-01,17,1,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2011-11-01,7,15,22
EL TORNO,vacunaciones en menores de 1 ano,bcg,2011-11-01,82,4,86
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2011-11-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2011-11-01,14,12,26
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2011-11-01,37,4,41
ESCOMA,vacunaciones en menores de 1 ano,bcg,2011-11-01,6,2,8
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,2,4
EXALTACION,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,3,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2011-11-01,12,5,17
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2011-11-01,5,17,22
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2011-11-01,16,5,21
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2011-11-01,6,11,17
GUANAY,vacunaciones en menores de 1 ano,bcg,2011-11-01,13,4,17
GUAQUI,vacunaciones en menores de 1 ano,bcg,2011-11-01,2,11,13
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2011-11-01,118,0,118
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2011-11-01,12,25,37
HUACARETA,vacunaciones en menores de 1 ano,bcg,2011-11-01,9,6,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2011-11-01,0,5,5
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-11-01,48,1,49
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2011-11-01,6,1,7
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,2,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-11-01,1,2,3
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-11-01,4,1,5
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-11-01,0,13,13
ICLA,vacunaciones en menores de 1 ano,bcg,2011-11-01,11,7,18
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-11-01,6,23,29
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-11-01,3,5,8
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-11-01,8,5,13
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-11-01,7,0,7
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-11-01,8,8,16
