,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,5,4,9
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,16,16,32
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,5,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,12,3,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,15,3,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,0,1,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,13,29,42
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,3,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,1,3,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,5,7,12
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,13,4,17
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,89,18,107
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,17,7,24
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,38,0,38
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,44,20,64
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,116,28,144
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,3,5,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,27,2,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,10,3,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,32,10,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,19,2,21
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,101,46,147
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,2,26,28
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,16,8,24
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,30,23,53
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,23,12,35
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,13,8,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,24,1,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,23,39,62
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,2,8,10
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,14,7,21
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,2,7,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,23,0,23
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,26,1,27
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,2648,71,2719
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,28,3,31
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,49,5,54
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,1,11,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,5,5,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,5,3,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,9,1,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,8,12
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,16,0,16
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,54,2,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,20,17,37
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,1,8,9
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,66,5,71
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,5,3,8
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,8,7,15
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,20,30,50
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,504,15,519
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,4,10
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,13,17
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,9,3,12
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,29,19,48
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,20,16,36
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,3,0,3
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,15,7,22
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,354,22,376
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,11,11,22
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,13,9,22
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,13,12,25
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,29,20,49
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,21,3,24
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,86,31,117
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,42,12,54
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,3,7
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,5,3,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,7,3,10
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,4,8
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,5,11
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,10,24,34
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,22,12,34
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,7,3,10
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,274,10,284
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,72,12,84
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,10,2,12
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,2,6,8
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,33,13,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,23,3,26
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,13,6,19
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,44,5,49
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,9,13
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,36,5,41
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,89,8,97
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,6,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,20,8,28
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,72,7,79
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,3,5,8
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,8,5,13
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,14,6,20
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,167,38,205
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,15,10,25
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,65,5,70
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,85,1,86
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,10,7,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,7,0,7
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,142,19,161
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,5,8,13
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,136,24,160
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,4,0,4
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,13,1,14
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,75,19,94
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,5,11
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,7,8,15
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,3,6,9
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,0,2,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-10-01,6,5,11
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,7,4,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,49,14,63
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,14,13,27
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,33,13,46
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,5,8
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,15,2,17
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,13,7,20
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,8,3,11
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,18,14,32
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,9,13
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,16,2,18
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,9,7,16
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,31,10,41
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,54,0,54
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,19,9,28
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,2,6
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,9,9,18
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,39,22,61
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,6,7,13
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,18,13,31
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,6,5,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,50,16,66
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,26,26,52
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,6,10
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,5,6
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,7,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,15,9,24
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,23,47,70
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,12,2,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,8,3,11
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,10,2,12
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,15,10,25
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,19,7,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,63,4,67
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,27,5,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,6,15,21
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,25,26
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,74,27,101
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,15,5,20
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,20,24
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,8,11
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,34,22,56
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,7,7,14
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,23,103,126
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,15,18,33
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,46,11,57
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,19,15,34
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,17,9,26
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,8,13,21
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,33,15,48
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,17,14,31
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,96,19,115
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,17,31,48
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1180,2,1182
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,90,0,90
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,19,4,23
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,0,1
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,57,7,64
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,13,0,13
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,16,50,66
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,17,0,17
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,17,30,47
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,3,7
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,51,5,56
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,4,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,41,15,56
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,11,9,20
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,14,4,18
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,2,5
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,20,15,35
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,8,9
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,21,10,31
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,125,31,156
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,25,33,58
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,7,7,14
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,17,14,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,10,2,12
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,7,1,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1482,105,1587
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,23,7,30
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,17,9,26
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,111,9,120
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,0,7,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,23,10,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,63,16,79
ESCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,2,5
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,10,2,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,5,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,21,8,29
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,7,14,21
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,20,3,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,9,12,21
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,14,13,27
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,7,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,97,60,157
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,15,23,38
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,12,6,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,47,3,50
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,0,1
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,0,4,4
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,5,4,9
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,7,16,23
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,8,10,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,12,2,14
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,12,0,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,15,2,17
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,75,12,87
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,162,3,165
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1244,13,1257
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,12,4,16
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,29,7,36
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,4,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,47,34,81
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,6,2,8
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,8,9
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,6,1,7
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,6,2,8
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,26,12,38
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,41,2,43
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,13,11,24
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,37,10,47
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,42,15,57
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,10,13,23
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,7,11
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,48,6,54
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,231,11,242
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,4,0,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,9,8,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-11-01,1,4,5
