,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,25,14,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,1,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,3,3
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1444,110,1554
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,4,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,47,1,48
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,2,14
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,99,2,101
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,5,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,17,11,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,71,22,93
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,0,2
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,5,9
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,3,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,5,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,22,12,34
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,8,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,26,8,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,12,15
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,13,25
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,5,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,108,13,121
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,21,18,39
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,22,6,28
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,5,9
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,1,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,30,1,31
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,9,13
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,9,3,12
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,2,8
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,1,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,7,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,5,8
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,17,19,36
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,18,18
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,11,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,9,12,21
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,18,0,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,4,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,86,14,100
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,144,2,146
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1248,20,1268
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,5,5,10
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,23,2,25
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,0,7
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,47,32,79
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,3,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,6,8
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,9,16
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,1,3
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,13,5,18
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,20,14,34
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,28,0,28
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,39,7,46
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,14,12,26
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,53,11,64
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,45,31,76
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,9,21
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,9,6,15
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,36,18,54
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,269,17,286
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,5,13,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,5,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,2,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,19,31,50
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,27,5,32
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,5,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,535,10,545
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,25,8,33
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,13,2,15
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,55,10,65
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,8,14
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,45,10,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,16,4,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,5,3,8
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,5,1,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,26,9,35
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,8,1,9
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,8,1,9
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,9,46,55
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,11,22
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,15,10,25
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,2,9
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,29,2,31
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,13,19,32
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,6,18
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,50,15,65
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,2,12
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,2,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,335,21,356
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,5,7
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,4,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,37,11,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,12,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,7,8
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,11,18
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,2,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,17,21,38
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,11,21
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,43,2,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,127,15,142
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,14,21,35
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,54,1,55
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,227,4,231
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,13,11,24
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,1,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,33,40
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,22,23,45
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,272,105,377
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,35,2,37
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,37,18,55
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,1,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,203,45,248
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,4,10
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,17,19,36
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,5,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,4,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,18,25,43
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,3,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,6,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,2,4
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,21,4,25
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,90,24,114
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,13,25
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,43,0,43
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,54,12,66
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,114,35,149
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,6,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,34,0,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,3,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,48,6,54
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,21,5,26
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,93,37,130
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,14,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,29,7,36
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,33,29,62
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,28,15,43
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,11,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,0,11
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,35,1,36
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,21,47,68
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,6,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,8,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,2,4
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,8,18
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,5,13,18
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,20,0,20
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,35,6,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2792,86,2878
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,29,4,33
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,39,10,49
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,9,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,4,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,5,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,0,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,4,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,2,4
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,0,7
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,49,9,58
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,14,14,28
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,4,10
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,80,3,83
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,2,14
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,11,21
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,19,30,49
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,551,32,583
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,8,3,11
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,8,9,17
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,13,8,21
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,23,19,42
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,16,27
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,0,1
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,14,3,17
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,385,21,406
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,14,26
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,8,15
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,9,15,24
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,28,18,46
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,23,4,27
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,91,45,136
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,24,13,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,0,3
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,4,15
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,4,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,1,8
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,15,19,34
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,11,18
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,21,32
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,19,10,29
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,3,1,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,286,13,299
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,62,21,83
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,3,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,7,9
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,39,13,52
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,21,5,26
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,6,12,18
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,45,8,53
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,13,12,25
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,33,3,36
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,109,5,114
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,7,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,11,5,16
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,82,10,92
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,13,4,17
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,12,4,16
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,156,47,203
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,15,9,24
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,57,11,68
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,97,6,103
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,16,10,26
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,0,1
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,183,17,200
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,6,13
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,163,31,194
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,7,1,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,9,1,10
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,102,11,113
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,2,12
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,10,5,15
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-10-01,4,7,11
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,5,13
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,47,12,59
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,7,10,17
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,39,8,47
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,2,3
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,1,1
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,6,19
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,9,17
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,8,13
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,9,17
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,21,17,38
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,5,7
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,11,5,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,11,4,15
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,20,16,36
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,68,0,68
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,17,9,26
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,7,0,7
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,9,15
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,4,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,39,24,63
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,13,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,23,6,29
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,11,4,15
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,50,27,77
