,group,variable,month,NÚMERO DE DIU'S RETIRADOS 10 A 14,NÚMERO DE DIU'S RETIRADOS 15 A 19,NÚMERO DE DIU'S RETIRADOS 20 A 34,NÚMERO DE DIU'S RETIRADOS 35 A 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,NÚMERO DE DIU'S RETIRADOS < A 10,TOTALES
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,14,11,0,0,26
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,2,17,12,2,0,33
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,0,0,2
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,4,2,0,0,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,7,0,0,9
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,3,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,1,0,0,0,2
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,2,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,1,3,16,9,0,0,29
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,4,5,1,0,10
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,6,11,0,0,18
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,1,0,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,4,1,0,0,5
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,2,1,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,1,38,21,1,0,61
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,2,1,0,0,3
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,1,0,0,2
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,1,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,4,7,8,1,0,20
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,1,0,1,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,2,1,0,0,3
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,2,0,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,11,0,0,0,11
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,51,16,4,0,71
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,1,25,2,0,0,28
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,2,0,0,0,2
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,2,2,0,0,4
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,1,1,0,0,0,2
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,11,2,0,0,13
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,2,13,2,0,0,17
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,3,4,0,0,7
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,4,0,0,4
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,6,6,0,0,12
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,1,2,3,0,0,6
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,2,51,28,1,0,82
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,3,1,0,0,4
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,13,8,1,0,22
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,2,22,8,2,0,34
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,2,3,0,0,0,5
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,2,0,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,2,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,0,0,0,1
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,1,1,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,0,1,2,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,8,32,15,0,0,55
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-10-01,0,0,8,2,1,0,11
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,1,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,0,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,0,0,0,2
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,5,1,1,0,7
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,1,0,0,3
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,35,9,2,0,47
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,0,0,0,2
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,22,6,0,0,29
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,3,1,5,0,0,9
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,0,0,0,2
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,2,0,0,2
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,2,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,24,13,0,0,37
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,1,1,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,4,2,0,0,6
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,0,0,0,2
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,6,2,0,0,9
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,4,29,9,0,0,42
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,2,4,0,0,7
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,12,3,0,0,16
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,2,4,2,0,0,8
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,2,10,2,0,0,14
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,2,1,0,5
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,0,0,1,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,2,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,0,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,3,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,39,23,3,0,66
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,1,0,0,2
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,2,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,11,8,2,0,22
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,2,13,11,0,0,26
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,5,1,0,0,6
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,1,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,2,0,0,2
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,3,0,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,6,2,0,0,8
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,1,6,5,0,0,12
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,0,2,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,4,34,7,0,0,45
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,1,0,0,2
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-11-01,0,0,1,1,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,4,7,0,0,11
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,2,2,0,0,4
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,2,0,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,2,32,17,5,0,56
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,1,0,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,11,4,0,0,16
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,7,4,2,0,0,13
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,1,0,0,2
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,3,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,1,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,19,14,0,0,33
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,0,1,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,11,1,1,0,13
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,1,0,0,2
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,0,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,2,0,0,0,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,3,2,1,0,6
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,3,2,0,0,5
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,5,1,0,0,7
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,9,1,0,0,10
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,0,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,5,19,8,0,0,32
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,1,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,1,0,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,2,29,25,0,0,56
