,group,variable,month,PÍLDORA: USUARIAS NUEVAS 10 A 14,PÍLDORA: USUARIAS NUEVAS 15 A 19,PÍLDORA: USUARIAS NUEVAS 20 A 34,PÍLDORA: USUARIAS NUEVAS 35 A 49,PÍLDORA: USUARIAS NUEVAS 50 Y +,PÍLDORA: USUARIAS NUEVAS < A 10,TOTALES
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,0,0,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,7,3,0,0,12
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,3,0,0,0,4
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,0,0,0,0,0,1
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,3,2,3,0,0,9
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,1,0,0,5
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,5,2,0,0,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,4,0,0,0,6
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,7,0,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,7,1,0,0,10
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,3,0,0,0,4
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,2,0,0,6
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,0,2,0,0,0,3
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,1,0,0,6
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,7,4,1,0,15
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,3,0,0,0,4
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,14,3,0,0,20
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,7,1,2,0,12
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,2,2,0,0,7
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,0,0,0,5
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,7,1,0,0,11
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,3,2,0,0,6
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,3,3,0,0,8
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,8,1,0,0,11
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,10,4,1,0,0,15
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,12,65,22,0,0,100
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,0,0,0,5
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,8,0,0,0,9
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,2,0,0,2
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,5,1,0,0,8
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,1,0,0,4
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,2,0,0,5
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,5,0,0,9
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,4,0,2,0,0,6
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,6,3,0,0,9
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,26,2,0,0,31
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,10,7,0,0,20
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,2,14,111,29,0,0,156
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,4,5,2,0,0,11
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,4,0,0,0,6
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,6,7,0,0,15
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,0,0,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,0,0,0,4
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,2,0,0,4
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,2,0,0,6
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,0,2,1,0,0,4
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,1,0,0,2
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,2,0,0,5
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
HUACHACALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,1,6,7,0,0,15
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,0,0,0,5
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,10,10,0,0,20
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,4,0,0,0,5
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,15,183,26,0,0,224
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,27,9,0,0,39
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,1,1,0,6
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,0,0,0,2
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,0,13,4,0,0,18
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,3,12,1,0,0,17
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,6,5,0,0,13
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,2,4,61,16,0,0,83
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,3,0,0,4
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,8,1,0,0,9
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,6,2,0,0,11
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,2,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,2,0,0,3
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,1,0,0,6
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,7,0,0,0,7
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,13,10,0,0,25
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,5,0,1,0,7
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,7,1,0,0,9
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,12,44,9,0,0,65
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,0,0,0,4
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,3,0,0,0,4
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,4,22,6,0,0,32
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,4,1,1,0,9
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,8,1,0,0,12
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,5,37,3,0,0,45
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,2,0,0,7
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,4,36,3,0,0,44
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,3,30,14,1,0,49
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,0,2,2,0,0,5
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,0,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,1,0,0,2
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,2,0,0,0,4
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,1,0,0,2
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,4,0,0,0,4
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,6,2,0,0,8
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,7,26,7,0,0,41
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,4,0,0,0,5
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,1,0,0,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,6,1,0,0,9
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,1,4,1,0,0,7
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,2,1,0,0,5
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,2,3,0,0,0,6
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,4,0,0,0,5
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,9,0,0,0,12
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,7,2,0,0,10
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,13,3,0,0,18
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,1,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,5,9,4,0,0,19
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,4,5,0,0,0,10
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,36,12,0,0,48
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,24,200,37,2,0,264
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,3,1,0,0,6
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,12,7,1,0,0,20
