,group,variable,month,NÚMERO DE IMPLANTES INSERTADOS 10 A 14,NÚMERO DE IMPLANTES INSERTADOS 15 A 19,NÚMERO DE IMPLANTES INSERTADOS 20 A 34,NÚMERO DE IMPLANTES INSERTADOS 35 A 49,NÚMERO DE IMPLANTES INSERTADOS 50 Y +,NÚMERO DE IMPLANTES INSERTADOS < A 10,TOTALES
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,1,2,0,0,4
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,1,0,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,3,5,4,0,0,12
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,3,3,0,0,7
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,5,0,0,0,6
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,1,17,100,32,0,0,150
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,3,1,1,0,0,5
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,9,4,0,0,14
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,2,2,0,0,0,4
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,0,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,2,5,3,0,0,10
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,1,5,23,8,0,0,37
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,5,1,0,0,6
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,0,0,0,1
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,1,1,0,0,3
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,1,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,5,1,0,0,6
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,3,3,2,0,0,8
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,0,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,10,33,100,5,0,0,148
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,6,18,4,0,0,28
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,2,0,0,0,2
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,0,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,4,6,0,0,0,10
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,7,2,0,0,9
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,5,4,3,0,0,12
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,5,1,0,0,6
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,12,0,0,0,13
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,5,37,13,0,0,55
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,2,7,1,0,0,10
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,2,0,0,0,3
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,3,1,0,0,0,0,4
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,2,0,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,2,7,2,0,0,11
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,1,16,40,4,0,0,61
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,1,2,3,3,0,0,9
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,4,12,3,0,0,19
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,11,26,3,0,0,40
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,2,3,0,0,0,5
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,13,0,0,0,14
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,14,59,15,0,0,88
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,0,0,0,1
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,9,0,0,0,10
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,6,1,0,0,8
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,1,0,0,5
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,10,3,0,0,13
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,17,5,0,0,26
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,0,2,0,0,4
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,1,3,0,0,0,5
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,5,0,0,0,5
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,3,1,0,4
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,0,0,0,2
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,16,6,0,0,23
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,0,0,0,3
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,10,0,0,0,10
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,4,1,0,0,7
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,1,0,0,5
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,4,0,0,7
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,1,0,0,2
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,3,2,0,0,0,6
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,23,1,0,0,27
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,4,2,2,0,0,10
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,0,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,4,0,0,0,7
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,2,6,1,0,0,10
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,2,0,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,0,8,0,0,0,10
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,5,0,0,0,5
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,7,27,7,0,0,41
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,7,4,0,0,14
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,1,0,0,5
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,8,20,6,0,0,34
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,4,1,0,0,6
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,8,24,1,0,0,33
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,4,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,2,2,0,0,5
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,1,1,0,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,4,0,0,0,5
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,3,36,64,7,0,0,110
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,2,0,0,6
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,32,187,43,0,0,263
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,15,1,0,0,16
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,2,1,0,0,4
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,3,0,0,0,5
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,6,1,0,0,10
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,1,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,1,0,0,5
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,0,6,0,0,0,7
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,5,0,0,0,6
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,5,0,0,0,6
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,12,30,2,0,0,44
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,8,0,0,0,9
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,1,12,1,0,0,15
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,3,73,302,72,0,0,450
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,0,7,3,0,0,11
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,10,0,0,0,14
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,0,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,5,0,0,0,8
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,18,4,0,0,26
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,2,0,0,0,3
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,0,0,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,5,1,0,0,8
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,4,3,0,0,9
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,1,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,3,0,0,0,5
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,6,4,0,0,10
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,1,0,0,2
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,5,0,0,0,5
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,8,1,0,0,11
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,4,1,0,0,6
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,0,0,0,4
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,3,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,0,0,0,2
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,6,1,0,0,8
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,0,0,0,3
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,8,38,10,0,0,56
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,17,189,48,2,0,258
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,5,1,0,0,6
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,18,53,7,0,0,79
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,1,0,0,5
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,2,0,0,3
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,4,0,0,0,5
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,10,27,55,1,0,0,93
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,1,0,0,5
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,3,0,0,3
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,17,2,0,0,23
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,19,8,0,0,0,29
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,1,0,0,3
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,0,0,0,2
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,7,2,0,0,12
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,4,4,1,0,0,10
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,5,1,0,0,6
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,15,118,16,0,0,149
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,2,9,2,0,0,14
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,4,2,0,0,8
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,6,10,1,0,0,17
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,1,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,9,2,0,0,12
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,1,0,0,2
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,6,15,2,0,0,23
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,4,1,0,0,6
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,7,4,2,0,0,13
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,18,1,0,0,22
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,5,1,0,0,8
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,2,3,0,0,0,7
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,15,70,21,0,0,108
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,0,4,2,0,0,8
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,8,0,0,0,11
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,2,6,1,0,0,10
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,13,37,0,0,0,52
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,5,19,2,0,0,26
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,7,22,1,0,0,31
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,5,2,0,0,8
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,4,19,1,0,0,25
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,9,53,6,0,0,68
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,0,0,0,3
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,1,0,0,0,2
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,4,3,3,0,0,12
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,5,39,52,1,0,0,97
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,5,4,1,0,0,10
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,0,1,0,0,5
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
